Timestamp,	LIGHT,	ORIENTATION_X,	ORIENTATION_Y,	ORIENTATION_Z,	GPS_LAT,	GPS_LONG,	
1511059435,	156,	-4,	-171,	966,	3007.86,	9738.23,	
1511059436,	,	-2,	-170,	966,	3007.87,	9738.23,	
1511059437,	154,	-4,	-170,	966,	3007.89,	9738.24,	
1511059438,	156,	-4,	-169,	966,	3007.91,	9738.24,	
1511059439,	,	-4,	-171,	966,	3007.93,	9738.24,	
1511059440,	31,	-5,	-172,	966,	3007.94,	9738.23,	
1511059441,	157,	-5,	-170,	967,	3007.96,	9738.22,	
1511059442,	,	-3,	-168,	965,	3007.97,	9738.21,	
1511059443,	155,	-3,	-169,	967,	3007.98,	9738.19,	
1511059444,	154,	-4,	-172,	966,	3007.98,	9738.18,	
1511059445,	,	-5,	-171,	967,	3007.99,	9738.17,	
1511059446,	155,	-5,	-170,	965,	3007.99,	9738.16,	
1511059447,	155,	-5,	-172,	966,	3007.99,	9738.14,	
1511059448,	,	-5,	-169,	965,	3008.01,	9738.14,	
1511059449,	156,	-4,	-170,	967,	3008.01,	9738.12,	
1511059450,	155,	-4,	-171,	966,	3008.02,	9738.11,	
1511059451,	,	-4,	-170,	967,	3008.03,	9738.1,	
1511059452,	154,	-3,	-171,	963,	3008.04,	9738.09,	
1511059453,	155,	-5,	-168,	966,	3008.05,	9738.09,	
1511059454,	,	-4,	-171,	968,	3008.06,	9738.08,	
1511059455,	157,	-2,	-171,	965,	3008.07,	9738.06,	
1511059456,	157,	-5,	-170,	966,	3008.07,	9738.05,	
1511059457,	,	-5,	-170,	968,	3008.08,	9738.04,	
1511059458,	155,	-4,	-170,	965,	3008.09,	9738.03,	
1511059459,	154,	-4,	-171,	968,	3008.09,	9738.03,	
1511059460,	,	-3,	-171,	967,	3008.1,	9738.02,	
1511059461,	156,	-2,	-168,	966,	3008.11,	9738.02,	
1511059462,	157,	-5,	-171,	967,	3008.12,	9738.02,	
1511059463,	,	-5,	-171,	968,	3008.13,	9738.01,	
1511059464,	157,	-4,	-170,	966,	3008.14,	9738.01,	
1511059465,	156,	-5,	-171,	964,	3008.15,	9738,	
1511059466,	,	-4,	-169,	966,	3008.15,	9737.99,	
1511059467,	154,	-4,	-169,	966,	3008.16,	9737.98,	
1511059468,	154,	-3,	-169,	967,	3008.17,	9737.97,	
1511059469,	,	-4,	-172,	968,	3008.17,	9737.95,	
1511059470,	156,	-5,	-171,	968,	3008.17,	9737.95,	
1511059471,	157,	-4,	-170,	966,	3008.17,	9737.93,	
1511059472,	,	-4,	-170,	967,	3008.17,	9737.92,	
1511059473,	155,	-5,	-173,	966,	3008.16,	9737.91,	
1511059474,	154,	-3,	-170,	967,	3008.15,	9737.89,	
1511059475,	,	-3,	-171,	967,	3008.15,	9737.88,	
1511059476,	154,	-6,	-171,	966,	3008.15,	9737.87,	
1511059477,	154,	-3,	-170,	966,	3008.15,	9737.85,	
1511059478,	,	-4,	-172,	967,	3008.15,	9737.84,	
1511059479,	154,	-3,	-172,	966,	3008.16,	9737.84,	
1511059480,	155,	-5,	-169,	967,	3008.17,	9737.83,	
1511059481,	,	-3,	-170,	967,	3008.17,	9737.82,	
1511059482,	156,	-5,	-171,	967,	3008.18,	9737.81,	
1511059483,	157,	-6,	-171,	966,	3008.19,	9737.81,	
1511059484,	,	-3,	-172,	966,	3008.19,	9737.8,	
1511059485,	156,	-4,	-169,	966,	3008.19,	9737.79,	
1511059486,	156,	-4,	-170,	966,	3008.2,	9737.78,	
1511059487,	,	-5,	-172,	965,	3008.19,	9737.77,	
1511059488,	155,	-2,	-169,	968,	3008.19,	9737.76,	
1511059489,	154,	-6,	-171,	966,	3008.18,	9737.75,	
1511059490,	,	-4,	-170,	965,	3008.17,	9737.74,	
1511059491,	154,	-4,	-171,	966,	3008.17,	9737.73,	
1511059492,	154,	-3,	-169,	967,	3008.17,	9737.73,	
1511059493,	,	-5,	-172,	967,	3008.17,	9737.71,	
1511059494,	155,	-5,	-171,	966,	3008.17,	9737.7,	
1511059495,	156,	-3,	-168,	965,	3008.18,	9737.68,	
1511059496,	,	-4,	-169,	968,	3008.18,	9737.67,	
1511059497,	157,	-4,	-169,	965,	3008.18,	9737.65,	
1511059498,	156,	-5,	-171,	964,	3008.19,	9737.64,	
1511059499,	,	-2,	-168,	968,	3008.19,	9737.62,	
1511059500,	155,	-4,	-171,	966,	3008.2,	9737.61,	
1511059501,	154,	-7,	-171,	966,	3008.2,	9737.6,	
1511059502,	,	-6,	-171,	967,	3008.22,	9737.59,	
1511059503,	153,	-3,	-173,	965,	3008.23,	9737.58,	
1511059504,	154,	-6,	-170,	966,	3008.24,	9737.57,	
1511059505,	,	-3,	-169,	967,	3008.25,	9737.56,	
1511059506,	156,	-4,	-171,	964,	3008.26,	9737.55,	
1511059507,	156,	-5,	-168,	966,	3008.27,	9737.54,	
1511059508,	,	-4,	-170,	968,	3008.28,	9737.53,	
1511059509,	144,	-4,	-171,	966,	3008.29,	9737.53,	
1511059510,	26,	-4,	-174,	966,	3008.3,	9737.52,	
1511059512,	25,	-3,	-171,	965,	,	,	
1511059513,	26,	-4,	-172,	966,	,	,	
1511059514,	154,	-5,	-171,	966,	,	,	
1511059515,	155,	-4,	-171,	967,	,	,	
1511059516,	154,	-4,	-171,	966,	,	,	
1511059518,	152,	-3,	-171,	967,	,	,	
1511059519,	153,	-4,	-170,	966,	,	,	
1511059520,	155,	-3,	-172,	965,	,	,	
1511059521,	154,	-5,	-170,	967,	,	,	
1511059522,	154,	-3,	-170,	966,	,	,	
1511059524,	153,	-5,	-171,	968,	,	,	
1511059525,	154,	-4,	-171,	965,	,	,	
1511059526,	156,	-4,	-171,	965,	,	,	
1511059527,	90,	-3,	-171,	964,	,	,	
1511059528,	155,	-5,	-168,	966,	,	,	
1511059530,	153,	-3,	-172,	965,	,	,	
1511059531,	154,	-4,	-171,	966,	,	,	
1511059532,	155,	-5,	-171,	967,	,	,	
1511059533,	156,	-2,	-171,	969,	,	,	
1511059534,	156,	-5,	-173,	965,	,	,	
1511059536,	154,	-4,	-171,	968,	,	,	
1511059537,	154,	-5,	-171,	967,	,	,	
1511059538,	155,	-4,	-171,	966,	,	,	
1511059539,	156,	-4,	-171,	967,	,	,	
1511059540,	156,	-1,	-173,	965,	,	,	
1511059542,	154,	-5,	-171,	970,	,	,	
1511059543,	154,	-5,	-171,	965,	,	,	
1511059544,	154,	-2,	-172,	967,	,	,	
1511059545,	156,	-4,	-170,	969,	,	,	
1511059546,	156,	-3,	-170,	967,	,	,	
1511059548,	153,	-5,	-171,	967,	,	,	
1511059549,	153,	-5,	-171,	968,	,	,	
1511059550,	153,	-6,	-173,	966,	,	,	
1511059551,	154,	-4,	-170,	966,	,	,	
1511059552,	155,	-5,	-171,	966,	,	,	
1511059554,	154,	-6,	-172,	968,	,	,	
1511059555,	152,	-2,	-171,	967,	,	,	
1511059556,	152,	-3,	-170,	965,	,	,	
1511059557,	153,	-4,	-169,	966,	,	,	
1511059558,	155,	-1,	-175,	967,	,	,	
1511059560,	154,	-6,	-171,	966,	,	,	
1511059561,	153,	-5,	-169,	967,	,	,	
1511059562,	152,	-5,	-170,	963,	,	,	
1511059563,	153,	-3,	-170,	967,	,	,	
1511059564,	154,	-4,	-170,	965,	,	,	
1511059566,	155,	-3,	-171,	966,	,	,	
1511059567,	154,	-5,	-171,	965,	,	,	
1511059568,	153,	-4,	-170,	966,	,	,	
1511059569,	152,	-5,	-170,	966,	,	,	
1511059570,	153,	-3,	-170,	966,	,	,	
1511059572,	155,	-6,	-173,	966,	,	,	
1511059573,	154,	-5,	-171,	966,	,	,	
1511059574,	153,	-3,	-170,	966,	,	,	
1511059575,	152,	-4,	-171,	967,	,	,	
1511059576,	152,	-4,	-172,	966,	,	,	
1511059578,	154,	-3,	-172,	966,	,	,	
1511059579,	154,	-4,	-171,	965,	,	,	
1511059580,	154,	-3,	-172,	966,	,	,	
1511059581,	154,	-5,	-170,	966,	,	,	
1511059582,	153,	-5,	-165,	974,	,	,	
1511059584,	154,	-5,	-170,	966,	,	,	
1511059585,	155,	-3,	-170,	965,	,	,	
1511059586,	155,	-3,	-171,	966,	,	,	
1511059587,	154,	-3,	-170,	962,	,	,	
1511059588,	153,	-6,	-172,	965,	,	,	
1511059590,	153,	-5,	-170,	965,	,	,	
1511059591,	154,	-5,	-170,	966,	,	,	
1511059592,	156,	-4,	-171,	965,	,	,	
1511059593,	155,	-4,	-171,	966,	,	,	
1511059594,	154,	-5,	-173,	966,	,	,	
1511059596,	153,	-2,	-171,	966,	,	,	
1511059597,	154,	-3,	-171,	968,	,	,	
1511059598,	155,	-3,	-171,	964,	,	,	
1511059599,	156,	-4,	-170,	969,	,	,	
1511059600,	154,	-3,	-171,	969,	,	,	
1511059602,	153,	-5,	-171,	966,	,	,	
1511059603,	153,	-6,	-172,	966,	,	,	
1511059604,	154,	-4,	-170,	966,	,	,	
1511059605,	155,	-5,	-171,	967,	,	,	
1511059606,	155,	-4,	-170,	965,	,	,	
1511059608,	154,	-3,	-171,	965,	,	,	
1511059609,	153,	-4,	-173,	969,	,	,	
1511059610,	152,	-3,	-171,	966,	,	,	
1511059611,	153,	-3,	-170,	968,	,	,	
1511059612,	154,	-4,	-170,	965,	,	,	
1511059614,	155,	-4,	-171,	966,	,	,	
1511059615,	154,	-6,	-169,	966,	,	,	
1511059616,	153,	-5,	-171,	968,	,	,	
1511059617,	153,	-5,	-172,	966,	,	,	
1511059618,	152,	-3,	-170,	966,	,	,	
1511059620,	153,	-2,	-172,	967,	,	,	
1511059621,	154,	-3,	-170,	968,	,	,	
1511059622,	155,	-4,	-170,	969,	,	,	
1511059623,	155,	-3,	-169,	967,	,	,	
1511059624,	155,	-6,	-171,	966,	,	,	
1511059626,	154,	-4,	-172,	965,	,	,	
1511059627,	153,	-4,	-171,	966,	,	,	
1511059628,	152,	-6,	-171,	963,	,	,	
1511059629,	152,	-5,	-171,	966,	,	,	
1511059630,	153,	-4,	-169,	964,	,	,	
1511059632,	154,	-4,	-170,	964,	,	,	
1511059633,	155,	-3,	-170,	966,	,	,	
1511059634,	156,	-5,	-171,	965,	,	,	
1511059635,	155,	-3,	-171,	967,	,	,	
1511059636,	155,	-4,	-171,	967,	,	,	
1511059638,	153,	-5,	-169,	966,	,	,	
1511059639,	153,	-5,	-171,	963,	,	,	
1511059640,	153,	-5,	-171,	968,	,	,	
1511059641,	154,	-2,	-170,	965,	,	,	
1511059642,	155,	-4,	-169,	964,	,	,	
1511059644,	150,	-3,	-171,	968,	,	,	
1511059645,	155,	-4,	-173,	967,	,	,	
1511059646,	154,	-5,	-171,	967,	,	,	
1511059647,	153,	-4,	-171,	966,	,	,	
1511059648,	153,	-4,	-173,	963,	,	,	
1511059650,	153,	-3,	-172,	967,	,	,	
1511059651,	31,	-6,	-169,	967,	,	,	
1511059652,	89,	-3,	-170,	967,	,	,	
1511059653,	91,	-6,	-171,	964,	,	,	
1511059654,	95,	-4,	-169,	966,	,	,	
1511059656,	33,	-3,	-172,	967,	,	,	
1511059657,	28,	-4,	-171,	966,	,	,	
1511059658,	93,	-4,	-170,	966,	,	,	
1511059659,	51,	,	,	,	3007.83,	,	
1511059662,	,	-5,	-169,	968,	,	9738.21,	
1511059663,	,	-6,	-167,	967,	3007.84,	9738.22,	
1511059664,	154,	-7,	-172,	967,	3007.85,	9738.22,	
1511059665,	157,	-6,	-171,	968,	3007.86,	9738.23,	
1511059666,	,	-4,	-171,	967,	3007.87,	9738.23,	
1511059667,	156,	-3,	-170,	966,	3007.89,	9738.24,	
1511059668,	157,	-4,	-169,	966,	3007.91,	9738.24,	
1511059669,	,	-5,	-171,	964,	3007.93,	9738.24,	
1511059670,	158,	-4,	-169,	966,	3007.94,	9738.23,	
1511059671,	155,	-5,	-171,	966,	3007.96,	9738.22,	
1511059672,	,	-3,	-172,	967,	3007.97,	9738.21,	
1511059673,	154,	-4,	-170,	965,	3007.98,	9738.19,	
1511059674,	153,	-6,	-171,	966,	3007.98,	9738.18,	
1511059675,	,	-6,	-171,	966,	3007.99,	9738.17,	
1511059676,	154,	-4,	-171,	966,	3007.99,	9738.16,	
1511059677,	155,	-4,	-171,	965,	3007.99,	9738.14,	
1511059678,	,	-5,	-171,	966,	3008.01,	9738.14,	
1511059679,	156,	-3,	-169,	967,	3008.01,	9738.12,	
1511059680,	156,	-4,	-171,	966,	3008.02,	9738.11,	
1511059681,	,	-6,	-170,	968,	3008.03,	9738.1,	
1511059682,	156,	-6,	-170,	966,	3008.04,	9738.09,	
1511059683,	156,	-6,	-171,	966,	3008.05,	9738.09,	
1511059684,	,	-5,	-171,	963,	3008.06,	9738.08,	
1511059685,	154,	-6,	-169,	966,	3008.07,	9738.06,	
1511059686,	154,	-5,	-171,	966,	3008.07,	9738.05,	
1511059687,	,	-6,	-171,	966,	3008.08,	9738.04,	
1511059688,	155,	-3,	-170,	966,	3008.09,	9738.03,	
1511059689,	155,	-4,	-170,	966,	3008.09,	9738.03,	
1511059690,	,	-6,	-170,	964,	3008.1,	9738.02,	
1511059691,	156,	-6,	-169,	967,	3008.11,	9738.02,	
1511059692,	156,	-4,	-171,	963,	3008.12,	9738.02,	
1511059693,	,	-5,	-171,	963,	3008.13,	9738.01,	
1511059694,	154,	-4,	-170,	966,	3008.14,	9738.01,	
1511059695,	154,	-6,	-170,	966,	3008.15,	9737.99,	
1511059696,	,	-4,	-166,	969,	3008.15,	9737.99,	
1511059697,	154,	-6,	-169,	965,	3008.16,	9737.98,	
1511059698,	155,	-6,	-173,	967,	3008.17,	9737.97,	
1511059699,	,	-4,	-169,	966,	3008.17,	9737.95,	
1511059700,	155,	-7,	-171,	967,	3008.17,	9737.95,	
1511059701,	154,	-5,	-171,	964,	3008.17,	9737.93,	
1511059702,	,	-4,	-170,	961,	3008.17,	9737.92,	
1511059703,	153,	-5,	-169,	964,	3008.16,	9737.91,	
1511059704,	154,	-5,	-169,	967,	3008.15,	9737.89,	
1511059705,	,	-4,	-171,	963,	3008.15,	9737.88,	
1511059706,	155,	-5,	-170,	966,	3008.15,	9737.87,	
1511059707,	154,	-5,	-171,	966,	3008.15,	9737.85,	
1511059708,	,	-7,	-171,	966,	3008.15,	9737.84,	
1511059709,	152,	-7,	-171,	965,	3008.16,	9737.84,	
1511059710,	153,	-3,	-171,	967,	3008.17,	9737.83,	
1511059711,	,	-3,	-170,	967,	3008.17,	9737.82,	
1511059712,	155,	-3,	-171,	968,	3008.18,	9737.81,	
1511059713,	155,	-5,	-171,	962,	3008.19,	9737.81,	
1511059714,	,	-5,	-172,	967,	3008.19,	9737.8,	
1511059715,	154,	-5,	-171,	964,	3008.19,	9737.79,	
1511059716,	153,	-5,	-170,	967,	3008.2,	9737.78,	
1511059717,	,	-5,	-170,	967,	3008.19,	9737.77,	
1511059718,	154,	-4,	-169,	966,	3008.19,	9737.76,	
1511059719,	155,	-6,	-170,	967,	3008.18,	9737.75,	
1511059720,	,	-6,	-171,	968,	3008.17,	9737.74,	
1511059721,	156,	-7,	-171,	965,	3008.17,	9737.73,	
1511059722,	155,	-3,	-170,	966,	3008.17,	9737.73,	
1511059723,	,	-5,	-170,	964,	3008.17,	9737.71,	
1511059724,	154,	-5,	-172,	967,	3008.17,	9737.7,	
1511059725,	153,	-3,	-171,	968,	3008.18,	9737.68,	
1511059726,	,	-6,	-172,	967,	3008.18,	9737.66,	
1511059727,	155,	-4,	-168,	969,	3008.18,	9737.65,	
1511059728,	155,	-3,	-171,	966,	3008.19,	9737.64,	
1511059729,	,	-5,	-172,	967,	3008.19,	9737.62,	
1511059730,	156,	-4,	-169,	968,	3008.2,	9737.61,	
1511059731,	155,	-6,	-171,	966,	3008.2,	9737.6,	
1511059732,	,	-5,	-170,	966,	3008.22,	9737.59,	
1511059733,	153,	-3,	-171,	966,	3008.23,	9737.58,	
1511059734,	153,	-4,	-170,	969,	3008.24,	9737.57,	
1511059735,	,	-3,	-169,	965,	3008.25,	9737.56,	
1511059736,	155,	-6,	-170,	966,	3008.26,	9737.55,	
1511059737,	156,	-3,	-169,	966,	3008.27,	9737.54,	
1511059738,	,	-5,	-172,	968,	3008.28,	9737.53,	
1511059739,	155,	-3,	-172,	969,	3008.29,	9737.52,	
1511059740,	154,	-6,	-171,	968,	3008.3,	9737.52,	
1511059741,	,	-6,	-172,	965,	3008.31,	9737.51,	
1511059742,	153,	-5,	-171,	966,	3008.32,	9737.5,	
1511059743,	154,	-3,	-172,	966,	3008.33,	9737.49,	
1511059744,	,	-5,	-171,	965,	3008.33,	9737.49,	
1511059745,	155,	-5,	-169,	965,	3008.34,	9737.48,	
1511059746,	155,	-5,	-171,	968,	3008.35,	9737.47,	
1511059747,	,	-3,	-171,	968,	3008.36,	9737.47,	
1511059748,	155,	-5,	-171,	965,	3008.37,	9737.47,	
1511059749,	154,	-5,	-171,	966,	3008.37,	9737.47,	
1511059750,	,	-3,	-169,	966,	3008.37,	9737.48,	
1511059751,	154,	-8,	-170,	967,	3008.37,	9737.49,	
1511059752,	154,	-4,	-168,	964,	3008.36,	9737.51,	
1511059753,	,	-4,	-171,	966,	3008.36,	9737.51,	
1511059754,	155,	-6,	-170,	968,	3008.36,	9737.53,	
1511059755,	155,	-4,	-171,	971,	3008.35,	9737.55,	
1511059756,	,	-5,	-171,	971,	3008.34,	9737.57,	
1511059757,	32,	-3,	-171,	967,	3008.34,	9737.58,	
1511059758,	157,	-5,	-171,	967,	3008.33,	9737.6,	
1511059759,	,	-4,	-171,	967,	3008.33,	9737.61,	
1511059760,	155,	-4,	-170,	967,	3008.33,	9737.62,	
1511059761,	154,	-5,	-169,	967,	3008.32,	9737.63,	
1511059762,	,	-5,	-170,	969,	3008.32,	9737.65,	
1511059763,	154,	-6,	-170,	965,	3008.32,	9737.67,	
1511059764,	154,	-7,	-170,	968,	3008.31,	9737.68,	
1511059765,	,	-5,	-170,	966,	3008.31,	9737.7,	
1511059766,	156,	-4,	-169,	966,	3008.31,	9737.7,	
1511059767,	157,	-4,	-171,	966,	3008.3,	9737.72,	
1511059768,	,	-6,	-169,	965,	3008.3,	9737.74,	
1511059769,	157,	-6,	-170,	966,	3008.3,	9737.75,	
1511059770,	156,	-3,	-172,	967,	3008.29,	9737.76,	
1511059771,	,	-4,	-170,	967,	3008.29,	9737.77,	
1511059772,	155,	-6,	-171,	967,	3008.29,	9737.79,	
1511059773,	155,	-5,	-171,	966,	3008.29,	9737.8,	
1511059774,	,	-5,	-171,	967,	3008.28,	9737.82,	
1511059775,	155,	-6,	-171,	966,	3008.28,	9737.83,	
1511059776,	156,	-5,	-171,	967,	3008.28,	9737.84,	
1511059777,	,	-3,	-169,	966,	3008.28,	9737.86,	
1511059778,	156,	-6,	-170,	965,	3008.28,	9737.87,	
1511059779,	156,	-7,	-172,	966,	3008.28,	9737.88,	
1511059780,	,	-5,	-171,	966,	3008.27,	9737.9,	
1511059781,	154,	-6,	-170,	966,	3008.27,	9737.91,	
1511059782,	154,	-3,	-169,	966,	3008.27,	9737.93,	
1511059783,	,	-3,	-169,	967,	3008.27,	9737.94,	
1511059784,	156,	-4,	-172,	964,	3008.27,	9737.95,	
1511059785,	156,	-6,	-168,	967,	3008.26,	9737.96,	
1511059786,	,	-4,	-171,	967,	3008.26,	9737.98,	
1511059787,	156,	-5,	-172,	966,	3008.26,	9737.99,	
1511059788,	155,	-6,	-171,	967,	3008.26,	9738.01,	
1511059789,	,	-2,	-171,	965,	3008.26,	9738.03,	
1511059790,	154,	-6,	-174,	964,	3008.25,	9738.04,	
1511059791,	155,	-4,	-169,	964,	3008.25,	9738.06,	
1511059792,	,	-6,	-171,	967,	3008.25,	9738.07,	
1511059793,	157,	-6,	-170,	966,	3008.25,	9738.09,	
1511059794,	157,	-4,	-169,	966,	3008.25,	9738.1,	
1511059795,	,	-4,	-167,	966,	3008.24,	9738.12,	
1511059796,	155,	-5,	-171,	966,	3008.24,	9738.12,	
1511059797,	154,	-4,	-170,	966,	3008.24,	9738.14,	
1511059798,	,	-5,	-171,	967,	3008.24,	9738.16,	
1511059799,	156,	-5,	-173,	973,	3008.24,	9738.17,	
1511059800,	156,	-11,	-171,	1031,	3008.24,	9738.18,	
1511059801,	,	-4,	-170,	968,	3008.24,	9738.19,	
1511059802,	156,	-4,	-170,	966,	3008.24,	9738.2,	
1511059803,	155,	-4,	-173,	965,	3008.23,	9738.2,	
1511059804,	,	-4,	-172,	968,	3008.23,	9738.2,	
1511059805,	154,	-6,	-171,	966,	3008.22,	9738.19,	
1511059806,	155,	-7,	-172,	966,	3008.22,	9738.18,	
1511059807,	,	-4,	-172,	966,	3008.21,	9738.17,	
1511059808,	156,	-5,	-169,	965,	3008.2,	9738.17,	
1511059809,	157,	-3,	-171,	966,	3008.2,	9738.16,	
1511059810,	,	-4,	-170,	968,	3008.19,	9738.15,	
1511059811,	156,	-3,	-167,	967,	3008.18,	9738.14,	
1511059812,	155,	-3,	-169,	968,	3008.17,	9738.14,	
1511059813,	,	-5,	-171,	967,	3008.16,	9738.13,	
1511059814,	154,	-4,	-171,	968,	3008.15,	9738.13,	
1511059815,	154,	-5,	-169,	967,	3008.14,	9738.12,	
1511059816,	,	-4,	-171,	966,	3008.13,	9738.13,	
1511059817,	156,	-2,	-169,	965,	3008.12,	9738.13,	
1511059818,	158,	-5,	-170,	966,	3008.12,	9738.14,	
1511059819,	,	-5,	-171,	966,	3008.12,	9738.16,	
1511059820,	156,	-4,	-170,	966,	3008.12,	9738.17,	
1511059821,	156,	-5,	-171,	965,	3008.13,	9738.18,	
1511059822,	,	-6,	-170,	967,	3008.14,	9738.19,	
1511059823,	156,	-8,	-171,	968,	3008.14,	9738.2,	
1511059824,	154,	-6,	-171,	968,	3008.16,	9738.2,	
1511059825,	,	-6,	-168,	968,	3008.17,	9738.21,	
1511059826,	155,	-6,	-168,	969,	3008.18,	9738.22,	
1511059827,	156,	-4,	-171,	966,	3008.18,	9738.22,	
1511059828,	,	-2,	-175,	961,	3008.19,	9738.23,	
1511059829,	156,	-9,	-169,	966,	3008.19,	9738.25,	
1511059830,	156,	-1,	-174,	967,	3008.19,	9738.26,	
1511059831,	,	-4,	-170,	966,	3008.19,	9738.27,	
1511059832,	155,	-3,	-172,	966,	3008.19,	9738.27,	
1511059833,	155,	-2,	-174,	968,	3008.18,	9738.27,	
1511059834,	,	-1,	-167,	964,	3008.17,	9738.26,	
1511059835,	153,	-3,	-169,	966,	3008.16,	9738.26,	
1511059836,	153,	-4,	-173,	965,	3008.16,	9738.25,	
1511059837,	,	-4,	-170,	968,	3008.15,	9738.25,	
1511059838,	154,	-4,	-168,	965,	3008.14,	9738.24,	
1511059839,	155,	-5,	-170,	966,	3008.13,	9738.23,	
1511059840,	,	-5,	-170,	967,	3008.12,	9738.23,	
1511059841,	156,	-5,	-171,	968,	3008.11,	9738.22,	
1511059842,	156,	-5,	-169,	966,	3008.1,	9738.21,	
1511059843,	,	-5,	-171,	966,	3008.09,	9738.21,	
1511059844,	155,	-4,	-171,	966,	3008.08,	9738.21,	
1511059845,	154,	-5,	-170,	968,	3008.07,	9738.21,	
1511059846,	,	-5,	-171,	964,	3008.06,	9738.21,	
1511059847,	153,	-5,	-171,	967,	3008.05,	9738.22,	
1511059848,	154,	-6,	-171,	965,	3008.04,	9738.23,	
1511059849,	,	-5,	-171,	964,	3008.03,	9738.23,	
1511059850,	156,	-3,	-172,	967,	3008.02,	9738.25,	
1511059851,	156,	-4,	-170,	968,	3008.01,	9738.26,	
1511059852,	,	-4,	-171,	966,	3008.01,	9738.28,	
1511059853,	157,	-3,	-170,	966,	3008.01,	9738.29,	
1511059854,	154,	-7,	-169,	966,	3008.01,	9738.3,	
1511059855,	,	-4,	-170,	966,	3008.01,	9738.32,	
1511059856,	154,	-4,	-171,	966,	3008.01,	9738.32,	
1511059857,	155,	-5,	-171,	966,	3008.02,	9738.34,	
1511059858,	,	-5,	-171,	965,	3008.02,	9738.34,	
1511059859,	155,	-4,	-169,	969,	3008.03,	9738.36,	
1511059860,	156,	-5,	-171,	967,	3008.04,	9738.37,	
1511059861,	,	-4,	-169,	966,	3008.05,	9738.37,	
1511059862,	156,	-5,	-169,	967,	3008.06,	9738.38,	
1511059863,	153,	-4,	-170,	966,	3008.08,	9738.39,	
1511059864,	,	-5,	-169,	965,	3008.09,	9738.4,	
1511059865,	154,	-3,	-170,	967,	3008.1,	9738.41,	
1511059866,	156,	-5,	-170,	966,	3008.11,	9738.42,	
1511059867,	,	-6,	-171,	966,	3008.12,	9738.43,	
1511059868,	156,	-3,	-169,	968,	3008.13,	9738.44,	
1511059869,	155,	-5,	-170,	967,	3008.13,	9738.45,	
1511059870,	,	-3,	-170,	966,	3008.13,	9738.47,	
1511059871,	153,	-3,	-171,	965,	3008.13,	9738.48,	
1511059872,	153,	-5,	-173,	966,	3008.13,	9738.5,	
1511059873,	,	-5,	-170,	966,	3008.12,	9738.51,	
1511059874,	155,	-4,	-170,	966,	3008.11,	9738.53,	
1511059875,	155,	-6,	-170,	963,	3008.11,	9738.54,	
1511059876,	,	-5,	-173,	967,	3008.1,	9738.55,	
1511059877,	154,	-5,	-171,	968,	3008.1,	9738.56,	
1511059878,	154,	-3,	-172,	966,	3008.09,	9738.58,	
1511059879,	,	-6,	-171,	968,	3008.09,	9738.58,	
1511059880,	154,	-4,	-171,	966,	3008.08,	9738.59,	
1511059881,	155,	-6,	-171,	966,	3008.08,	9738.6,	
1511059882,	,	-4,	-169,	967,	3008.07,	9738.61,	
1511059883,	155,	-4,	-171,	966,	3008.06,	9738.61,	
1511059884,	154,	-2,	-171,	967,	3008.06,	9738.61,	
1511059885,	,	-3,	-170,	967,	3008.05,	9738.6,	
1511059886,	153,	-5,	-171,	966,	3008.05,	9738.59,	
1511059887,	154,	-3,	-169,	965,	3008.04,	9738.58,	
1511059888,	,	-3,	-171,	964,	3008.04,	9738.57,	
1511059889,	156,	-6,	-171,	966,	3008.03,	9738.56,	
1511059890,	155,	-4,	-171,	967,	3008.02,	9738.55,	
1511059891,	,	-4,	-171,	965,	3008.01,	9738.54,	
1511059892,	154,	-5,	-171,	966,	3008.01,	9738.53,	
1511059893,	154,	-2,	-169,	966,	3008.01,	9738.52,	
1511059894,	,	-2,	-170,	967,	3007.99,	9738.5,	
1511059895,	156,	-4,	-170,	967,	3007.98,	9738.49,	
1511059896,	156,	-6,	-171,	965,	3007.97,	9738.47,	
1511059897,	,	-5,	-171,	966,	3007.97,	9738.47,	
1511059898,	154,	-4,	-170,	966,	3007.96,	9738.45,	
1511059899,	153,	-4,	-169,	966,	3007.95,	9738.44,	
1511059900,	,	-5,	-171,	968,	3007.93,	9738.43,	
1511059901,	155,	-5,	-172,	964,	3007.93,	9738.42,	
1511059902,	156,	-6,	-168,	969,	3007.92,	9738.4,	
1511059903,	,	-4,	-171,	967,	3007.91,	9738.39,	
1511059904,	155,	-4,	-169,	966,	3007.9,	9738.38,	
1511059905,	154,	-5,	-170,	966,	3007.89,	9738.36,	
1511059906,	,	-5,	-171,	967,	3007.89,	9738.36,	
1511059907,	154,	-3,	-171,	967,	3007.88,	9738.34,	
1511059908,	156,	-5,	-169,	965,	3007.86,	9738.32,	
1511059909,	,	-4,	-170,	968,	3007.85,	9738.31,	
1511059910,	156,	5,	-172,	964,	3007.85,	9738.3,	
1511059911,	155,	-6,	-172,	966,	3007.84,	9738.29,	
1511059912,	,	-5,	-171,	966,	3007.83,	9738.27,	
1511059913,	154,	-3,	-171,	966,	3007.82,	9738.26,	
1511059914,	155,	-4,	-169,	964,	3007.82,	9738.26,	
1511059915,	,	-4,	-169,	966,	3007.81,	9738.24,	
1511059916,	156,	-7,	-171,	964,	3007.81,	9738.24,	
