Timestamp,	LIGHT,	ORIENTATION_X,	ORIENTATION_Y,	ORIENTATION_Z,	GPS_LAT,	GPS_LONG,	
1511054745,	162,	-2,	-196,	959,	,	,	
1511054746,	161,	-5,	-195,	962,	,	,	
1511054747,	160,	-5,	-195,	956,	,	,	
1511054748,	160,	-3,	-196,	957,	,	,	
1511054750,	159,	-3,	-198,	961,	,	,	
1511054751,	160,	-4,	-196,	960,	,	,	
1511054752,	160,	-3,	-197,	959,	,	,	
1511054753,	161,	-3,	-196,	959,	,	,	
1511054754,	161,	-3,	-197,	960,	,	,	
1511054756,	162,	-4,	-199,	959,	,	,	
1511054757,	162,	-4,	-196,	959,	,	,	
1511054758,	162,	-5,	-197,	958,	,	,	
1511054759,	160,	-4,	-194,	959,	,	,	
1511054760,	160,	-5,	-196,	960,	,	,	
1511054762,	159,	-3,	-195,	958,	,	,	
1511054763,	160,	-4,	-197,	961,	,	,	
1511054764,	161,	-5,	-198,	957,	,	,	
1511054765,	162,	-4,	-195,	960,	,	,	
1511054766,	162,	-4,	-197,	962,	,	,	
1511054768,	161,	-4,	-199,	959,	,	,	
1511054769,	161,	-3,	-196,	961,	,	,	
1511054770,	160,	-4,	-195,	958,	,	,	
1511054771,	160,	-3,	-198,	959,	,	,	
1511054772,	160,	-6,	-199,	960,	,	,	
1511054774,	162,	-5,	-197,	958,	,	,	
1511054775,	163,	-4,	-196,	959,	,	,	
1511054776,	162,	-2,	-199,	960,	,	,	
1511054777,	162,	-3,	-198,	959,	,	,	
1511054778,	160,	-3,	-196,	958,	,	,	
1511054780,	160,	-4,	-195,	961,	,	,	
1511054781,	161,	-6,	-194,	961,	,	,	
1511054782,	162,	-5,	-196,	958,	,	,	
1511054783,	162,	-5,	-198,	960,	,	,	
1511054784,	161,	-3,	-198,	962,	,	,	
1511054786,	159,	-3,	-195,	959,	,	,	
1511054787,	159,	-4,	-198,	957,	,	,	
1511054788,	160,	-2,	-196,	960,	,	,	
1511054789,	161,	-3,	-197,	959,	,	,	
1511054790,	162,	-4,	-199,	962,	,	,	
1511054792,	160,	-2,	-195,	958,	,	,	
1511054793,	159,	-7,	-196,	959,	,	,	
1511054794,	159,	-3,	-196,	962,	,	,	
1511054795,	160,	-4,	-195,	960,	,	,	
1511054796,	161,	-3,	-196,	957,	,	,	
1511054798,	162,	-5,	-199,	955,	,	,	
1511054799,	161,	-5,	-199,	959,	,	,	
1511054800,	160,	-5,	-198,	957,	,	,	
1511054801,	160,	-4,	-196,	959,	,	,	
1511054802,	160,	-1,	-195,	964,	,	,	
1511054804,	162,	-3,	-195,	962,	,	,	
1511054805,	162,	-3,	-198,	960,	,	,	
1511054806,	162,	-5,	-198,	959,	,	,	
1511054807,	161,	-4,	-194,	960,	,	,	
1511054808,	160,	-5,	-196,	956,	,	,	
1511054810,	160,	-5,	-197,	958,	,	,	
1511054811,	162,	-3,	-195,	962,	,	,	
1511054812,	163,	-5,	-199,	958,	,	,	
1511054813,	162,	-3,	-198,	960,	,	,	
1511054814,	162,	-5,	-198,	960,	,	,	
1511054816,	160,	-4,	-198,	962,	,	,	
1511054817,	161,	-4,	-196,	959,	,	,	
1511054818,	162,	-4,	-195,	961,	,	,	
1511054819,	163,	-4,	-199,	959,	,	,	
1511054820,	162,	-5,	-197,	961,	,	,	
1511054822,	160,	-2,	-195,	959,	,	,	
1511054823,	160,	-4,	-199,	959,	,	,	
1511054824,	161,	-4,	-197,	959,	,	,	
1511054825,	163,	-4,	-193,	958,	,	,	
1511054826,	162,	-4,	-198,	958,	,	,	
1511054828,	160,	-4,	-197,	961,	,	,	
1511054829,	160,	-2,	-195,	957,	,	,	
1511054830,	161,	-2,	-194,	959,	,	,	
1511054831,	162,	-3,	-197,	960,	,	,	
1511054832,	162,	-5,	-196,	963,	,	,	
1511054834,	160,	-5,	-197,	959,	,	,	
1511054835,	159,	-4,	-200,	959,	,	,	
1511054836,	160,	-4,	-198,	961,	,	,	
1511054837,	162,	-3,	-197,	959,	,	,	
1511054838,	162,	-4,	-196,	957,	,	,	
1511054840,	160,	-5,	-197,	961,	,	,	
1511054841,	159,	-4,	-194,	960,	,	,	
1511054842,	160,	-4,	-196,	958,	,	,	
1511054843,	161,	-5,	-197,	959,	,	,	
1511054844,	162,	-2,	-196,	962,	,	,	
1511054846,	160,	-4,	-198,	960,	,	,	
1511054847,	159,	-3,	-196,	960,	,	,	
1511054848,	159,	-2,	-200,	959,	,	,	
1511054849,	155,	-4,	-198,	960,	,	,	
1511054850,	33,	-4,	-195,	957,	,	,	
1511054852,	161,	-5,	-195,	956,	,	,	
1511054853,	160,	-6,	-196,	960,	,	,	
1511054854,	159,	-5,	-195,	960,	,	,	
1511054855,	160,	-6,	-195,	961,	,	,	
1511054856,	162,	-4,	-196,	963,	,	,	
1511054858,	31,	-4,	-196,	959,	,	,	
1511054859,	161,	-6,	-185,	969,	,	,	
1511054860,	155,	-7,	-200,	955,	,	,	
1511054861,	151,	-3,	-197,	958,	,	,	
1511054862,	158,	-2,	-195,	960,	,	,	
1511054864,	158,	-4,	-195,	960,	,	,	
1511054865,	157,	-3,	-195,	957,	,	,	
1511054866,	153,	-4,	-200,	958,	,	,	
1511054867,	152,	-4,	-197,	958,	,	,	
1511054868,	153,	-6,	-196,	959,	,	,	
1511054870,	157,	-5,	-197,	962,	,	,	
1511054871,	161,	-3,	-197,	958,	,	,	
1511054872,	160,	-3,	-198,	960,	,	,	
1511054873,	93,	-4,	-196,	959,	,	,	
1511054874,	93,	-4,	-199,	959,	,	,	
1511054876,	58,	-4,	-200,	958,	,	,	
1511054877,	31,	-2,	-196,	959,	,	,	
1511054878,	31,	-4,	-196,	964,	,	,	
1511054879,	32,	-5,	-197,	960,	,	,	
1511054880,	33,	-6,	-198,	960,	,	,	
1511054882,	31,	-6,	-200,	960,	,	,	
1511054883,	157,	-4,	-198,	956,	,	,	
1511054884,	164,	-4,	-199,	959,	,	,	
1511054885,	162,	-4,	-197,	960,	,	,	
1511054886,	161,	-5,	-200,	959,	,	,	
1511054888,	162,	-5,	-199,	961,	,	,	
1511054889,	164,	-5,	-200,	959,	,	,	
1511054890,	164,	-3,	-197,	959,	,	,	
1511054891,	31,	-5,	-196,	959,	,	,	
1511054892,	30,	-3,	-197,	959,	,	,	
1511054894,	160,	-5,	-199,	961,	,	,	
1511054895,	161,	-2,	-198,	957,	,	,	
1511054896,	161,	-4,	-197,	959,	,	,	
1511054897,	100,	-4,	-200,	961,	,	,	
1511054898,	161,	-4,	-201,	959,	,	,	
1511054900,	157,	-5,	-199,	964,	,	,	
1511054901,	159,	-4,	-194,	959,	,	,	
1511054902,	160,	-3,	-200,	958,	,	,	
1511054903,	161,	-5,	-197,	959,	,	,	
1511054904,	160,	-3,	-199,	958,	,	,	
1511054906,	152,	-6,	-201,	959,	,	,	
1511054907,	27,	-3,	-197,	960,	,	,	
1511054908,	159,	-3,	-197,	957,	,	,	
1511054909,	94,	-5,	-199,	957,	,	,	
1511054910,	160,	-4,	-200,	957,	,	,	
1511054912,	158,	-3,	-197,	959,	,	,	
1511054913,	155,	-2,	-199,	956,	,	,	
1511054914,	159,	-2,	-199,	959,	,	,	
1511054915,	34,	-7,	-199,	958,	,	,	
1511054916,	32,	-4,	-198,	957,	,	,	
1511054918,	159,	-4,	-196,	962,	,	,	
1511054919,	158,	-3,	-198,	962,	,	,	
1511054920,	158,	-4,	-196,	961,	,	,	
1511054921,	159,	-5,	-200,	960,	,	,	
1511054922,	162,	-4,	-197,	958,	,	,	
1511054924,	162,	-4,	-198,	958,	,	,	
1511054925,	161,	-4,	-195,	962,	,	,	
1511054926,	160,	-2,	-198,	957,	,	,	
1511054927,	161,	-2,	-201,	961,	,	,	
1511054928,	162,	-3,	-200,	959,	,	,	
1511054930,	162,	-5,	-200,	956,	,	,	
1511054931,	161,	-4,	-199,	957,	,	,	
1511054932,	160,	-5,	-197,	961,	,	,	
1511054933,	160,	-3,	-198,	958,	,	,	
1511054934,	87,	-6,	-199,	957,	,	,	
1511054936,	96,	-6,	-200,	958,	,	,	
1511054937,	163,	-2,	-198,	961,	,	,	
1511054938,	162,	-5,	-199,	958,	,	,	
1511054939,	160,	-4,	-197,	960,	,	,	
1511054940,	33,	-3,	-197,	958,	,	,	
1511054942,	161,	-4,	-198,	958,	,	,	
1511054943,	162,	-3,	-199,	958,	,	,	
1511054944,	163,	-6,	-200,	961,	,	,	
1511054945,	162,	-3,	-199,	962,	,	,	
1511054946,	95,	-5,	-199,	959,	,	,	
1511054948,	161,	-5,	-199,	963,	,	,	
1511054949,	160,	-5,	-195,	956,	,	,	
1511054950,	161,	-5,	-198,	960,	,	,	
1511054951,	162,	-4,	-200,	958,	,	,	
1511054952,	163,	-4,	-197,	958,	,	,	
1511054954,	163,	-6,	-200,	962,	,	,	
1511054955,	162,	-4,	-201,	961,	,	,	
1511054956,	161,	-5,	-196,	962,	,	,	
1511054957,	161,	-6,	-203,	959,	,	,	
1511054958,	161,	-5,	-200,	960,	,	,	
1511054960,	163,	-6,	-198,	959,	0,	,	
1511054961,	,	,	,	,	3008.29,	0,	
1511054962,	,	0,	0,	0,	,	9737.53,	
1511054963,	0,	-3,	-197,	959,	3008.29,	9737.52,	
1511054964,	,	-5,	-198,	960,	3008.3,	9737.51,	
1511054965,	163,	-4,	-197,	961,	3008.31,	9737.5,	
1511054966,	163,	-5,	-200,	959,	3008.32,	9737.49,	
1511054967,	,	-3,	-199,	958,	3008.33,	9737.49,	
1511054968,	160,	-3,	-198,	957,	3008.34,	9737.48,	
1511054969,	75,	-3,	-199,	963,	3008.34,	9737.48,	
1511054970,	,	-3,	-200,	957,	3008.36,	9737.47,	
1511054971,	162,	-3,	-200,	959,	3008.36,	9737.47,	
1511054972,	147,	-6,	-200,	961,	3008.37,	9737.47,	
1511054973,	,	-3,	-201,	958,	3008.37,	9737.48,	
1511054974,	27,	-4,	-198,	957,	3008.37,	9737.49,	
1511054975,	159,	-3,	-199,	959,	3008.37,	9737.5,	
1511054976,	,	-4,	-198,	959,	3008.36,	9737.51,	
1511054977,	162,	-2,	-197,	961,	3008.36,	9737.52,	
1511054978,	163,	-4,	-199,	957,	3008.35,	9737.54,	
1511054979,	,	-4,	-199,	960,	3008.35,	9737.56,	
1511054980,	162,	-5,	-201,	958,	3008.34,	9737.57,	
1511054981,	160,	-3,	-197,	958,	3008.34,	9737.59,	
1511054982,	,	-5,	-200,	959,	3008.33,	9737.61,	
1511054983,	161,	-5,	-199,	957,	3008.33,	9737.62,	
1511054984,	162,	-4,	-199,	957,	3008.32,	9737.63,	
1511054985,	,	-5,	-199,	962,	3008.32,	9737.64,	
1511054986,	33,	-4,	-201,	960,	3008.32,	9737.65,	
1511054987,	161,	,	,	,	0,	,	
1511054988,	,	0,	0,	0,	,	0,	
1511054989,	,	-6,	-197,	957,	3008.31,	9737.7,	
1511054990,	167,	-6,	-201,	957,	3008.3,	9737.71,	
1511054991,	161,	-5,	-201,	957,	3008.3,	9737.73,	
1511054992,	,	-4,	-201,	959,	3008.3,	9737.75,	
1511054993,	161,	-3,	-199,	960,	3008.3,	9737.75,	
1511054994,	161,	-4,	-199,	960,	3008.29,	9737.77,	
1511054995,	,	-2,	-200,	959,	3008.29,	9737.78,	
1511054996,	163,	-5,	-200,	958,	3008.29,	9737.8,	
1511054997,	163,	-6,	-200,	958,	3008.29,	9737.8,	
1511054999,	,	0,	0,	0,	0,	0,	
1511055000,	0,	-7,	-200,	958,	3008.28,	9737.85,	
1511055001,	166,	-3,	-200,	958,	3008.28,	9737.86,	
1511055002,	,	-4,	-199,	960,	3008.28,	9737.87,	
1511055003,	161,	-5,	-200,	961,	3008.27,	9737.89,	
1511055004,	161,	-6,	-200,	957,	3008.27,	9737.91,	
1511055054,	,	-8,	-216,	935,	3008.19,	9738.26,	
1511055055,	163,	-4,	-197,	959,	3008.19,	9738.27,	
1511055056,	161,	-4,	-200,	958,	3008.19,	9738.27,	
1511055057,	,	-5,	-201,	959,	3008.18,	9738.27,	
1511055058,	162,	-5,	-198,	958,	3008.17,	9738.26,	
1511055059,	164,	-4,	-201,	956,	3008.17,	9738.26,	
1511055060,	,	-5,	-198,	958,	3008.16,	9738.25,	
1511055061,	162,	-5,	-202,	959,	3008.15,	9738.25,	
1511055062,	160,	-4,	-200,	957,	3008.14,	9738.24,	
1511055063,	,	-5,	-201,	962,	3008.13,	9738.24,	
1511055064,	161,	-2,	-197,	957,	3008.12,	9738.23,	
1511055065,	163,	-4,	-201,	958,	3008.11,	9738.22,	
1511055066,	,	-2,	-198,	958,	3008.1,	9738.21,	
1511055067,	163,	-5,	-201,	957,	3008.09,	9738.21,	
1511055068,	161,	-4,	-198,	962,	3008.08,	9738.21,	
1511055069,	,	-4,	-199,	960,	3008.07,	9738.21,	
1511055070,	162,	-2,	-197,	959,	3008.06,	9738.21,	
1511055071,	163,	-5,	-198,	959,	3008.05,	9738.22,	
1511055072,	,	-4,	-198,	959,	3008.04,	9738.22,	
1511055073,	163,	-4,	-199,	957,	3008.03,	9738.23,	
1511055074,	161,	-5,	-200,	959,	3008.02,	9738.25,	
1511055075,	,	-3,	-197,	955,	3008.01,	9738.26,	
1511055076,	162,	-5,	-199,	958,	3008.01,	9738.28,	
1511055077,	163,	-5,	-200,	959,	3008.01,	9738.29,	
1511055078,	,	-3,	-198,	959,	3008.01,	9738.3,	
1511055079,	162,	-3,	-198,	956,	3008.01,	9738.32,	
1511055080,	161,	-6,	-200,	956,	3008.01,	9738.32,	
1511055081,	,	-4,	-201,	957,	3008.02,	9738.33,	
1511055082,	161,	-3,	-199,	958,	3008.02,	9738.34,	
1511055083,	162,	-2,	-203,	956,	3008.03,	9738.36,	
1511055084,	,	-4,	-202,	958,	3008.04,	9738.37,	
1511055085,	163,	-3,	-198,	956,	3008.05,	9738.37,	
1511055086,	162,	-4,	-200,	962,	3008.06,	9738.38,	
1511055087,	,	-2,	-200,	961,	3008.08,	9738.39,	
1511055088,	161,	-6,	-200,	958,	3008.09,	9738.4,	
1511055089,	162,	-4,	-201,	956,	3008.1,	9738.41,	
1511055090,	,	-5,	-197,	959,	3008.11,	9738.42,	
1511055091,	163,	-5,	-201,	958,	3008.12,	9738.43,	
1511055092,	162,	-6,	-201,	946,	3008.13,	9738.44,	
1511055093,	,	-2,	-197,	957,	3008.13,	9738.45,	
1511055094,	160,	-3,	-198,	965,	3008.13,	9738.46,	
1511055095,	162,	-5,	-201,	958,	3008.13,	9738.48,	
1511055096,	,	-5,	-199,	960,	3008.13,	9738.5,	
1511055097,	163,	-4,	-202,	957,	3008.12,	9738.51,	
1511055098,	162,	-7,	-201,	957,	3008.11,	9738.53,	
1511055099,	,	-4,	-197,	958,	3008.11,	9738.54,	
1511055100,	161,	-5,	-200,	959,	3008.1,	9738.55,	
1511055101,	162,	-2,	-203,	959,	3008.1,	9738.56,	
1511055102,	,	-5,	-197,	957,	3008.09,	9738.58,	
1511055103,	163,	-4,	-202,	959,	3008.09,	9738.58,	
1511055104,	93,	-5,	-201,	959,	3008.08,	9738.59,	
1511055105,	,	-1,	-197,	956,	3008.08,	9738.6,	
1511055106,	161,	-1,	-199,	958,	3008.07,	9738.61,	
1511055107,	163,	-4,	-200,	958,	3008.07,	9738.61,	
1511055108,	,	-4,	-198,	960,	3008.06,	9738.61,	
1511055109,	163,	-4,	-198,	958,	3008.05,	9738.6,	
1511055110,	162,	-5,	-200,	960,	3008.05,	9738.59,	
1511055111,	,	-3,	-198,	959,	3008.04,	9738.58,	
1511055112,	161,	-8,	-202,	960,	3008.04,	9738.57,	
1511055113,	163,	-5,	-200,	960,	3008.03,	9738.56,	
1511055114,	,	-3,	-198,	960,	3008.02,	9738.55,	
1511055115,	163,	-2,	-204,	955,	3008.01,	9738.54,	
1511055116,	162,	-3,	-202,	963,	3008.01,	9738.53,	
1511055117,	,	-4,	-199,	960,	3008,	9738.52,	
1511055118,	162,	-5,	-203,	959,	3007.99,	9738.5,	
1511055119,	163,	-5,	-200,	961,	3007.98,	9738.49,	
1511055120,	,	-5,	-203,	956,	3007.97,	9738.47,	
1511055121,	163,	-6,	-198,	957,	3007.97,	9738.47,	
1511055122,	161,	-5,	-199,	957,	3007.96,	9738.45,	
1511055123,	,	-5,	-200,	959,	3007.95,	9738.44,	
1511055124,	162,	-3,	-200,	958,	3007.93,	9738.43,	
1511055125,	164,	-4,	-199,	957,	3007.93,	9738.42,	
1511055126,	,	-4,	-200,	959,	3007.92,	9738.4,	
1511055127,	163,	-6,	-199,	958,	3007.91,	9738.39,	
1511055128,	161,	-4,	-200,	960,	3007.9,	9738.38,	
1511055129,	,	-4,	-200,	959,	3007.9,	9738.37,	
1511055130,	163,	-3,	-199,	956,	3007.89,	9738.36,	
1511055131,	164,	-4,	-200,	963,	3007.88,	9738.34,	
1511055132,	,	-4,	-201,	957,	3007.86,	9738.32,	
1511055133,	163,	-5,	-201,	956,	3007.85,	9738.31,	
1511055134,	161,	-5,	-202,	959,	3007.85,	9738.3,	
1511055135,	,	-7,	-202,	957,	3007.84,	9738.29,	
1511055136,	163,	-5,	-198,	958,	3007.83,	9738.27,	
1511055137,	164,	-4,	-202,	958,	3007.82,	9738.26,	
1511055138,	,	-3,	-202,	959,	3007.82,	9738.26,	
1511055139,	162,	-5,	-201,	958,	3007.81,	9738.24,	
1511055140,	162,	-2,	-201,	957,	3007.81,	9738.24,	
1511055141,	,	-2,	-201,	956,	3007.81,	9738.23,	
1511055142,	162,	-3,	-203,	959,	3007.8,	9738.23,	
1511055143,	164,	-5,	-200,	958,	3007.8,	9738.22,	
1511055144,	,	-4,	-200,	958,	3007.8,	9738.22,	
1511055145,	163,	-3,	-201,	959,	3007.8,	9738.21,	
1511055146,	162,	-6,	-202,	957,	3007.8,	9738.21,	
1511055147,	,	-3,	-202,	956,	3007.8,	9738.2,	
1511055148,	161,	-4,	-203,	962,	3007.81,	9738.2,	
1511055149,	162,	-4,	-202,	958,	3007.81,	9738.2,	
1511055150,	,	-5,	-202,	960,	3007.81,	9738.2,	
1511055151,	162,	-4,	-200,	956,	3007.82,	9738.21,	
1511055152,	160,	-4,	-205,	958,	3007.83,	9738.21,	
1511055153,	,	-4,	-200,	961,	3007.85,	9738.22,	
1511055154,	160,	-2,	-199,	961,	3007.86,	9738.22,	
1511055155,	163,	-4,	-201,	956,	3007.87,	9738.23,	
1511055156,	,	-6,	-205,	957,	3007.88,	9738.23,	
1511055157,	160,	-2,	-202,	958,	3007.9,	9738.24,	
1511055158,	159,	-4,	-202,	955,	3007.93,	9738.24,	
1511055159,	,	-4,	-202,	957,	3007.94,	9738.23,	
1511055160,	161,	-4,	-201,	961,	3007.94,	9738.23,	
1511055161,	161,	-2,	-204,	958,	3007.96,	9738.22,	
1511055162,	,	-4,	-203,	956,	3007.97,	9738.2,	
1511055163,	32,	-5,	-202,	959,	3007.98,	9738.19,	
1511055164,	33,	-3,	-202,	957,	3007.98,	9738.18,	
1511055165,	,	-4,	-204,	959,	3007.99,	9738.17,	
1511055166,	158,	-6,	-201,	958,	3008,	9738.15,	
1511055167,	159,	-5,	-200,	959,	3008,	9738.14,	
1511055168,	,	-5,	-200,	960,	3008.01,	9738.12,	
1511055169,	161,	-3,	-203,	957,	3008.01,	9738.12,	
1511055170,	160,	-4,	-198,	956,	3008.02,	9738.11,	
1511055171,	,	-4,	-202,	959,	3008.03,	9738.1,	
1511055172,	158,	-5,	-203,	957,	3008.04,	9738.09,	
1511055173,	158,	-3,	-205,	959,	3008.05,	9738.09,	
1511055174,	,	-4,	-202,	959,	3008.06,	9738.08,	
1511055175,	159,	-2,	-201,	958,	3008.06,	9738.06,	
1511055176,	160,	-3,	-202,	960,	3008.07,	9738.05,	
1511055177,	,	-5,	-201,	961,	3008.07,	9738.04,	
1511055178,	160,	-2,	-201,	957,	3008.08,	9738.03,	
1511055179,	158,	-4,	-203,	957,	3008.1,	9738.02,	
1511055180,	,	-4,	-204,	958,	3008.11,	9738.02,	
1511055181,	158,	-6,	-201,	958,	3008.13,	9738.01,	
1511055182,	160,	-2,	-197,	959,	3008.13,	9738.01,	
1511055183,	,	-3,	-198,	958,	3008.15,	9738,	
1511055184,	161,	-4,	-200,	957,	3008.15,	9737.99,	
1511055185,	160,	-5,	-201,	956,	3008.16,	9737.98,	
1511055186,	,	-4,	-201,	961,	3008.16,	9737.97,	
1511055187,	33,	-5,	-204,	959,	3008.17,	9737.96,	
1511055188,	160,	-4,	-202,	958,	3008.17,	9737.95,	
1511055190,	162,	-3,	-199,	961,	,	,	
1511055191,	25,	-5,	-201,	956,	,	,	
1511055192,	20,	-5,	-201,	959,	,	,	
1511055193,	20,	-4,	-203,	959,	,	,	
1511055194,	19,	-2,	-201,	959,	,	,	
1511055196,	18,	-2,	-202,	957,	,	,	
1511055197,	18,	-3,	-201,	958,	,	,	
1511055198,	18,	-4,	-201,	959,	,	,	
1511055199,	17,	-4,	-201,	956,	,	,	
1511055200,	17,	-4,	-203,	955,	,	,	
1511055202,	17,	-3,	-202,	955,	,	,	
1511055203,	17,	-6,	-202,	959,	,	,	
1511055204,	17,	-3,	-200,	958,	,	,	
1511055205,	17,	-3,	-201,	957,	,	,	
1511055206,	17,	-6,	-202,	958,	,	,	
1511055208,	18,	-6,	-201,	958,	,	,	
1511055209,	18,	-3,	-201,	957,	,	,	
1511055210,	19,	-2,	-202,	959,	,	,	
1511055211,	20,	-4,	-199,	959,	,	,	
1511055212,	20,	-5,	-203,	958,	,	,	
1511055214,	20,	-5,	-203,	959,	,	,	
1511055215,	20,	-2,	-201,	956,	,	,	
1511055216,	20,	-6,	-203,	956,	,	,	
1511055217,	20,	-3,	-202,	959,	,	,	
1511055218,	20,	-3,	-202,	958,	,	,	
1511055220,	20,	-2,	-203,	960,	,	,	
1511055221,	20,	-5,	-200,	960,	,	,	
1511055222,	20,	-3,	-201,	958,	,	,	
1511055223,	20,	-3,	-204,	955,	,	,	
1511055224,	20,	-8,	-204,	953,	,	,	
1511055226,	20,	-4,	-201,	960,	,	,	
1511055227,	19,	-3,	-202,	958,	,	,	
1511055228,	19,	-4,	-204,	957,	,	,	
1511055229,	19,	-3,	-200,	958,	,	,	
1511055230,	19,	-3,	-201,	957,	,	,	
1511055232,	19,	-4,	-200,	957,	,	,	
1511055233,	19,	-4,	-201,	959,	,	,	
1511055234,	20,	-4,	-200,	958,	,	,	
1511055235,	20,	-3,	-201,	959,	,	,	
1511055236,	19,	-3,	-200,	964,	,	,	
1511055238,	19,	-5,	-203,	959,	,	,	
1511055239,	19,	-5,	-201,	957,	,	,	
1511055240,	20,	-6,	-200,	959,	,	,	
1511055241,	20,	-3,	-202,	958,	,	,	
1511055242,	20,	-5,	-204,	960,	,	,	
1511055244,	19,	-5,	-205,	957,	,	,	
1511055245,	19,	-5,	-200,	956,	,	,	
1511055246,	19,	-6,	-200,	958,	,	,	
1511055247,	19,	-5,	-203,	957,	,	,	
1511055248,	19,	-3,	-199,	959,	,	,	
1511055250,	19,	-4,	-203,	958,	,	,	
1511055251,	19,	-4,	-201,	958,	,	,	
1511055252,	19,	-2,	-201,	961,	,	,	
1511055253,	18,	-3,	-200,	952,	,	,	
1511055254,	18,	-2,	-201,	959,	,	,	
1511055256,	19,	-3,	-199,	960,	,	,	
1511055257,	19,	-4,	-199,	958,	,	,	
1511055258,	19,	-3,	-200,	958,	,	,	
1511055259,	19,	-6,	-200,	957,	,	,	
1511055260,	19,	-5,	-200,	959,	,	,	
1511055262,	21,	-2,	-198,	960,	,	,	
1511055263,	20,	-4,	-200,	962,	,	,	
1511055264,	21,	-5,	-199,	959,	,	,	
1511055265,	21,	-4,	-201,	958,	,	,	
1511055266,	22,	-4,	-200,	957,	,	,	
1511055268,	161,	-3,	-202,	957,	,	,	
1511055269,	160,	-4,	-200,	960,	,	,	
1511055270,	159,	-4,	-202,	960,	,	,	
1511055271,	159,	-6,	-199,	959,	,	,	
1511055272,	159,	-5,	-198,	960,	,	,	
1511055274,	106,	-3,	-199,	961,	,	,	
1511055275,	161,	-6,	-202,	958,	,	,	
1511055276,	159,	-7,	-201,	963,	,	,	
1511055277,	158,	-4,	-201,	958,	,	,	
1511055278,	159,	-5,	-202,	958,	,	,	
1511055280,	163,	-5,	-199,	955,	,	,	
1511055281,	163,	-3,	-201,	958,	,	,	
1511055282,	162,	-6,	-199,	959,	,	,	
1511055283,	161,	-3,	-200,	958,	,	,	
1511055284,	160,	-3,	-201,	959,	,	,	
1511055286,	162,	-5,	-200,	957,	,	,	
1511055287,	163,	-5,	-201,	960,	,	,	
1511055288,	146,	-5,	-200,	957,	,	,	
1511055289,	161,	-6,	-202,	959,	,	,	
1511055290,	153,	-4,	-200,	960,	,	,	
1511055292,	34,	-5,	-201,	957,	,	,	
1511055293,	34,	-4,	-200,	958,	,	,	
1511055294,	83,	-4,	-199,	958,	,	,	
1511055295,	162,	-6,	-200,	959,	,	,	
1511055296,	160,	-6,	-198,	960,	,	,	
1511055298,	101,	-3,	-201,	956,	,	,	
1511055299,	94,	-4,	-200,	956,	,	,	
1511055300,	100,	-4,	-201,	959,	,	,	
1511055301,	97,	-5,	-201,	955,	,	,	
1511055302,	96,	-2,	-201,	960,	,	,	
1511055304,	93,	-6,	-201,	959,	,	,	
1511055305,	94,	-4,	-201,	957,	,	,	
1511055306,	95,	-4,	-201,	958,	,	,	
1511055307,	96,	-6,	-201,	955,	,	,	
1511055308,	98,	-5,	-202,	957,	,	,	
1511055310,	94,	-5,	-202,	959,	,	,	
1511055311,	94,	-6,	-201,	959,	,	,	
1511055312,	94,	-3,	-201,	959,	,	,	
1511055313,	34,	-5,	-200,	959,	,	,	
1511055314,	163,	-4,	-201,	956,	,	,	
1511055316,	161,	-4,	-199,	959,	,	,	
1511055317,	160,	-3,	-200,	959,	,	,	
1511055318,	161,	-4,	-202,	959,	,	,	
1511055319,	162,	-3,	-200,	957,	,	,	
1511055320,	163,	-5,	-200,	958,	,	,	
1511055322,	162,	-3,	-199,	959,	,	,	
1511055323,	161,	-5,	-201,	958,	,	,	
1511055324,	160,	-3,	-200,	957,	,	,	
1511055325,	161,	-4,	-200,	958,	,	,	
1511055326,	163,	-4,	-199,	958,	,	,	
1511055328,	163,	-6,	-201,	957,	,	,	
1511055329,	161,	-4,	-199,	960,	,	,	
1511055330,	160,	-4,	-202,	957,	,	,	
1511055331,	161,	-6,	-200,	959,	,	,	
1511055332,	162,	-4,	-198,	958,	,	,	
1511055334,	163,	-6,	-199,	960,	,	,	
1511055335,	162,	-5,	-200,	959,	,	,	
1511055336,	161,	-2,	-200,	958,	,	,	
1511055337,	160,	-5,	-200,	958,	,	,	
1511055338,	162,	-4,	-199,	957,	,	,	
1511055340,	163,	-3,	-200,	959,	,	,	
1511055341,	163,	-5,	-200,	960,	,	,	
1511055342,	162,	-3,	-200,	959,	,	,	
1511055343,	161,	-3,	-201,	957,	,	,	
1511055344,	161,	-4,	-201,	960,	,	,	
1511055346,	163,	-4,	-203,	959,	,	,	
1511055347,	164,	-3,	-200,	960,	,	,	
1511055348,	163,	-4,	-200,	958,	,	,	
1511055349,	162,	-6,	-200,	959,	,	,	
1511055350,	161,	-3,	-198,	956,	,	,	
1511055352,	163,	-8,	-201,	960,	,	,	
1511055353,	164,	-5,	-200,	957,	,	,	
1511055354,	164,	-4,	-199,	959,	,	,	
1511055355,	163,	-3,	-202,	959,	,	,	
1511055356,	161,	-4,	-202,	956,	,	,	
1511055358,	161,	-3,	-201,	960,	,	,	
1511055359,	35,	-6,	-200,	960,	,	,	
1511055360,	34,	-3,	-203,	958,	,	,	
1511055361,	95,	-2,	-201,	960,	,	,	
1511055362,	162,	-4,	-199,	960,	,	,	
1511055364,	160,	-3,	-198,	960,	,	,	
