TIME+	InfluxDB					Grafana				
	VIRT	RES		%CPU	%MEM	VIRT	RES		%CPU	%MEM
55:59.6	811284	54464	11424	2	5.8	925480	26848	15212	0.4	2.8
55:59.6	811284	54464	11424	0.2	5.8	925480	26848	15212	0.2	2.8
55:59.7	811284	54464	11424	2	5.8	925480	26848	15212	0.4	2.8
55:59.7	811284	54464	11424	0.2	5.8	925480	26848	15212	0.2	2.8
55:59.9	811284	54464	11424	2.2	5.8	925480	26848	15212	0.6	2.8
55:59.9	811284	54464	11424	0.2	5.8	925480	26848	15212	0.2	2.8
56:00.0	811284	54464	11424	1.8	5.8	925480	26848	15212	0.4	2.8
56:00.0	811284	54464	11424	0.4	5.8	925480	26848	15212	0.2	2.8
56:00.1	811284	54464	11424	1.8	5.8	925480	26848	15212	0.4	2.8
56:00.1	811284	54464	11424	0.2	5.8	925480	26848	15212	1.6	2.8
56:00.2	811284	54464	11424	2	5.8	925480	26848	15212	0.4	2.8
56:00.2	811284	54464	11424	0.4	5.8	925480	26848	15212	0.2	2.8
56:00.7	811284	54992	11424	10.3	5.8	925480	26848	15212	0.4	2.8
56:00.7	811284	54992	11424	0.4	5.8	925480	26848	15212	0.2	2.8
56:00.8	811284	54992	11424	2	5.8	925480	26848	15212	0.4	2.8
56:00.8	811284	54992	11424	0.2	5.8	925480	26848	15212	0.2	2.8
56:00.9	811284	54992	11424	2	5.8	925480	26848	15212	0.4	2.8
56:01.0	811284	54992	11424	0.4	5.8	925480	26848	15212	0.2	2.8
56:01.0	811284	54992	11424	1.8	5.8	925480	26848	15212	0.2	2.8
56:01.1	811284	54992	11424	0.2	5.8	925480	26848	15212	0.4	2.8
56:01.2	811284	54992	11424	2.6	5.8	925480	26848	15212	0.2	2.8
56:01.2	811284	54992	11424	0.4	5.8	925480	26848	15212	0.2	2.8
56:01.3	811284	54992	11424	2	5.8	925480	26848	15212	0.4	2.8
56:01.3	811284	54992	11424	0.2	5.8	925480	26848	15212	0.2	2.8
56:01.4	811284	54992	11424	1.8	5.8	925480	26848	15212	0.4	2.8
56:01.4	811284	54992	11424	0.2	5.8	925480	26848	15212	0.2	2.8
56:01.5	811284	54992	11424	2	5.8	925480	26848	15212	0.4	2.8
56:01.5	811284	54992	11424	0.2	5.8	925480	26848	15212	0.2	2.8
56:01.6	811284	54992	11424	2	5.8	925480	26848	15212	0.4	2.8
56:01.7	811284	54992	11424	0.4	5.8	925480	26848	15212	0.2	2.8
56:01.7	811284	54992	11424	1.8	5.8	925480	26848	15212	0.4	2.8
56:01.8	811284	55256	11424	0.2	5.8	925480	26848	15212	0.2	2.8
56:02.3	811284	55256	11424	10.5	5.8	925480	26848	15212	0.2	2.8
56:02.3	811284	55256	11424	0.4	5.8	925480	26848	15212	1.8	2.8
56:02.4	811284	55256	11424	2	5.8	925480	26848	15212	0.2	2.8
56:02.4	811284	55256	11424	0.2	5.8	925480	26848	15212	0.4	2.8
56:02.5	811284	55256	11424	2	5.8	925480	26848	15212	0.2	2.8
56:02.5	811284	55256	11424	0.2	5.8	925480	26848	15212	0.4	2.8
56:02.6	811284	55256	11424	1.8	5.8	925480	26848	15212	0.4	2.8
56:02.6	811284	55256	11424	0.4	5.8	925480	26848	15212	0.4	2.8
56:02.7	811284	55256	11424	2	5.8	925480	26848	15212	0.4	2.8
56:02.7	811284	55256	11424	0.2	5.8	925480	26848	15212	0.2	2.8
56:02.8	811284	55256	11424	2	5.8	925480	26848	15212	0.4	2.8
56:02.8	811284	55256	11424	0.2	5.8	925480	26848	15212	0.2	2.8
56:02.9	811284	55256	11424	1.8	5.8	925480	26848	15212	0.2	2.8
56:03.0	811284	55256	11424	0.4	5.8	925480	26848	15212	0.2	2.8
56:03.1	811284	55256	11424	1.8	5.8	925480	26848	15212	0.4	2.8
56:03.1	811284	55256	11424	0.4	5.8	925480	26848	15212	0.2	2.8
56:03.2	811284	55256	11424	1.8	5.8	925480	26848	15212	3.8	2.8
56:03.2	811284	55256	11424	0.2	5.8	925480	26848	15212	0.2	2.8
56:03.8	811284	55256	11424	13.3	5.8	925480	26848	15212	0.4	2.8
56:03.8	811284	55256	11424	0.2	5.8	925480	26848	15212	0.4	2.8
56:03.9	811284	55256	11424	2	5.8	925480	26752	15212	0.2	2.8
56:04.0	811284	55256	11424	0.2	5.8	925480	26752	15212	0.2	2.8
56:04.0	811284	55256	11424	1.8	5.8	925480	27016	15212	0.4	2.9
56:04.1	811284	55256	11424	0.2	5.8	925480	27016	15212	0.2	2.9
56:04.2	811284	55256	11424	2	5.8	925480	27016	15212	0.4	2.9
56:04.2	811284	55256	11424	0.2	5.8	925480	27016	15212	1.8	2.9
56:04.3	811284	55256	11424	2	5.8	925480	27016	15212	0.4	2.9
56:04.3	811284	55256	11424	0.4	5.8	925480	27016	15212	0.2	2.9
56:04.4	811284	55256	11424	1.8	5.8	925480	27016	15212	0.4	2.9
56:04.4	811284	55256	11424	0.2	5.8	925480	27016	15212	0.4	2.9
56:04.5	811284	55256	11424	2	5.8	925480	27016	15212	0.2	2.9
56:04.5	811284	55256	11424	0.2	5.8	925480	27016	15212	0.2	2.9
56:04.6	811284	55256	11424	2	5.8	925480	27016	15212	0.4	2.9
56:04.6	811284	55256	11424	0.4	5.8	925480	27016	15212	0.4	2.9
56:04.7	811284	55256	11424	1.8	5.8	925480	27016	15212	0.2	2.9
56:04.7	811284	55256	11424	0.4	5.8	925480	27016	15212	0.4	2.9
56:04.8	811284	55520	11424	1.8	5.9	925480	27016	15212	0.4	2.9
56:04.8	811284	55520	11424	0.2	5.9	925480	27016	15212	0.2	2.9
56:05.3	811284	55784	11424	10.3	5.9	925480	27016	15212	0.4	2.9
56:05.4	811284	55784	11424	0.4	5.9	925480	27016	15212	0.2	2.9
56:05.5	811284	55784	11424	1.8	5.9	925480	27016	15212	0.4	2.9
56:05.5	811284	55784	11424	1.4	5.9	925480	27016	15212	0.2	2.9
56:05.6	811284	55784	11424	2.2	5.9	925480	27016	15212	0.4	2.9
56:05.6	811284	55784	11424	0.2	5.9	925480	27016	15212	0.2	2.9
56:05.7	811284	55784	11424	2	5.9	925480	27016	15212	0.4	2.9
56:05.8	811284	55784	11424	0.2	5.9	925480	27016	15212	0.2	2.9
56:05.8	811284	55784	11424	1.8	5.9	925480	27016	15212	0.4	2.9
56:05.9	811284	55784	11424	0.2	5.9	925480	27016	15212	0.2	2.9
56:05.9	811284	55784	11424	1.8	5.9	925480	27016	15212	0.4	2.9
56:06.0	811284	55784	11424	0.4	5.9	925480	27016	15212	1.8	2.9
56:06.1	811284	55784	11424	1.8	5.9	925480	27016	15212	0.4	2.9
56:06.1	811284	55784	11424	0.4	5.9	925480	27016	15212	0.2	2.9
56:06.2	811284	55784	11424	1.8	5.9	925480	27016	15212	0.2	2.9
56:06.2	811284	55784	11424	0.2	5.9	925480	27016	15212	0.4	2.9
56:06.3	811284	55784	11424	1.8	5.9	925480	27016	15212	0.2	2.9
56:06.3	811284	55784	11424	0.4	5.9	925480	27016	15212	0.4	2.9
56:06.4	811284	56048	11424	2	5.9	925480	27016	15212	0.2	2.9
56:06.4	811284	56048	11424	0.2	5.9	925480	27016	15212	0.4	2.9
56:06.9	811284	56576	11424	9.7	6	925480	27016	15212	0.2	2.9
56:06.9	811284	56576	11424	0.4	6	925480	27016	15212	0.2	2.9
56:07.0	811284	56576	11424	1.8	6	925480	27016	15212	0.4	2.9
56:07.0	811284	56576	11424	0.2	6	925480	27016	15212	0.2	2.9
56:07.1	811284	56576	11424	2	6	925480	27016	15212	0.4	2.9
56:07.1	811284	56576	11424	0.2	6	925480	27016	15212	0.2	2.9
56:07.2	811284	56576	11424	2	6	925480	27016	15212	0.4	2.9
56:07.2	811284	56576	11424	0.2	6	925480	27016	15212	0.2	2.9
56:07.3	811284	56576	11424	2	6	925480	27016	15212	0.4	2.9
56:07.4	811284	56576	11424	0.8	6	925480	27016	15212	0.2	2.9
56:07.5	811284	56576	11424	2	6	925480	27016	15212	0.2	2.9
56:07.5	811284	56576	11424	0.2	6	925480	27016	15212	0.4	2.9
56:07.6	811284	56576	11424	1.8	6	925480	27016	15212	0.2	2.9
56:07.6	811284	56576	11424	0.4	6	925480	27016	15212	0.2	2.9
56:07.7	811284	56576	11424	1.8	6	925480	27016	15212	0.4	2.9
56:07.8	811284	56576	11424	1.8	6	925480	27016	15212	2.2	2.9
56:07.8	811284	56576	11424	0.4	6	925480	27016	15212	0.2	2.9
56:07.9	811284	56576	11424	1.8	6	925480	27016	15212	0.4	2.9
56:07.9	811284	56576	11424	0.2	6	925480	27016	15212	0.2	2.9
56:08.4	811284	56576	11424	9.5	6	925480	27016	15212	0.4	2.9
56:08.4	811284	56576	11424	0.4	6	925480	27016	15212	0.2	2.9
56:08.5	811284	56576	11424	2	6	925480	27016	15212	0.4	2.9
56:08.5	811284	56576	11424	0.2	6	925480	27016	15212	0.2	2.9
56:08.6	811284	56576	11424	2	6	925480	27016	15212	0.4	2.9
56:08.6	811284	56576	11424	0.2	6	925480	27016	15212	0.2	2.9
56:08.7	811284	56576	11424	1.8	6	925480	27016	15212	0.4	2.9
56:08.7	811284	56576	11424	0.4	6	925480	27016	15212	0.2	2.9
56:08.8	811284	55880	11424	2	5.9	925480	27016	15212	0.4	2.9
56:08.9	811284	55880	11424	0.8	5.9	925480	27016	15212	0.2	2.9
56:09.0	811284	55880	11424	2	5.9	925480	27016	15212	0.4	2.9
56:09.0	811284	55880	11424	0.2	5.9	925480	27016	15212	0.2	2.9
56:09.1	811284	55880	11424	2.2	5.9	925480	27016	15212	0.2	2.9
56:09.1	811284	55880	11424	0.4	5.9	925480	27016	15212	0.4	2.9
56:09.2	811284	55880	11424	1.8	5.9	925480	27016	15212	0.2	2.9
56:09.2	811284	55880	11424	0.2	5.9	925480	27016	15212	0.2	2.9
56:09.3	811284	55880	11424	2	5.9	925480	27016	15212	0.4	2.9
56:09.3	811284	55880	11424	0.2	5.9	925480	27016	15212	0.2	2.9
56:09.4	811284	55880	11424	1.8	5.9	925480	27016	15212	0.4	2.9
56:09.4	811284	55880	11424	0.2	5.9	925480	27016	15212	0.2	2.9
56:10.0	811284	55880	11424	10.9	5.9	925480	27016	15212	2	2.9
56:10.0	811284	55880	11424	0.4	5.9	925480	27016	15212	0.4	2.9
56:10.1	811284	55880	11424	2	5.9	925480	27016	15212	0.4	2.9
56:10.1	811284	55880	11424	0.2	5.9	925480	27016	15212	0.4	2.9
56:10.2	811284	55880	11424	2	5.9	925480	27016	15212	0.2	2.9
56:10.2	811284	55880	11424	0.2	5.9	925480	27016	15212	0.2	2.9
56:10.3	811284	55880	11424	1.8	5.9	925480	27016	15212	0.4	2.9
56:10.3	811284	55880	11424	0.4	5.9	925480	27016	15212	0.2	2.9
56:10.4	811284	55880	11424	1.8	5.9	925480	27016	15212	0.4	2.9
56:10.4	811284	55880	11424	0.2	5.9	925480	27016	15212	0.2	2.9
56:10.5	811284	55880	11424	2	5.9	925480	27016	15212	0.4	2.9
56:10.5	811284	55880	11424	0.2	5.9	925480	27016	15212	0.2	2.9
56:10.6	811284	55880	11424	2	5.9	925480	27016	15212	0.4	2.9
56:10.6	811284	55880	11424	0.4	5.9	925480	26752	15212	0.2	2.8
56:10.7	811284	55880	11424	1.8	5.9	925480	26752	15212	0.4	2.8
56:10.7	811284	55880	11424	0.2	5.9	925480	26752	15212	0.2	2.8
56:10.8	811284	55880	11424	2	5.9	925480	26752	15212	0.4	2.8
56:10.9	811284	55880	11424	0.4	5.9	925480	26752	15212	0.2	2.8
56:10.9	811284	55880	11424	1.8	5.9	925480	26752	15212	0.4	2.8
56:11.0	811284	55880	11424	0.2	5.9	925480	26752	15212	0.2	2.8
56:11.5	811284	55880	11424	11.3	5.9	925480	26752	15212	0.4	2.8
56:11.5	811284	55880	11424	0.2	5.9	925480	26752	15212	0.2	2.8
56:11.6	811284	55880	11424	1.8	5.9	925480	26752	15212	0.4	2.8
56:11.7	811284	55880	11424	0.4	5.9	925480	26752	15212	0.2	2.8
56:11.7	811284	55880	11424	1.8	5.9	925480	26752	15212	1.8	2.8
56:11.8	811284	55880	11424	0.4	5.9	925480	26752	15212	0.2	2.8
56:11.8	811284	55880	11424	1.8	5.9	925480	26752	15212	1	2.8
56:11.9	811284	55880	11424	0.2	5.9	925480	26752	15212	0.4	2.8
56:12.0	811284	55880	11424	2	5.9	925480	26752	15212	0.2	2.8
56:12.0	811284	55880	11424	0.2	5.9	925480	26752	15212	0.2	2.8
56:12.1	811284	55880	11424	1.8	5.9	925480	26752	15212	0.4	2.8
56:12.1	811284	55880	11424	0.2	5.9	925480	26752	15212	0.2	2.8
56:12.2	811284	55880	11424	1.8	5.9	925480	26752	15212	0.4	2.8
56:12.2	811284	55880	11424	0.4	5.9	925480	26752	15212	0.2	2.8
56:12.3	811284	55880	11424	1.8	5.9	925480	26752	15212	0.4	2.8
56:12.3	811284	55880	11424	0.2	5.9	925480	26752	15212	0.2	2.8
56:12.4	811284	55880	11424	1.8	5.9	925480	26752	15212	0.4	2.8
56:12.4	811284	55880	11424	0.4	5.9	925480	26752	15212	0.2	2.8
56:12.5	811284	55880	11424	1.8	5.9	925480	26752	15212	2.6	2.8
56:12.5	811284	55880	11424	0.2	5.9	925480	26752	15212	0.2	2.8
56:13.0	811284	55880	11424	10.1	5.9	925480	26752	15212	0.4	2.8
56:13.0	811284	55880	11424	0.2	5.9	925480	26752	15212	0.2	2.8
56:13.1	811284	55880	11424	1.8	5.9	925480	26752	15212	0.4	2.8
56:13.1	811284	55880	11424	0.4	5.9	925480	26752	15212	0.2	2.8
56:13.2	811284	55880	11424	1.8	5.9	925480	26752	15212	0.4	2.8
56:13.2	811284	55880	11424	0.4	5.9	925480	26752	15212	0.2	2.8
56:13.3	811284	55880	11424	1.8	5.9	925480	26752	15212	0.2	2.8
56:13.3	811284	55880	11424	0.2	5.9	925480	26752	15212	0.4	2.8
56:13.4	811284	55880	11424	1.8	5.9	925480	26752	15212	1.8	2.8
56:13.4	811284	55880	11424	0.4	5.9	925480	26752	15212	0.2	2.8
56:13.5	811284	55880	11424	1.6	5.9	925480	26752	15212	0.4	2.8
56:13.5	811284	55880	11424	0.2	5.9	925480	26752	15212	0.2	2.8
56:13.6	811284	55880	11424	2	5.9	925480	26752	15212	0.4	2.8
56:13.6	811284	55880	11424	0.2	5.9	925480	26752	15212	0.2	2.8
56:13.7	811284	55880	11424	1.8	5.9	925480	26752	15212	0.4	2.8
56:13.7	811284	55880	11424	0.4	5.9	925480	26752	15212	0.2	2.8
56:13.8	811284	55880	11424	1.8	5.9	925480	26752	15212	0.4	2.8
56:13.9	811284	55880	11424	0.2	5.9	925480	26752	15212	0.2	2.8
56:13.9	811284	55880	11424	1.8	5.9	925480	26752	15212	0.4	2.8
56:13.9	811284	55880	11424	0.2	5.9	925480	26752	15212	0.2	2.8
56:14.6	811284	55880	11424	12.3	5.9	925480	26752	15212	0.4	2.8
56:14.6	811284	55880	11424	0.2	5.9	925480	26752	15212	0.2	2.8
56:14.7	811284	55880	11424	1.8	5.9	925480	26752	15212	0.2	2.8
56:14.7	811284	55880	11424	1.2	5.9	925480	26752	15212	0.4	2.8
56:14.8	811284	55880	11424	1.8	5.9	925480	26752	15212	0.2	2.8
56:14.8	811284	55880	11424	0.2	5.9	925480	26752	15212	0.2	2.8
56:14.9	811284	55880	11424	2	5.9	925480	26752	15212	0.4	2.8
56:14.9	811284	55880	11424	0.2	5.9	925480	26752	15212	0.2	2.8
56:15.0	811284	55880	11424	1.8	5.9	925480	26752	15212	0.4	2.8
56:15.0	811284	55880	11424	0.4	5.9	925480	26752	15212	0.2	2.8
56:15.1	811284	55880	11424	1.8	5.9	925480	26752	15212	0.4	2.8
56:15.1	811284	55880	11424	0.2	5.9	925480	26752	15212	0.2	2.8
56:15.2	811284	55880	11424	2	5.9	925480	26752	15212	1.8	2.8
56:15.3	811284	55880	11424	0.2	5.9	925480	26752	15212	0.2	2.8
56:15.4	811284	55880	11424	1.8	5.9	925480	26752	15212	0.4	2.8
56:15.4	811284	55880	11424	0.4	5.9	925480	26752	15212	0.2	2.8
56:15.5	811284	55880	11424	1.8	5.9	925480	26752	15212	0.4	2.8
56:15.5	811284	55880	11424	0.2	5.9	925480	26752	15212	0.2	2.8
56:15.6	811284	56144	11424	1.8	5.9	925480	26752	15212	0.4	2.8
56:15.6	811284	56144	11424	0.2	5.9	925480	26752	15212	0.2	2.8
56:15.7	811284	56144	11424	1.8	5.9	925480	26752	15212	0.4	2.8
56:15.7	811284	56144	11424	0.4	5.9	925480	26752	15212	0.2	2.8
56:16.1	811284	57200	11424	8.5	6	925480	26752	15212	0.4	2.8
56:16.1	811284	57200	11424	0.2	6	925480	26752	15212	0.2	2.8
56:16.2	811284	57200	11424	1.8	6	925480	26752	15212	0.2	2.8
56:16.2	811284	57200	11424	0.2	6	925480	26752	15212	0.4	2.8
56:16.3	811284	57200	11424	1.8	6	925480	26752	15212	0.2	2.8
56:16.3	811284	57200	11424	0.4	6	925480	26752	15212	0.2	2.8
56:16.4	811284	57200	11424	2	6	925480	26752	15212	0.4	2.8
56:16.4	811284	57200	11424	0.2	6	925480	26752	15212	0.2	2.8
56:16.6	811284	57200	11424	3	6	925480	26752	15212	0.4	2.8
56:16.6	811284	57200	11424	0.2	6	925480	26752	15212	0.2	2.8
56:16.7	811284	57200	11424	1.8	6	925480	26752	15212	0.4	2.8
56:16.7	811284	57200	11424	0.4	6	925480	26752	15212	0.2	2.8
56:16.8	811284	57200	11424	1.6	6	925480	26752	15212	0.4	2.8
56:16.8	811284	57200	11424	0.2	6	925480	26752	15212	0.2	2.8
56:16.9	811284	57200	11424	1.6	6	925480	26752	15212	1.8	2.8
56:16.9	811284	57200	11424	0.2	6	925480	26752	15212	0.2	2.8
56:17.0	811284	57200	11424	1.8	6	925480	26752	15212	0.4	2.8
56:17.0	811284	57200	11424	0.4	6	925480	26752	15212	0.2	2.8
56:17.1	811284	57200	11424	1.8	6	925480	26752	15212	0.4	2.8
56:17.1	811284	57200	11424	0.8	6	925480	26752	15212	0.4	2.8
56:17.8	811284	57200	11424	12.9	6	925480	26752	15212	0.2	2.8
56:17.9	811284	57200	11424	3	6	925480	26752	15212	0.2	2.8
56:17.9	811284	57200	11424	0.2	6	925480	26752	15212	0.4	2.8
56:18.0	811284	57200	11424	1.8	6	925480	26752	15212	0.2	2.8
56:18.0	811284	57200	11424	0.4	6	925480	26752	15212	0.2	2.8
56:18.1	811284	57200	11424	1.8	6	925480	26752	15212	0.4	2.8
56:18.2	811284	57200	11424	0.2	6	925480	26752	15212	0.2	2.8
56:18.3	811284	57200	11424	2.2	6	925480	26752	15212	0.4	2.8
56:18.3	811284	57200	11424	0.2	6	925480	26752	15212	0.2	2.8
56:18.4	811284	57200	11424	1.8	6	925480	26752	15212	0.4	2.8
56:18.4	811284	57200	11424	0.2	6	925480	26752	15212	0.2	2.8
56:18.5	811284	57200	11424	2	6	925480	26752	15212	0.4	2.8
56:18.5	811284	57200	11424	0.2	6	925480	26752	15212	0.2	2.8
56:19.1	811284	57200	11424	11.5	6	925480	26752	15212	0.2	2.8
56:19.1	811284	57200	11424	0.4	6	925480	26752	15212	0.4	2.8
56:19.2	811284	57200	11424	1.8	6	925480	26752	15212	0.2	2.8
56:19.2	811284	57200	11424	0.2	6	925480	26752	15212	0.4	2.8
56:19.3	811284	57200	11424	2	6	925480	26752	15212	0.2	2.8
56:19.3	811284	57200	11424	0.2	6	925480	26752	15212	1.8	2.8
56:19.4	811284	57200	11424	2	6	925480	26752	15212	0.4	2.8
56:19.4	811284	57200	11424	0.2	6	925480	26752	15212	0.2	2.8
56:19.5	811284	57200	11424	1.6	6	925480	26752	15212	0.4	2.8
56:19.5	811284	57200	11424	0.4	6	925480	26752	15212	0.2	2.8
56:19.6	811284	57200	11424	1.8	6	925480	26752	15212	0.2	2.8
56:19.6	811284	57200	11424	0.2	6	925480	26752	15212	0.4	2.8
56:19.7	811284	57200	11424	2	6	925480	26752	15212	0.2	2.8
56:19.7	811284	57200	11424	0.4	6	925480	26752	15212	0.4	2.8
56:19.8	811284	57200	11424	1.8	6	925480	26752	15212	0.4	2.8
56:19.8	811284	57200	11424	0.2	6	925480	26752	15212	0.2	2.8
56:19.9	811284	57464	11424	2	6.1	925480	26752	15212	0.4	2.8
56:19.9	811284	57464	11424	0.2	6.1	925480	26688	15212	0.2	2.8
56:20.0	811284	58256	11424	1.8	6.2	925480	26688	15212	0.4	2.8
56:20.0	811284	58256	11424	0.4	6.2	925480	26688	15212	0.2	2.8
56:20.1	811284	59312	11424	1.8	6.3	925480	26688	15212	0.4	2.8
56:20.1	811284	59312	11424	0.4	6.3	925480	26688	15212	0.2	2.8
56:20.2	811284	60368	11424	1.8	6.4	925480	26688	15212	0.4	2.8
56:20.3	811284	60368	11424	0.4	6.4	925480	26688	15212	0.2	2.8
56:20.9	811284	61424	11424	12.1	6.5	925480	26688	15212	0.4	2.8
56:20.9	811284	61424	11424	0.4	6.5	925480	26688	15212	0.2	2.8
56:21.0	811284	61424	11424	1.8	6.5	925480	26688	15212	0.2	2.8
56:21.0	811284	61424	11424	0.2	6.5	925480	26688	15212	0.4	2.8
56:21.1	811284	61424	11424	1.8	6.5	925480	26688	15212	0.2	2.8
56:21.1	811284	61424	11424	0.4	6.5	925480	26688	15212	1.8	2.8
56:21.2	811284	61424	11424	1.8	6.5	925480	26688	15212	0.4	2.8
56:21.2	811284	61424	11424	0.2	6.5	925480	26688	15212	0.2	2.8
56:21.3	811284	61424	11424	2	6.5	925480	26688	15212	0.4	2.8
56:21.3	811284	61424	11424	0.2	6.5	925480	26688	15212	0.2	2.8
56:21.4	811284	61424	11424	1.8	6.5	925480	26688	15212	0.2	2.8
56:21.4	811284	61424	11424	0.4	6.5	925480	26688	15212	0.4	2.8
56:21.5	811284	61424	11424	1.8	6.5	925480	26688	15212	0.2	2.8
56:21.5	811284	61424	11424	0.2	6.5	925480	26688	15212	0.4	2.8
56:21.6	811284	61424	11424	1.8	6.5	925480	26688	15212	0.2	2.8
56:21.6	811284	61424	11424	0.2	6.5	925480	26688	15212	0.2	2.8
56:21.7	811284	61424	11424	2	6.5	925480	26688	15212	0.4	2.8
56:21.7	811284	61424	11424	0.2	6.5	925480	26688	15212	0.2	2.8
56:21.8	811284	61424	11424	1.8	6.5	925480	26688	15212	2.4	2.8
56:21.8	811284	61424	11424	0.2	6.5	925480	26688	15212	0.2	2.8
56:21.9	811284	61424	11424	2	6.5	925480	26688	15212	0.4	2.8
56:21.9	811284	61424	11424	0.2	6.5	925480	26688	15212	0.2	2.8
56:22.0	811284	61424	11424	1.8	6.5	925480	26688	15212	0.4	2.8
56:22.0	811284	61424	11424	0.4	6.5	925480	26688	15212	0.2	2.8
56:22.5	811284	61424	11424	9.5	6.5	925480	26688	15212	0.2	2.8
56:22.5	811284	61424	11424	0.2	6.5	925480	26688	15212	0.4	2.8
56:22.6	811284	61424	11424	1.8	6.5	925480	26688	15212	0.2	2.8
56:22.6	811284	61424	11424	0.4	6.5	925480	26688	15212	0.2	2.8
56:22.7	811284	61424	11424	1.8	6.5	925480	26688	15212	0.4	2.8
56:22.7	811284	61424	11424	0.2	6.5	925480	26688	15212	1.8	2.8
56:22.9	811284	61424	11424	2	6.5	925480	26688	15212	0.2	2.8
56:22.9	811284	61424	11424	0.2	6.5	925480	26688	15212	0.4	2.8
56:23.0	811284	61424	11424	2	6.5	925480	26688	15212	0.4	2.8
56:23.0	811284	61424	11424	1	6.5	925480	26688	15212	0.2	2.8
56:23.1	811284	61424	11424	1.8	6.5	925480	26688	15212	0.4	2.8
56:23.1	811284	61424	11424	0.2	6.5	925480	26688	15212	0.2	2.8
56:23.2	811284	61424	11424	2	6.5	925480	26688	15212	0.2	2.8
56:23.2	811284	61424	11424	0.2	6.5	925480	26688	15212	0.4	2.8
56:23.3	811284	61424	11424	1.8	6.5	925480	26688	15212	0.2	2.8
56:23.3	811284	61424	11424	0.2	6.5	925480	26688	15212	0.4	2.8
56:23.4	811284	61424	11424	1.8	6.5	925480	26688	15212	0.2	2.8
56:23.4	811284	61424	11424	0.4	6.5	925480	26688	15212	0.2	2.8
56:23.5	811284	61424	11424	1.8	6.5	925480	26688	15212	0.4	2.8
56:23.5	811284	61424	11424	0.2	6.5	925480	26688	15212	0.2	2.8
56:23.6	811284	61424	11424	2	6.5	925480	26688	15212	0.4	2.8
56:23.7	811284	61424	11424	1	6.5	925480	26688	15212	0.2	2.8
56:23.8	811284	61424	11424	1.8	6.5	925480	26688	15212	0.4	2.8
56:23.8	811284	61424	11424	0.4	6.5	925480	26688	15212	0.2	2.8
56:24.4	811284	61424	11424	11.5	6.5	925480	26688	15212	0.4	2.8
56:24.4	811284	61424	11424	0.4	6.5	925480	26688	15212	0.2	2.8
56:24.5	811284	61424	11424	1.8	6.5	925480	26688	15212	0.4	2.8
56:24.5	811284	61424	11424	0.4	6.5	925480	26688	15212	0.2	2.8
56:24.6	811284	61424	11424	1.8	6.5	925480	26688	15212	0.4	2.8
56:24.6	811284	61424	11424	0.2	6.5	925480	26688	15212	1.8	2.8
56:24.7	811284	61424	11424	2	6.5	925480	26688	15212	0.2	2.8
56:24.7	811284	61424	11424	0.2	6.5	925480	26688	15212	0.4	2.8
56:24.8	811284	61424	11424	2	6.5	925480	26688	15212	0.2	2.8
56:24.8	811284	61424	11424	0.2	6.5	925480	26688	15212	0.4	2.8
56:24.9	811284	61424	11424	2	6.5	925480	26688	15212	0.2	2.8
56:24.9	811284	61424	11424	0.2	6.5	925480	26688	15212	0.4	2.8
56:25.0	811284	61424	11424	1.8	6.5	925480	26688	15212	0.2	2.8
56:25.0	811284	61424	11424	0.4	6.5	925480	26688	15212	0.4	2.8
56:25.1	811284	61424	11424	1.8	6.5	925480	26688	15212	0.2	2.8
56:25.1	811284	61424	11424	0.2	6.5	925480	26688	15212	0.2	2.8
56:25.2	811284	61424	11424	1.8	6.5	925480	26688	15212	0.4	2.8
56:25.2	811284	61424	11424	0.2	6.5	925480	26688	15212	0.2	2.8
56:25.3	811284	61424	11424	2	6.5	925480	26688	15212	0.4	2.8
56:25.3	811284	61424	11424	0.2	6.5	925480	26688	15212	0.2	2.8
56:25.5	811284	61424	11424	2.8	6.5	925480	26688	15212	0.4	2.8
56:25.5	811284	61424	11424	0.2	6.5	925480	26688	15212	0.2	2.8
56:25.6	811284	61424	11424	1.8	6.5	925480	26688	15212	0.2	2.8
56:25.6	811284	61424	11424	0.4	6.5	925480	26688	15212	0.4	2.8
56:26.2	811284	61424	11424	12.3	6.5	925480	26688	15212	0.2	2.8
56:26.2	811284	61424	11424	0.4	6.5	925480	26688	15212	0.2	2.8
56:26.3	811284	61424	11424	1.8	6.5	925480	26688	15212	0.4	2.8
56:26.4	811284	61424	11424	0.4	6.5	925480	26688	15212	0.2	2.8
56:26.4	811284	61424	11424	1.8	6.5	925480	26688	15212	0.4	2.8
56:26.5	811284	61424	11424	0.2	6.5	925480	26688	15212	1.8	2.8
56:26.6	811284	61424	11424	2	6.5	925480	26688	15212	0.2	2.8
56:26.6	811284	61424	11424	0.2	6.5	925480	26688	15212	0.4	2.8
56:26.7	811284	61424	11424	2	6.5	925480	26688	15212	0.2	2.8
56:26.7	811284	61424	11424	0.2	6.5	925480	26688	15212	0.2	2.8
56:26.8	811284	61424	11424	1.8	6.5	925480	26632	15212	0.4	2.8
56:26.8	811284	61424	11424	0.2	6.5	925480	26632	15212	0.2	2.8
56:26.9	811284	61424	11424	2	6.5	925480	26632	15212	0.4	2.8
56:26.9	811284	61424	11424	0.2	6.5	925480	26632	15212	0.2	2.8
56:27.0	811284	61424	11424	1.8	6.5	925480	26632	15212	0.4	2.8
