TIME+	InfluxDB					Grafana				
	VIRT	RES		%CPU	%MEM	VIRT	RES		%CPU	%MEM
52:07.2	810924	82456	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:07.3	810924	82456	11188	1.8	8.7	925480	27188	15212	0.4	2.9
52:07.4	810924	82456	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:07.4	810924	82456	11188	1.8	8.7	925480	27188	15212	0.4	2.9
52:07.4	810924	82456	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:07.5	810924	82456	11188	2	8.7	925480	27188	15212	0.2	2.9
52:07.6	810924	82456	11188	0.2	8.7	925480	27188	15212	0.4	2.9
52:07.7	810924	82456	11188	2.4	8.7	925480	27188	15212	0.2	2.9
52:07.7	810924	82456	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:07.8	810924	82456	11188	2.2	8.7	925480	27188	15212	0.4	2.9
52:09.4	810924	82456	11188	32.3	8.7	925480	27188	15212	1.6	2.9
52:09.5	810924	82456	11188	2	8.7	925480	27188	15212	0.4	2.9
52:09.5	810924	82456	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:09.6	810924	82456	11188	2	8.7	925480	27188	15212	0.4	2.9
52:09.6	810924	82456	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:09.7	810924	82456	11188	1.8	8.7	925480	27188	15212	0.4	2.9
52:09.7	810924	82456	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:09.8	810924	82456	11188	1.8	8.7	925480	27188	15212	2.4	2.9
52:09.9	810924	82456	11188	0.4	8.7	925480	27188	15212	0.4	2.9
52:09.9	810924	82456	11188	1.8	8.7	925480	27188	15212	0.2	2.9
52:10.0	810924	82456	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:10.1	810924	82456	11188	2	8.7	925480	27188	15212	0.4	2.9
52:10.1	810924	82456	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:10.2	810924	82456	11188	1.8	8.7	925480	27188	15212	0.4	2.9
52:10.2	810924	82456	11188	0.4	8.7	925480	27188	15212	0.2	2.9
52:10.3	810924	82456	11188	1.8	8.7	925480	27188	15212	0.4	2.9
52:10.3	810924	81808	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:10.4	810924	81808	11188	1.8	8.7	925480	27188	15212	0.2	2.9
52:10.4	810924	81808	11188	0.2	8.7	925480	27188	15212	0.4	2.9
52:10.5	810924	81808	11188	2	8.7	925480	27188	15212	0.2	2.9
52:10.5	810924	81808	11188	0.2	8.7	925480	27188	15212	0.4	2.9
52:10.6	810924	81808	11188	1.8	8.7	925480	27188	15212	0.2	2.9
52:10.6	810924	81808	11188	0.4	8.7	925480	27188	15212	0.2	2.9
52:10.7	810924	81808	11188	1.8	8.7	925480	27188	15212	0.4	2.9
52:12.2	810924	81808	11188	29.2	8.7	925480	27188	15212	1.8	2.9
52:12.2	810924	81808	11188	1.8	8.7	925480	27188	15212	0.2	2.9
52:12.3	810924	81808	11188	0.2	8.7	925480	27188	15212	0.4	2.9
52:12.4	810924	81808	11188	2.6	8.7	925480	27188	15212	0.4	2.9
52:12.4	810924	81808	11188	0.4	8.7	925480	27188	15212	0.2	2.9
52:12.5	810924	81808	11188	1.8	8.7	925480	27188	15212	0.4	2.9
52:12.5	810924	81808	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:12.6	810924	81808	11188	1.8	8.7	925480	27188	15212	0.4	2.9
52:12.6	810924	81808	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:12.7	810924	81808	11188	1.8	8.7	925480	27188	15212	0.2	2.9
52:12.7	810924	81808	11188	0.4	8.7	925480	27188	15212	0.4	2.9
52:12.8	810924	81808	11188	1	8.7	925480	27188	15212	0.2	2.9
52:12.8	810924	81808	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:12.9	810924	81808	11188	1.8	8.7	925480	27188	15212	0.4	2.9
52:12.9	810924	81808	11188	0.4	8.7	925480	27188	15212	0.2	2.9
52:13.0	810924	81808	11188	1.8	8.7	925480	27188	15212	0.4	2.9
52:13.0	810924	81808	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:13.1	810924	81808	11188	1.8	8.7	925480	27188	15212	0.2	2.9
52:13.1	810924	81808	11188	1	8.7	925480	27188	15212	0.4	2.9
52:13.2	810924	81808	11188	1	8.7	925480	27188	15212	0.2	2.9
52:13.3	810924	81808	11188	1.8	8.7	925480	27188	15212	0.4	2.9
52:13.3	810924	81808	11188	0.4	8.7	925480	27188	15212	0.2	2.9
52:13.4	810924	81808	11188	1.8	8.7	925480	27188	15212	0.4	2.9
52:13.4	810924	81808	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:15.0	810924	81808	11188	32.7	8.7	925480	27188	15212	1.8	2.9
52:15.0	810924	81808	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:15.1	810924	81808	11188	1.8	8.7	925480	27188	15212	0.4	2.9
52:15.1	810924	81808	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:15.2	810924	81808	11188	2	8.7	925480	27188	15212	0.4	2.9
52:15.3	810924	81808	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:15.4	810924	81808	11188	1.8	8.7	925480	27188	15212	0.4	2.9
52:15.4	810924	81808	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:15.5	810924	81808	11188	2	8.7	925480	27188	15212	0.2	2.9
52:15.5	810924	81808	11188	0.2	8.7	925480	27188	15212	0.4	2.9
52:15.6	810924	81808	11188	1.8	8.7	925480	27188	15212	0.2	2.9
52:15.6	810924	81808	11188	0.4	8.7	925480	27188	15212	0.2	2.9
52:15.7	810924	81808	11188	1.8	8.7	925480	27188	15212	0.4	2.9
52:15.7	810924	81808	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:15.8	810924	81808	11188	1.8	8.7	925480	27188	15212	0.4	2.9
52:15.8	810924	81808	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:15.9	810924	81808	11188	1.8	8.7	925480	27188	15212	0.4	2.9
52:15.9	810924	81808	11188	0.4	8.7	925480	27188	15212	0.2	2.9
52:16.0	810924	81808	11188	1.8	8.7	925480	27188	15212	0.4	2.9
52:16.0	810924	81808	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:16.1	810924	81808	11188	2	8.7	925480	27188	15212	0.2	2.9
52:16.1	810924	81808	11188	0.4	8.7	925480	27188	15212	0.4	2.9
52:16.2	810924	81808	11188	1.8	8.7	925480	27188	15212	0.4	2.9
52:16.2	810924	81808	11188	0.2	8.7	925480	27188	15212	0.4	2.9
52:17.9	810924	81808	11188	33.7	8.7	925480	27188	15212	1.8	2.9
52:17.9	810924	81808	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:18.0	810924	81808	11188	1.8	8.7	925480	27188	15212	0.2	2.9
52:18.0	810924	81808	11188	0.2	8.7	925480	27188	15212	0.4	2.9
52:18.1	810924	81808	11188	1.8	8.7	925480	27188	15212	0.2	2.9
52:18.1	810924	81808	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:18.2	810924	81808	11188	2	8.7	925480	27188	15212	0.4	2.9
52:18.2	810924	81808	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:18.3	810924	81808	11188	1.8	8.7	925480	27188	15212	0.4	2.9
52:18.3	810924	81808	11188	0.4	8.7	925480	27188	15212	0.2	2.9
52:18.4	810924	81808	11188	1.8	8.7	925480	27188	15212	0.2	2.9
52:18.4	810924	81808	11188	0.4	8.7	925480	27188	15212	0.4	2.9
52:18.5	810924	81808	11188	1.8	8.7	925480	27188	15212	0.2	2.9
52:18.5	810924	81808	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:18.7	810924	81808	11188	2	8.7	925480	27188	15212	0.4	2.9
52:18.7	810924	81808	11188	0.2	8.7	925480	27188	15212	0.4	2.9
52:18.7	810924	81808	11188	1.8	8.7	925480	27188	15212	0.2	2.9
52:18.8	810924	81808	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:18.9	810924	81808	11188	2	8.7	925480	27188	15212	0.4	2.9
52:18.9	810924	81808	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:19.0	810924	81808	11188	2	8.7	925480	27188	15212	0.4	2.9
52:19.0	810924	81808	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:19.1	810924	82072	11188	1.8	8.7	925480	27188	15212	0.4	2.9
52:19.1	810924	82072	11188	0.2	8.7	925480	27188	15212	0.2	2.9
52:20.9	810924	82072	11188	35.7	8.7	925480	27188	15212	1.8	2.9
52:20.9	810924	82072	11188	0.4	8.7	925480	27188	15212	0.2	2.9
52:21.0	810924	82072	11188	1.8	8.7	925480	27028	15212	0.4	2.9
52:21.0	810924	82072	11188	0.2	8.7	925480	27028	15212	0.2	2.9
52:21.1	810924	82072	11188	1.2	8.7	925480	27028	15212	0.4	2.9
52:21.1	810924	82072	11188	0.2	8.7	925480	27028	15212	0.2	2.9
52:21.2	810924	82072	11188	1.8	8.7	925480	27028	15212	0.4	2.9
52:21.2	810924	82072	11188	0.4	8.7	925480	27028	15212	0.2	2.9
52:21.3	810924	82072	11188	1.8	8.7	925480	27028	15212	0.4	2.9
52:21.3	810924	82072	11188	0.2	8.7	925480	27028	15212	0.2	2.9
52:21.4	810924	82072	11188	2	8.7	925480	27028	15212	0.4	2.9
52:21.4	810924	82072	11188	0.2	8.7	925480	27028	15212	0.2	2.9
52:21.5	810924	82072	11188	1.8	8.7	925480	27028	15212	0.4	2.9
52:21.5	810924	82072	11188	0.2	8.7	925480	27028	15212	0.2	2.9
52:21.6	810924	82072	11188	2	8.7	925480	27028	15212	0.4	2.9
52:21.6	810924	82072	11188	0.2	8.7	925480	27028	15212	0.2	2.9
52:21.7	810924	82072	11188	1.8	8.7	925480	27028	15212	0.4	2.9
52:21.7	810924	82072	11188	0.4	8.7	925480	27028	15212	0.2	2.9
52:21.8	810924	82072	11188	1.8	8.7	925480	27028	15212	0.4	2.9
52:21.8	810924	82072	11188	0.2	8.7	925480	27028	15212	0.2	2.9
52:21.9	810924	82072	11188	2	8.7	925480	27028	15212	0.4	2.9
52:21.9	810924	82072	11188	0.2	8.7	925480	27028	15212	0.2	2.9
52:22.0	810924	82072	11188	1.8	8.7	925480	27028	15212	0.4	2.9
52:22.0	810924	82072	11188	0.2	8.7	925480	27028	15212	0.2	2.9
52:23.5	810924	82072	11188	30.2	8.7	925480	27028	15212	1.8	2.9
52:23.6	810924	82072	11188	0.4	8.7	925480	27028	15212	0.2	2.9
52:23.6	810924	82072	11188	1.8	8.7	925480	27028	15212	0.4	2.9
52:23.7	810924	82072	11188	0.4	8.7	925480	27028	15212	0.2	2.9
52:23.8	810924	82072	11188	1.8	8.7	925480	27028	15212	0.4	2.9
52:23.8	810924	82072	11188	0.2	8.7	925480	27028	15212	0.2	2.9
52:23.9	810924	82072	11188	2	8.7	925480	27028	15212	2.6	2.9
52:23.9	810924	82072	11188	0.2	8.7	925480	27028	15212	0.2	2.9
52:24.0	810924	82072	11188	1.8	8.7	925480	27028	15212	0.2	2.9
52:24.0	810924	82072	11188	0.2	8.7	925480	27028	15212	0.4	2.9
52:24.1	810924	82072	11188	2	8.7	925480	27028	15212	0.2	2.9
52:24.1	810924	82072	11188	0.2	8.7	925480	27028	15212	0.2	2.9
52:24.2	810924	82072	11188	1.8	8.7	925480	27028	15212	0.4	2.9
52:24.2	810924	82072	11188	0.2	8.7	925480	27028	15212	0.2	2.9
52:24.3	810924	82072	11188	2	8.7	925480	27028	15212	0.4	2.9
52:24.3	810924	82072	11188	0.2	8.7	925480	27028	15212	0.2	2.9
52:24.4	810924	82072	11188	1.8	8.7	925480	27028	15212	0.4	2.9
52:24.4	810924	82072	11188	0.2	8.7	925480	27028	15212	0.2	2.9
52:24.5	810924	82072	11188	2	8.7	925480	27028	15212	0.2	2.9
52:24.5	810924	82072	11188	0.2	8.7	925480	27028	15212	0.4	2.9
52:24.6	810924	82072	11188	1.8	8.7	925480	27028	15212	0.2	2.9
52:24.6	810924	82072	11188	0.4	8.7	925480	27028	15212	0.4	2.9
52:24.7	810924	82072	11188	1	8.7	925480	27292	15212	0.2	2.9
52:24.7	810924	82336	11188	0.6	8.7	925480	27292	15212	0.2	2.9
52:26.4	810924	82336	11188	34.3	8.7	925480	27292	15212	2	2.9
52:26.4	810924	82336	11188	0.4	8.7	925480	27292	15212	0.2	2.9
52:26.5	810924	82336	11188	1.8	8.7	925480	27292	15212	0.4	2.9
52:26.6	810924	82336	11188	0.4	8.7	925480	27292	15212	0.2	2.9
52:26.6	810924	82336	11188	1.8	8.7	925480	27292	15212	0.4	2.9
52:26.7	810924	82336	11188	0.2	8.7	925480	27292	15212	0.2	2.9
52:26.8	810924	82336	11188	2	8.7	925480	27292	15212	0.4	2.9
52:26.8	810924	82336	11188	0.2	8.7	925480	27292	15212	0.2	2.9
52:26.9	810924	82336	11188	2	8.7	925480	27292	15212	0.2	2.9
52:26.9	810924	82336	11188	0.2	8.7	925480	27292	15212	0.4	2.9
52:27.0	810924	82336	11188	1.8	8.7	925480	27292	15212	0.2	2.9
52:27.0	810924	82336	11188	0.2	8.7	925480	27292	15212	0.2	2.9
52:27.1	810924	82336	11188	1.8	8.7	925480	27292	15212	0.4	2.9
52:27.1	810924	82336	11188	0.4	8.7	925480	27292	15212	0.2	2.9
52:27.2	810924	82336	11188	1.8	8.7	925480	27292	15212	0.2	2.9
52:27.2	810924	82336	11188	0.2	8.7	925480	27292	15212	0.4	2.9
52:27.2	810924	82336	11188	1	8.7	925480	27292	15212	0.2	2.9
52:27.2	810924	82336	11188	0.2	8.7	925480	27292	15212	0.2	2.9
52:27.3	810924	82336	11188	1.8	8.7	925480	27292	15212	0.4	2.9
52:27.4	810924	82336	11188	0.4	8.7	925480	27292	15212	0.2	2.9
52:27.5	810924	82336	11188	1.8	8.7	925480	27292	15212	0.4	2.9
52:27.5	810924	82336	11188	0.4	8.7	925480	27292	15212	0.2	2.9
52:27.6	810924	82336	11188	1.8	8.7	925480	27292	15212	0.4	2.9
52:27.6	810924	82336	11188	0.2	8.7	925480	27292	15212	0	2.9
52:29.3	810924	83128	11188	34.3	8.8	925480	27292	15212	1.8	2.9
52:29.3	810924	83128	11188	0.8	8.8	925480	27292	15212	0.4	2.9
52:29.4	810924	83128	11188	1.4	8.8	925480	27292	15212	0.2	2.9
52:29.5	810924	83128	11188	1.8	8.8	925480	27292	15212	0.4	2.9
52:29.5	810924	83128	11188	0.2	8.8	925480	27292	15212	0.2	2.9
52:29.6	810924	83128	11188	1.8	8.8	925480	27292	15212	0.2	2.9
52:29.6	810924	83128	11188	0.4	8.8	925480	27292	15212	0.4	2.9
52:29.7	810924	83128	11188	1.8	8.8	925480	27292	15212	0.2	2.9
52:29.7	810924	83128	11188	0.2	8.8	925480	27292	15212	0.2	2.9
52:29.8	810924	83128	11188	1.8	8.8	925480	27292	15212	0.4	2.9
52:29.8	810924	83128	11188	0.2	8.8	925480	27292	15212	0.2	2.9
52:29.9	810924	83128	11188	2.4	8.8	925480	27292	15212	0.4	2.9
52:30.0	810924	83128	11188	0.4	8.8	925480	27292	15212	0.2	2.9
52:30.0	810924	83128	11188	1.8	8.8	925480	27292	15212	0.4	2.9
52:30.1	810924	83128	11188	0.2	8.8	925480	27292	15212	0.2	2.9
52:30.1	810924	83128	11188	1.8	8.8	925480	27292	15212	0.2	2.9
52:30.2	810924	83128	11188	0.4	8.8	925480	27292	15212	0.2	2.9
52:30.3	810924	83128	11188	1.8	8.8	925480	27292	15212	0.4	2.9
52:30.3	810924	83128	11188	0.2	8.8	925480	27292	15212	0.2	2.9
52:30.4	810924	83128	11188	1.8	8.8	925480	27292	15212	0.4	2.9
52:30.4	810924	83128	11188	0.4	8.8	925480	27292	15212	0.2	2.9
52:30.5	810924	83128	11188	1.8	8.8	925480	27292	15212	0.2	2.9
52:30.5	810924	83128	11188	0.2	8.8	925480	27292	15212	0.4	2.9
52:30.6	810924	83128	11188	1.8	8.8	925480	27292	15212	0.2	2.9
52:32.3	810924	83656	11188	33.5	8.8	925480	27292	15212	1.6	2.9
52:32.3	810924	83656	11188	1.8	8.8	925480	27292	15212	0.4	2.9
52:32.4	810924	83656	11188	0.4	8.8	925480	27292	15212	0.6	2.9
52:32.4	810924	83656	11188	1.6	8.8	925480	27292	15212	0.4	2.9
52:32.5	810924	83656	11188	0.4	8.8	925480	27292	15212	0.2	2.9
52:32.6	810924	83656	11188	1.8	8.8	925480	27292	15212	0.2	2.9
52:32.6	810924	83656	11188	0.2	8.8	925480	27292	15212	0.4	2.9
52:32.7	810924	83656	11188	2	8.8	925480	27292	15212	0.2	2.9
52:32.7	810924	83656	11188	0.2	8.8	925480	27292	15212	0.2	2.9
52:32.8	810924	83656	11188	1.8	8.8	925480	27292	15212	0.4	2.9
52:32.8	810924	83656	11188	0.2	8.8	925480	27292	15212	0.2	2.9
52:32.9	810924	83656	11188	2	8.8	925480	27292	15212	0.4	2.9
52:32.9	810924	83656	11188	0.2	8.8	925480	27292	15212	0.2	2.9
52:33.0	810924	83656	11188	1.8	8.8	925480	27292	15212	0.4	2.9
52:33.0	810924	83656	11188	0.2	8.8	925480	27292	15212	0.2	2.9
52:33.1	810924	83656	11188	1.8	8.8	925480	27292	15212	0.4	2.9
52:33.1	810924	83656	11188	0.4	8.8	925480	27292	15212	0.2	2.9
52:33.2	810924	83656	11188	1.8	8.8	925480	27292	15212	0.4	2.9
52:33.2	810924	83656	11188	0.2	8.8	925480	27292	15212	0.2	2.9
52:33.3	810924	83656	11188	1.8	8.8	925480	27292	15212	0.2	2.9
52:33.3	810924	83656	11188	0.4	8.8	925480	27292	15212	0.4	2.9
52:33.4	810924	83656	11188	1.8	8.8	925480	27292	15212	0.2	2.9
52:33.4	810924	83656	11188	0.2	8.8	925480	27292	15212	0.4	2.9
52:33.5	810924	83656	11188	1.8	8.8	925480	27292	15212	0.2	2.9
52:35.2	810924	83656	11188	34.3	8.8	925480	27292	15212	1.8	2.9
52:35.3	810924	83656	11188	2	8.8	925480	27292	15212	0.2	2.9
52:35.3	810924	83656	11188	0.2	8.8	925480	27292	15212	0.4	2.9
52:35.4	810924	83656	11188	1.8	8.8	925480	27292	15212	0.2	2.9
52:35.4	810924	83656	11188	0.4	8.8	925480	27292	15212	0.2	2.9
52:35.5	810924	83656	11188	1.8	8.8	925480	27292	15212	0.4	2.9
52:35.6	810924	83656	11188	0.2	8.8	925480	27292	15212	0.2	2.9
52:35.6	810924	83656	11188	1.8	8.8	925480	27292	15212	0.4	2.9
52:35.7	810924	83656	11188	0.4	8.8	925480	27292	15212	0.2	2.9
52:35.7	810924	83656	11188	1.8	8.8	925480	27292	15212	0.4	2.9
52:35.8	810924	83656	11188	0.2	8.8	925480	27292	15212	0.2	2.9
52:35.9	810924	83656	11188	2	8.8	925480	27292	15212	0.4	2.9
52:35.9	810924	83656	11188	0.2	8.8	925480	27292	15212	0.2	2.9
52:36.0	810924	83656	11188	1.8	8.8	925480	27292	15212	0.2	2.9
52:36.0	810924	83656	11188	0.2	8.8	925480	27292	15212	0.2	2.9
52:36.1	810924	83656	11188	2	8.8	925480	27292	15212	0.4	2.9
52:36.1	810924	83656	11188	0.2	8.8	925480	27292	15212	0.2	2.9
52:36.2	810924	83656	11188	1.8	8.8	925480	27292	15212	0.4	2.9
52:36.2	810924	83656	11188	0.2	8.8	925480	27292	15212	0.2	2.9
52:36.3	810924	83656	11188	1.8	8.8	925480	27292	15212	0.4	2.9
52:36.3	810924	83656	11188	0.2	8.8	925480	27292	15212	0.2	2.9
52:36.4	810924	83656	11188	1.8	8.8	925480	27292	15212	0.2	2.9
52:36.4	810924	83656	11188	0.2	8.8	925480	27292	15212	0.4	2.9
52:36.5	810924	83656	11188	2	8.8	925480	27292	15212	0.2	2.9
52:38.1	810924	83656	11188	32.7	8.8	925480	27292	15212	1.8	2.9
52:38.2	810924	83656	11188	1.8	8.8	925480	27292	15212	0.2	2.9
52:38.2	810924	83656	11188	0.2	8.8	925480	27292	15212	0.2	2.9
52:38.3	810924	83656	11188	1.8	8.8	925480	27292	15212	0.4	2.9
52:38.3	810924	83656	11188	0.2	8.8	925480	27292	15212	0.2	2.9
52:38.4	810924	83656	11188	2	8.8	925480	27292	15212	3	2.9
52:38.4	810924	83656	11188	0.2	8.8	925480	27292	15212	0.2	2.9
52:38.5	810924	83656	11188	1.8	8.8	925480	27004	15212	0.4	2.9
52:38.5	810924	83656	11188	0.2	8.8	925480	27004	15212	0.2	2.9
52:38.6	810924	83656	11188	2	8.8	925480	27004	15212	0.2	2.9
52:38.6	810924	83656	11188	0.2	8.8	925480	27004	15212	0.4	2.9
52:38.7	810924	83656	11188	1.8	8.8	925480	27004	15212	0.2	2.9
52:38.7	810924	83656	11188	0.2	8.8	925480	27004	15212	0.2	2.9
52:38.8	810924	83656	11188	1.8	8.8	925480	27004	15212	0.4	2.9
52:38.9	810924	83220	11188	0.2	8.8	925480	27004	15212	0.2	2.9
52:38.9	810924	83220	11188	2	8.8	925480	27004	15212	0.4	2.9
52:39.0	810924	83220	11188	0.2	8.8	925480	27004	15212	0.2	2.9
52:39.0	810924	83220	11188	1.8	8.8	925480	27004	15212	0.4	2.9
52:39.1	810924	83220	11188	0.4	8.8	925480	27004	15212	0.2	2.9
52:39.2	810924	83220	11188	1.8	8.8	925480	27004	15212	0.4	2.9
52:39.2	810924	83220	11188	0.4	8.8	925480	27004	15212	0.2	2.9
52:39.3	810924	83220	11188	1.8	8.8	925480	27004	15212	0.4	2.9
52:39.3	810924	83220	11188	0.2	8.8	925480	27004	15212	0.2	2.9
52:39.4	810924	83748	11188	1.8	8.9	925480	27264	15212	0.4	2.9
52:41.0	810924	83748	11188	32.3	8.9	925480	27264	15212	2	2.9
52:41.1	810924	83748	11188	1.8	8.9	925480	27264	15212	0.2	2.9
52:41.1	810924	83748	11188	0.4	8.9	925480	27264	15212	0.2	2.9
52:41.2	810924	83748	11188	2	8.9	925480	27264	15212	0.4	2.9
52:41.2	810924	83748	11188	0.2	8.9	925480	27264	15212	0.2	2.9
52:41.3	810924	83748	11188	1.8	8.9	925480	27264	15212	0.4	2.9
52:41.3	810924	83748	11188	0.2	8.9	925480	27264	15212	0.2	2.9
52:41.4	810924	83748	11188	2	8.9	925480	27264	15212	0.4	2.9
52:41.4	810924	83748	11188	0.2	8.9	925480	27264	15212	0.2	2.9
52:41.5	810924	83748	11188	2	8.9	925480	27264	15212	0.4	2.9
52:41.5	810924	83748	11188	0.2	8.9	925480	27264	15212	0.2	2.9
52:41.6	810924	83748	11188	1.8	8.9	925480	27264	15212	0.2	2.9
52:41.6	810924	83748	11188	0.4	8.9	925480	27264	15212	0.4	2.9
52:41.7	810924	83748	11188	1.8	8.9	925480	27264	15212	0.2	2.9
52:41.7	810924	83748	11188	0.2	8.9	925480	27264	15212	0.2	2.9
52:41.8	810924	83748	11188	1.6	8.9	925480	27264	15212	0.4	2.9
52:41.8	810924	83748	11188	0.2	8.9	925480	27264	15212	0.2	2.9
52:41.9	810924	83748	11188	1.8	8.9	925480	27264	15212	0.4	2.9
52:42.0	810924	83748	11188	0.4	8.9	925480	27264	15212	0.2	2.9
52:42.0	810924	83748	11188	1.8	8.9	925480	27264	15212	0.2	2.9
52:42.0	810924	83100	11188	0.2	8.8	925480	27264	15212	0.4	2.9
52:42.1	810924	83100	11188	1.8	8.8	925480	27264	15212	0.2	2.9
52:42.2	810924	83100	11188	0.4	8.8	925480	27264	15212	0.2	2.9
52:42.2	810924	83100	11188	1.8	8.8	925480	27264	15212	0.4	2.9
52:43.7	810924	83100	11188	28.8	8.8	925480	27264	15212	1.8	2.9
52:43.8	810924	83100	11188	2	8.8	925480	27264	15212	0.2	2.9
52:43.8	810924	83100	11188	0.2	8.8	925480	27264	15212	0.4	2.9
52:43.9	810924	83100	11188	1.8	8.8	925480	27264	15212	0.2	2.9
52:43.9	810924	83100	11188	0.2	8.8	925480	27264	15212	0.4	2.9
52:44.0	810924	83100	11188	2	8.8	925480	27264	15212	0.2	2.9
52:44.0	810924	83100	11188	0.2	8.8	925480	27264	15212	0.4	2.9
52:44.1	810924	83100	11188	1.8	8.8	925480	27264	15212	0.2	2.9
52:44.2	810924	83100	11188	1.4	8.8	925480	27264	15212	0.4	2.9
52:44.2	810924	83100	11188	0.8	8.8	925480	27264	15212	0.2	2.9
52:44.3	810924	83100	11188	1.8	8.8	925480	27264	15212	0.4	2.9
52:44.3	810924	83100	11188	0.2	8.8	925480	27264	15212	0.2	2.9
52:44.4	810924	83100	11188	1.8	8.8	925480	27264	15212	0.2	2.9
52:44.4	810924	83100	11188	0.4	8.8	925480	27264	15212	0.4	2.9
52:44.5	810924	83100	11188	1.8	8.8	925480	27264	15212	0.2	2.9
52:44.5	810924	83100	11188	0.2	8.8	925480	27264	15212	0.2	2.9
52:44.6	810924	83100	11188	1.8	8.8	925480	27264	15212	0.4	2.9
52:44.6	810924	83100	11188	0.4	8.8	925480	27264	15212	0.2	2.9
52:44.7	810924	83100	11188	1.8	8.8	925480	27264	15212	0.4	2.9
52:44.7	810924	83100	11188	0.2	8.8	925480	27264	15212	0.2	2.9
52:44.8	810924	83100	11188	1.8	8.8	925480	27264	15212	0.4	2.9
52:44.9	810924	83100	11188	0.4	8.8	925480	27264	15212	0.2	2.9
52:44.9	810924	83100	11188	1.8	8.8	925480	27264	15212	0.2	2.9
52:44.9	810924	83100	11188	0.2	8.8	925480	27264	15212	0.2	2.9
52:46.6	810924	83892	11188	32.1	8.9	925480	27264	15212	2	2.9
52:46.6	810924	83892	11188	0.2	8.9	925480	27264	15212	0.2	2.9
52:46.7	810924	83892	11188	1.8	8.9	925480	27264	15212	0.4	2.9
52:46.7	810924	83892	11188	0.2	8.9	925480	27264	15212	0.2	2.9
52:46.8	810924	83892	11188	1.8	8.9	925480	27264	15212	0.4	2.9
52:46.8	810924	83892	11188	0.4	8.9	925480	27264	15212	0.2	2.9
52:46.9	810924	83892	11188	1.8	8.9	925480	27264	15212	0.4	2.9
52:46.9	810924	83892	11188	0.2	8.9	925480	27264	15212	0.2	2.9
52:47.0	810924	83892	11188	1.8	8.9	925480	27264	15212	0.2	2.9
52:47.0	810924	83892	11188	0.4	8.9	925480	27264	15212	0.4	2.9
52:47.1	810924	83892	11188	1.8	8.9	925480	27264	15212	0.2	2.9
52:47.1	810924	83892	11188	0.4	8.9	925480	27264	15212	0.6	2.9
52:47.2	810924	83892	11188	1.8	8.9	925480	27264	15212	0.2	2.9
52:47.2	810924	83892	11188	0.2	8.9	925480	27264	15212	0.4	2.9
52:47.3	810924	83892	11188	1.8	8.9	925480	27264	15212	0.4	2.9
52:47.3	810924	83892	11188	0.4	8.9	925480	27264	15212	0.2	2.9
52:47.4	810924	83892	11188	1.8	8.9	925480	27264	15212	0.2	2.9
52:47.4	810924	83892	11188	0.2	8.9	925480	27264	15212	0.4	2.9
52:47.5	810924	83892	11188	2	8.9	925480	27264	15212	0.2	2.9
52:47.5	810924	83892	11188	0.2	8.9	925480	27264	15212	0.4	2.9
52:47.6	810924	83892	11188	1.8	8.9	925480	27264	15212	0.2	2.9
52:47.6	810924	83892	11188	0.4	8.9	925480	27264	15212	0.4	2.9
52:47.7	810924	83892	11188	1.8	8.9	925480	27264	15212	0.2	2.9
52:47.7	810924	83892	11188	0.2	8.9	925480	27264	15212	0.2	2.9
52:49.6	810924	83892	11188	36.3	8.9	925480	27264	15212	1.8	2.9
52:49.6	810924	83892	11188	0.2	8.9	925480	27264	15212	0.4	2.9
52:49.7	810924	83892	11188	2.6	8.9	925480	27264	15212	0.2	2.9
52:49.7	810924	83892	11188	0.2	8.9	925480	27264	15212	0.2	2.9
