Time Since Start (5s)	InfluxDB					Grafana					Python				
	VIRT	RES	SHR	%CPU	%MEM	VIRT	RES	SHR	%CPU	%MEM	VIRT	RES	SHR	%CPU	%MEM
93	818648	59000	11560	3	6.2	917152	25628	14948	0.4	2.7	16812	13352	6488	1.4	1.4
94	818648	59000	11560	1	6.2	917152	25628	14948	0.2	2.7	16812	13352	6488	1.6	1.4
95	818648	59000	11560	2.8	6.2	917152	25628	14948	0.4	2.7	16812	13352	6488	1.2	1.4
96	818648	59000	11560	1	6.2	917152	25628	14948	0.2	2.7	16812	13352	6488	1.4	1.4
97	818648	59000	11560	3	6.2	917152	25628	14948	0.4	2.7	16812	13352	6488	1.6	1.4
98	818648	59000	11560	1	6.2	917152	25628	14948	0.2	2.7	16812	13352	6488	1.4	1.4
99	818648	59000	11560	3	6.2	917152	25628	14948	1.8	2.7	16812	13352	6488	1.6	1.4
100	818648	59000	11560	0.8	6.2	917152	25500	14948	0.2	2.7	16812	13352	6488	1.6	1.4
101	818648	59264	11560	9.3	6.3	917152	25500	14948	0.4	2.7	16812	13352	6488	1.6	1.4
102	818648	59264	11560	1	6.3	917152	25500	14948	0.2	2.7	16812	13352	6488	1.4	1.4
103	818648	59264	11560	3	6.3	917152	25500	14948	0.4	2.7	16812	13352	6488	1.6	1.4
104	818648	59264	11560	0.8	6.3	917152	25500	14948	0.2	2.7	16812	13352	6488	1.2	1.4
105	818648	59264	11560	3	6.3	917152	25500	14948	0.4	2.7	16812	13352	6488	1.2	1.4
106	818648	59264	11560	1	6.3	917152	25500	14948	0.2	2.7	16812	13352	6488	1.4	1.4
107	818648	59264	11560	3	6.3	917152	25500	14948	0.4	2.7	16812	13352	6488	1.6	1.4
108	818648	59264	11560	1	6.3	917152	25500	14948	0.2	2.7	16812	13352	6488	1.6	1.4
109	818648	59264	11560	3	6.3	917152	25500	14948	0.4	2.7	16812	13352	6488	1.4	1.4
110	818648	59528	11560	0.8	6.3	917152	25500	14948	0.2	2.7	16812	13352	6488	1.6	1.4
111	818648	59528	11560	3	6.3	917152	25500	14948	0.2	2.7	16812	13352	6488	1.4	1.4
112	818648	59528	11560	8.9	6.3	917152	25500	14948	0.4	2.7	16812	13352	6488	1.2	1.4
113	818648	59528	11560	3	6.3	917152	25500	14948	2.6	2.7	16812	13352	6488	1.6	1.4
114	818648	59528	11560	1	6.3	917152	25500	14948	0.2	2.7	16812	13352	6488	1.6	1.4
115	818648	59528	11560	3	6.3	917152	25500	14948	0.2	2.7	16812	13352	6488	1.4	1.4
116	818648	59528	11560	1	6.3	917152	25500	14948	0.4	2.7	16812	13352	6488	1.4	1.4
117	818648	59528	11560	3	6.3	917152	25500	14948	0.2	2.7	16812	13352	6488	1.4	1.4
118	818648	59528	11560	1	6.3	917152	25500	14948	0.4	2.7	16812	13352	6488	1.6	1.4
119	818648	54680	11560	2.8	5.8	917152	25500	14948	0.2	2.7	16812	13352	6488	1.4	1.4
120	818648	54680	11560	1	5.8	917152	25500	14948	0.2	2.7	16812	13352	6488	1.4	1.4
121	818648	54680	11560	10.7	5.8	917152	25500	14948	0.4	2.7	16812	13352	6488	1.6	1.4
122	818648	54680	11560	1	5.8	917152	25500	14948	1.6	2.7	16812	13352	6488	1.4	1.4
123	818648	54680	11560	3	5.8	917152	25500	14948	0.4	2.7	16812	13352	6488	1.2	1.4
124	818648	54680	11560	1	5.8	917152	25500	14948	0.2	2.7	16812	13352	6488	1.6	1.4
125	818648	54680	11560	3	5.8	917152	25500	14948	0.4	2.7	16812	13352	6488	1.4	1.4
126	818648	54680	11560	1	5.8	917152	25500	14948	0.2	2.7	16812	13352	6488	1.6	1.4
127	818648	54680	11560	2.8	5.8	917152	25500	14948	0.4	2.7	16812	13352	6488	1.6	1.4
128	818648	54680	11560	1	5.8	917152	25500	14948	0.2	2.7	16812	13352	6488	1.6	1.4
129	818648	54680	11560	3	5.8	917152	25500	14948	0.4	2.7	16812	13352	6488	1.4	1.4
130	818648	54680	11560	0.8	5.8	917152	25500	14948	0.2	2.7	16812	13352	6488	1.4	1.4
131	818648	54680	11560	3	5.8	917152	25500	14948	0.4	2.7	16812	13352	6488	1.6	1.4
132	818648	54680	11560	8.1	5.8	917152	25500	14948	0.2	2.7	16812	13352	6488	1.2	1.4
133	818648	54680	11560	3	5.8	917152	25500	14948	0.2	2.7	16812	13352	6488	1.4	1.4
134	818648	54680	11560	1	5.8	917152	25500	14948	0.4	2.7	16812	13352	6488	1.6	1.4
135	818648	54680	11560	3	5.8	917152	25500	14948	0.2	2.7	16812	13352	6488	1.2	1.4
136	818648	54680	11560	0.8	5.8	917152	25500	14948	0.4	2.7	16812	13352	6488	1.6	1.4
137	818648	54680	11560	3	5.8	917152	25500	14948	0.2	2.7	16812	13352	6488	1.4	1.4
138	818648	54680	11560	1	5.8	917152	25500	14948	0.2	2.7	16812	13352	6488	1.6	1.4
139	818648	54680	11560	3	5.8	917152	25500	14948	0.4	2.7	16812	13352	6488	1.4	1.4
140	818648	54680	11560	1	5.8	917152	25500	14948	0.2	2.7	16812	13352	6488	1.6	1.4
141	818648	54680	11560	3	5.8	917152	25500	14948	0.2	2.7	16812	13352	6488	1.4	1.4
142	818648	54680	11560	1.2	5.8	917152	25500	14948	0.4	2.7	16812	13352	6488	1.6	1.4
143	818648	55736	11560	8.5	5.9	917152	25500	14948	0.2	2.7	16812	13352	6488	1.6	1.4
144	818648	55736	11560	0.8	5.9	917152	25500	14948	0.4	2.7	16812	13352	6488	1.2	1.4
145	818648	55736	11560	2.6	5.9	917152	25500	14948	0.2	2.7	16812	13352	6488	1.4	1.4
146	818648	55736	11560	1	5.9	917152	25500	14948	1.8	2.7	16812	13352	6488	1.6	1.4
147	818648	55736	11560	3	5.9	917152	25500	14948	0.2	2.7	16812	13352	6488	1.4	1.4
148	818648	55736	11560	1	5.9	917152	25500	14948	0.2	2.7	16812	13352	6488	1.6	1.4
149	818648	55736	11560	2.8	5.9	917152	25500	14948	0.4	2.7	16812	13352	6488	1.4	1.4
150	818648	55736	11560	0.8	5.9	917152	25500	14948	0.2	2.7	16812	13352	6488	1.2	1.4
151	818648	55736	11560	3	5.9	917152	25500	14948	0.4	2.7	16812	13352	6488	1.4	1.4
152	818648	55736	11560	1.2	5.9	917152	25500	14948	0.2	2.7	16812	13352	6488	1.6	1.4
153	818648	55736	11560	3	5.9	917152	25500	14948	0.4	2.7	16812	13352	6488	1.6	1.4
154	818648	56000	11560	1	5.9	917152	25500	14948	0.2	2.7	16812	13352	6488	1.6	1.4
155	818648	56264	11560	8.3	6	917152	25500	14948	0.4	2.7	16812	13352	6488	1.4	1.4
156	818648	56264	11560	1	6	917152	25500	14948	0.2	2.7	16812	13352	6488	1.6	1.4
157	818648	56264	11560	3	6	917152	25500	14948	0.4	2.7	16812	13352	6488	1.4	1.4
158	818648	56264	11560	1	6	917152	25500	14948	0.4	2.7	16812	13352	6488	1.6	1.4
159	818648	56264	11560	3	6	917152	25500	14948	0.2	2.7	16812	13352	6488	1.2	1.4
160	818648	56264	11560	1.6	6	917152	25500	14948	0.4	2.7	16812	13352	6488	1.6	1.4
161	818648	56264	11560	3	6	917152	25500	14948	0.2	2.7	16812	13352	6488	1.6	1.4
162	818648	56264	11560	1	6	917152	25500	14948	0.2	2.7	16812	13352	6488	1.4	1.4
163	818648	56264	11560	2.8	6	917152	25500	14948	0.2	2.7	16812	13352	6488	1.2	1.4
164	818648	56264	11560	1	6	917152	25500	14948	0.4	2.7	16812	13352	6488	1.6	1.4
165	818648	56264	11560	2	6	917152	25500	14948	0.2	2.7	16812	13352	6488	1.6	1.4
166	818648	56264	11560	1	6	917152	25500	14948	0.4	2.7	16812	13352	6488	1.6	1.4
167	818648	56264	11560	7.7	6	917152	25500	14948	0.2	2.7	16812	13352	6488	1.6	1.4
168	818648	56264	11560	0.8	6	917152	25500	14948	0.4	2.7	16812	13352	6488	1.2	1.4
169	818648	56264	11560	3.2	6	917152	25500	14948	0.2	2.7	16812	13352	6488	1.4	1.4
170	818648	56264	11560	1	6	917152	25500	14948	1.8	2.7	16812	13352	6488	1.6	1.4
171	818648	56264	11560	3	6	917152	25500	14948	0.2	2.7	16812	13352	6488	1.6	1.4
