1413741615 utime AM_vel(rpm) AM_supV(dV) AM_supI(dA) AM_bpT(dC)  AM_amT(dC) AM_motT(dC) AM_SOC AM_thr AM_rgn
1413741615 mins   0      0    -37624        0     0      0       0       0       0  
1413741615 maxs   0     37624  37624     37624 37624  37624    37624  37624  37624 
1413741615 attr   N        N      N        N      N     N       N       N       N  
1413742460 846411 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742461 847415 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742462 848417 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742463 849421 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742464 850423 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742465 851428 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742466 852430 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742467 853438 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742468 854442 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742469 855446 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742470 856450 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742471 857452 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742472 858456 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742473 859458 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742474 860459 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742475 861463 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742476 862466 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742477 863469 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742478 864472 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742479 865477 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742480 866482 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742481 867483 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742482 868486 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742483 869492 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742484 870493 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742485 871494 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742486 872498 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742487 873499 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742488 874507 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742489 875511 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742490 876513 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742491 877516 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742492 878521 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742493 879526 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742494 880531 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742495 881533 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742496 882537 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742497 883541 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742498 884544 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742499 885546 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742500 886548 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742501 887553 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742502 888556 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742503 889560 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742504 890564 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742505 891565 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742506 892566 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742507 893569 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742508 894571 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742509 895576 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742510 896581 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742511 897585 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742512 898591 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742513 899596 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742514 900597 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742515 901600 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742516 902602 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742517 903607 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742518 904612 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742519 905617 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742520 906620 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742521 907623 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742522 908626 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742523 909646 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742524 910650 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742525 911652 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742526 912653 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742527 913658 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742528 914661 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742529 915664 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742530 916669 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742531 917671 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742532 918674 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742533 919677 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742534 920678 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742535 921679 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742536 922681 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742537 923684 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742538 924686 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742539 925687 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742540 926691 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742541 927694 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742542 928697 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742543 929698 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742544 930700 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742545 931704 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742546 932709 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742547 933714 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742548 934717 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742549 935721 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742550 936725 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742551 937726 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742552 938730 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742553 939731 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742554 940734 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742555 941736 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742556 942738 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742557 943741 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742558 944744 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742559 945752 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742560 946757 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742561 947760 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742562 948763 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742563 949772 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742564 950773 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742565 951774 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742566 952777 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742567 953781 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742568 954783 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742569 955787 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742570 956791 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742571 957797 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742572 958798 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742573 959808 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742574 960815 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742575 961819 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742576 962823 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742577 963829 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742578 964833 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742579 965836 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742580 966841 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742581 967842 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742582 968846 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742583 969848 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742584 970850 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742585 971854 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742586 972855 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742587 973860 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742588 974863 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742589 975866 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742590 976874 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742591 977876 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742592 978877 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742593 979881 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742594 980887 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742595 981892 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742596 982897 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742597 983903 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742598 984906 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742599 985912 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742600 986916 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742601 987919 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742602 988923 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742603 989927 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742604 990929 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742605 991931 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742606 992934 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742607 993938 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742608 994939 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742609 995944 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742610 996949 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742611 997952 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742612 998955 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742613 999958 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742614 1000966 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742615 1001969 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742616 1002973 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742617 1003977 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742618 1004980 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742619 1005983 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742620 1006988 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742621 1007990 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742622 1008994 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742624 1010013 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742625 1011015 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742626 1012020 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742627 1013026 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742628 1014031 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742629 1015032 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742630 1016040 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742631 1017044 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742632 1018051 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742633 1019057 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742634 1020064 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742635 1021070 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742636 1022076 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742637 1023084 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742638 1024094 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742639 1025095 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742640 1026100 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742641 1027101 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742642 1028107 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742643 1029108 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742644 1030113 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742645 1031118 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742646 1032129 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742647 1033131 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742648 1034137 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742649 1035142 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742650 1036149 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742651 1037154 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742652 1038158 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742653 1039161 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742654 1040168 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742655 1041173 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742656 1042179 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742657 1043184 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742658 1044185 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742659 1045191 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742660 1046196 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742661 1047203 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742662 1048208 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742663 1049210 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742664 1050214 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742665 1051216 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742666 1052217 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742667 1053224 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742668 1054230 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742669 1055238 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742670 1056244 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742671 1057245 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742672 1058247 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742673 1059254 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742674 1060263 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742675 1061264 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742676 1062268 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742677 1063272 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742678 1064278 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742679 1065284 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742680 1066288 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742681 1067292 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742682 1068294 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742683 1069295 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742684 1070303 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742685 1071306 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742686 1072314 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742687 1073328 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742688 1074332 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742689 1075339 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742690 1076349 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742691 1077353 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742692 1078361 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742693 1079367 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742694 1080371 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742695 1081376 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742696 1082382 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742697 1083383 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742698 1084388 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742699 1085390 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742700 1086392 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742701 1087394 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742702 1088398 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742703 1089404 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742704 1090409 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742705 1091412 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742706 1092423 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742707 1093428 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742708 1094436 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742709 1095441 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742710 1096447 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742711 1097454 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742712 1098455 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742713 1099459 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742714 1100461 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742715 1101466 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742716 1102473 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742717 1103477 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742718 1104483 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742719 1105490 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742720 1106503 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742721 1107509 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742722 1108515 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742723 1109519 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742724 1110526 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742725 1111529 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742726 1112537 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742727 1113541 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742728 1114546 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742729 1115553 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742730 1116560 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742731 1117568 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742732 1118572 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742733 1119575 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742734 1120576 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742735 1121584 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742736 1122592 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742737 1123599 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742738 1124601 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742739 1125609 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742740 1126614 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742741 1127618 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742742 1128619 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742743 1129624 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742744 1130625 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742745 1131630 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742746 1132637 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742747 1133644 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742748 1134651 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742749 1135656 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742750 1136663 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742751 1137666 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742752 1138674 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742753 1139677 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742754 1140682 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742755 1141686 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742756 1142691 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742757 1143695 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742758 1144701 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742759 1145705 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742760 1146712 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742761 1147713 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742762 1148721 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742763 1149726 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742764 1150739 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742765 1151745 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742766 1152748 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742767 1153750 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742768 1154753 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742769 1155754 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742770 1156761 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742771 1157765 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742772 1158768 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742773 1159771 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742774 1160777 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742775 1161784 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742776 1162789 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742777 1163791 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742778 1164793 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742779 1165797 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742780 1166799 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742781 1167806 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742782 1168811 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742783 1169816 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742784 1170821 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
1413742785 1171824 -5904 -18705 -6784 -18705 -24365 0 -11808 -18727 -29180
