1413741615 utime BVLR1 OVT1 NOC1 UNDV1 Vin1 Vout1 Iin1 Tamb1 BVLR2 OVT2 NOC2 UNDV2 Vin2 Vout2 Iin2 Tamb2 BVLR3 OVT3 NOC3 UNDV3  Vin3  Vout3 Iin3 Tamb3
1413741681 67368 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741682 68376 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741683 69384 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741684 70385 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741685 71392 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741686 72393 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741687 73400 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741688 74408 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741689 75417 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741690 76426 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741691 77432 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741692 78438 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741693 79445 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741694 80446 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741695 81449 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741696 82456 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741697 83464 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741698 84467 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741699 85473 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741700 86477 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741701 87481 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741702 88483 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741703 89485 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741704 90489 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741705 91490 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741706 92493 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741707 93496 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741708 94498 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741709 95500 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741710 96502 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741711 97509 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741712 98513 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741713 99517 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741714 100522 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741715 101523 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741716 102529 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741717 103532 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741718 104537 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741719 105542 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741720 106543 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741721 107546 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741722 108547 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741723 109551 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741724 110556 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741725 111559 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741726 112566 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741727 113574 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741728 114578 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741729 115584 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741730 116587 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741731 117594 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741732 118600 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741733 119607 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741734 120615 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741735 121626 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741736 122627 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741737 123628 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741738 124630 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741739 125636 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741740 126642 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741741 127649 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741742 128652 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741743 129654 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741744 130658 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741745 131666 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741746 132676 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741747 133679 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741748 134683 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741749 135684 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741750 136692 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741751 137697 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741752 138703 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741753 139707 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741754 140712 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741755 141716 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741756 142722 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741757 143730 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741758 144732 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741759 145733 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741760 146736 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741761 147737 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741762 148744 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741763 149753 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741764 150754 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741765 151757 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741766 152762 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741767 153769 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741768 154773 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741769 155780 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741770 156785 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741771 157786 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741772 158792 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741773 159798 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741774 160805 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741775 161810 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741776 162813 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741777 163814 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741778 164821 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741779 165823 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741780 166828 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741781 167832 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741782 168838 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741783 169847 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741784 170850 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741785 171869 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741786 172875 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741787 173876 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741788 174883 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741789 175888 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741790 176896 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741791 177899 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741792 178906 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741793 179914 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741794 180919 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741795 181921 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741796 182924 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741797 183925 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741798 184928 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741799 185931 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741800 186934 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741801 187941 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741802 188949 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741803 189953 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741804 190961 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741805 191969 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741806 192975 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741807 193980 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741808 194984 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741809 195992 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741810 196998 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741812 198002 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741813 199008 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741814 200014 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741815 201018 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741816 202019 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741817 203020 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741818 204025 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741819 205030 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741820 206037 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741821 207038 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741822 208039 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741823 209045 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741824 210049 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741825 211051 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741826 212058 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741827 213063 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741828 214069 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741829 215072 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741830 216075 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741831 217080 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741832 218086 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741833 219089 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741834 220095 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741835 221100 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741836 222103 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741837 223108 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741838 224114 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741839 225121 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741840 226126 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741841 227127 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741842 228128 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741843 229129 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741844 230134 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741845 231143 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741846 232146 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741847 233155 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741848 234162 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741849 235163 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741850 236164 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741851 237165 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741852 238166 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741853 239175 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741854 240177 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741855 241183 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741856 242188 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
1413741857 243190 0 1 1 1 158 319 1 25 0 0 1 1 391 567 388 249 1 0 1 1 700 862 957 117
