1413747310 utime T(cK) I(cA) V(mV) V_sup(mV) Stat T(cK) I(cA) V(mV) V_sup(mV) Stat
1413747310 mins   0      0     0     0        0     0     0    0      0        0  
1413747310 maxs  32768   32768  32768  32768 32768 32768 32768 32768  32768  32768
1413747310 attr  N        N      N       N     N     N     N     N    N       N 
1413750931 3623439 30375 100 13950 23485 1 30195 2 13785 24112 4
1413750932 3624444 30330 100 13950 23485 1 30195 1 13785 24112 4
1413750933 3625452 30375 100 13950 23485 1 30195 1 13785 24112 4
1413750934 3626457 30375 100 13950 23485 1 30195 1 13785 24112 4
1413750935 3627463 30375 100 13950 23485 1 30195 1 13785 24112 4
1413750936 3628469 30375 100 13950 23485 1 30195 1 13785 24112 4
1413750937 3629470 30375 100 13950 23485 1 30195 1 13785 24112 4
1413750938 3630473 30375 100 13950 23485 1 30195 1 13785 24112 4
1413750939 3631479 30330 98 13950 23485 1 30195 1 13785 24112 4
1413750940 3632480 30330 100 13950 23485 1 30195 1 13785 24112 4
1413750941 3633485 30375 100 13950 23485 1 30195 1 13785 24112 4
1413750942 3634492 30330 100 13950 23485 1 30195 1 13785 24112 4
1413750943 3635497 30330 100 13950 23485 1 30195 1 13785 24112 4
1413750944 3636498 30330 100 13950 23485 1 30195 1 13785 24112 4
1413750945 3637502 30375 100 13950 23485 1 30195 1 13785 24112 4
1413750946 3638509 30375 100 13950 23485 1 30195 1 13785 24112 4
1413750947 3639517 30375 100 13950 23485 1 30195 2 13785 24112 4
1413750948 3640523 30375 100 13950 23485 1 30195 2 13785 24112 4
1413750949 3641531 30375 98 13950 23485 1 30195 1 13785 24112 4
1413750950 3642536 30375 100 13950 23485 1 30195 2 13785 24112 4
1413750951 3643539 30375 100 13950 23485 1 30195 1 13785 24112 4
1413750952 3644547 30375 100 13950 23485 1 30195 1 13785 24112 4
1413750953 3645551 30375 100 13950 23485 1 30195 1 13785 24112 4
1413750954 3646555 30375 100 13950 23485 1 30195 2 13785 24112 4
1413750955 3647556 30375 100 13950 23485 1 30195 1 13785 24112 4
1413750956 3648563 30375 100 13950 23485 1 30195 2 13785 24112 4
1413750957 3649571 30375 100 13950 23485 1 30195 2 13785 24112 4
1413750958 3650574 30375 100 13950 23485 1 30195 1 13785 24112 4
1413750959 3651582 30375 100 13950 23485 1 30195 2 13785 24112 4
1413750960 3652583 30375 100 13950 23485 1 30195 2 13785 24112 4
1413750961 3653586 30375 100 13950 23485 1 30195 1 13785 24112 4
1413750962 3654588 30375 100 13950 23485 1 30195 2 13785 24112 4
1413750963 3655591 30375 100 13950 23485 1 30195 2 13785 24112 4
1413750964 3656598 30375 100 13950 23485 1 30195 2 13785 24112 4
1413750965 3657603 30330 100 13955 23485 1 30195 1 13785 24112 4
1413750966 3658605 30375 100 13955 23485 1 30195 2 13785 24112 4
1413750967 3659608 30330 100 13955 23485 1 30195 1 13785 24112 4
1413750968 3660621 30375 100 13950 23485 1 30195 2 13785 24112 4
1413750969 3661628 30375 100 13950 23485 1 30195 2 13785 24112 4
1413750970 3662633 30375 100 13955 23485 1 30195 2 13785 24112 4
1413750971 3663635 30375 100 13955 23485 1 30195 2 13785 24112 4
1413750972 3664641 30375 100 13950 23485 1 30195 1 13785 24112 4
1413750973 3665642 30375 100 13955 23485 1 30195 2 13785 24112 4
1413750974 3666644 30375 100 13955 23485 1 30195 1 13785 24112 4
1413750975 3667646 30375 100 13955 23485 1 30195 2 13785 24112 4
1413750976 3668648 30375 100 13955 23485 1 30195 2 13785 24112 4
1413750977 3669652 30375 100 13955 23485 1 30195 2 13785 24112 4
1413750978 3670653 30375 100 13955 23485 1 30195 1 13785 24112 4
1413750979 3671664 30375 100 13955 23485 1 30195 1 13785 24112 4
1413750980 3672668 30375 100 13955 23485 1 30195 1 13785 24112 4
1413750981 3673670 30375 100 13955 23485 1 30195 2 13785 24112 4
1413750982 3674676 30375 100 13955 23485 1 30195 1 13785 24112 4
1413750983 3675683 30375 100 13955 23485 1 30195 1 13785 24112 4
1413750984 3676695 30375 100 13955 23485 1 30195 1 13785 24112 4
1413750985 3677702 30375 100 13955 23485 1 30195 1 13785 24112 4
1413750986 3678704 30375 100 13955 23485 1 30195 1 13785 24112 4
1413750987 3679707 30375 100 13955 23485 1 30195 2 13785 24112 4
1413750988 3680708 30375 100 13955 23485 1 30195 1 13785 24112 4
1413750989 3681711 30375 100 13955 23485 1 30195 2 13785 24112 4
1413750990 3682718 30375 100 13955 23485 1 30195 1 13785 24112 4
1413750991 3683721 30375 100 13955 23485 1 30195 2 13785 24112 4
1413750992 3684729 30375 100 13955 23485 1 30195 2 13785 24112 4
1413750993 3685731 30375 100 13955 23485 1 30195 1 13785 24112 4
1413750994 3686732 30375 100 13955 23485 1 30195 1 13785 24112 4
1413750995 3687733 30375 100 13955 23485 1 30195 1 13785 24123 4
1413750996 3688739 30375 100 13955 23485 1 30195 1 13785 24112 4
1413750997 3689744 30375 100 13955 23485 1 30195 1 13785 24112 4
1413750998 3690751 30375 100 13955 23485 1 30195 1 13785 24112 4
1413750999 3691752 30375 100 13955 23485 1 30195 1 13785 24112 4
1413751000 3692756 30375 100 13955 23485 1 30195 1 13785 24112 4
1413751001 3693759 30375 100 13955 23485 1 30195 2 13785 24112 4
1413751002 3694763 30375 100 13955 23485 1 30195 1 13785 24112 4
1413751003 3695765 30375 100 13955 23485 1 30195 2 13785 24112 4
1413751004 3696766 30375 100 13955 23485 1 30195 1 13785 24112 4
1413751005 3697770 30375 100 13955 23485 1 30195 1 13785 24112 4
1413751006 3698777 30375 100 13955 23485 1 30195 2 13785 24112 4
1413751007 3699785 30375 100 13955 23485 1 30195 1 13785 24112 4
1413751008 3700790 30375 100 13955 23485 1 30195 1 13785 24112 4
1413751009 3701794 30375 100 13955 23485 1 30195 1 13785 24112 4
1413751010 3702796 30375 100 13955 23485 1 30195 1 13785 24112 4
1413751011 3703798 30375 100 13955 23485 1 30195 1 13785 24112 4
1413751012 3704804 30375 100 13955 23485 1 30195 1 13780 24112 4
1413751013 3705807 30375 100 13955 23485 1 30195 1 13785 24112 4
1413751014 3706808 30375 100 13960 23485 1 30195 1 13785 24112 4
1413751015 3707815 30375 100 13960 23485 1 30195 1 13785 24112 4
1413751016 3708823 30375 100 13960 23485 1 30195 1 13785 24112 4
1413751017 3709829 30375 100 13960 23485 1 30195 1 13785 24112 4
1413751018 3710834 30375 100 13960 23485 1 30195 2 13785 24112 4
1413751019 3711842 30375 100 13960 23485 1 30195 1 13785 24112 4
1413751020 3712850 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751021 3713857 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751022 3714860 30375 100 13960 23485 1 30195 2 13785 24112 4
1413751023 3715867 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751024 3716873 30375 100 13960 23485 1 30195 1 13785 24112 4
1413751025 3717878 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751026 3718885 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751027 3719890 30375 100 13960 23485 1 30195 1 13785 24112 4
1413751028 3720897 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751029 3721898 30375 100 13960 23485 1 30195 1 13780 24123 4
1413751030 3722903 30375 100 13960 23485 1 30195 2 13785 24112 4
1413751031 3723906 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751032 3724907 30375 98 13960 23485 1 30195 2 13785 24112 4
1413751033 3725913 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751034 3726917 30375 100 13960 23485 1 30195 2 13780 24112 4
1413751035 3727919 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751036 3728924 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751037 3729931 30375 100 13960 23485 1 30195 2 13780 24112 4
1413751038 3730941 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751039 3731944 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751040 3732949 30375 98 13960 23485 1 30195 1 13780 24112 4
1413751041 3733954 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751042 3734958 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751043 3735960 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751044 3736964 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751045 3737971 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751046 3738983 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751047 3739991 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751048 3740997 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751050 3742001 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751051 3743009 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751052 3744015 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751053 3745019 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751054 3746027 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751055 3747510 30375 100 13960 23485 1 30195 2 13780 24112 4
1413751056 3748515 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751057 3749520 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751058 3750521 30375 100 13965 23485 1 30195 1 13780 24123 4
1413751059 3751526 30375 100 13965 23485 1 30195 1 13780 24112 4
1413751060 3752532 30375 100 13965 23485 1 30195 1 13780 24112 4
1413751061 3753540 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751062 3754543 30375 100 13965 23485 1 30195 1 13780 24112 4
1413751063 3755549 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751064 3756553 30375 100 13960 23485 1 30195 1 13780 24112 4
1413751065 3757555 30375 98 13965 23485 1 30195 1 13780 24123 4
1413751066 3758561 30375 100 13965 23485 1 30195 1 13780 24112 4
1413751067 3759564 30375 100 13965 23485 1 30195 1 13780 24112 4
1413751068 3760568 30375 100 13965 23485 1 30195 1 13780 24112 4
1413751069 3761572 30375 100 13965 23485 1 30195 1 13780 24112 4
1413751070 3762576 30375 100 13965 23485 1 30195 1 13780 24112 4
1413751071 3763582 30375 98 13965 23485 1 30195 1 13780 24112 4
1413751072 3764583 30375 100 13965 23474 1 30195 2 13780 24112 4
1413751073 3765587 30375 100 13965 23485 1 30195 1 13780 24112 4
1413751074 3766593 30375 100 13965 23485 1 30195 1 13780 24112 4
1413751075 3767598 30375 100 13965 23485 1 30195 2 13780 24112 4
1413751076 3768605 30375 100 13965 23485 1 30195 2 13780 24112 4
1413751077 3769612 30375 100 13965 23485 1 30195 2 13780 24112 4
1413751078 3770617 30375 100 13965 23485 1 30195 1 13780 24112 4
1413751079 3771622 30375 100 13965 23485 1 30195 1 13780 24112 4
1413751080 3772624 30375 100 13965 23485 1 30195 1 13780 24112 4
1413751081 3773632 30375 100 13965 23485 1 30195 2 13780 24112 4
1413751082 3774636 30375 100 13965 23485 1 30195 1 13780 24112 4
1413751083 3775637 30375 100 13965 23485 1 30195 1 13780 24112 4
1413751084 3776641 30375 100 13965 23485 1 30195 1 13780 24112 4
1413751085 3777649 30375 100 13965 23474 1 30195 1 13780 24112 4
1413751086 3778652 30375 100 13965 23485 1 30195 1 13780 24112 4
1413751087 3779653 30375 100 13965 23485 1 30195 1 13780 24112 4
1413751088 3780656 30375 100 13965 23485 1 30195 1 13780 24123 4
1413751089 3781658 30375 100 13965 23485 1 30195 1 13780 24112 4
1413751090 3782662 30375 100 13965 23485 1 30195 1 13780 24112 4
1413751091 3783668 30375 100 13965 23485 1 30195 1 13780 24112 4
1413751092 3784671 30375 100 13965 23485 1 30195 1 13780 24112 4
1413751093 3785674 30375 100 13965 23485 1 30195 1 13780 24112 4
1413751094 3786679 30375 100 13965 23485 1 30195 2 13780 24112 4
1413751095 3787688 30375 100 13965 23485 1 30195 1 13780 24112 4
1413751096 3788692 30375 100 13965 23485 1 30195 2 13780 24112 4
1413751097 3789696 30375 100 13965 23485 1 30195 1 13780 24123 4
1413751098 3790708 30375 100 13965 23485 1 30195 2 13780 24123 4
1413751099 3791710 30375 100 13965 23485 1 30195 1 13780 24112 4
1413751100 3792713 30375 100 13965 23485 1 30195 2 13780 24112 4
1413751101 3793716 30375 100 13965 23485 1 30195 1 13780 24123 4
1413751102 3794720 30375 100 13965 23485 1 30195 2 13780 24112 4
1413751103 3795727 30375 100 13965 23485 1 30195 1 13780 24112 4
1413751104 3796731 30375 100 13965 23485 1 30195 2 13780 24112 4
1413751105 3797737 30375 100 13965 23485 1 30195 2 13780 24112 4
1413751106 3798741 30375 100 13965 23485 1 30195 1 13780 24112 4
1413751107 3799744 30375 100 13965 23485 1 30195 1 13780 24112 4
1413751108 3800747 30375 100 13965 23485 1 30195 2 13780 24112 4
1413751109 3801752 30375 100 13970 23485 1 30195 1 13780 24112 4
1413751110 3802755 30375 100 13965 23485 1 30195 2 13780 24112 4
1413751111 3803757 30375 100 13970 23485 1 30195 1 13780 24123 4
1413751112 3804759 30375 100 13970 23485 1 30195 1 13780 24112 4
1413751113 3805766 30375 100 13970 23485 1 30195 1 13780 24112 4
1413751114 3806774 30375 100 13970 23485 1 30195 1 13780 24123 4
1413751115 3807780 30375 100 13970 23485 1 30195 1 13780 24112 4
1413751116 3808786 30375 100 13970 23485 1 30195 2 13780 24112 4
1413751117 3809795 30375 100 13970 23485 1 30195 1 13780 24123 4
1413751118 3810801 30375 100 13970 23474 1 30195 1 13780 24123 4
1413751119 3811803 30375 100 13970 23485 1 30195 2 13780 24112 4
1413751120 3812810 30375 100 13970 23485 1 30195 2 13780 24112 4
1413751121 3813811 30375 100 13970 23485 1 30195 1 13780 24112 4
1413751122 3814812 30375 100 13970 23485 1 30195 1 13780 24123 4
1413751123 3815815 30375 100 13970 23485 1 30195 2 13780 24112 4
1413751124 3816819 30375 100 13970 23485 1 30195 2 13780 24112 4
1413751125 3817823 30375 100 13970 23485 1 30195 1 13780 24112 4
1413751126 3818830 30375 100 13970 23485 1 30195 1 13780 24112 4
1413751127 3819831 30375 100 13970 23485 1 30195 2 13780 24123 4
1413751128 3820837 30375 100 13970 23485 1 30240 1 13780 24112 4
1413751129 3821844 30375 100 13970 23485 1 30195 2 13780 24112 4
1413751130 3822851 30375 100 13970 23485 1 30195 2 13780 24112 4
1413751131 3823857 30375 100 13970 23485 1 30195 1 13780 24112 4
1413751132 3824859 30375 100 13970 23485 1 30195 1 13780 24123 4
1413751133 3825867 30375 100 13970 23485 1 30195 2 13780 24112 4
1413751134 3826874 30375 100 13970 23485 1 30195 2 13780 24112 4
1413751135 3827881 30375 100 13970 23485 1 30195 1 13780 24112 4
1413751136 3828888 30375 100 13970 23485 1 30195 1 13780 24123 4
1413751137 3829891 30375 100 13970 23485 1 30195 1 13780 24112 4
1413751138 3830903 30375 100 13970 23485 1 30195 1 13780 24123 4
1413751139 3831910 30375 98 13970 23485 1 30195 1 13780 24112 4
1413751140 3832914 30375 100 13970 23485 1 30195 1 13780 24112 4
1413751141 3833922 30375 100 13970 23485 1 30195 1 13780 24123 4
1413751142 3834931 30375 100 13970 23485 1 30195 1 13780 24112 4
1413751143 3835938 30375 100 13970 23485 1 30195 1 13775 24112 4
1413751144 3836944 30375 100 13970 23485 1 30195 1 13780 24112 4
1413751145 3837948 30375 100 13970 23485 1 30195 1 13780 24123 4
1413751146 3838956 30375 100 13970 23485 1 30195 2 13780 24112 4
1413751147 3839958 30375 100 13970 23485 1 30195 1 13780 24123 4
1413751148 3840960 30375 100 13970 23485 1 30195 2 13780 24112 4
1413751149 3841962 30375 100 13970 23485 1 30195 2 13775 24123 4
1413751150 3842964 30375 100 13970 23485 1 30195 1 13780 24123 4
1413751151 3843969 30375 100 13970 23485 1 30195 2 13780 24112 4
1413751152 3844970 30375 100 13970 23485 1 30195 2 13775 24112 4
1413751153 3845977 30375 100 13970 23485 1 30195 2 13780 24112 4
1413751154 3846984 30375 100 13970 23485 1 30195 2 13775 24123 4
1413751155 3847987 30375 100 13970 23485 1 30195 1 13780 24112 4
1413751156 3848989 30375 100 13970 23485 1 30195 2 13780 24123 4
1413751157 3849992 30375 100 13975 23485 1 30195 1 13780 24123 4
1413751158 3850999 30375 100 13975 23485 1 30195 2 13775 24123 4
1413751160 3852002 30375 100 13975 23485 1 30195 1 13780 24123 4
1413751161 3853010 30375 100 13970 23485 1 30195 2 13780 24112 4
1413751162 3854016 30375 100 13970 23485 1 30195 2 13775 24112 4
1413751163 3855022 30375 100 13975 23485 1 30195 1 13775 24112 4
1413751164 3856029 30375 100 13975 23485 1 30195 1 13775 24123 4
1413751165 3857035 30375 98 13975 23485 1 30195 2 13780 24112 4
1413751166 3858036 30375 100 13975 23474 1 30195 1 13775 24123 4
1413751167 3859047 30375 100 13975 23485 1 30195 1 13775 24123 4
1413751168 3860050 30375 100 13975 23485 1 30195 1 13780 24112 4
1413751169 3861053 30375 100 13975 23485 1 30195 1 13775 24123 4
1413751170 3862054 30375 100 13975 23485 1 30195 1 13775 24123 4
1413751171 3863056 30375 100 13975 23485 1 30195 1 13775 24123 4
1413751172 3864059 30375 100 13975 23485 1 30195 2 13775 24123 4
1413751173 3865064 30375 100 13975 23485 1 30195 1 13775 24112 4
1413751174 3866067 30375 100 13975 23485 1 30195 1 13775 24123 4
1413751175 3867076 30375 100 13975 23485 1 30195 1 13775 24112 4
1413751176 3868081 30375 100 13975 23485 1 30195 1 13775 24123 4
1413751177 3869084 30375 100 13975 23485 1 30195 1 13775 24123 4
1413751178 3870093 30375 100 13975 23485 1 30195 1 13775 24123 4
1413751179 3871097 30375 100 13975 23485 1 30195 1 13775 24123 4
1413751180 3872110 30375 100 13975 23485 1 30195 1 13775 24123 4
1413751181 3873111 30375 100 13975 23485 1 30195 2 13775 24123 4
1413751182 3874113 30375 100 13975 23485 1 30195 1 13775 24112 4
1413751183 3875115 30375 100 13975 23485 1 30195 1 13775 24112 4
1413751184 3876119 30375 100 13975 23485 1 30195 2 13780 24123 4
1413751185 3877125 30375 100 13975 23485 1 30195 1 13775 24112 4
1413751186 3878128 30375 100 13975 23485 1 30195 2 13775 24112 4
1413751187 3879131 30375 100 13975 23485 1 30195 1 13775 24112 4
1413751188 3880134 30375 100 13975 23485 1 30195 1 13775 24123 4
1413751189 3881139 30375 100 13975 23485 1 30195 2 13775 24123 4
1413751190 3882142 30375 100 13975 23485 1 30195 1 13775 24123 4
1413751191 3883145 30375 100 13975 23485 1 30195 1 13775 24112 4
1413751192 3884153 30375 100 13975 23485 1 30195 2 13775 24112 4
1413751193 3885159 30375 100 13975 23485 1 30195 2 13775 24123 4
1413751194 3886161 30375 100 13975 23485 1 30195 1 13775 24123 4
1413751195 3887162 30375 100 13975 23485 1 30195 2 13775 24112 4
1413751196 3888168 30375 100 13975 23485 1 30195 2 13775 24123 4
1413751197 3889176 30375 100 13975 23485 1 30195 2 13775 24112 4
1413751198 3890179 30375 100 13975 23485 1 30195 1 13775 24112 4
1413751199 3891187 30375 100 13975 23485 1 30195 2 13775 24112 4
1413751200 3892192 30375 100 13975 23485 1 30195 1 13775 24112 4
1413751201 3893198 30375 100 13975 23485 1 30195 1 13775 24123 4
1413751202 3894201 30375 100 13975 23485 1 30195 1 13775 24123 4
1413751203 3895206 30375 100 13975 23485 1 30195 1 13775 24112 4
1413751204 3896209 30375 100 13975 23485 1 30195 2 13775 24123 4
1413751205 3897212 30375 100 13980 23485 1 30195 1 13775 24123 4
1413751206 3898220 30375 100 13975 23485 1 30195 2 13775 24112 4
1413751207 3899225 30375 100 13980 23485 1 30195 1 13775 24112 4
1413751208 3900226 30375 100 13980 23485 1 30195 1 13775 24123 4
1413751209 3901227 30375 100 13980 23485 1 30195 1 13775 24123 4
1413751210 3902238 30375 100 13980 23485 1 30195 1 13775 24112 4
1413751211 3903240 30375 100 13980 23485 1 30195 1 13775 24123 4
1413751212 3904247 30375 100 13980 23485 1 30195 2 13775 24112 4
1413751213 3905248 30375 100 13980 23485 1 30195 1 13775 24123 4
1413751214 3906252 30375 100 13980 23485 1 30195 1 13775 24112 4
1413751215 3907254 30375 100 13980 23485 1 30195 1 13775 24112 4
1413751216 3908260 30375 100 13980 23485 1 30195 1 13775 24123 4
1413751217 3909265 30375 100 13980 23485 1 30195 1 13775 24112 4
1413751218 3910270 30375 100 13980 23474 1 30195 1 13775 24123 4
1413751219 3911271 30375 100 13980 23485 1 30195 1 13775 24123 4
1413751220 3912276 30375 100 13980 23485 1 30195 2 13775 24123 4
1413751221 3913285 30375 100 13980 23485 1 30195 2 13775 24112 4
1413751222 3914292 30375 100 13980 23485 1 30195 1 13775 24123 4
1413751223 3915293 30375 100 13980 23485 1 30195 1 13775 24123 4
1413751224 3916295 30375 100 13980 23485 1 30195 2 13775 24112 4
1413751225 3917296 30375 100 13980 23485 1 30195 1 13775 24112 4
1413751226 3918300 30375 100 13980 23485 1 30195 1 13775 24123 4
1413751227 3919306 30375 100 13980 23485 1 30195 2 13775 24123 4
1413751228 3920307 30375 100 13980 23485 1 30195 1 13775 24112 4
1413751229 3921314 30375 100 13980 23485 1 30195 2 13775 24123 4
1413751230 3922315 30375 100 13980 23485 1 30195 2 13775 24112 4
1413751231 3923319 30375 100 13980 23485 1 30195 2 13775 24112 4
1413751232 3924320 30375 100 13980 23485 1 30195 2 13775 24112 4
1413751233 3925323 30375 100 13980 23485 1 30195 1 13775 24123 4
1413751234 3926324 30375 100 13980 23485 1 30195 2 13775 24123 4
1413751235 3927328 30375 100 13980 23474 1 30195 1 13775 24112 4
1413751236 3928334 30375 100 13980 23485 1 30195 2 13775 24123 4
1413751237 3929341 30375 100 13980 23485 1 30195 1 13775 24123 4
1413751238 3930344 30375 100 13980 23485 1 30195 1 13775 24123 4
1413751239 3931350 30375 100 13980 23485 1 30195 1 13775 24112 4
1413751240 3932351 30375 100 13980 23485 1 30195 2 13775 24112 4
1413751241 3933354 30375 100 13980 23485 1 30195 2 13775 24123 4
1413751242 3934362 30375 100 13980 23485 1 30195 1 13775 24123 4
1413751243 3935369 30375 100 13980 23474 1 30195 2 13775 24123 4
1413751244 3936373 30375 100 13980 23485 1 30195 1 13775 24123 4
1413751245 3937382 30375 100 13980 23485 1 30195 1 13775 24123 4
1413751246 3938385 30375 100 13980 23485 1 30195 2 13775 24123 4
1413751247 3939386 30375 100 13980 23474 1 30195 2 13775 24123 4
1413751248 3940387 30375 100 13980 23485 1 30195 2 13775 24112 4
1413751249 3941390 30375 100 13980 23485 1 30195 2 13775 24123 4
1413751250 3942397 30375 100 13985 23485 1 30195 2 13775 24123 4
1413751251 3943401 30375 100 13980 23485 1 30195 1 13775 24123 4
1413751252 3944409 30375 100 13980 23485 1 30195 1 13775 24123 4
1413751253 3945413 30375 100 13980 23485 1 30195 1 13775 24123 4
1413751254 3946418 30375 100 13980 23485 1 30195 2 13775 24123 4
1413751255 3947426 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751256 3948427 30375 100 13980 23485 1 30195 1 13775 24123 4
1413751257 3949432 30375 100 13985 23474 1 30195 1 13775 24123 4
1413751258 3950436 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751259 3951437 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751260 3952440 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751261 3953442 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751262 3954448 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751263 3955452 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751264 3956455 30375 100 13985 23485 1 30195 2 13775 24112 4
1413751265 3957456 30375 100 13985 23485 1 30195 1 13775 24112 4
1413751266 3958462 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751267 3959467 30375 100 13985 23485 1 30195 2 13775 24123 4
1413751268 3960475 30375 100 13985 23485 1 30195 2 13775 24123 4
1413751269 3961478 30375 100 13985 23485 1 30195 2 13775 24112 4
1413751270 3962483 30375 100 13985 23485 1 30195 1 13775 24112 4
1413751271 3963492 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751272 3964495 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751273 3965499 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751274 3966504 30375 100 13985 23485 1 30195 1 13775 24112 4
1413751275 3967505 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751276 3968512 30375 100 13985 23485 1 30195 2 13775 24123 4
1413751277 3969516 30375 100 13985 23485 1 30195 2 13775 24123 4
1413751278 3970525 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751279 3971529 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751280 3972534 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751281 3973541 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751282 3974548 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751283 3975551 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751284 3976552 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751285 3977553 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751286 3978558 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751287 3979565 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751288 3980569 30375 100 13985 23485 1 30195 1 13770 24123 4
1413751289 3981576 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751290 3982578 30375 100 13985 23485 1 30195 2 13775 24123 4
1413751291 3983582 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751292 3984586 30375 98 13985 23485 1 30195 1 13775 24123 4
1413751293 3985592 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751294 3986599 30375 98 13985 23485 1 30195 1 13775 24123 4
1413751295 3987603 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751296 3988605 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751297 3989608 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751298 3990615 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751299 3991622 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751300 3992627 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751301 3993635 30375 100 13985 23485 1 30195 1 13775 24123 4
1413751302 3994638 30375 100 13985 23485 1 30195 1 13770 24123 4
1413751303 3995645 30375 100 13985 23485 1 30195 1 13770 24123 4
1413751304 3996648 30375 100 13985 23485 1 30195 1 13770 24123 4
1413751305 3997651 30375 100 13985 23485 1 30195 1 13770 24123 4
1413751306 3998657 30375 100 13990 23485 1 30195 1 13770 24123 4
1413751307 3999662 30375 100 13990 23485 1 30195 1 13770 24123 4
1413751308 4000670 30375 100 13985 23485 1 30195 1 13770 24123 4
1413751309 4001676 30375 100 13990 23485 1 30195 1 13775 24123 4
1413751310 4002682 30375 100 13990 23485 1 30195 1 13775 24123 4
1413751311 4003686 30375 100 13985 23485 1 30195 1 13770 24123 4
1413751312 4004692 30375 100 13985 23485 1 30195 1 13770 24123 4
1413751313 4005694 30375 100 13990 23485 1 30195 1 13770 24123 4
1413751314 4006702 30375 100 13990 23485 1 30195 1 13770 24123 4
1413751315 4007703 30375 100 13990 23485 1 30195 1 13770 24123 4
1413751316 4008711 30375 100 13990 23485 1 30195 1 13775 24123 4
1413751317 4009718 30375 100 13990 23485 1 30195 1 13770 24123 4
1413751318 4010724 30375 100 13990 23485 1 30195 1 13770 24123 4
1413751319 4011729 30375 100 13990 23485 1 30195 1 13775 24123 4
1413751320 4012730 30375 100 13990 23485 1 30195 1 13770 24123 4
1413751321 4013735 30375 100 13990 23485 1 30195 1 13770 24123 4
1413751322 4014738 30375 100 13990 23485 1 30195 1 13770 24123 4
1413751323 4015741 30375 100 13990 23485 1 30195 1 13770 24123 4
1413751324 4016747 30375 100 13990 23485 1 30195 1 13770 24123 4
1413751325 4017753 30375 100 13990 23485 1 30195 1 13770 24123 4
1413751326 4018761 30375 100 13990 23485 1 30195 1 13770 24123 4
1413751327 4019762 30375 100 13990 23485 1 30195 1 13770 24123 4
