1413747310 utime T(cK) I(cA) V(mV) V_sup(mV) Stat T(cK) I(cA) V(mV) V_sup(mV) Stat
1413747310 mins   0      0     0     0        0     0     0    0      0        0  
1413747310 maxs  32768   32768  32768  32768 32768 32768 32768 32768  32768  32768
1413747310 attr  N        N      N       N     N     N     N     N    N       N 
1413749625 2317287 30240 101 13775 23496 1 30150 100 13850 23826 3
1413749626 2318288 30240 101 13775 23496 1 30150 100 13850 23826 3
1413749627 2319293 30240 101 13775 23496 1 30150 100 13850 23826 3
1413749628 2320302 30240 100 13775 23496 1 30150 100 13850 23826 3
1413749629 2321306 30240 101 13775 23496 1 30150 100 13850 23826 3
1413749630 2322314 30240 101 13775 23496 1 30150 100 13850 23826 3
1413749631 2323317 30240 101 13775 23496 1 30150 100 13850 23826 3
1413749632 2324323 30240 101 13775 23496 1 30150 100 13850 23826 3
1413749633 2325327 30240 100 13775 23496 1 30150 100 13850 23826 3
1413749634 2326331 30240 101 13775 23496 1 30150 100 13850 23826 3
1413749635 2327334 30240 101 13775 23496 1 30150 101 13850 23826 3
1413749636 2328340 30240 101 13775 23496 1 30150 100 13850 23826 3
1413749637 2329347 30240 100 13775 23496 1 30150 100 13850 23826 3
1413749638 2330348 30240 100 13775 23496 1 30150 100 13850 23826 3
1413749639 2331353 30240 101 13780 23496 1 30150 100 13850 23826 3
1413749640 2332355 30240 101 13775 23496 1 30150 100 13850 23826 3
1413749641 2333372 30240 101 13780 23496 1 30150 100 13850 23826 3
1413749642 2334375 30240 101 13780 23496 1 30150 100 13850 23826 3
1413749643 2335381 30240 101 13775 23496 1 30150 100 13850 23826 3
1413749644 2336385 30240 100 13780 23496 1 30150 100 13850 23826 3
1413749645 2337393 30240 100 13780 23496 1 30150 101 13850 23826 3
1413749646 2338395 30240 101 13780 23496 1 30150 100 13850 23826 3
1413749647 2339397 30240 101 13780 23496 1 30150 100 13850 23826 3
1413749648 2340398 30240 101 13780 23496 1 30150 100 13850 23826 3
1413749649 2341401 30240 101 13780 23496 1 30150 100 13850 23826 3
1413749650 2342408 30240 101 13780 23496 1 30150 100 13850 23826 3
1413749651 2343413 30240 101 13780 23496 1 30150 100 13855 23826 3
1413749652 2344419 30240 101 13780 23496 1 30150 100 13855 23826 3
1413749653 2345425 30240 100 13780 23496 1 30150 100 13855 23826 3
1413749654 2346431 30240 101 13780 23496 1 30150 100 13855 23826 3
1413749655 2347436 30240 101 13780 23496 1 30150 100 13855 23826 3
1413749656 2348442 30240 100 13780 23496 1 30150 100 13855 23826 3
1413749657 2349450 30240 101 13780 23496 1 30150 100 13855 23826 3
1413749658 2350452 30240 101 13780 23496 1 30150 100 13855 23826 3
1413749659 2351457 30240 100 13780 23496 1 30150 100 13855 23826 3
1413749660 2352461 30240 101 13780 23496 1 30150 100 13855 23826 3
1413749661 2353468 30240 101 13780 23496 1 30150 100 13855 23826 3
1413749662 2354471 30240 100 13780 23496 1 30150 100 13855 23826 3
1413749663 2355475 30240 101 13780 23496 1 30150 100 13855 23826 3
1413749664 2356481 30240 100 13780 23496 1 30150 100 13855 23826 3
1413749665 2357488 30240 100 13785 23496 1 30150 100 13855 23826 3
1413749666 2358493 30240 101 13780 23496 1 30150 100 13855 23826 3
1413749667 2359495 30240 101 13780 23496 1 30150 100 13855 23826 3
1413749668 2360500 30240 101 13785 23496 1 30150 100 13855 23826 3
1413749669 2361501 30240 100 13785 23496 1 30150 100 13855 23826 3
1413749670 2362503 30240 101 13780 23496 1 30150 100 13855 23826 3
1413749671 2363507 30240 101 13785 23496 1 30150 100 13855 23826 3
1413749672 2364508 30240 100 13785 23496 1 30150 100 13855 23826 3
1413749673 2365513 30240 101 13785 23496 1 30150 100 13855 23826 3
1413749674 2366518 30240 100 13785 23496 1 30150 100 13860 23826 3
1413749675 2367521 30240 101 13785 23496 1 30150 100 13855 23826 3
1413749676 2368536 30240 100 13785 23496 1 30150 100 13855 23826 3
1413749677 2369544 30240 101 13785 23496 1 30150 100 13855 23826 3
1413749678 2370545 30240 100 13785 23496 1 30150 100 13860 23826 3
1413749679 2371554 30240 101 13785 23496 1 30150 100 13860 23826 3
1413749680 2372561 30240 101 13785 23496 1 30150 100 13860 23826 3
1413749681 2373563 30240 100 13785 23496 1 30150 101 13855 23826 3
1413749682 2374569 30240 100 13785 23496 1 30150 100 13855 23826 3
1413749683 2375574 30240 100 13785 23496 1 30150 100 13860 23826 3
1413749684 2376579 30240 100 13785 23496 1 30150 100 13860 23826 3
1413749685 2377580 30240 101 13785 23496 1 30150 101 13860 23826 3
1413749686 2378587 30240 100 13785 23496 1 30150 100 13860 23826 3
1413749687 2379592 30240 100 13785 23496 1 30150 100 13860 23826 3
1413749688 2380595 30240 100 13785 23496 1 30150 101 13860 23826 3
1413749689 2381596 30240 100 13785 23496 1 30150 100 13860 23826 3
1413749690 2382600 30240 101 13785 23496 1 30150 100 13860 23826 3
1413749691 2383602 30240 101 13785 23496 1 30150 100 13860 23826 3
1413749692 2384604 30240 100 13785 23496 1 30150 101 13860 23826 3
1413749693 2385609 30240 101 13785 23496 1 30150 100 13860 23826 3
1413749694 2386610 30240 101 13785 23496 1 30150 100 13860 23826 3
1413749695 2387616 30240 100 13785 23496 1 30150 100 13860 23826 3
1413749696 2388622 30240 101 13785 23496 1 30150 100 13860 23826 3
1413749697 2389629 30240 100 13785 23496 1 30150 100 13860 23826 3
1413749698 2390633 30240 100 13790 23496 1 30150 100 13860 23826 3
1413749699 2391641 30240 100 13785 23496 1 30150 100 13860 23826 3
1413749700 2392651 30240 101 13785 23496 1 30150 101 13860 23826 3
1413749701 2393658 30240 100 13785 23496 1 30150 100 13860 23826 3
1413749702 2394661 30240 100 13790 23496 1 30150 100 13860 23826 3
1413749703 2395663 30240 101 13790 23496 1 30150 100 13860 23826 3
1413749704 2396666 30240 101 13790 23496 1 30150 101 13860 23826 3
1413749705 2397674 30240 101 13790 23496 1 30150 100 13860 23826 3
1413749706 2398681 30240 100 13790 23496 1 30150 100 13860 23826 3
1413749707 2399685 30240 101 13790 23496 1 30150 100 13860 23826 3
1413749708 2400691 30240 100 13790 23496 1 30150 100 13860 23826 3
1413749709 2401697 30240 101 13790 23496 1 30150 100 13865 23826 3
1413749710 2402704 30240 101 13790 23496 1 30150 100 13860 23826 3
1413749711 2403705 30240 101 13790 23496 1 30150 100 13860 23826 3
1413749712 2404711 30240 100 13790 23496 1 30150 100 13865 23826 3
1413749713 2405718 30240 100 13790 23496 1 30150 101 13865 23826 3
1413749714 2406722 30240 100 13790 23496 1 30150 100 13865 23826 3
1413749715 2407725 30240 100 13790 23496 1 30150 100 13865 23826 3
1413749716 2408730 30240 100 13790 23496 1 30150 100 13865 23826 3
1413749717 2409733 30240 100 13790 23496 1 30150 100 13865 23826 3
1413749718 2410740 30240 101 13790 23496 1 30150 100 13860 23826 3
1413749719 2411746 30240 101 13790 23496 1 30150 100 13865 23826 3
1413749720 2412752 30240 100 13790 23496 1 30150 100 13865 23826 3
1413749721 2413756 30240 100 13790 23496 1 30150 101 13865 23826 3
1413749722 2414764 30240 100 13790 23496 1 30150 101 13865 23826 3
1413749723 2415775 30240 100 13790 23496 1 30150 101 13865 23826 3
1413749724 2416779 30240 101 13790 23496 1 30150 101 13865 23826 3
1413749725 2417782 30240 101 13790 23496 1 30150 100 13865 23826 3
1413749726 2418806 30240 100 13790 23496 1 30150 100 13865 23826 3
1413749727 2419808 30240 100 13790 23496 1 30150 100 13865 23826 3
1413749728 2420816 30240 101 13790 23496 1 30150 101 13865 23826 3
1413749729 2421821 30240 100 13790 23496 1 30150 100 13865 23826 3
1413749730 2422827 30240 101 13790 23496 1 30150 100 13865 23826 3
1413749731 2423833 30240 100 13790 23485 1 30150 101 13865 23826 3
1413749732 2424837 30240 100 13795 23496 1 30150 100 13865 23826 3
1413749733 2425844 30240 101 13795 23496 1 30150 100 13865 23826 3
1413749734 2426845 30240 100 13795 23496 1 30150 100 13865 23826 3
1413749735 2427846 30240 100 13795 23496 1 30150 100 13865 23826 3
1413749736 2428855 30240 100 13795 23496 1 30150 100 13865 23826 3
1413749737 2429856 30240 101 13795 23496 1 30150 100 13865 23826 3
1413749738 2430859 30240 100 13795 23496 1 30150 101 13865 23826 3
1413749739 2431865 30240 100 13795 23496 1 30150 100 13865 23826 3
1413749740 2432872 30240 100 13795 23485 1 30150 100 13865 23826 3
1413749741 2433874 30240 100 13795 23496 1 30150 100 13865 23826 3
1413749742 2434876 30240 100 13795 23496 1 30150 100 13865 23826 3
1413749743 2435882 30240 100 13795 23496 1 30150 100 13870 23826 3
1413749744 2436887 30240 100 13795 23496 1 30150 101 13865 23826 3
1413749745 2437889 30240 100 13795 23496 1 30150 100 13870 23826 3
1413749746 2438890 30240 101 13795 23496 1 30150 100 13865 23826 3
1413749747 2439891 30240 101 13795 23496 1 30150 100 13870 23826 3
1413749748 2440899 30240 101 13795 23496 1 30150 101 13870 23826 3
1413749749 2441903 30240 100 13795 23496 1 30150 100 13870 23826 3
1413749750 2442904 30240 100 13795 23496 1 30150 100 13870 23826 3
1413749751 2443912 30240 100 13795 23496 1 30150 100 13870 23826 3
1413749752 2444913 30240 100 13795 23496 1 30150 100 13870 23826 3
1413749753 2445915 30240 101 13795 23496 1 30150 100 13870 23826 3
1413749754 2446918 30240 101 13795 23496 1 30150 100 13870 23826 3
1413749755 2447920 30240 100 13795 23496 1 30150 100 13870 23826 3
1413749756 2448923 30240 101 13795 23496 1 30150 100 13870 23826 3
1413749757 2449926 30240 100 13795 23496 1 30150 101 13870 23826 3
1413749758 2450932 30240 100 13795 23496 1 30150 100 13870 23826 3
1413749759 2451934 30240 101 13795 23496 1 30150 100 13870 23826 3
1413749760 2452936 30240 100 13795 23496 1 30150 100 13870 23826 3
1413749761 2453943 30240 100 13800 23496 1 30150 100 13870 23826 3
1413749762 2454949 30240 100 13800 23496 1 30150 101 13870 23815 3
1413749763 2455955 30240 100 13800 23496 1 30150 100 13870 23826 3
1413749764 2456959 30240 100 13800 23496 1 30150 100 13870 23826 3
1413749765 2457960 30240 101 13800 23496 1 30150 100 13870 23826 3
1413749766 2458965 30240 101 13800 23496 1 30195 100 13870 23826 3
1413749767 2459967 30240 100 13800 23496 1 30150 100 13870 23826 3
1413749768 2460973 30240 100 13800 23496 1 30150 100 13870 23826 3
1413749769 2461974 30240 100 13800 23496 1 30150 100 13870 23815 3
1413749770 2462981 30240 100 13800 23496 1 30150 100 13870 23826 3
1413749771 2463987 30240 100 13800 23496 1 30150 100 13870 23826 3
1413749772 2464993 30240 100 13800 23496 1 30150 100 13870 23826 3
1413749774 2466003 30240 100 13800 23496 1 30150 100 13870 23826 3
1413749775 2467006 30240 100 13800 23496 1 30150 100 13870 23826 3
1413749776 2468008 30240 100 13800 23496 1 30150 100 13870 23826 3
1413749777 2469016 30240 101 13800 23496 1 30150 101 13870 23826 3
1413749778 2470022 30240 100 13800 23496 1 30150 100 13870 23826 3
1413749779 2471030 30240 101 13800 23496 1 30150 100 13870 23826 3
1413749780 2472035 30240 101 13800 23485 1 30150 100 13870 23826 3
1413749781 2473041 30240 100 13800 23496 1 30150 100 13870 23826 3
1413749782 2474046 30240 100 13800 23496 1 30150 100 13875 23826 3
1413749783 2475053 30240 100 13800 23496 1 30195 100 13870 23826 3
1413749784 2476059 30240 101 13800 23485 1 30150 101 13875 23826 3
1413749785 2477065 30240 100 13800 23496 1 30150 100 13875 23826 3
1413749786 2478071 30240 100 13800 23485 1 30150 101 13875 23826 3
1413749787 2479077 30240 101 13800 23496 1 30150 100 13875 23826 3
1413749788 2480081 30240 100 13800 23496 1 30150 101 13875 23826 3
1413749789 2481082 30240 100 13800 23496 1 30150 100 13875 23826 3
1413749790 2482089 30240 100 13800 23496 1 30150 100 13875 23826 3
1413749791 2483095 30240 100 13800 23485 1 30195 100 13875 23826 3
1413749792 2484105 30240 100 13800 23496 1 30150 100 13875 23826 3
1413749793 2485106 30240 101 13805 23485 1 30150 100 13875 23826 3
1413749794 2486111 30240 100 13805 23496 1 30150 100 13875 23826 3
1413749795 2487117 30240 100 13805 23496 1 30150 100 13875 23826 3
1413749796 2488119 30240 101 13805 23496 1 30150 100 13875 23826 3
1413749797 2489137 30240 101 13805 23496 1 30150 100 13875 23826 3
1413749798 2490143 30240 100 13805 23496 1 30150 100 13875 23826 3
1413749799 2491151 30240 100 13805 23496 1 30150 100 13875 23826 3
1413749800 2492158 30240 100 13805 23496 1 30150 100 13875 23826 3
1413749801 2493161 30240 101 13805 23496 1 30150 100 13875 23826 3
1413749802 2494165 30240 101 13805 23496 1 30195 100 13875 23826 3
1413749803 2495170 30240 101 13805 23496 1 30150 100 13875 23826 3
1413749804 2496171 30240 101 13805 23485 1 30150 100 13875 23826 3
1413749805 2497172 30240 101 13805 23496 1 30150 101 13875 23826 3
1413749806 2498178 30240 101 13805 23496 1 30150 101 13875 23826 3
1413749807 2499182 30240 101 13805 23485 1 30150 100 13875 23826 3
1413749808 2500188 30240 100 13805 23496 1 30150 100 13875 23826 3
1413749809 2501196 30285 100 13805 23496 1 30150 100 13875 23826 3
1413749810 2502198 30240 100 13805 23496 1 30150 101 13875 23826 3
1413749811 2503205 30240 100 13805 23496 1 30150 100 13875 23826 3
1413749812 2504213 30240 100 13805 23496 1 30150 101 13880 23826 3
1413749813 2505215 30240 101 13805 23496 1 30150 100 13880 23826 3
1413749814 2506216 30240 100 13805 23496 1 30150 101 13880 23826 3
1413749815 2507218 30240 101 13805 23496 1 30195 100 13875 23826 3
1413749816 2508219 30240 100 13805 23496 1 30150 100 13880 23826 3
1413749817 2509226 30240 100 13805 23485 1 30195 101 13880 23826 3
1413749818 2510233 30240 100 13805 23496 1 30150 100 13880 23826 3
1413749819 2511235 30240 100 13805 23485 1 30195 100 13880 23826 3
1413749820 2512237 30240 101 13805 23496 1 30150 100 13880 23826 3
1413749821 2513243 30240 100 13805 23485 1 30195 100 13880 23826 3
1413749822 2514248 30240 101 13805 23496 1 30150 100 13880 23826 3
1413749823 2515252 30240 100 13810 23496 1 30195 100 13880 23826 3
1413749824 2516259 30240 101 13805 23496 1 30150 101 13880 23815 3
1413749825 2517260 30240 100 13810 23496 1 30150 100 13880 23815 3
1413749826 2518264 30240 100 13810 23496 1 30150 100 13880 23826 3
1413749827 2519269 30240 101 13805 23496 1 30150 100 13880 23826 3
1413749828 2520277 30240 101 13810 23496 1 30150 100 13880 23826 3
1413749829 2521281 30240 101 13810 23496 1 30150 100 13880 23826 3
1413749830 2522286 30240 101 13810 23496 1 30150 100 13880 23826 3
1413749831 2523293 30285 100 13810 23496 1 30150 101 13880 23826 3
1413749832 2524295 30240 100 13810 23496 1 30150 100 13880 23826 3
1413749833 2525301 30240 100 13810 23485 1 30150 100 13880 23826 3
1413749834 2526306 30240 100 13810 23496 1 30195 100 13880 23826 3
1413749835 2527312 30240 100 13810 23496 1 30150 100 13880 23815 3
1413749836 2528318 30240 101 13810 23496 1 30195 100 13880 23826 3
1413749837 2529324 30285 100 13810 23496 1 30150 100 13880 23826 3
1413749838 2530329 30285 100 13810 23496 1 30150 100 13880 23826 3
1413749839 2531333 30240 100 13810 23496 1 30150 100 13880 23826 3
1413749840 2532341 30240 100 13810 23485 1 30150 100 13880 23826 3
1413749841 2533346 30285 101 13810 23496 1 30150 101 13880 23826 3
1413749842 2534347 30240 100 13810 23496 1 30150 100 13880 23826 3
1413749843 2535352 30285 100 13810 23496 1 30195 100 13880 23826 3
1413749844 2536355 30285 100 13810 23496 1 30150 100 13880 23826 3
1413749845 2537357 30240 101 13810 23485 1 30150 100 13880 23826 3
1413749846 2538363 30285 100 13810 23496 1 30150 101 13880 23826 3
1413749847 2539370 30240 101 13810 23496 1 30150 100 13880 23826 3
1413749848 2540373 30240 100 13810 23496 1 30195 100 13880 23826 3
1413749849 2541378 30240 100 13810 23485 1 30195 100 13885 23826 3
1413749850 2542385 30240 101 13810 23496 1 30150 101 13885 23826 3
1413749851 2543386 30240 101 13810 23496 1 30195 100 13885 23826 3
1413749852 2544388 30240 101 13810 23496 1 30195 101 13885 23826 3
1413749853 2545393 30240 100 13810 23496 1 30150 100 13885 23826 3
1413749854 2546396 30240 100 13810 23496 1 30195 100 13885 23826 3
1413749855 2547397 30240 101 13810 23496 1 30150 101 13885 23826 3
1413749856 2548404 30285 101 13810 23485 1 30195 100 13885 23826 3
1413749857 2549409 30285 101 13810 23496 1 30150 100 13885 23826 3
1413749858 2550418 30240 100 13810 23496 1 30150 100 13885 23826 3
1413749859 2551423 30285 101 13815 23496 1 30150 100 13885 23826 3
1413749860 2552426 30240 100 13815 23496 1 30195 100 13885 23826 3
1413749861 2553432 30240 100 13815 23485 1 30150 101 13885 23826 3
1413749862 2554439 30285 101 13815 23485 1 30150 101 13885 23826 3
1413749863 2555446 30285 100 13815 23485 1 30150 100 13885 23826 3
1413749864 2556447 30240 100 13815 23496 1 30150 100 13885 23815 3
1413749865 2557449 30285 100 13815 23485 1 30195 100 13885 23826 3
1413749866 2558457 30285 100 13815 23496 1 30150 100 13885 23826 3
1413749867 2559466 30285 100 13815 23496 1 30150 101 13885 23826 3
1413749868 2560473 30285 100 13815 23496 1 30150 100 13885 23826 3
1413749869 2561477 30285 100 13815 23496 1 30195 100 13885 23826 3
1413749870 2562479 30285 100 13815 23496 1 30195 100 13885 23815 3
1413749871 2563480 30240 101 13815 23496 1 30195 100 13885 23815 3
1413749872 2564487 30240 101 13815 23496 1 30150 101 13885 23826 3
1413749873 2565492 30285 100 13815 23496 1 30150 101 13885 23826 3
1413749874 2566495 30285 100 13815 23485 1 30150 100 13885 23826 3
1413749875 2567502 30285 100 13815 23496 1 30150 100 13885 23826 3
1413749876 2568509 30285 101 13815 23485 1 30195 101 13885 23826 3
1413749877 2569512 30285 101 13815 23485 1 30150 101 13885 23826 3
1413749878 2570513 30240 100 13815 23485 1 30150 100 13885 23826 3
1413749879 2571517 30285 100 13815 23496 1 30195 100 13890 23815 3
1413749880 2572522 30285 101 13815 23496 1 30150 101 13890 23826 3
1413749881 2573529 30285 100 13815 23496 1 30150 100 13885 23826 3
1413749882 2574534 30240 100 13815 23496 1 30195 100 13890 23826 3
1413749883 2575536 30240 100 13815 23496 1 30150 100 13890 23826 3
1413749884 2576541 30285 100 13815 23496 1 30195 100 13890 23826 3
1413749885 2577542 30285 100 13815 23485 1 30150 100 13890 23826 3
1413749886 2578543 30285 100 13815 23485 1 30150 100 13890 23826 3
1413749887 2579551 30285 100 13815 23496 1 30150 101 13890 23826 3
1413749888 2580556 30285 100 13815 23496 1 30195 101 13890 23826 3
1413749889 2581562 30285 100 13815 23485 1 30195 100 13890 23826 3
1413749890 2582570 30285 101 13820 23496 1 30150 101 13890 23815 3
1413749891 2583574 30285 100 13815 23496 1 30150 100 13890 23826 3
1413749892 2584578 30285 101 13820 23485 1 30195 100 13890 23815 3
1413749893 2585579 30240 101 13820 23496 1 30195 100 13890 23826 3
1413749894 2586585 30285 100 13820 23485 1 30150 100 13890 23826 3
1413749895 2587592 30240 100 13820 23496 1 30150 101 13890 23815 3
1413749896 2588594 30285 100 13820 23496 1 30195 100 13890 23826 3
1413749897 2589598 30285 101 13820 23485 1 30195 100 13890 23826 3
1413749898 2590604 30285 100 13820 23496 1 30195 101 13890 23826 3
1413749899 2591606 30285 100 13820 23485 1 30195 101 13890 23815 3
1413749900 2592609 30285 101 13820 23485 1 30195 101 13890 23826 3
1413749901 2593616 30285 100 13820 23496 1 30195 100 13890 23826 3
1413749902 2594623 30285 101 13820 23496 1 30195 100 13890 23815 3
1413749903 2595627 30285 101 13820 23485 1 30195 100 13890 23826 3
1413749904 2596630 30285 100 13820 23496 1 30195 101 13890 23826 3
1413749905 2597631 30285 100 13820 23485 1 30195 100 13890 23826 3
1413749906 2598632 30285 100 13820 23496 1 30195 100 13890 23815 3
1413749907 2599633 30285 100 13820 23485 1 30195 100 13890 23826 3
1413749908 2600635 30285 101 13820 23485 1 30150 101 13890 23815 3
1413749909 2601640 30240 101 13820 23496 1 30195 101 13890 23826 3
1413749910 2602647 30285 100 13820 23496 1 30195 101 13890 23815 3
1413749911 2603651 30285 100 13820 23485 1 30195 101 13890 23826 3
1413749912 2604655 30285 100 13820 23485 1 30195 100 13890 23826 3
1413749913 2605660 30285 101 13820 23496 1 30195 100 13890 23815 3
1413749914 2606662 30285 100 13820 23485 1 30150 101 13890 23826 3
1413749915 2607663 30285 100 13820 23496 1 30195 100 13890 23815 3
1413749916 2608666 30240 100 13820 23496 1 30195 100 13890 23826 3
1413749917 2609670 30285 100 13820 23496 1 30195 100 13890 23815 3
1413749918 2610672 30285 101 13820 23496 1 30195 100 13895 23815 3
1413749919 2611673 30285 100 13820 23485 1 30195 100 13890 23815 3
1413749920 2612675 30285 100 13825 23485 1 30195 101 13895 23826 3
1413749921 2613678 30240 100 13825 23496 1 30195 100 13895 23826 3
1413749922 2614682 30285 100 13825 23485 1 30150 100 13895 23826 3
1413749923 2615687 30285 101 13820 23485 1 30195 100 13895 23826 3
1413749924 2616690 30285 100 13825 23496 1 30195 100 13895 23815 3
1413749925 2617691 30285 100 13825 23496 1 30195 100 13895 23815 3
1413749926 2618692 30240 100 13825 23496 1 30195 100 13895 23815 3
1413749927 2619707 30285 100 13825 23485 1 30195 100 13895 23815 3
1413749928 2620714 30285 101 13825 23485 1 30195 100 13895 23815 3
1413749929 2621715 30285 101 13825 23496 1 30195 100 13895 23815 3
1413749930 2622720 30285 101 13825 23485 1 30150 101 13895 23826 3
1413749931 2623725 30285 100 13825 23496 1 30150 100 13895 23815 3
1413749932 2624731 30285 100 13825 23496 1 30195 101 13895 23826 3
1413749933 2625733 30285 100 13825 23496 1 30195 101 13895 23815 3
1413749934 2626738 30285 100 13825 23485 1 30195 101 13895 23826 3
1413749935 2627740 30285 100 13825 23485 1 30195 101 13895 23826 3
1413749936 2628742 30285 100 13825 23496 1 30195 101 13895 23826 3
1413749937 2629746 30285 100 13825 23485 1 30195 101 13895 23826 3
1413749938 2630750 30285 100 13825 23485 1 30195 101 13895 23815 3
1413749939 2631755 30285 100 13825 23485 1 30195 101 13895 23815 3
1413749940 2632758 30285 100 13825 23496 1 30195 101 13895 23815 3
1413749941 2633759 30285 100 13825 23485 1 30195 101 13895 23826 3
1413749942 2634762 30285 100 13825 23496 1 30195 101 13895 23815 3
1413749943 2635763 30285 100 13825 23485 1 30195 101 13895 23815 3
1413749944 2636766 30285 100 13825 23485 1 30195 101 13895 23826 3
1413749945 2637770 30285 100 13825 23485 1 30195 101 13895 23826 3
1413749946 2638773 30285 101 13825 23485 1 30195 101 13895 23826 3
1413749947 2639778 30285 101 13825 23485 1 30195 101 13895 23815 3
1413749948 2640786 30285 100 13825 23485 1 30195 101 13895 23815 3
1413749949 2641791 30285 101 13825 23485 1 30195 100 13895 23826 3
1413749950 2642794 30285 101 13825 23485 1 30195 101 13895 23826 3
1413749951 2643798 30285 100 13825 23496 1 30195 101 13895 23826 3
1413749952 2644802 30240 100 13825 23496 1 30195 101 13895 23815 3
1413749953 2645805 30285 100 13825 23485 1 30195 101 13895 23826 3
1413749954 2646810 30285 100 13825 23485 1 30195 101 13895 23815 3
1413749955 2647813 30285 100 13825 23496 1 30195 101 13895 23815 3
1413749956 2648814 30285 100 13825 23496 1 30195 101 13900 23826 3
1413749957 2649817 30285 100 13825 23485 1 30195 101 13895 23826 3
1413749958 2650821 30285 100 13825 23485 1 30195 101 13900 23815 3
1413749959 2651825 30285 100 13830 23485 1 30195 101 13900 23815 3
1413749960 2652828 30285 100 13830 23496 1 30195 101 13900 23815 3
1413749961 2653833 30285 100 13830 23496 1 30195 101 13900 23815 3
1413749962 2654834 30285 100 13830 23485 1 30195 101 13900 23826 3
1413749963 2655839 30285 101 13830 23485 1 30195 101 13900 23826 3
1413749964 2656845 30285 100 13830 23485 1 30195 101 13900 23815 3
1413749965 2657846 30285 100 13830 23496 1 30195 101 13900 23815 3
1413749966 2658854 30285 101 13830 23485 1 30195 100 13900 23815 3
1413749967 2659858 30285 100 13830 23485 1 30195 101 13900 23826 3
1413749968 2660863 30285 101 13830 23485 1 30195 100 13900 23826 3
1413749969 2661866 30285 100 13830 23485 1 30195 100 13900 23815 3
1413749970 2662870 30285 100 13830 23485 1 30195 101 13900 23826 3
1413749971 2663874 30285 100 13830 23496 1 30195 100 13900 23815 3
1413749972 2664877 30285 101 13830 23485 1 30195 101 13900 23815 3
1413749973 2665879 30285 101 13830 23485 1 30195 101 13900 23815 3
1413749974 2666882 30285 100 13830 23485 1 30195 101 13900 23815 3
1413749975 2667886 30285 100 13830 23496 1 30195 100 13900 23815 3
1413749976 2668889 30285 100 13830 23485 1 30195 100 13900 23815 3
1413749977 2669892 30285 100 13830 23485 1 30195 100 13900 23815 3
1413749978 2670894 30285 101 13830 23496 1 30195 100 13900 23815 3
1413749979 2671895 30285 100 13830 23485 1 30195 100 13900 23826 3
1413749980 2672900 30285 100 13830 23485 1 30195 100 13900 23815 3
1413749981 2673904 30285 101 13830 23485 1 30195 100 13900 23826 3
1413749982 2674907 30285 100 13830 23496 1 30195 101 13900 23815 3
1413749983 2675911 30285 100 13830 23485 1 30195 100 13900 23815 3
1413749984 2676912 30285 100 13830 23485 1 30195 101 13900 23815 3
1413749985 2677914 30285 100 13830 23485 1 30195 100 13900 23815 3
1413749986 2678917 30285 100 13830 23496 1 30195 101 13900 23815 3
1413749987 2679921 30285 100 13830 23496 1 30195 101 13900 23815 3
1413749988 2680926 30285 100 13830 23485 1 30195 101 13905 23815 3
1413749989 2681931 30285 100 13835 23485 1 30195 101 13900 23815 3
1413749990 2682932 30285 100 13830 23496 1 30195 101 13905 23815 3
1413749991 2683939 30285 100 13830 23485 1 30195 101 13900 23815 3
1413749992 2684943 30285 100 13835 23485 1 30195 101 13905 23815 3
1413749993 2685944 30285 100 13835 23496 1 30195 101 13905 23815 3
1413749994 2686950 30285 100 13835 23496 1 30195 101 13905 23815 3
1413749995 2687955 30285 100 13835 23485 1 30195 101 13905 23815 3
1413749996 2688957 30285 100 13835 23485 1 30195 101 13905 23826 3
1413749997 2689958 30285 100 13835 23496 1 30195 101 13905 23815 3
1413749998 2690963 30285 100 13835 23485 1 30195 100 13905 23815 3
1413749999 2691965 30285 100 13835 23485 1 30195 101 13905 23815 3
1413750000 2692969 30285 101 13835 23485 1 30195 101 13905 23815 3
1413750001 2693973 30285 100 13835 23485 1 30195 101 13905 23815 3
1413750002 2694978 30285 100 13835 23485 1 30195 100 13905 23815 3
1413750003 2695980 30285 100 13835 23485 1 30195 101 13905 23815 3
1413750004 2696985 30285 100 13835 23485 1 30195 101 13905 23815 3
1413750005 2697989 30285 101 13835 23485 1 30195 101 13905 23826 3
1413750006 2698992 30285 100 13835 23485 1 30195 101 13905 23815 3
1413750007 2699997 30285 100 13835 23485 1 30195 101 13905 23815 3
1413750009 2701002 30285 100 13835 23485 1 30195 101 13905 23815 3
1413750010 2702007 30285 100 13835 23485 1 30195 101 13905 23815 3
1413750011 2703012 30285 100 13835 23485 1 30195 101 13905 23815 3
1413750012 2704014 30285 100 13835 23496 1 30195 100 13905 23815 3
1413750013 2705018 30285 100 13835 23485 1 30195 101 13905 23815 3
1413750014 2706023 30285 100 13835 23496 1 30195 101 13905 23815 3
1413750015 2707026 30285 100 13835 23496 1 30195 101 13905 23815 3
1413750016 2708029 30285 101 13835 23496 1 30195 101 13905 23815 3
1413750017 2709033 30285 101 13835 23485 1 30195 101 13905 23815 3
1413750018 2710035 30285 100 13835 23485 1 30195 101 13905 23815 3
1413750019 2711036 30285 100 13835 23496 1 30195 101 13905 23815 3
1413750020 2712037 30285 101 13835 23485 1 30195 100 13905 23815 3
1413750021 2713040 30285 100 13835 23485 1 30195 101 13905 23815 3
