1413741615 utime cmd  I(cA)    SOC   stat  on mea bal  tr  yr  mo  dy  hr  mn sc   ti
1413742552 938730 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742553 939731 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742554 940734 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742555 941736 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742556 942738 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742557 943741 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742558 944744 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742559 945752 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742560 946757 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742561 947760 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742562 948763 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742563 949772 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742564 950773 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742565 951774 99 3 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742566 952777 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742567 953781 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742568 954783 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742569 955787 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742570 956791 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742571 957797 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742572 958798 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742573 959808 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742574 960815 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742575 961819 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742576 962823 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742577 963829 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742578 964833 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742579 965836 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742580 966841 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742581 967842 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742582 968846 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742583 969848 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742584 970850 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742585 971854 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742586 972855 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742587 973860 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742588 974863 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742589 975866 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742590 976874 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742591 977876 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742592 978877 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742593 979881 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742594 980887 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742595 981892 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742596 982897 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742597 983903 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742598 984906 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742599 985912 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742600 986916 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742601 987919 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742602 988923 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742603 989927 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742604 990929 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742605 991931 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742606 992934 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742607 993938 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742608 994939 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742609 995944 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742610 996949 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742611 997952 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742612 998955 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742613 999958 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742614 1000966 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742615 1001969 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742616 1002973 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742617 1003977 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742618 1004980 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742619 1005983 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742620 1006988 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742621 1007990 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742622 1008994 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742624 1010013 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742625 1011015 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742626 1012020 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742627 1013026 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742628 1014031 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742629 1015032 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742630 1016040 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742631 1017044 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742632 1018051 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742633 1019057 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742634 1020064 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742635 1021070 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742636 1022076 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742637 1023084 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742638 1024094 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742639 1025095 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742640 1026100 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742641 1027101 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742642 1028107 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742643 1029108 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742644 1030113 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742645 1031118 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742646 1032129 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742647 1033131 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742648 1034137 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742649 1035142 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742650 1036149 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742651 1037154 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742652 1038158 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742653 1039161 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742654 1040168 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742655 1041173 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742656 1042179 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742657 1043184 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742658 1044185 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742659 1045191 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742660 1046196 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742661 1047203 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742662 1048208 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742663 1049210 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742664 1050214 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742665 1051216 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742666 1052217 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742667 1053224 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742668 1054230 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742669 1055238 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742670 1056244 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742671 1057245 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742672 1058247 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742673 1059254 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742674 1060263 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742675 1061264 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742676 1062268 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742677 1063272 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742678 1064278 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742679 1065284 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742680 1066288 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742681 1067292 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742682 1068294 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742683 1069295 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742684 1070303 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742685 1071306 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742686 1072314 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742687 1073328 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742688 1074332 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742689 1075339 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742690 1076349 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742691 1077353 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742692 1078361 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742693 1079367 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742694 1080371 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742695 1081376 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742696 1082382 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742697 1083383 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742698 1084388 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742699 1085390 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742700 1086392 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742701 1087394 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742702 1088398 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742703 1089404 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742704 1090409 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742705 1091412 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742706 1092423 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742707 1093428 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742708 1094436 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742709 1095441 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742710 1096447 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742711 1097454 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742712 1098455 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742713 1099459 99 10 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742714 1100461 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742715 1101466 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742716 1102473 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742717 1103477 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742718 1104483 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742719 1105490 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742720 1106503 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742721 1107509 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742722 1108515 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742723 1109519 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742724 1110526 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742725 1111529 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742726 1112537 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742727 1113541 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742728 1114546 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742729 1115553 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742730 1116560 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742731 1117568 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742732 1118572 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742733 1119575 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742734 1120576 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742735 1121584 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742736 1122592 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742737 1123599 99 10 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742738 1124601 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742739 1125609 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742740 1126614 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742741 1127618 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742742 1128619 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742743 1129624 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742744 1130625 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742745 1131630 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742746 1132637 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742747 1133644 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742748 1134651 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742749 1135656 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742750 1136663 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742751 1137666 99 3 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742752 1138674 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742753 1139677 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742754 1140682 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742755 1141686 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742756 1142691 99 10 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742757 1143695 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742758 1144701 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742759 1145705 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742760 1146712 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742761 1147713 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742762 1148721 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742763 1149726 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742764 1150739 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742765 1151745 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742766 1152748 99 10 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742767 1153750 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742768 1154753 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742769 1155754 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742770 1156761 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742771 1157765 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742772 1158768 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742773 1159771 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742774 1160777 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742775 1161784 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742776 1162789 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742777 1163791 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742778 1164793 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742779 1165797 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742780 1166799 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742781 1167806 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742782 1168811 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742783 1169816 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742784 1170821 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742785 1171824 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742786 1172829 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742787 1173831 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742788 1174834 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742789 1175843 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742790 1176847 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742791 1177853 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742792 1178859 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742793 1179861 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742794 1180867 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742795 1181870 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742796 1182874 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742797 1183877 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742798 1184887 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742799 1185889 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742800 1186890 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742801 1187896 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742802 1188901 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742803 1189907 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742804 1190916 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742805 1191920 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742806 1192925 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742807 1193929 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742808 1194932 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742809 1195945 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742810 1196946 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742811 1197952 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742812 1198959 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742813 1199962 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742814 1200963 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742815 1201965 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742816 1202967 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742817 1203972 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742818 1204980 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742819 1205985 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742820 1206992 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742821 1207995 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742822 1208997 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742824 1210000 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742825 1211002 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742826 1212006 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742827 1213013 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742828 1214017 99 10 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742829 1215024 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742830 1216029 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742831 1217033 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742832 1218037 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742833 1219041 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742834 1220042 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742835 1221045 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742836 1222056 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742837 1223060 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742838 1224064 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742839 1225066 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742840 1226071 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742841 1227078 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742842 1228082 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742843 1229084 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742844 1230088 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742845 1231095 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742846 1232101 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742847 1233106 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742848 1234107 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742849 1235113 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742850 1236118 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742851 1237125 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742852 1238132 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742853 1239140 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742854 1240146 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742855 1241148 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742856 1242155 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742857 1243160 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742858 1244161 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742859 1245166 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742860 1246172 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742861 1247180 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742862 1248182 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742863 1249185 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742864 1250187 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742865 1251191 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742866 1252195 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742867 1253199 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742868 1254204 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742869 1255207 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742870 1256211 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742871 1257215 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742872 1258220 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742873 1259224 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742874 1260230 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742875 1261235 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742876 1262242 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742877 1263247 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742878 1264249 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742879 1265251 99 10 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742880 1266257 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742881 1267259 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742882 1268263 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742883 1269268 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742884 1270273 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742885 1271274 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742886 1272278 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742887 1273281 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742888 1274283 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742889 1275291 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742890 1276293 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742891 1277297 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742892 1278300 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742893 1279305 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742894 1280309 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742895 1281313 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742896 1282314 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742897 1283317 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742898 1284321 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742899 1285322 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742900 1286326 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742901 1287332 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742902 1288333 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742903 1289335 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742904 1290338 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742905 1291342 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742906 1292344 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742907 1293347 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742908 1294350 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742909 1295352 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742910 1296355 99 10 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742911 1297357 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413742912 1298358 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
