1413741615 utime cmd  I(cA)    SOC   stat  on mea bal  tr  yr  mo  dy  hr  mn sc   ti
1413744124 2510440 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744125 2511445 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744126 2512450 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744127 2513458 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744128 2514462 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744129 2515468 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744130 2516471 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744131 2517475 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744132 2518482 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744133 2519483 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744134 2520485 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744135 2521497 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744136 2522504 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744137 2523506 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744138 2524509 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744139 2525511 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744140 2526514 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744141 2527515 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744142 2528518 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744143 2529521 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744144 2530526 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744145 2531531 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744146 2532536 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744147 2533538 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744148 2534540 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744149 2535547 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744150 2536551 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744151 2537555 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744152 2538558 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744153 2539559 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744154 2540562 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744155 2541567 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744156 2542574 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744157 2543580 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744158 2544587 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744159 2545595 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744160 2546597 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744161 2547605 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744162 2548606 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744163 2549607 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744164 2550612 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744165 2551617 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744166 2552623 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744167 2553628 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744168 2554631 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744169 2555637 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744170 2556643 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744171 2557645 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744172 2558651 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744173 2559654 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744174 2560657 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744175 2561658 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744176 2562663 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744177 2563665 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744178 2564676 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744179 2565677 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744180 2566685 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744181 2567686 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744182 2568689 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744183 2569692 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744184 2570698 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744185 2571699 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744186 2572712 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744187 2573720 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744188 2574723 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744189 2575724 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744190 2576726 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744191 2577728 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744192 2578733 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744193 2579739 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744194 2580747 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744195 2581750 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744196 2582751 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744197 2583757 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744198 2584763 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744199 2585771 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744200 2586775 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744201 2587783 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744202 2588784 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744203 2589786 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744204 2590788 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744205 2591791 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744206 2592796 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744207 2593800 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744208 2594809 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744209 2595821 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744210 2596826 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744211 2597829 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744212 2598832 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744213 2599839 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744214 2600841 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744215 2601845 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744216 2602853 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744217 2603859 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744218 2604867 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744219 2605873 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744220 2606877 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744221 2607879 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744222 2608884 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744223 2609890 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744224 2610898 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744225 2611902 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744226 2612907 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744227 2613912 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744228 2614918 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744229 2615919 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744230 2616920 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744231 2617923 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744232 2618931 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744233 2619935 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744234 2620942 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744235 2621943 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744236 2622944 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744237 2623946 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744238 2624951 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744239 2625952 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744240 2626954 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744241 2627955 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744242 2628961 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744243 2629967 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744244 2630974 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744245 2631980 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744246 2632986 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744247 2633992 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744248 2634999 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744250 2636001 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744251 2637004 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744252 2638009 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744253 2639017 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744254 2640024 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744255 2641028 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744256 2642030 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744257 2643035 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744258 2644037 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744259 2645038 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744260 2646043 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744261 2647044 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744262 2648050 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744263 2649055 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744264 2650063 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744265 2651065 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744266 2652068 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744267 2653078 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744268 2654084 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744269 2655088 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744270 2656095 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744271 2657099 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744272 2658106 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744273 2659113 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744274 2660120 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744275 2661127 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744276 2662131 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744277 2663136 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744278 2664140 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744279 2665151 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744280 2666156 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744281 2667164 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744282 2668167 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744283 2669170 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744284 2670174 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744285 2671177 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744286 2672182 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744287 2673187 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744288 2674190 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744289 2675193 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744290 2676194 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744291 2677196 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744292 2678199 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744293 2679204 99 3 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744294 2680206 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744295 2681209 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744296 2682210 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744297 2683214 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744298 2684216 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744299 2685222 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744300 2686223 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744301 2687228 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744302 2688233 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744303 2689237 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744304 2690240 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744305 2691243 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744306 2692244 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744307 2693246 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744308 2694248 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744309 2695249 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744310 2696250 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744311 2697253 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744312 2698256 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744313 2699261 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744314 2700265 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744315 2701268 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744316 2702270 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744317 2703275 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744318 2704277 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744319 2705283 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744320 2706285 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744321 2707286 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744322 2708289 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744323 2709292 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744324 2710293 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744325 2711295 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744326 2712298 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744327 2713303 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744328 2714304 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744329 2715308 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744330 2716313 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744331 2717318 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744332 2718322 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744333 2719323 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744334 2720325 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744335 2721329 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744336 2722330 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744337 2723331 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744338 2724333 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744339 2725337 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744340 2726341 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744341 2727345 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744342 2728350 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744343 2729351 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744344 2730353 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744345 2731359 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744346 2732360 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744347 2733364 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744348 2734366 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744349 2735371 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744350 2736374 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744351 2737376 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744352 2738377 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744353 2739378 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744354 2740380 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744355 2741381 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744356 2742383 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744357 2743388 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744358 2744389 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744359 2745390 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744360 2746391 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744361 2747394 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744362 2748396 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744363 2749401 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744364 2750404 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744365 2751405 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744366 2752410 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744367 2753415 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744368 2754417 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744369 2755418 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744370 2756420 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744371 2757422 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744372 2758423 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744373 2759424 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744374 2760428 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744375 2761431 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744376 2762432 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744377 2763437 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744378 2764438 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744379 2765440 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744380 2766442 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744381 2767444 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744382 2768448 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744383 2769450 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744384 2770455 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744385 2771459 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744386 2772464 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744387 2773471 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744388 2774475 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744389 2775479 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744390 2776485 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744391 2777487 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744392 2778491 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744393 2779492 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744394 2780497 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744395 2781502 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744396 2782506 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744397 2783509 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744398 2784511 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744399 2785514 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744400 2786519 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744401 2787524 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744402 2788530 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744403 2789534 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744404 2790537 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744405 2791541 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744406 2792542 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744407 2793545 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744408 2794549 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744409 2795555 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744410 2796560 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744411 2797565 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744412 2798569 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744413 2799571 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744414 2800574 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744415 2801578 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744416 2802583 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744417 2803586 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744418 2804588 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744419 2805589 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744420 2806594 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744421 2807595 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744422 2808599 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744423 2809602 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744424 2810604 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744425 2811605 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744426 2812610 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744427 2813614 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744428 2814615 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744429 2815621 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744430 2816623 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744431 2817624 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744432 2818628 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744433 2819631 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744434 2820636 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744435 2821637 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744436 2822638 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744437 2823651 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744438 2824654 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744439 2825657 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744440 2826660 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744441 2827663 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744442 2828667 99 10 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744443 2829669 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744444 2830674 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744445 2831677 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744446 2832680 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744447 2833684 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744448 2834687 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744449 2835688 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744450 2836692 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744451 2837693 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744452 2838696 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744453 2839700 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744454 2840704 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744455 2841706 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744456 2842709 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744457 2843712 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744458 2844715 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744459 2845716 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744460 2846724 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744461 2847730 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744462 2848735 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744463 2849738 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744464 2850740 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744465 2851742 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744466 2852745 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744467 2853747 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744468 2854748 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744469 2855752 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744470 2856759 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744471 2857763 99 10 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744472 2858766 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744473 2859769 99 10 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744474 2860770 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744475 2861773 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744476 2862774 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744477 2863779 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744478 2864780 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744479 2865784 99 5 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744480 2866785 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
1413744481 2867794 99 8 63 1 0 0 0 0 0 0 0 0 0 0 0
