1413747310 utime UTC_GPS Lat Long Alt Track  GS FIX MagV Date
1413751268 3960475 1413751267 3023.3787N 09743.5354W 236.1M 117.25 0.20K 204107.000A2 NAD 191014
1413751269 3961478 1413751268 3023.3787N 09743.5354W 236.1M 117.25 0.32K 204108.000A2 NAD 191014
1413751270 3962483 1413751269 3023.3787N 09743.5354W 236.1M 117.25 0.31K 204109.000A2 NAD 191014
1413751271 3963492 1413751270 3023.3787N 09743.5354W 236.1M 117.25 0.37K 204110.000A2 NAD 191014
1413751272 3964495 1413751271 3023.3786N 09743.5355W 236.1M 117.25 0.33K 204111.000A2 NAD 191014
1413751273 3965499 1413751272 3023.3786N 09743.5355W 236.1M 117.25 0.24K 204112.000A2 NAD 191014
1413751274 3966504 1413751273 3023.3785N 09743.5355W 236.1M 117.25 0.28K 204113.000A2 NAD 191014
1413751275 3967505 1413751273 3023.3785N 09743.5355W 236.1M 117.25 0.28K 204113.000A2 NAD 191014
1413751276 3968512 1413751274 3023.3785N 09743.5355W 236.1M 117.25 0.25K 204114.000A2 NAD 191014
1413751277 3969516 1413751275 3023.3785N 09743.5355W 236.1M 117.25 0.15K 204115.000A2 NAD 191014
1413751278 3970525 1413751276 3023.3784N 09743.5355W 236.1M 117.25 0.08K 204116.000A2 NAD 191014
1413751279 3971529 1413751277 3023.3784N 09743.5355W 236.1M 117.25 0.11K 204117.000A2 NAD 191014
1413751280 3972534 1413751278 3023.3784N 09743.5355W 236.1M 117.25 0.14K 204118.000A2 NAD 191014
1413751281 3973541 1413751279 3023.3784N 09743.5355W 236.1M 117.25 0.14K 204119.000A2 NAD 191014
1413751282 3974548 1413751280 3023.3782N 09743.5354W 236.1M 117.25 0.16K 204120.000A2 NAD 191014
1413751283 3975551 1413751281 3023.3781N 09743.5354W 236.0M 117.25 0.25K 204121.000A2 NAD 191014
1413751284 3976552 1413751283 3023.3781N 09743.5352W 236.0M 117.25 0.25K 204123.000A2 NAD 191014
1413751285 3977553 1413751284 3023.3781N 09743.5350W 236.0M 117.25 0.33K 204124.000A2 NAD 191014
1413751286 3978558 1413751285 3023.3781N 09743.5349W 236.0M 117.25 0.36K 204125.000A2 NAD 191014
1413751287 3979565 1413751286 3023.3781N 09743.5348W 236.0M 117.25 0.46K 204126.000A2 NAD 191014
1413751288 3980569 1413751287 3023.3782N 09743.5348W 236.0M 117.25 0.26K 204127.000A2 NAD 191014
1413751289 3981576 1413751288 3023.3782N 09743.5347W 236.0M 117.25 0.15K 204128.000A2 NAD 191014
1413751290 3982578 1413751289 3023.3781N 09743.5346W 235.9M 117.25 0.20K 204129.000A2 NAD 191014
1413751291 3983582 1413751290 3023.3781N 09743.5346W 235.9M 117.25 0.18K 204130.000A2 NAD 191014
1413751292 3984586 1413751291 3023.3780N 09743.5346W 235.9M 117.25 0.12K 204131.000A2 NAD 191014
1413751293 3985592 1413751292 3023.3778N 09743.5345W 235.9M 117.25 0.12K 204132.000A2 NAD 191014
1413751294 3986599 1413751293 3023.3776N 09743.5344W 235.9M 117.25 0.20K 204133.000A2 NAD 191014
1413751295 3987603 1413751294 3023.3776N 09743.5342W 235.8M 117.25 0.19K 204134.000A2 NAD 191014
1413751296 3988605 1413751295 3023.3775N 09743.5342W 235.8M 117.25 0.45K 204135.000A2 NAD 191014
1413751297 3989608 1413751296 3023.3776N 09743.5341W 235.8M 117.25 0.41K 204136.000A2 NAD 191014
1413751298 3990615 1413751297 3023.3776N 09743.5341W 235.8M 117.25 0.31K 204137.000A2 NAD 191014
1413751299 3991622 1413751298 3023.3775N 09743.5340W 235.8M 117.25 0.32K 204138.000A2 NAD 191014
1413751300 3992627 1413751299 3023.3775N 09743.5340W 235.8M 117.25 0.45K 204139.000A2 NAD 191014
1413751301 3993635 1413751300 3023.3774N 09743.5340W 235.8M 117.25 0.52K 204140.000A2 NAD 191014
1413751302 3994638 1413751301 3023.3773N 09743.5340W 235.8M 117.25 0.42K 204141.000A2 NAD 191014
1413751303 3995645 1413751302 3023.3773N 09743.5339W 235.8M 117.25 0.62K 204142.000A2 NAD 191014
1413751304 3996648 1413751303 3023.3772N 09743.5338W 235.8M 117.25 0.61K 204143.000A2 NAD 191014
1413751305 3997651 1413751304 3023.3772N 09743.5338W 235.8M 117.25 0.59K 204144.000A2 NAD 191014
1413751306 3998657 1413751305 3023.3771N 09743.5337W 235.8M 117.25 0.65K 204145.000A2 NAD 191014
1413751307 3999662 1413751306 3023.3771N 09743.5335W 235.8M 117.25 0.67K 204146.000A2 NAD 191014
1413751308 4000670 1413751307 3023.3769N 09743.5335W 235.8M 117.25 0.61K 204147.000A2 NAD 191014
1413751309 4001676 1413751308 3023.3766N 09743.5336W 235.9M 117.25 0.61K 204148.000A2 NAD 191014
1413751310 4002682 1413751309 3023.3763N 09743.5336W 235.9M 117.25 0.61K 204149.000A2 NAD 191014
1413751311 4003686 1413751310 3023.3761N 09743.5337W 235.9M 117.25 0.59K 204150.000A2 NAD 191014
1413751312 4004692 1413751311 3023.3760N 09743.5336W 235.9M 117.25 0.59K 204151.000A2 NAD 191014
1413751313 4005694 1413751312 3023.3759N 09743.5336W 235.9M 117.25 0.86K 204152.000A2 NAD 191014
1413751314 4006702 1413751313 3023.3758N 09743.5336W 235.9M 117.25 0.93K 204153.000A2 NAD 191014
1413751315 4007703 1413751314 3023.3757N 09743.5335W 235.9M 117.25 0.82K 204154.000A2 NAD 191014
1413751316 4008711 1413751315 3023.3756N 09743.5336W 235.9M 117.25 0.70K 204155.000A2 NAD 191014
1413751317 4009718 1413751316 3023.3754N 09743.5337W 235.8M 117.25 0.58K 204156.000A2 NAD 191014
1413751318 4010724 1413751317 3023.3753N 09743.5336W 235.8M 117.25 0.60K 204157.000A2 NAD 191014
1413751319 4011729 1413751319 3023.3751N 09743.5335W 235.8M 117.25 0.59K 204159.000A2 NAD 191014
1413751320 4012730 1413751319 3023.3751N 09743.5335W 235.8M 117.25 0.59K 204159.000A2 NAD 191014
1413751321 4013735 1413751319 3023.3751N 09743.5335W 235.7M 117.25 0.54K 204159.000A2 NAD 191014
1413751322 4014738 1413751321 3023.3752N 09743.5335W 235.7M 117.25 0.51K 204201.000A2 NAD 191014
1413751323 4015741 1413751322 3023.3752N 09743.5334W 235.7M 117.25 0.37K 204202.000A2 NAD 191014
1413751324 4016747 1413751323 3023.3753N 09743.5334W 235.7M 117.25 0.26K 204203.000A2 NAD 191014
1413751325 4017753 1413751324 3023.3753N 09743.5334W 235.7M 117.25 0.20K 204204.000A2 NAD 191014
1413751326 4018761 1413751325 3023.3753N 09743.5334W 235.7M 117.25 0.14K 204205.000A2 NAD 191014
1413751327 4019762 1413751326 3023.3753N 09743.5334W 235.7M 117.25 0.23K 204206.000A2 NAD 191014
1413751328 4020766 1413751327 3023.3753N 09743.5334W 235.7M 117.25 0.35K 204207.000A2 NAD 191014
1413751329 4021773 1413751328 3023.3753N 09743.5333W 235.7M 117.25 0.21K 204208.000A2 NAD 191014
1413751330 4022782 1413751329 3023.3752N 09743.5333W 235.7M 117.25 0.04K 204209.000A2 NAD 191014
1413751331 4023787 1413751330 3023.3752N 09743.5333W 235.7M 117.25 0.19K 204210.000A2 NAD 191014
1413751332 4024792 1413751331 3023.3753N 09743.5333W 235.7M 117.25 0.16K 204211.000A2 NAD 191014
1413751333 4025796 1413751332 3023.3753N 09743.5333W 235.7M 117.25 0.25K 204212.000A2 NAD 191014
1413751334 4026798 1413751333 3023.3753N 09743.5333W 235.7M 117.25 0.13K 204213.000A2 NAD 191014
1413751335 4027799 1413751334 3023.3753N 09743.5333W 235.7M 117.25 0.31K 204214.000A2 NAD 191014
1413751336 4028802 1413751335 3023.3753N 09743.5332W 235.7M 117.25 0.41K 204215.000A2 NAD 191014
1413751337 4029807 1413751336 3023.3752N 09743.5332W 235.7M 117.25 0.37K 204216.000A2 NAD 191014
1413751338 4030809 1413751337 3023.3752N 09743.5331W 235.7M 117.25 0.48K 204217.000A2 NAD 191014
1413751339 4031812 1413751338 3023.3752N 09743.5330W 235.7M 117.25 0.25K 204218.000A2 NAD 191014
1413751340 4032820 1413751339 3023.3752N 09743.5330W 235.7M 117.25 0.31K 204219.000A2 NAD 191014
1413751341 4033824 1413751340 3023.3752N 09743.5329W 235.7M 117.25 0.09K 204220.000A2 NAD 191014
1413751342 4034832 1413751341 3023.3752N 09743.5329W 235.7M 117.25 0.14K 204221.000A2 NAD 191014
1413751343 4035834 1413751342 3023.3752N 09743.5329W 235.7M 117.25 0.34K 204222.000A2 NAD 191014
1413751344 4036839 1413751343 3023.3751N 09743.5330W 235.7M 117.25 0.47K 204223.000A2 NAD 191014
1413751345 4037847 1413751344 3023.3750N 09743.5329W 235.7M 117.25 0.38K 204224.000A2 NAD 191014
1413751346 4038852 1413751345 3023.3750N 09743.5329W 235.7M 117.25 0.35K 204225.000A2 NAD 191014
1413751347 4039858 1413751346 3023.3749N 09743.5329W 235.7M 117.25 0.42K 204226.000A2 NAD 191014
1413751348 4040866 1413751347 3023.3749N 09743.5328W 235.7M 117.25 0.29K 204227.000A2 NAD 191014
1413751349 4041867 1413751348 3023.3749N 09743.5328W 235.7M 117.25 0.25K 204228.000A2 NAD 191014
1413751350 4042870 1413751349 3023.3749N 09743.5327W 235.7M 117.25 0.42K 204229.000A2 NAD 191014
1413751351 4043875 1413751350 3023.3749N 09743.5327W 235.7M 117.25 0.45K 204230.000A2 NAD 191014
1413751352 4044890 1413751351 3023.3750N 09743.5327W 235.7M 117.25 0.51K 204231.000A2 NAD 191014
1413751353 4045892 1413751352 3023.3752N 09743.5328W 235.7M 117.25 0.52K 204232.000A2 NAD 191014
1413751354 4046898 1413751353 3023.3750N 09743.5327W 235.7M 117.25 0.47K 204233.000A2 NAD 191014
1413751355 4047902 1413751354 3023.3749N 09743.5327W 235.7M 117.25 0.47K 204234.000A2 NAD 191014
1413751356 4048906 1413751355 3023.3750N 09743.5327W 235.7M 117.25 0.44K 204235.000A2 NAD 191014
1413751357 4049914 1413751356 3023.3749N 09743.5328W 235.7M 117.25 0.39K 204236.000A2 NAD 191014
1413751358 4050918 1413751358 3023.3748N 09743.5331W 235.7M 117.25 0.31K 204238.000A2 NAD 191014
1413751359 4051923 1413751359 3023.3748N 09743.5330W 235.7M 117.25 0.27K 204239.000A2 NAD 191014
1413751360 4052928 1413751360 3023.3747N 09743.5331W 235.7M 117.25 0.27K 204240.000A2 NAD 191014
1413751361 4053935 1413751361 3023.3747N 09743.5331W 235.7M 117.25 0.13K 204241.000A2 NAD 191014
1413751362 4054938 1413751362 3023.3747N 09743.5331W 235.7M 117.25 0.15K 204242.000A2 NAD 191014
1413751363 4055942 1413751363 3023.3746N 09743.5331W 235.7M 117.25 0.08K 204243.000A2 NAD 191014
1413751364 4056945 1413751364 3023.3746N 09743.5331W 235.7M 117.25 0.15K 204244.000A2 NAD 191014
1413751365 4057950 1413751365 3023.3747N 09743.5331W 235.7M 117.25 0.38K 204245.000A2 NAD 191014
1413751366 4058952 1413751365 3023.3747N 09743.5331W 235.7M 117.25 0.38K 204245.000A2 NAD 191014
1413751367 4059954 1413751366 3023.3747N 09743.5330W 235.7M 117.25 0.36K 204246.000A2 NAD 191014
1413751368 4060959 1413751367 3023.3747N 09743.5330W 235.7M 117.25 0.33K 204247.000A2 NAD 191014
1413751369 4061960 1413751368 3023.3748N 09743.5330W 235.7M 117.25 0.33K 204248.000A2 NAD 191014
1413751370 4062965 1413751369 3023.3748N 09743.5329W 235.7M 117.25 0.29K 204249.000A2 NAD 191014
1413751371 4063972 1413751369 3023.3748N 09743.5329W 235.7M 117.25 0.29K 204249.000A2 NAD 191014
1413751372 4064978 1413751371 3023.3749N 09743.5330W 235.7M 117.25 0.24K 204251.000A2 NAD 191014
1413751373 4065983 1413751372 3023.3749N 09743.5330W 235.7M 117.25 0.18K 204252.000A2 NAD 191014
1413751374 4066990 1413751373 3023.3749N 09743.5332W 235.7M 117.25 0.18K 204253.000A2 NAD 191014
1413751375 4067999 1413751374 3023.3750N 09743.5334W 235.7M 117.25 0.29K 204254.000A2 NAD 191014
1413751377 4069002 1413751375 3023.3749N 09743.5336W 235.7M 117.25 0.37K 204255.000A2 NAD 191014
1413751378 4070004 1413751376 3023.3750N 09743.5338W 235.6M 117.25 0.35K 204256.000A2 NAD 191014
1413751379 4071011 1413751377 3023.3752N 09743.5338W 235.6M 117.25 0.38K 204257.000A2 NAD 191014
1413751380 4072015 1413751378 3023.3752N 09743.5339W 235.6M 117.25 0.38K 204258.000A2 NAD 191014
1413751381 4073022 1413751379 3023.3753N 09743.5339W 235.6M 117.25 0.33K 204259.000A2 NAD 191014
1413751382 4074026 1413751380 3023.3753N 09743.5339W 235.6M 117.25 0.27K 204300.000A2 NAD 191014
1413751383 4075028 1413751381 3023.3753N 09743.5338W 235.6M 117.25 0.51K 204301.000A2 NAD 191014
1413751384 4076032 1413751382 3023.3754N 09743.5338W 235.6M 117.25 0.54K 204302.000A2 NAD 191014
1413751385 4077034 1413751383 3023.3754N 09743.5339W 235.5M 117.25 0.45K 204303.000A2 NAD 191014
1413751386 4078040 1413751384 3023.3755N 09743.5339W 235.5M 117.25 0.35K 204304.000A2 NAD 191014
1413751387 4079045 1413751385 3023.3756N 09743.5340W 235.4M 117.25 0.35K 204305.000A2 NAD 191014
1413751388 4080050 1413751386 3023.3757N 09743.5340W 235.4M 117.25 0.36K 204306.000A2 NAD 191014
1413751389 4081055 1413751387 3023.3757N 09743.5342W 235.3M 117.25 0.36K 204307.000A2 NAD 191014
1413751390 4082068 1413751388 3023.3757N 09743.5342W 235.2M 117.25 0.31K 204308.000A2 NAD 191014
1413751391 4083073 1413751389 3023.3757N 09743.5342W 235.2M 117.25 0.34K 204309.000A2 NAD 191014
1413751392 4084080 1413751390 3023.3758N 09743.5342W 235.2M 117.25 0.20K 204310.000A2 NAD 191014
1413751393 4085084 1413751391 3023.3758N 09743.5342W 235.2M 117.25 0.27K 204311.000A2 NAD 191014
1413751394 4086089 1413751392 3023.3758N 09743.5341W 235.2M 117.25 0.13K 204312.000A2 NAD 191014
1413751395 4087094 1413751393 3023.3756N 09743.5341W 235.1M 117.25 0.23K 204313.000A2 NAD 191014
1413751396 4088098 1413751395 3023.3753N 09743.5340W 235.1M 117.25 0.55K 204315.000A2 NAD 191014
1413751397 4089103 1413751396 3023.3752N 09743.5341W 235.0M 117.25 0.56K 204316.000A2 NAD 191014
1413751398 4090107 1413751397 3023.3753N 09743.5341W 234.9M 117.25 0.56K 204317.000A2 NAD 191014
1413751399 4091114 1413751398 3023.3754N 09743.5342W 234.9M 117.25 0.09K 204318.000A2 NAD 191014
1413751400 4092121 1413751399 3023.3754N 09743.5342W 234.9M 117.25 0.18K 204319.000A2 NAD 191014
1413751401 4093128 1413751400 3023.3754N 09743.5343W 234.9M 117.25 0.14K 204320.000A2 NAD 191014
1413751402 4094134 1413751401 3023.3754N 09743.5343W 234.9M 117.25 0.13K 204321.000A2 NAD 191014
1413751403 4095140 1413751402 3023.3754N 09743.5343W 234.9M 117.25 0.24K 204322.000A2 NAD 191014
1413751404 4096148 1413751403 3023.3754N 09743.5343W 234.9M 117.25 0.01K 204323.000A2 NAD 191014
1413751405 4097152 1413751404 3023.3754N 09743.5343W 234.9M 117.25 0.07K 204324.000A2 NAD 191014
1413751406 4098159 1413751405 3023.3754N 09743.5344W 234.9M 117.25 0.22K 204325.000A2 NAD 191014
1413751407 4099164 1413751406 3023.3754N 09743.5343W 234.8M 117.25 0.33K 204326.000A2 NAD 191014
1413751408 4100171 1413751407 3023.3753N 09743.5341W 234.7M 117.25 0.65K 204327.000A2 NAD 191014
1413751409 4101178 1413751408 3023.3753N 09743.5340W 234.7M 117.25 0.70K 204328.000A2 NAD 191014
1413751410 4102184 1413751409 3023.3753N 09743.5341W 234.6M 117.25 0.36K 204329.000A2 NAD 191014
1413751411 4103189 1413751410 3023.3753N 09743.5340W 234.6M 117.25 0.17K 204330.000A2 NAD 191014
1413751412 4104195 1413751411 3023.3753N 09743.5340W 234.6M 117.25 0.10K 204331.000A2 NAD 191014
1413751413 4105196 1413751411 3023.3753N 09743.5340W 234.6M 117.25 0.10K 204331.000A2 NAD 191014
1413751414 4106199 1413751412 3023.3753N 09743.5340W 234.6M 117.25 0.09K 204332.000A2 NAD 191014
1413751415 4107206 1413751413 3023.3753N 09743.5340W 234.6M 117.25 0.17K 204333.000A2 NAD 191014
1413751416 4108213 1413751414 3023.3753N 09743.5340W 234.6M 117.25 0.22K 204334.000A2 NAD 191014
1413751417 4109215 1413751415 3023.3754N 09743.5340W 234.6M 117.25 0.17K 204335.000A2 NAD 191014
1413751418 4110218 1413751416 3023.3754N 09743.5340W 234.6M 117.25 0.05K 204336.000A2 NAD 191014
1413751419 4111221 1413751417 3023.3754N 09743.5340W 234.6M 117.25 0.13K 204337.000A2 NAD 191014
1413751420 4112227 1413751418 3023.3754N 09743.5340W 234.6M 117.25 0.13K 204338.000A2 NAD 191014
1413751421 4113234 1413751419 3023.3754N 09743.5341W 234.6M 117.25 0.12K 204339.000A2 NAD 191014
1413751422 4114240 1413751420 3023.3755N 09743.5342W 234.6M 117.25 0.19K 204340.000A2 NAD 191014
1413751423 4115246 1413751421 3023.3758N 09743.5344W 234.6M 117.25 0.61K 204341.000A2 NAD 191014
1413751424 4116252 1413751422 3023.3760N 09743.5344W 234.6M 117.25 0.68K 204342.000A2 NAD 191014
1413751425 4117258 1413751423 3023.3761N 09743.5344W 234.6M 117.25 0.60K 204343.000A2 NAD 191014
1413751426 4118266 1413751424 3023.3762N 09743.5345W 234.6M 117.25 0.57K 204344.000A2 NAD 191014
1413751427 4119267 1413751425 3023.3763N 09743.5345W 234.6M 117.25 0.57K 204345.000A2 NAD 191014
1413751428 4120276 1413751426 3023.3763N 09743.5346W 234.6M 117.25 0.56K 204346.000A2 NAD 191014
1413751429 4121281 1413751427 3023.3761N 09743.5347W 234.5M 117.25 0.20K 204347.000A2 NAD 191014
1413751430 4122284 1413751428 3023.3760N 09743.5348W 234.5M 117.25 0.18K 204348.000A2 NAD 191014
1413751431 4123290 1413751429 3023.3758N 09743.5348W 234.5M 117.25 0.16K 204349.000A2 NAD 191014
1413751432 4124292 1413751430 3023.3755N 09743.5347W 234.5M 117.25 0.27K 204350.000A2 NAD 191014
1413751433 4125294 1413751432 3023.3755N 09743.5346W 234.5M 117.25 0.28K 204352.000A2 NAD 191014
1413751434 4126299 1413751433 3023.3754N 09743.5346W 234.5M 117.25 0.30K 204353.000A2 NAD 191014
1413751435 4127305 1413751434 3023.3754N 09743.5345W 234.5M 117.25 0.38K 204354.000A2 NAD 191014
1413751436 4128310 1413751435 3023.3753N 09743.5345W 234.5M 117.25 0.57K 204355.000A2 NAD 191014
1413751437 4129315 1413751436 3023.3752N 09743.5345W 234.5M 117.25 0.46K 204356.000A2 NAD 191014
1413751438 4130319 1413751437 3023.3752N 09743.5345W 234.5M 117.25 0.19K 204357.000A2 NAD 191014
1413751439 4131324 1413751438 3023.3752N 09743.5346W 234.5M 117.25 0.14K 204358.000A2 NAD 191014
1413751440 4132327 1413751439 3023.3752N 09743.5346W 234.5M 117.25 0.45K 204359.000A2 NAD 191014
1413751441 4133330 1413751440 3023.3752N 09743.5346W 234.5M 117.25 0.45K 204400.000A2 NAD 191014
1413751442 4134332 1413751441 3023.3752N 09743.5347W 234.5M 117.25 0.34K 204401.000A2 NAD 191014
1413751443 4135337 1413751442 3023.3752N 09743.5348W 234.5M 117.25 0.39K 204402.000A2 NAD 191014
1413751444 4136340 1413751443 3023.3752N 09743.5348W 234.5M 117.25 0.41K 204403.000A2 NAD 191014
1413751445 4137347 1413751444 3023.3752N 09743.5349W 234.5M 117.25 0.39K 204404.000A2 NAD 191014
1413751446 4138348 1413751445 3023.3751N 09743.5349W 234.5M 117.25 0.17K 204405.000A2 NAD 191014
1413751447 4139351 1413751446 3023.3751N 09743.5350W 234.5M 117.25 0.11K 204406.000A2 NAD 191014
1413751448 4140352 1413751447 3023.3751N 09743.5349W 234.5M 117.25 0.02K 204407.000A2 NAD 191014
1413751449 4141362 1413751448 3023.3751N 09743.5349W 234.5M 117.25 0.12K 204408.000A2 NAD 191014
1413751450 4142364 1413751449 3023.3751N 09743.5350W 234.5M 117.25 0.30K 204409.000A2 NAD 191014
1413751451 4143366 1413751450 3023.3751N 09743.5350W 234.5M 117.25 0.42K 204410.000A2 NAD 191014
1413751452 4144372 1413751451 3023.3751N 09743.5350W 234.5M 117.25 0.36K 204411.000A2 NAD 191014
1413751453 4145377 1413751452 3023.3750N 09743.5350W 234.6M 117.25 0.30K 204412.000A2 NAD 191014
1413751454 4146384 1413751453 3023.3749N 09743.5350W 234.6M 117.25 0.40K 204413.000A2 NAD 191014
1413751455 4147391 1413751454 3023.3749N 09743.5349W 234.6M 117.25 0.44K 204414.000A2 NAD 191014
1413751456 4148397 1413751455 3023.3748N 09743.5349W 234.6M 117.25 0.49K 204415.000A2 NAD 191014
1413751457 4149402 1413751455 3023.3748N 09743.5349W 234.6M 117.25 0.49K 204415.000A2 NAD 191014
1413751458 4150407 1413751456 3023.3747N 09743.5350W 234.6M 117.25 0.54K 204416.000A2 NAD 191014
1413751459 4151411 1413751457 3023.3747N 09743.5350W 234.6M 117.25 0.38K 204417.000A2 NAD 191014
1413751460 4152414 1413751458 3023.3746N 09743.5350W 234.6M 117.25 0.17K 204418.000A2 NAD 191014
1413751461 4153421 1413751459 3023.3746N 09743.5350W 234.6M 117.25 0.24K 204419.000A2 NAD 191014
1413751462 4154422 1413751460 3023.3746N 09743.5350W 234.6M 117.25 0.34K 204420.000A2 NAD 191014
1413751463 4155424 1413751461 3023.3745N 09743.5350W 234.7M 117.25 0.44K 204421.000A2 NAD 191014
1413751464 4156433 1413751462 3023.3745N 09743.5350W 234.7M 117.25 0.35K 204422.000A2 NAD 191014
1413751465 4157435 1413751463 3023.3744N 09743.5350W 234.7M 117.25 0.44K 204423.000A2 NAD 191014
1413751466 4158437 1413751464 3023.3744N 09743.5349W 234.7M 117.25 0.39K 204424.000A2 NAD 191014
1413751467 4159440 1413751465 3023.3743N 09743.5349W 234.7M 117.25 0.31K 204425.000A2 NAD 191014
1413751468 4160445 1413751466 3023.3743N 09743.5348W 234.7M 117.25 0.40K 204426.000A2 NAD 191014
1413751469 4161449 1413751467 3023.3743N 09743.5348W 234.7M 117.25 0.31K 204427.000A2 NAD 191014
1413751470 4162450 1413751468 3023.3742N 09743.5347W 234.7M 117.25 0.31K 204428.000A2 NAD 191014
1413751471 4163454 1413751470 3023.3742N 09743.5347W 234.7M 117.25 0.14K 204430.000A2 NAD 191014
1413751472 4164462 1413751471 3023.3742N 09743.5347W 234.7M 117.25 0.14K 204431.000A2 NAD 191014
1413751473 4165465 1413751472 3023.3742N 09743.5346W 234.7M 117.25 0.33K 204432.000A2 NAD 191014
1413751474 4166467 1413751473 3023.3742N 09743.5346W 234.7M 117.25 0.27K 204433.000A2 NAD 191014
1413751475 4167473 1413751474 3023.3742N 09743.5345W 234.7M 117.25 0.23K 204434.000A2 NAD 191014
1413751476 4168476 1413751475 3023.3742N 09743.5345W 234.7M 117.25 0.28K 204435.000A2 NAD 191014
1413751477 4169478 1413751476 3023.3742N 09743.5345W 234.7M 117.25 0.42K 204436.000A2 NAD 191014
1413751478 4170480 1413751477 3023.3742N 09743.5344W 234.7M 117.25 0.27K 204437.000A2 NAD 191014
1413751479 4171483 1413751478 3023.3743N 09743.5344W 234.7M 117.25 0.22K 204438.000A2 NAD 191014
1413751480 4172487 1413751479 3023.3743N 09743.5343W 234.7M 117.25 0.12K 204439.000A2 NAD 191014
1413751481 4173488 1413751480 3023.3743N 09743.5343W 234.7M 117.25 0.10K 204440.000A2 NAD 191014
1413751482 4174490 1413751481 3023.3743N 09743.5343W 234.7M 117.25 0.36K 204441.000A2 NAD 191014
1413751483 4175491 1413751482 3023.3742N 09743.5343W 234.7M 117.25 0.29K 204442.000A2 NAD 191014
1413751484 4176492 1413751483 3023.3742N 09743.5343W 234.7M 117.25 0.15K 204443.000A2 NAD 191014
1413751485 4177497 1413751484 3023.3742N 09743.5343W 234.7M 117.25 0.15K 204444.000A2 NAD 191014
1413751486 4178501 1413751485 3023.3742N 09743.5343W 234.7M 117.25 0.04K 204445.000A2 NAD 191014
1413751487 4179505 1413751486 3023.3742N 09743.5343W 234.7M 117.25 0.05K 204446.000A2 NAD 191014
1413751488 4180510 1413751487 3023.3742N 09743.5343W 234.7M 117.25 0.21K 204447.000A2 NAD 191014
1413751489 4181514 1413751488 3023.3742N 09743.5343W 234.7M 117.25 0.43K 204448.000A2 NAD 191014
1413751490 4182518 1413751489 3023.3742N 09743.5342W 234.7M 117.25 0.57K 204449.000A2 NAD 191014
1413751491 4183522 1413751490 3023.3742N 09743.5342W 234.7M 117.25 0.59K 204450.000A2 NAD 191014
1413751492 4184526 1413751491 3023.3743N 09743.5341W 234.7M 117.25 0.44K 204451.000A2 NAD 191014
1413751493 4185529 1413751492 3023.3743N 09743.5340W 234.7M 117.25 0.20K 204452.000A2 NAD 191014
1413751494 4186530 1413751493 3023.3743N 09743.5340W 234.7M 117.25 0.11K 204453.000A2 NAD 191014
1413751495 4187531 1413751494 3023.3743N 09743.5340W 234.7M 117.25 0.16K 204454.000A2 NAD 191014
1413751496 4188533 1413751495 3023.3743N 09743.5340W 234.7M 117.25 0.06K 204455.000A2 NAD 191014
1413751497 4189534 1413751496 3023.3743N 09743.5340W 234.7M 117.25 0.24K 204456.000A2 NAD 191014
1413751498 4190539 1413751497 3023.3743N 09743.5340W 234.7M 117.25 0.14K 204457.000A2 NAD 191014
1413751499 4191543 1413751497 3023.3743N 09743.5340W 234.7M 117.25 0.14K 204457.000A2 NAD 191014
1413751500 4192547 1413751498 3023.3743N 09743.5340W 234.7M 117.25 0.19K 204458.000A2 NAD 191014
1413751501 4193549 1413751499 3023.3743N 09743.5341W 234.7M 117.25 0.38K 204459.000A2 NAD 191014
1413751502 4194555 1413751500 3023.3743N 09743.5341W 234.7M 117.25 0.37K 204500.000A2 NAD 191014
1413751503 4195563 1413751501 3023.3743N 09743.5342W 234.7M 117.25 0.39K 204501.000A2 NAD 191014
1413751504 4196570 1413751502 3023.3743N 09743.5342W 234.7M 117.25 0.33K 204502.000A2 NAD 191014
1413751505 4197575 1413751503 3023.3742N 09743.5342W 234.7M 117.25 0.11K 204503.000A2 NAD 191014
1413751506 4198579 1413751504 3023.3742N 09743.5342W 234.7M 117.25 0.19K 204504.000A2 NAD 191014
1413751507 4199584 1413751506 3023.3748N 09743.5343W 234.7M 117.25 0.24K 204506.000A2 NAD 191014
1413751508 4200585 1413751507 3023.3749N 09743.5343W 234.8M 117.25 0.26K 204507.000A2 NAD 191014
1413751509 4201587 1413751508 3023.3751N 09743.5342W 234.7M 117.25 0.26K 204508.000A2 NAD 191014
1413751510 4202592 1413751509 3023.3751N 09743.5342W 234.7M 117.25 0.30K 204509.000A2 NAD 191014
1413751511 4203597 1413751510 3023.3751N 09743.5341W 234.7M 117.25 0.27K 204510.000A2 NAD 191014
1413751512 4204602 1413751511 3023.3751N 09743.5341W 234.7M 117.25 0.11K 204511.000A2 NAD 191014
1413751513 4205607 1413751512 3023.3751N 09743.5341W 234.7M 117.25 0.24K 204512.000A2 NAD 191014
1413751514 4206610 1413751513 3023.3750N 09743.5341W 234.7M 117.25 0.49K 204513.000A2 NAD 191014
1413751515 4207612 1413751514 3023.3750N 09743.5341W 234.8M 117.25 0.21K 204514.000A2 NAD 191014
1413751516 4208617 1413751515 3023.3749N 09743.5341W 234.8M 117.25 0.09K 204515.000A2 NAD 191014
1413751517 4209626 1413751516 3023.3750N 09743.5341W 234.8M 117.25 0.23K 204516.000A2 NAD 191014
