1413741615 utime  bx(uT) by(uT) bz(uT)  B(uT) ax    ay  az     A     gx   gy    gz   T(C) rate  track tilt roll
1413741625 11150 38.2502 20.4256 -4.51778 43.5969 -8.74438 -0.727392 3.10545 9.3079 0.575208 4.643 -1.43246 21.3325 12 0 0 0
1413741626 12154 38.1352 20.5195 -4.49294 43.5377 -8.7909 -0.761121 3.16104 9.37291 1.68135 5.6689 -0.447404 21.4189 11 0 0 0
1413741627 13159 38.3317 20.8152 -4.63129 43.8639 -8.7913 -0.812758 3.17722 9.38309 1.98351 4.85688 -0.388123 21.4235 11 0 0 0
1413741628 14162 38.0743 20.3707 -4.63893 43.4297 -8.76727 -0.70655 3.13041 9.33615 1.28164 5.60649 -1.09007 21.4139 11 0 0 0
1413741629 15167 37.953 20.5179 -4.46036 43.3741 -8.81614 -0.707441 3.14016 9.38538 1.27551 4.54971 -0.766536 21.4416 13 0 0 0
1413741630 16171 38.134 20.8353 -4.46679 43.6837 -8.82718 -0.776804 3.18258 9.41548 1.69835 4.98294 -1.52974 21.5054 13 0 0 0
1413741631 17173 38.0395 20.4561 -4.21845 43.3964 -8.80394 -0.778247 3.15462 9.38439 2.45747 5.41411 -1.03811 21.4491 12 0 0 0
1413741632 18178 38.1022 20.4847 -4.1999 43.4631 -8.81669 -0.747852 3.16117 9.39608 3.23184 3.98115 0.0714312 21.5678 12 0 0 0
1413741633 19183 38.0391 20.9231 -4.32648 43.6287 -8.77425 -0.74409 3.14758 9.35139 2.47967 5.09228 0.214143 21.5701 12 0 0 0
1413741634 20184 38.3226 20.5688 -4.53707 43.7297 -8.77585 -0.792646 3.13043 9.35112 1.31845 4.61083 -1.21948 21.6233 12 0 0 0
1413741635 21185 38.1331 20.5005 -4.66647 43.5452 -8.82069 -0.785184 3.12924 9.39219 1.97373 4.63345 -0.522638 21.6716 11 0 0 0
1413741636 22187 38.0337 20.6809 -4.66663 43.5436 -8.81418 -0.696445 3.19192 9.40017 0.601918 5.60278 -0.790541 21.6745 13 0 0 0
1413741637 23195 38.1017 20.2648 -4.78808 43.4204 -8.81278 -0.798136 3.12866 9.38566 1.15569 4.54241 -0.476531 21.813 13 0 0 0
1413741638 24198 38.0303 20.1173 -4.67877 43.277 -8.78398 -0.758705 3.11068 9.34934 1.86412 5.72509 -0.986502 21.7076 12 0 0 0
1413741639 25202 38.0358 20.3354 -4.58596 43.3738 -8.83086 -0.78793 3.10072 9.39252 1.53836 4.64633 -0.704176 21.8307 13 0 0 0
1413741640 26203 38.1642 19.9483 -4.53743 43.3016 -8.79814 -0.749919 3.16485 9.38009 2.23934 5.15507 -0.241088 21.7522 13 0 0 0
1413741641 27206 38.3418 20.3597 -4.72471 43.6685 -8.77051 -0.743656 3.1177 9.33782 0.556095 4.56044 -0.57684 21.8481 12 0 0 0
1413741642 28210 38.2749 20.315 -4.72963 43.5894 -8.78079 -0.776685 3.15744 9.36349 0.722173 5.06684 -0.247856 21.8554 12 0 0 0
1413741643 29211 38.1582 20.4809 -4.63777 43.5549 -8.82462 -0.730071 3.13164 9.39224 1.65194 4.56268 -0.727059 21.8884 12 0 0 0
1413741644 30212 38.1806 20.5639 -4.7074 43.621 -8.82207 -0.761838 3.14031 9.39526 1.49827 4.44698 0.584248 21.9156 12 0 0 0
1413741645 31218 37.4621 20.4431 -4.32863 42.896 -8.80053 -0.773974 3.11901 9.36892 1.35582 5.3474 -0.322071 22.1257 11 0 0 0
1413741646 32222 38.1801 20.4644 -4.78597 43.5823 -8.82025 -0.764332 3.14263 9.39452 1.50502 6.36972 -1.64946 22.1349 9 0 0 0
1413741647 33226 38.431 20.7698 -4.60688 43.9267 -8.80487 -0.75347 3.14748 9.38084 2.36616 4.43413 -0.472556 22.1411 8 0 0 0
1413741648 34232 37.9596 20.6947 -4.40981 43.4586 -8.80217 -0.75345 3.13762 9.375 1.73454 4.91392 -0.172432 22.1003 8 0 0 0
1413741649 35235 37.9051 20.5807 -4.4296 43.3588 -8.81875 -0.762495 3.16345 9.39996 2.62987 5.35218 -0.178709 22.2584 8 0 0 0
1413741650 36237 37.8685 20.5012 -4.73374 43.3213 -8.82303 -0.7601 3.13472 9.39415 1.21401 6.74776 -2.48857 22.3042 9 0 0 0
1413741651 37239 37.8084 20.5484 -4.41569 43.2575 -8.798 -0.760679 3.16149 9.37969 1.8788 5.17942 -0.756809 22.2434 9 0 0 0
1413741652 38243 37.4945 20.3127 -4.7984 42.9123 -8.74747 -0.888368 3.11672 9.32853 1.8781 3.67035 -0.434893 22.3018 9 0 0 0
1413741653 39246 38.27 20.5699 -3.98646 43.6303 -8.78757 -0.780829 3.12657 9.35984 0.770306 5.06885 -1.96675 22.4096 8 0 0 0
1413741654 40249 38.2534 20.4681 -4.64515 43.6331 -8.81695 -0.693926 3.13564 9.38363 1.85065 5.05459 0.241845 22.5447 8 0 0 0
1413741655 41253 38.3436 20.6114 -4.11607 43.7264 -8.79193 -0.686511 3.15186 9.36502 1.58395 4.63745 -1.48396 22.4458 8 0 0 0
1413741656 42259 38.2237 20.0329 -4.78144 43.4192 -8.7836 -0.791668 3.11791 9.35413 2.117 4.68831 -0.330304 22.5451 7 0 0 0
1413741657 43264 38.3989 20.152 -4.69289 43.6188 -8.79925 -0.773712 3.12905 9.37103 0.94912 5.62543 -0.443836 22.4675 8 0 0 0
1413741658 44272 37.8247 20.1894 -4.54952 43.1163 -8.8006 -0.758311 3.16095 9.38174 1.63746 5.7655 -0.464028 22.5865 8 0 0 0
1413741659 45273 37.849 20.7513 -4.48735 43.397 -8.82526 -0.740484 3.14413 9.39782 2.54285 5.21693 -0.893122 22.5611 8 0 0 0
1413741660 46275 38.1207 20.0623 -4.53402 43.3156 -8.78099 -0.764112 3.14001 9.35678 0.535328 5.68517 -0.924997 22.5852 8 0 0 0
1413741661 47280 38.0814 20.1698 -5.00156 43.3824 -8.80418 -0.767081 3.15139 9.3826 1.92032 4.5244 -1.75012 22.6293 7 0 0 0
1413741662 48281 38.221 20.5274 -4.76982 43.646 -8.80865 -0.75989 3.14059 9.38259 1.35856 5.79 -0.83294 22.6846 8 0 0 0
1413741663 49284 37.7398 20.8173 -4.51384 43.3362 -8.81507 -0.774197 3.1172 9.38199 1.12193 4.87741 0.178623 22.6633 9 0 0 0
1413741664 50286 37.7964 20.3702 -4.43985 43.1651 -8.81329 -0.774715 3.1373 9.38706 1.36396 5.0332 -0.406127 22.6275 8 0 0 0
1413741665 51288 38.3382 20.7719 -4.44346 43.8296 -8.83121 -0.743472 3.12169 9.39617 1.61092 5.60056 0.0665236 22.7731 6 0 0 0
1413741666 52295 38.2391 19.9524 -4.90276 43.4093 -8.80922 -0.756839 3.15965 9.38928 0.841127 6.06398 -0.850308 22.7722 7 0 0 0
1413741667 53300 38.1952 20.4176 -4.93512 43.5902 -8.80209 -0.767319 3.17154 9.38745 2.11856 4.70053 -1.00165 22.7087 8 0 0 0
1413741668 54304 38.2971 20.8994 -4.50512 43.8606 -8.82288 -0.761257 3.14917 9.39894 2.0799 6.02626 0.0341783 22.8466 7 0 0 0
1413741669 55309 38.1684 20.3245 -4.57041 43.4833 -8.79519 -0.757755 3.13832 9.36903 2.08478 5.03593 -1.39302 22.8104 8 0 0 0
1413741670 56314 37.7863 20.2011 -4.65437 43.0993 -8.79714 -0.758197 3.13679 9.37037 2.27797 5.05586 -0.277391 22.8575 9 0 0 0
1413741671 57322 37.7282 20.1929 -4.55532 43.034 -8.79684 -0.727256 3.15249 9.37291 -0.094346 5.16221 -1.53233 22.7619 9 0 0 0
1413741672 58330 37.7729 20.1591 -4.68489 43.0712 -8.80042 -0.768676 3.13259 9.3729 1.60944 4.25603 0.0399414 22.8782 7 0 0 0
1413741673 59335 37.9152 20.7928 -4.50207 43.4761 -8.79757 -0.749417 3.17019 9.38131 1.74621 6.30465 -0.344405 22.9291 8 0 0 0
1413741674 60341 38.4347 19.9436 -4.94634 43.5825 -8.8156 -0.770389 3.15037 9.39325 1.63505 5.86705 -0.819406 22.9225 8 0 0 0
1413741675 61347 38.2737 20.7123 -4.52577 43.7534 -8.8103 -0.76339 3.12873 9.38047 1.66227 5.83533 -0.44305 22.8771 8 0 0 0
1413741676 62353 37.8997 20.0701 -4.78454 43.1519 -8.81063 -0.75673 3.12991 9.38063 0.890033 5.58084 -0.857443 23.0283 9 0 0 0
1413741677 63356 38.3863 21.2901 -4.45431 44.1205 -8.80142 -0.749457 3.13533 9.3732 2.06162 4.97253 -0.333815 23.0502 8 0 0 0
1413741678 64357 38.1377 20.8579 -4.62744 43.7144 -8.82141 -0.763964 3.15199 9.39872 2.12788 5.41133 -1.30012 23.1503 8 0 0 0
1413741679 65364 37.9165 20.4541 -4.13601 43.2797 -8.80244 -0.773732 3.11805 9.37037 1.37528 5.67324 -0.924468 23.1018 9 0 0 0
1413741680 66365 38.0992 20.3199 -4.4818 43.4113 -8.80691 -0.757113 3.14861 9.38342 2.00044 5.40704 -0.368994 23.1195 8 0 0 0
1413741681 67368 37.6751 20.6424 -4.42347 43.1867 -8.8151 -0.751649 3.14991 9.39111 1.67207 6.02229 -0.871209 23.0592 8 0 0 0
1413741682 68376 38.1689 20.8431 -4.43728 43.7149 -8.79368 -0.756723 3.12867 9.3643 2.94823 5.73602 -0.39243 23.1948 8 0 0 0
1413741683 69384 38.445 20.7401 -4.68714 43.9334 -8.79272 -0.767709 3.13304 9.36575 1.76888 5.16773 -1.73018 23.1983 8 0 0 0
1413741684 70385 37.9318 20.3114 -4.76539 43.2907 -8.79726 -0.770795 3.15154 9.37647 2.03405 4.91089 -1.32693 23.3089 8 0 0 0
1413741685 71392 37.9756 19.9729 -4.58143 43.1515 -8.79636 -0.763538 3.13431 9.36925 1.45097 6.05418 -0.031507 23.3021 9 0 0 0
1413741686 72393 38.0118 20.5842 -4.11407 43.4227 -8.80971 -0.785677 3.13845 9.385 1.3155 4.73991 0.497046 23.4044 7 0 0 0
1413741687 73400 38.3067 20.4292 -4.79088 43.6773 -8.8139 -0.729323 3.14412 9.38628 0.807169 5.76004 -0.232444 23.3983 8 0 0 0
1413741688 74408 38.236 20.4036 -4.63641 43.5867 -8.8192 -0.779222 3.13846 9.39337 2.31174 5.36986 -0.124781 23.4847 7 0 0 0
1413741689 75417 38.5397 20.4016 -4.61191 43.8498 -8.80068 -0.763452 3.14277 9.37613 1.15354 5.72421 -0.4993 23.4727 8 0 0 0
1413741690 76426 38.1049 20.684 -4.34461 43.5739 -8.79258 -0.768829 3.16055 9.37495 0.858481 5.06673 -2.09871 23.3643 8 0 0 0
1413741691 77432 37.8164 20.9163 -4.17692 43.4168 -8.80059 -0.741451 3.13601 9.37202 -0.193384 6.38486 -0.929977 23.5329 7 0 0 0
1413741692 78438 38.2162 20.7455 -4.32434 43.6984 -8.806 -0.763069 3.14521 9.38191 0.778585 4.14305 -1.26469 23.5581 8 0 0 0
1413741693 79445 38.0847 20.4141 -4.62546 43.4578 -8.80537 -0.768578 3.14997 9.38336 1.89377 4.20321 -0.393387 23.6155 8 0 0 0
1413741694 80446 38.0898 20.6735 -4.70826 43.5935 -8.79558 -0.760169 3.14664 9.37238 1.7271 4.75075 -2.06538 23.6798 9 0 0 0
1413741695 81449 38.2007 20.6642 -4.89306 43.7063 -8.80278 -0.767999 3.14343 9.3787 0.880656 6.37266 -0.682764 23.6591 8 0 0 0
1413741696 82456 37.9136 20.5911 -4.57515 43.3863 -8.81491 -0.752222 3.13612 9.38636 1.31369 5.82641 0.15875 23.6534 9 0 0 0
1413741697 83464 38.2728 20.2644 -4.489 43.5385 -8.78944 -0.754509 3.13435 9.36203 1.54123 5.90023 -0.82123 23.6801 8 0 0 0
1413741698 84467 38.63 20.4301 -4.58102 43.9391 -8.80444 -0.76649 3.14723 9.38141 1.24551 5.25894 -0.536306 23.8224 9 0 0 0
1413741699 85473 38.6565 20.9923 -4.16843 44.1857 -8.80593 -0.765692 3.12009 9.37367 1.46033 4.58009 -1.06862 23.839 7 0 0 0
1413741700 86477 37.775 20.1206 -4.53249 43.0387 -8.79821 -0.760582 3.13011 9.36934 2.29199 7.39785 -0.953693 23.7641 8 0 0 0
1413741701 87481 37.8781 20.2756 -4.46667 43.1949 -8.82239 -0.76675 3.14128 9.39628 2.28211 4.80845 -0.592983 23.7904 8 0 0 0
1413741702 88483 38.3381 20.1696 -4.60679 43.5642 -8.81252 -0.747446 3.12002 9.37836 0.931625 5.80093 -2.25444 23.9141 8 0 0 0
1413741703 89485 37.9456 19.8865 -4.34646 43.0608 -8.81269 -0.756791 3.12642 9.3814 2.0918 4.80375 -0.903357 23.8216 9 0 0 0
1413741704 90489 38.468 20.59 -4.7887 43.8938 -8.81039 -0.739916 3.1529 9.38676 1.42679 5.07782 -1.54132 23.9805 8 0 0 0
1413741705 91490 38.3365 20.2993 -4.45149 43.6069 -8.80904 -0.771032 3.13702 9.38268 1.72951 4.84361 -0.191013 23.9627 9 0 0 0
1413741706 92493 38.0348 20.3891 -4.9266 43.4354 -8.8068 -0.771291 3.14577 9.38352 1.36751 6.38822 -0.188991 23.9353 9 0 0 0
1413741707 93496 37.9488 20.2451 -4.63977 43.2609 -8.80854 -0.756371 3.1322 9.3794 1.4878 5.71902 -2.43511 24.0137 7 0 0 0
1413741708 94498 38.177 20.3058 -4.61725 43.4871 -8.79739 -0.774689 3.10781 9.36231 2.06172 5.68895 -1.36612 23.9902 9 0 0 0
1413741709 95500 38.3238 20.4929 -4.62392 43.7041 -8.80314 -0.770238 3.12563 9.37327 1.51371 5.56239 0.340185 23.9975 8 0 0 0
1413741710 96502 38.1029 20.4054 -4.54728 43.4614 -8.79752 -0.776453 3.1346 9.37149 0.692384 5.00395 -0.800276 23.9944 8 0 0 0
1413741711 97509 37.913 21.0074 -4.46864 43.5738 -8.80398 -0.758642 3.14344 9.37907 1.8653 5.52601 0.457472 24.1341 8 0 0 0
1413741712 98513 37.4779 20.2566 -4.67177 42.8573 -8.80742 -0.755546 3.13298 9.37855 0.995254 5.68173 -0.749669 24.1651 8 0 0 0
1413741713 99517 38.1963 20.2624 -4.42378 43.4637 -8.78418 -0.73011 3.16293 9.36477 1.10046 5.44001 -1.25725 24.0834 8 0 0 0
1413741714 100522 37.937 20.0559 -4.65379 43.1638 -8.81689 -0.780856 3.10704 9.38088 1.45792 6.5524 -0.844087 24.179 7 0 0 0
1413741715 101523 38.1096 20.4365 -4.63483 43.4911 -8.7974 -0.769659 3.16955 9.38257 1.38617 5.40959 -1.21999 24.2014 8 0 0 0
1413741716 102529 37.9296 20.5384 -4.5116 43.3686 -8.7858 -0.772809 3.15228 9.36613 -0.660836 5.83657 -1.45534 24.171 7 0 0 0
1413741717 103532 37.726 20.8671 -4.14742 43.3115 -8.82202 -0.760142 3.14674 9.39722 0.606174 5.83085 -0.951393 24.2349 9 0 0 0
1413741718 104537 38.1591 19.9217 -4.37751 43.2684 -8.80062 -0.774017 3.12792 9.37197 1.17412 4.61915 -1.13056 24.2265 8 0 0 0
1413741719 105542 38.0313 20.0304 -4.86085 43.2576 -8.82352 -0.758035 3.13803 9.39555 0.901847 5.97934 -1.19775 24.2723 9 0 0 0
1413741720 106543 38.0731 20.1869 -4.55555 43.3339 -8.78679 -0.773021 3.126 9.35827 0.763607 5.99337 -1.33083 24.2495 8 0 0 0
1413741721 107546 38.1554 20.493 -4.32554 43.5259 -8.80392 -0.771359 3.16229 9.38638 1.88323 6.28074 -0.636441 24.3452 7 0 0 0
1413741722 108547 38.1084 20.3411 -4.47495 43.4286 -8.80245 -0.767014 3.1573 9.38296 0.333771 4.53118 -0.834312 24.329 8 0 0 0
1413741723 109551 37.8439 20.1194 -4.64621 43.1108 -8.83071 -0.751007 3.17005 9.41247 0.668889 5.55016 -0.922088 24.3817 8 0 0 0
1413741724 110556 38.0969 20.1649 -4.48054 43.3367 -8.80902 -0.767604 3.13806 9.38273 0.659086 7.57893 0.108856 24.4154 8 0 0 0
1413741725 111559 38.0469 20.424 -4.79975 43.4482 -8.81408 -0.765414 3.12262 9.38214 1.8382 5.63635 -0.823725 24.3266 9 0 0 0
1413741726 112566 38.1111 20.6788 -4.49017 43.5916 -8.8162 -0.765112 3.12996 9.38655 1.59874 5.20519 -0.892963 24.516 8 0 0 0
1413741727 113574 37.9964 20.4032 -4.43821 43.3557 -8.79552 -0.771878 3.14743 9.37354 1.29567 6.0042 -1.07955 24.484 9 0 0 0
1413741728 114578 37.7916 20.086 -4.35437 43.0188 -8.78321 -0.765923 3.123 9.35332 3.08153 4.67549 -0.763693 24.5027 8 0 0 0
1413741729 115584 37.6625 20.0011 -4.58002 42.8892 -8.81761 -0.789156 3.1237 9.38778 2.20531 5.27883 -0.738047 24.5 8 0 0 0
1413741730 116587 38.1783 20.1736 -4.64526 43.4297 -8.82163 -0.751348 3.15031 9.39734 0.887222 5.6331 -1.15618 24.6584 8 0 0 0
1413741731 117594 38.1949 20.2895 -4.69174 43.5032 -8.80989 -0.772953 3.14853 9.38748 1.52105 6.27786 -1.75318 24.6365 8 0 0 0
1413741732 118600 38.0369 20.7828 -4.42795 43.5699 -8.79745 -0.760373 3.15154 9.37579 1.78834 5.63091 -0.584424 24.5814 7 0 0 0
1413741733 119607 37.9492 20.4344 -4.4485 43.3301 -8.81543 -0.765873 3.15971 9.39586 1.05569 5.06829 -1.13755 24.6303 8 0 0 0
1413741734 120615 37.9947 20.3029 -4.81821 43.3476 -8.80181 -0.752877 3.14744 9.3779 2.20078 4.2765 -0.550324 24.6538 8 0 0 0
1413741735 121626 38.1546 20.453 -4.57502 43.532 -8.80151 -0.771529 3.09818 9.36272 0.65148 5.9586 -0.560246 24.7396 8 0 0 0
1413741736 122627 38.0414 20.6376 -4.52789 43.5151 -8.80529 -0.752015 3.13513 9.37697 2.3867 5.82873 -1.00603 24.815 8 0 0 0
1413741737 123628 37.7531 20.2861 -4.58941 43.1032 -8.82639 -0.722966 3.14772 9.39872 1.36149 5.85869 -0.989867 24.7513 7 0 0 0
1413741738 124630 37.8823 20.0104 -4.50581 43.0788 -8.80508 -0.758648 3.10946 9.36876 1.10407 5.75961 -1.79624 24.8732 8 0 0 0
1413741739 125636 38.2905 20.5043 -4.57955 43.6756 -8.81614 -0.762982 3.12474 9.38459 1.0991 5.33791 0.0299964 24.807 9 0 0 0
1413741740 126642 37.9761 20.6047 -4.73862 43.4648 -8.81273 -0.768878 3.14987 9.39026 1.97502 6.40585 -0.742783 24.9289 8 0 0 0
1413741741 127649 37.977 20.3523 -4.81893 43.3554 -8.78986 -0.759177 3.13304 9.36237 1.76277 5.52058 -0.652023 24.7909 9 0 0 0
1413741742 128652 37.9317 19.9777 -4.60897 43.118 -8.80893 -0.734687 3.1403 9.38075 1.39462 5.30336 -0.871705 24.9079 8 0 0 0
1413741743 129654 38.2164 20.7038 -4.62007 43.7091 -8.80281 -0.786385 3.09817 9.36518 1.49495 5.7026 -0.373019 24.9296 8 0 0 0
1413741744 130658 37.5889 20.681 -4.03303 43.0917 -8.81155 -0.743368 3.13862 9.38333 1.49027 5.82841 -1.03023 25.0197 8 0 0 0
1413741745 131666 38.1642 20.2686 -4.64162 43.4611 -8.79805 -0.771888 3.17309 9.38456 1.83699 4.59438 -0.727032 25.0584 8 0 0 0
1413741746 132676 38.0421 20.3395 -4.38928 43.3608 -8.78782 -0.763917 3.14662 9.36539 1.33834 6.31786 -2.57466 24.9726 8 0 0 0
1413741747 133679 37.6909 20.2174 -5.02685 43.0652 -8.80277 -0.775985 3.15623 9.38364 0.468721 6.45316 -1.38191 25.1447 8 0 0 0
1413741748 134683 37.682 20.408 -4.35911 43.0746 -8.81496 -0.781006 3.13334 9.38783 0.204231 5.74236 -0.225682 25.0781 8 0 0 0
1413741749 135684 37.9836 20.9165 -4.62549 43.6079 -8.8207 -0.760113 3.10008 9.38046 1.98824 6.56413 -0.851387 25.1234 8 0 0 0
1413741750 136692 38.1857 20.2282 -4.4808 43.4443 -8.8062 -0.77252 3.13317 9.37884 0.945077 6.4759 0.03004 25.1933 8 0 0 0
1413741751 137697 37.8399 20.3793 -4.58021 43.2222 -8.8037 -0.765226 3.14405 9.37954 1.47501 5.89534 -0.441735 25.2103 8 0 0 0
1413741752 138703 37.7824 20.3717 -4.31946 43.1413 -8.80341 -0.752628 3.14284 9.37784 1.40194 4.85432 -1.40628 25.1787 8 0 0 0
1413741753 139707 37.8901 20.3186 -4.43619 43.2225 -8.78623 -0.777462 3.14277 9.36372 1.58504 6.29918 -0.127913 25.2052 7 0 0 0
1413741754 140712 37.5778 20.1147 -4.62091 42.8725 -8.79774 -0.760028 3.1647 9.38047 0.00601359 5.20206 -1.58375 25.3021 9 0 0 0
1413741755 141716 37.9784 20.559 -4.11148 43.3813 -8.80922 -0.749675 3.15027 9.38555 1.01567 5.8584 -0.833732 25.2238 8 0 0 0
1413741756 142722 37.788 20.5455 -4.45264 43.242 -8.8068 -0.760565 3.10798 9.37004 0.924762 4.95475 -0.080202 25.3044 8 0 0 0
1413741757 143730 37.9466 20.7993 -4.72773 43.5305 -8.80666 -0.74294 3.12104 9.37284 2.40596 6.2575 -0.158252 25.3577 7 0 0 0
1413741758 144732 37.8849 20.0532 -4.32236 43.0823 -8.81679 -0.762644 3.12304 9.3846 1.30625 6.23772 -0.740762 25.3147 8 0 0 0
1413741759 145733 38.0071 19.9856 -4.71514 43.1995 -8.78601 -0.765078 3.13782 9.36083 1.59185 6.36481 -2.41496 25.3958 7 0 0 0
1413741760 146736 37.7624 20.3656 -4.3306 43.122 -8.80219 -0.77784 3.11943 9.37093 2.23064 4.87047 -1.08688 25.3298 9 0 0 0
1413741761 147737 37.9361 20.1671 -4.57527 43.2063 -8.81317 -0.746802 3.1528 9.38988 0.469051 5.89374 -1.12021 25.3985 8 0 0 0
1413741762 148744 38.2098 20.4059 -4.61013 43.5619 -8.79444 -0.765315 3.13485 9.36777 2.52936 6.51742 -1.67063 25.5549 8 0 0 0
1413741763 149753 37.8033 20.185 -4.59058 43.0998 -8.80913 -0.775812 3.12872 9.38038 1.53992 6.24161 -0.240685 25.4909 8 0 0 0
1413741764 150754 37.8711 20.566 -4.47844 43.3271 -8.81411 -0.753094 3.1295 9.38346 2.33531 5.06114 -2.30122 25.5786 8 0 0 0
1413741765 151757 37.9316 20.3081 -4.56718 43.2676 -8.82244 -0.775861 3.12888 9.39293 1.8223 6.78445 -0.714248 25.5248 8 0 0 0
1413741766 152762 38.2361 20.5305 -4.28432 43.6103 -8.8113 -0.768396 3.12609 9.38093 2.07889 5.54727 -0.0981017 25.4699 9 0 0 0
1413741767 153769 37.6577 20.212 -4.15864 42.9409 -8.82178 -0.745828 3.12443 9.3884 1.4446 5.98376 -0.868465 25.6178 8 0 0 0
1413741768 154773 38.3421 21.1149 -4.26336 43.9788 -8.80664 -0.765469 3.16003 9.38769 1.62671 5.4458 -1.38671 25.6231 9 0 0 0
1413741769 155780 37.873 20.6273 -4.58138 43.3687 -8.81541 -0.771368 3.12787 9.38563 1.29177 6.3119 -1.24244 25.6197 8 0 0 0
1413741770 156785 37.7498 20.2439 -4.32647 43.0532 -8.78856 -0.771447 3.13645 9.36329 0.494489 6.3607 -1.44544 25.5884 8 0 0 0
1413741771 157786 37.9794 20.3127 -4.56977 43.3119 -8.80358 -0.767272 3.14054 9.37842 1.56484 6.06285 -1.05357 25.6317 8 0 0 0
1413741772 158792 37.9058 20.581 -4.48728 43.3655 -8.8106 -0.773045 3.17068 9.39561 2.5829 6.16293 -1.00424 25.6223 8 0 0 0
1413741773 159798 38.1379 20.1544 -4.80642 43.4027 -8.81015 -0.767323 3.11571 9.37631 1.23354 5.27995 -0.628305 25.7804 8 0 0 0
1413741774 160805 37.8312 20.1661 -4.51858 43.1079 -8.80939 -0.777648 3.13071 9.38145 1.45052 6.50163 -0.65315 25.73 9 0 0 0
1413741775 161810 38.0227 20.3329 -4.18113 43.3201 -8.81571 -0.750505 3.14505 9.38996 0.836962 5.44543 -0.438023 25.7059 8 0 0 0
1413741776 162813 37.652 20.3576 -4.36316 43.0249 -8.80028 -0.781562 3.15074 9.37992 2.13438 4.69047 -0.903149 25.763 9 0 0 0
1413741777 163814 37.9699 20.1588 -4.57487 43.2322 -8.81993 -0.790607 3.12442 9.39032 1.36216 5.55466 -0.160276 25.7591 7 0 0 0
1413741778 164821 37.9057 20.211 -4.62327 43.2054 -8.81686 -0.774066 3.11963 9.38447 1.56268 6.16568 -0.522706 25.7484 9 0 0 0
1413741779 165823 38.2614 20.6193 -4.56382 43.7026 -8.81987 -0.779468 3.14879 9.39748 1.85194 5.12899 -0.968731 25.7894 8 0 0 0
1413741780 166828 37.5978 20.0108 -4.46436 42.8247 -8.8078 -0.763243 3.11984 9.37514 1.69772 5.65901 -0.981697 25.8894 8 0 0 0
1413741781 167832 38.0993 19.9897 -4.66632 43.2773 -8.80948 -0.772943 3.13196 9.38155 0.850238 5.57184 -1.22998 25.803 8 0 0 0
1413741782 168838 37.781 20.6501 -4.48372 43.289 -8.80408 -0.757832 3.11012 9.36798 1.53447 6.83545 -0.455104 25.8693 9 0 0 0
1413741783 169847 38.0536 20.0629 -4.43494 43.2466 -8.80799 -0.757504 3.16133 9.38874 0.489997 6.33085 -1.62555 25.7608 8 0 0 0
1413741784 170850 37.7191 20.7717 -3.96617 43.2426 -8.80031 -0.77386 3.12677 9.37129 0.444253 6.88448 0.352475 25.914 8 0 0 0
1413741785 171869 38.0368 20.2311 -4.20996 43.2877 -8.81422 -0.786658 3.13586 9.38845 2.0404 6.51288 -0.390261 26.0522 8 0 0 0
1413741786 172875 37.9364 20.6684 -4.47275 43.4322 -8.79826 -0.767775 3.11508 9.36497 1.49337 6.39126 -0.647926 25.9542 8 0 0 0
1413741787 173876 38.2921 20.4585 -4.81038 43.6804 -8.78949 -0.776962 3.14313 9.36686 1.56328 5.95753 -0.865466 26.022 8 0 0 0
