1413741615 utime  bx(uT) by(uT) bz(uT)  B(uT) ax    ay  az     A     gx   gy    gz   T(C) rate  track tilt roll
1413742444 830351 37.1187 20.3008 -4.82539 42.5817 -8.8145 -0.754819 3.08209 9.36827 2.19342 6.87103 -1.30175 33.2794 11 0 0 0
1413742445 831354 37.2003 20.4613 -5.03807 42.754 -8.81554 -0.753889 3.12218 9.38243 0.442364 6.94283 -0.799673 33.3325 11 0 0 0
1413742446 832359 36.9306 20.8536 -5.059 42.7122 -8.80531 -0.748691 3.1395 9.37819 1.54619 6.37683 -1.27072 33.2224 12 0 0 0
1413742447 833364 37.1345 20.0013 -4.61657 42.4303 -8.78693 -0.768196 3.14213 9.3634 0.266639 6.56346 -1.35535 33.2662 12 0 0 0
1413742448 834368 37.2984 20.202 -4.68811 42.6763 -8.81323 -0.774873 3.11064 9.37814 1.39013 6.68605 -0.918423 33.2797 9 0 0 0
1413742449 835369 37.0119 20.6869 -4.84262 42.6765 -8.79387 -0.763935 3.10911 9.35855 1.07193 6.82037 -0.67707 33.2892 13 0 0 0
1413742450 836373 37.0727 20.4566 -4.96807 42.6326 -8.85602 -0.723228 3.13739 9.42313 1.6151 6.54076 -1.33408 33.3294 12 0 0 0
1413742451 837377 37.0227 20.0179 -4.62361 42.3412 -8.81451 -0.72496 3.15567 9.39039 1.33986 6.35076 -2.097 33.2886 12 0 0 0
1413742452 838380 36.9704 20.4308 -4.90271 42.5237 -8.82231 -0.786923 3.1271 9.39314 1.05534 7.32615 -0.690115 33.4376 11 0 0 0
1413742453 839384 37.1829 20.2773 -4.58791 42.6003 -8.81125 -0.778957 3.10981 9.37634 1.15508 7.36611 -1.56803 33.2979 12 0 0 0
1413742454 840389 36.9669 20.6935 -4.87866 42.6447 -8.8197 -0.780108 3.12055 9.38794 1.20305 7.1713 -0.72068 33.3152 13 0 0 0
1413742455 841390 36.909 20.467 -5.01623 42.501 -8.82513 -0.749221 3.13672 9.39592 0.857493 5.91932 -1.11024 33.2976 12 0 0 0
1413742456 842392 37.2614 20.2931 -5.03164 42.7263 -8.81127 -0.778293 3.12116 9.38007 0.848796 6.70269 -0.975148 33.4826 13 0 0 0
1413742457 843398 37.0982 20.5961 -4.81708 42.7046 -8.81123 -0.758571 3.12322 9.37911 1.86454 7.14302 -1.46015 33.2059 12 0 0 0
1413742458 844404 36.611 20.803 -4.90586 42.3934 -8.82289 -0.763015 3.12286 9.39031 1.81246 6.02371 -1.67724 33.3648 13 0 0 0
1413742459 845407 37.5357 20.1181 -4.68189 42.8438 -8.80323 -0.772134 3.13944 9.37812 0.154916 8.01163 -2.11142 33.288 13 0 0 0
1413742460 846411 37.1122 20.5153 -4.6895 42.6636 -8.80346 -0.764072 3.11401 9.3692 1.31784 7.4623 -0.983468 33.3411 12 0 0 0
1413742461 847415 36.8519 20.1683 -4.6529 42.2667 -8.7911 -0.766405 3.12172 9.36034 0.897373 7.7704 -0.863347 33.2608 12 0 0 0
1413742462 848417 37.3009 20.433 -4.85085 42.8065 -8.80318 -0.770625 3.15884 9.38446 0.676884 6.84982 -1.43927 33.4541 12 0 0 0
1413742463 849421 37.2145 20.1135 -4.86389 42.5808 -8.80806 -0.764443 3.15126 9.38599 1.80572 7.4077 -1.54147 33.3628 12 0 0 0
1413742464 850423 37.135 20.0731 -4.61792 42.4648 -8.80785 -0.746618 3.18569 9.39598 1.32194 6.33698 -0.30318 33.4612 11 0 0 0
1413742465 851428 36.9215 20.6446 -4.70629 42.5623 -8.81303 -0.763567 3.14261 9.38768 1.06568 7.45729 -1.38184 33.4956 12 0 0 0
1413742466 852430 37.3058 20.0544 -4.88561 42.6354 -8.79722 -0.779542 3.14682 9.37557 0.823545 8.43419 -1.58741 33.4533 12 0 0 0
1413742467 853438 37.2224 20.3884 -4.45027 42.6732 -8.81277 -0.770022 3.12538 9.38221 1.85157 7.71255 -0.733418 33.5262 12 0 0 0
1413742468 854442 37.5613 19.993 -4.69617 42.8092 -8.80739 -0.765108 3.09495 9.36665 1.56499 5.95622 -2.29953 33.4902 12 0 0 0
1413742469 855446 37.1657 20.4826 -4.43482 42.6672 -8.80442 -0.752066 3.10064 9.36468 1.23813 6.19862 -1.35088 33.574 11 0 0 0
1413742470 856450 36.8985 20.3338 -4.96593 42.422 -8.80346 -0.776032 3.08556 9.36076 0.771066 6.84211 -1.13558 33.4953 12 0 0 0
1413742471 857452 37.2104 20.1275 -4.59536 42.554 -8.81741 -0.772272 3.10521 9.38005 1.37866 7.76 -1.69088 33.4135 11 0 0 0
1413742472 858456 37.123 19.9825 -4.80722 42.4326 -8.79543 -0.763668 3.15748 9.37617 1.22363 6.90655 -1.62581 33.516 12 0 0 0
1413742473 859458 37.2235 20.3306 -4.22569 42.6237 -8.80433 -0.752903 3.1411 9.37814 1.59631 6.82895 -1.63395 33.4214 12 0 0 0
1413742474 860459 37.1086 20.0339 -4.80159 42.4436 -8.81366 -0.766734 3.12598 9.38298 0.870676 7.84907 -1.85398 33.4385 11 0 0 0
1413742475 861463 37.0456 20.0102 -4.72038 42.3683 -8.7968 -0.772065 3.14313 9.37332 0.867333 7.50742 -1.02813 33.3464 11 0 0 0
1413742476 862466 36.7576 20.39 -4.3029 42.2539 -8.80799 -0.752529 3.13851 9.38069 0.876234 7.20511 -0.595669 33.565 11 0 0 0
1413742477 863469 36.9782 20.4892 -4.50776 42.5148 -8.81955 -0.778149 3.14104 9.39447 0.634457 6.43559 -1.51713 33.4759 12 0 0 0
1413742478 864472 37.2461 20.4936 -4.97059 42.8014 -8.8195 -0.790065 3.14008 9.3951 1.98793 6.22545 -1.13621 33.4227 12 0 0 0
1413742479 865477 36.7058 20.9009 -4.51237 42.4797 -8.82503 -0.75313 3.12377 9.39182 0.795426 7.06494 -1.25466 33.4608 12 0 0 0
1413742480 866482 36.4568 20.6678 -4.91566 42.195 -8.80864 -0.79982 3.12309 9.38006 2.62487 6.32479 -0.558025 33.5577 12 0 0 0
1413742481 867483 36.814 20.4211 -5.08056 42.404 -8.77888 -0.788899 3.09082 9.34047 1.71907 6.84099 -1.14476 33.5291 11 0 0 0
1413742482 868486 36.8546 20.6396 -4.98889 42.534 -8.81023 -0.782782 3.11182 9.37637 1.31025 7.24318 -0.882504 33.6837 11 0 0 0
1413742483 869492 37.1675 20.344 -4.64227 42.6245 -8.82202 -0.765295 3.11654 9.38757 1.59598 7.19067 -1.14926 33.5363 13 0 0 0
1413742484 870493 37.1918 20.4576 -4.577 42.693 -8.81579 -0.768553 3.12279 9.38406 0.400522 6.76866 -0.915261 33.6639 12 0 0 0
1413742485 871494 37.0379 20.449 -4.59167 42.5564 -8.79213 -0.754616 3.11565 9.35833 1.30805 7.17463 -1.67018 33.6003 12 0 0 0
1413742486 872498 36.9655 20.1192 -4.63034 42.34 -8.79035 -0.792531 3.10503 9.35626 1.35767 7.36705 -0.60242 33.4627 11 0 0 0
1413742487 873499 37.0912 20.3086 -4.39162 42.5145 -8.79557 -0.788895 3.1159 9.36446 1.97052 7.45149 -1.32874 33.5301 11 0 0 0
1413742488 874507 37.2063 20.1792 -4.99631 42.6201 -8.82395 -0.764931 3.12293 9.39148 1.56756 7.72775 -0.951777 33.5803 12 0 0 0
1413742489 875511 36.9408 20.0642 -4.86798 42.3189 -8.81644 -0.897373 3.15383 9.40646 0.640882 7.06551 -0.712915 33.602 12 0 0 0
1413742490 876513 37.2053 20.2376 -4.74789 42.6185 -8.789 -0.920949 3.15585 9.38371 0.629535 6.79543 -0.716512 33.5884 12 0 0 0
1413742491 877516 37.2365 21.2839 -5.01831 43.1827 -8.78273 -0.841476 3.0889 9.34803 0.87197 6.43423 -1.32813 33.6081 12 0 0 0
1413742492 878521 37.1966 20.0231 -4.58565 42.4916 -8.7781 -0.773967 3.14056 9.35506 0.0585654 6.44016 -1.09976 33.5379 11 0 0 0
1413742493 879526 36.8794 20.3797 -4.86956 42.4162 -8.78715 -0.718373 3.12125 9.35266 1.27663 6.89862 -1.38159 33.6533 11 0 0 0
1413742494 880531 36.7181 20.1923 -4.43494 42.1381 -8.76143 -0.765371 3.11013 9.32853 0.890868 6.52484 -0.923329 33.5664 11 0 0 0
1413742495 881533 37.1124 20.0518 -4.57626 42.4305 -8.80141 -0.777356 3.15022 9.38045 1.38868 7.62212 -0.389562 33.497 11 0 0 0
1413742496 882537 37.3248 19.651 -4.72599 42.4457 -8.79918 -0.753908 3.10845 9.36251 1.15984 6.16421 -1.50094 33.6026 12 0 0 0
1413742497 883541 36.9767 19.7304 -4.86368 42.1926 -8.79284 -0.771092 3.13085 9.3654 2.17963 7.94268 -1.56593 33.6712 11 0 0 0
1413742498 884544 36.9531 20.3719 -4.22467 42.4075 -8.79902 -0.764297 3.13367 9.37159 1.31763 6.39127 -1.55684 33.4534 11 0 0 0
1413742499 885546 36.9807 20.0131 -4.90695 42.3341 -8.82086 -0.764189 3.11893 9.38719 1.37212 7.5211 -1.09047 33.6991 12 0 0 0
1413742500 886548 36.7943 21.0814 -5.22448 42.7263 -8.79652 -0.783782 3.12311 9.36733 1.17185 6.35149 -1.15913 33.6699 12 0 0 0
1413742501 887553 37.2703 20.4217 -5.03032 42.7952 -8.80347 -0.758038 3.12258 9.37157 1.4329 7.25041 -1.41098 33.5851 12 0 0 0
1413742502 888556 37.4306 20.3564 -5.12631 42.9152 -8.81434 -0.685335 3.13129 9.37909 2.32886 7.79493 -1.61067 33.4904 12 0 0 0
1413742503 889560 37.0832 20.3333 -4.51912 42.5327 -8.78782 -0.760664 3.16087 9.36993 2.09351 6.42019 -0.669246 33.5443 13 0 0 0
1413742504 890564 37.1685 20.4703 -4.92772 42.7179 -8.80954 -0.761208 3.11669 9.37556 1.21943 8.19533 -0.7014 33.6248 12 0 0 0
1413742505 891565 37.0335 20.5909 -5.04215 42.6719 -8.83392 -0.822201 3.09908 9.39779 0.588166 6.32066 -1.57262 33.6964 12 0 0 0
1413742506 892566 37.49 20.2792 -4.39605 42.8493 -8.79104 -0.782091 3.11908 9.3607 0.706728 8.42695 -2.28364 33.6562 12 0 0 0
1413742507 893569 37.3158 20.0177 -5.03491 42.6442 -8.81905 -0.672855 3.1307 9.38241 1.87281 6.83632 -0.353247 33.5538 12 0 0 0
1413742508 894571 37.4292 20.6758 -4.88824 43.0387 -8.79541 -0.75381 3.11473 9.36104 1.38043 6.8315 -0.200993 33.5443 12 0 0 0
1413742509 895576 37.1662 19.8458 -4.88224 42.4148 -8.79656 -0.772015 3.10281 9.35964 1.34929 7.22436 -1.91869 33.5538 12 0 0 0
1413742510 896581 37.1254 20.2173 -4.23935 42.4854 -8.79705 -0.773693 3.14653 9.37482 0.986786 7.41069 -0.308667 33.6527 11 0 0 0
1413742511 897585 37.129 19.972 -4.32308 42.3808 -8.8162 -0.767967 3.12003 9.38348 0.780277 7.45247 -0.430757 33.5815 12 0 0 0
1413742512 898591 36.8634 20.7237 -4.84908 42.5664 -8.81986 -0.738984 3.13412 9.38928 0.785683 7.59501 -0.649774 33.5617 12 0 0 0
1413742513 899596 37.2953 20.4201 -4.90646 42.8018 -8.83313 -0.766641 3.13646 9.40475 1.18371 7.61389 -0.679805 33.6279 12 0 0 0
1413742514 900597 37.4583 20.5104 -4.67855 42.9615 -8.79491 -0.770345 3.09726 9.35611 1.02921 7.3467 -0.606209 33.5873 13 0 0 0
1413742515 901600 37.4635 20.2545 -4.49149 42.8244 -8.82646 -0.758532 3.14413 9.40039 0.294709 7.43615 -0.355882 33.6374 12 0 0 0
1413742516 902602 36.827 20.0277 -4.56885 42.1688 -8.80585 -0.769423 3.11751 9.37304 2.39515 6.83423 -1.29242 33.5503 12 0 0 0
1413742517 903607 37.2618 20.0488 -4.80486 42.585 -8.81816 -0.762502 3.13836 9.39099 1.57573 6.99601 -0.912655 33.7321 12 0 0 0
1413742518 904612 37.228 20.3842 -4.78474 42.7122 -8.81393 -0.767411 3.09802 9.37401 2.0826 6.84709 -0.62207 33.6816 12 0 0 0
1413742519 905617 37.4358 20.1634 -4.71156 42.7809 -8.80446 -0.773992 3.15288 9.38393 1.0268 7.55973 -1.96864 33.5892 13 0 0 0
1413742520 906620 37.2698 20.0779 -4.67462 42.5912 -8.80199 -0.761259 3.1197 9.36948 1.99871 6.95309 -0.755565 33.6402 12 0 0 0
1413742521 907623 36.9833 20.3744 -4.72774 42.4881 -8.80678 -0.771506 3.13014 9.3783 1.18164 7.63491 -0.478333 33.5729 12 0 0 0
1413742522 908626 37.255 20.2534 -4.98257 42.6961 -8.79003 -0.764052 3.09428 9.35002 0.490008 8.23327 -0.740337 33.6437 12 0 0 0
1413742523 909646 37.2622 20.5888 -4.6471 42.8248 -8.81368 -0.784543 3.10472 9.37741 1.25903 6.63707 -2.3113 33.6819 12 0 0 0
1413742524 910650 36.9282 20.5132 -4.75312 42.5097 -8.78704 -0.78711 3.13747 9.36351 1.63027 6.75989 -0.351462 33.6946 12 0 0 0
1413742525 911652 36.7923 20.0195 -4.87893 42.1694 -8.80569 -0.783998 3.1206 9.37513 2.27866 6.7144 -2.60168 33.7728 13 0 0 0
1413742526 912653 36.6894 20.4872 -4.95383 42.3129 -8.81152 -0.776534 3.13702 9.38546 1.03186 7.93049 -1.11995 33.7392 12 0 0 0
1413742527 913658 37.1336 20.1289 -4.52136 42.4796 -8.79228 -0.77885 3.12503 9.36358 0.962244 6.4998 -1.53589 33.8149 11 0 0 0
1413742528 914661 37.0011 20.5743 -4.92659 42.6222 -8.81457 -0.765914 3.13522 9.38684 1.29176 8.10442 -2.47472 33.7608 11 0 0 0
1413742529 915664 37.2406 20.3359 -4.63548 42.6837 -8.80661 -0.767245 3.12729 9.37684 1.733 7.20197 -0.540783 33.7296 12 0 0 0
1413742530 916669 36.7399 20.7697 -4.74445 42.4701 -8.81966 -0.749742 3.09552 9.37714 1.90026 5.0709 -1.40809 33.7311 12 0 0 0
1413742531 917671 37.2824 20.0202 -4.7003 42.5779 -8.80945 -0.756491 3.13043 9.37968 0.694855 7.48463 -1.7263 33.7468 12 0 0 0
1413742532 918674 37.3328 20.3645 -4.59342 42.7732 -8.78355 -0.758753 3.10525 9.34714 1.57369 6.33132 -1.08517 33.6947 13 0 0 0
1413742533 919677 37.1101 20.1624 -4.44342 42.4668 -8.81529 -0.745766 3.12108 9.38119 1.36093 8.53855 -1.27559 33.8035 11 0 0 0
1413742534 920678 37.2615 20.0643 -4.91467 42.6046 -8.81681 -0.784133 3.10464 9.38029 1.18184 7.74744 -2.19816 33.7507 11 0 0 0
1413742535 921679 36.8949 20.4598 -4.85886 42.467 -8.83279 -0.767064 3.14606 9.40767 1.21621 7.50894 -0.538693 33.849 13 0 0 0
1413742536 922681 36.9479 20.9864 -4.53905 42.7338 -8.82416 -0.784746 3.12224 9.39308 1.44138 6.34283 -0.852242 33.811 11 0 0 0
1413742537 923684 36.7726 20.1153 -4.72619 42.1804 -8.81264 -0.785971 3.13714 9.38733 1.80936 6.25402 -0.886316 33.6922 11 0 0 0
1413742538 924686 36.7479 20.5403 -4.91593 42.3849 -8.80237 -0.760867 3.16765 9.38588 1.53725 6.8867 -0.594447 33.64 12 0 0 0
1413742539 925687 37.2289 20.4366 -4.70193 42.7288 -8.82078 -0.760469 3.13257 9.39135 1.39607 7.43478 -0.743967 33.7454 11 0 0 0
1413742540 926691 36.9071 20.5621 -4.60245 42.4984 -8.80203 -0.768149 3.13805 9.3762 1.09419 8.20489 -1.25017 33.7937 11 0 0 0
1413742541 927694 36.9859 20.5718 -4.7783 42.5909 -8.80002 -0.712785 3.14217 9.37132 1.31937 7.24098 -1.24045 33.7179 12 0 0 0
1413742542 928697 36.868 20.2911 -4.90761 42.3682 -8.80597 -0.788761 3.11295 9.37325 1.90799 7.73588 -1.99655 33.7528 12 0 0 0
1413742543 929698 36.4781 20.6044 -4.48921 42.1349 -8.81958 -0.742175 3.13324 9.38898 0.725829 6.32483 -1.62688 33.8042 12 0 0 0
1413742544 930700 36.9398 20.1976 -4.54022 42.345 -8.7969 -0.752355 3.11965 9.36396 1.17777 6.99652 -1.09049 33.791 12 0 0 0
1413742545 931704 36.7244 20.299 -4.99651 42.2575 -8.81751 -0.759977 3.14981 9.394 1.36371 6.32217 -0.712861 33.8352 12 0 0 0
1413742546 932709 37.2788 20.0664 -4.55787 42.581 -8.80458 -0.763457 3.11901 9.37186 1.036 8.37924 0.0604895 33.6997 12 0 0 0
1413742547 933714 37.2335 19.86 -4.38932 42.4266 -8.79742 -0.822014 3.13779 9.37636 0.619768 7.49853 -1.36717 33.69 12 0 0 0
1413742548 934717 36.9248 20.1474 -4.55122 42.3093 -8.8204 -0.782526 3.13494 9.3936 0.902575 7.95411 -1.36809 33.7804 13 0 0 0
1413742549 935721 37.0865 20.3396 -4.71153 42.5595 -8.80712 -0.775128 3.13635 9.38098 0.758119 7.46068 -1.48755 33.8063 11 0 0 0
1413742550 936725 37.0339 20.9033 -5.15136 42.8369 -8.80117 -0.737938 3.0926 9.35785 0.899693 7.64683 -1.71855 33.8039 11 0 0 0
1413742551 937726 37.0605 20.4602 -4.98902 42.6262 -8.81403 -0.749452 3.12131 9.38037 1.18359 8.22986 -1.3084 33.7007 13 0 0 0
1413742552 938730 37.1323 20.6131 -4.58232 42.7165 -8.84692 -0.730922 3.11253 9.40692 1.57134 7.56635 -0.494852 33.7248 12 0 0 0
1413742553 939731 37.0394 20.5191 -4.39775 42.571 -8.82576 -0.750834 3.10686 9.38671 1.83821 7.13971 -1.06254 33.8035 13 0 0 0
1413742554 940734 37.1318 20.6284 -4.61694 42.7272 -8.79749 -0.760572 3.17119 9.38247 0.986724 7.61039 0.0163321 33.8614 12 0 0 0
1413742555 941736 36.9933 20.3287 -4.67447 42.4689 -8.80281 -0.771741 3.11457 9.36939 2.33078 6.51055 -2.66284 33.7972 13 0 0 0
1413742556 942738 37.4808 20.3276 -4.87594 42.9162 -8.8128 -0.771723 3.14198 9.38792 1.2311 6.71921 -1.04594 33.692 13 0 0 0
1413742557 943741 36.5713 20.7239 -4.69823 42.2968 -8.79024 -0.76835 3.14556 9.36767 0.651946 6.94303 -1.6867 33.7001 12 0 0 0
1413742558 944744 37.0727 19.8873 -4.88342 42.3526 -8.80763 -0.742289 3.10611 9.36874 0.359403 7.41131 -0.911822 33.7766 12 0 0 0
1413742559 945752 37.1133 19.9199 -4.55059 42.3664 -8.81454 -0.773407 3.12892 9.38533 1.13011 7.59498 -1.64501 33.7 12 0 0 0
1413742560 946757 36.9606 20.0802 -4.08376 42.2609 -8.79853 -0.785453 3.13122 9.37206 0.631359 6.76916 -1.67597 33.8109 12 0 0 0
1413742561 947760 36.9473 20.8366 -4.79097 42.6875 -8.8215 -0.750151 3.19107 9.41087 1.54914 7.80179 -0.977132 33.7594 12 0 0 0
1413742562 948763 37.004 20.1708 -4.33753 42.3671 -8.79843 -0.758692 3.15231 9.37684 1.02574 7.9683 -1.63403 33.8357 12 0 0 0
1413742563 949772 37.158 20.7348 -4.31033 42.7694 -8.79531 -0.768191 3.08322 9.35168 1.28838 7.20374 -0.118651 33.8466 13 0 0 0
1413742564 950773 36.8348 19.9709 -4.44111 42.135 -8.77276 -0.946751 3.14886 9.36872 0.859437 7.77661 -1.26104 33.7968 12 0 0 0
1413742565 951774 36.7269 20.2723 -5.01703 42.2492 -8.77547 -0.766595 3.16627 9.36065 2.63416 7.91345 -1.33968 33.8579 12 0 0 0
1413742566 952777 37.2557 20.2976 -4.61394 42.6763 -8.80651 -0.849491 3.14372 9.38932 0.871571 7.10882 -1.9263 33.86 12 0 0 0
1413742567 953781 36.5909 20.6813 -4.65635 42.2882 -8.79511 -0.821007 3.07848 9.35441 1.5547 7.65949 -1.17014 33.9361 12 0 0 0
1413742568 954783 36.8139 20.1312 -4.38812 42.1875 -8.81918 -0.765017 3.13194 9.39 0.787028 7.49093 -1.52366 33.9284 12 0 0 0
1413742569 955787 36.9885 19.9467 -4.73747 42.2902 -8.82306 -0.785669 3.12748 9.39387 0.949205 6.46439 -1.47274 33.9242 12 0 0 0
1413742570 956791 37.521 20.5517 -4.68693 43.0368 -8.80748 -0.754519 3.12715 9.37657 1.61548 7.97796 -1.83098 33.8649 11 0 0 0
1413742571 957797 37.9584 20.8092 -4.87539 43.5618 -8.80547 -0.921188 3.12473 9.38876 1.48233 6.89867 -1.60688 33.8792 12 0 0 0
1413742572 958798 37.2318 20.3841 -4.91287 42.73 -8.81764 -0.86397 3.19752 9.4192 1.1032 7.39261 -1.63798 33.9443 12 0 0 0
1413742573 959808 37.8075 20.5515 -4.46023 43.2627 -8.8374 -0.735096 3.10047 9.3943 1.1849 6.54644 -1.00827 33.9181 9 0 0 0
1413742574 960815 37.5363 20.8288 -4.51994 43.1653 -8.89217 -0.862424 3.13375 9.46757 0.356272 7.49129 -2.28166 33.89 12 0 0 0
1413742575 961819 37.4712 21.2738 -4.73451 43.3484 -8.74411 -1.00893 3.03006 9.30906 1.03949 6.34895 -1.85805 33.9278 12 0 0 0
1413742576 962823 37.7677 20.9307 -5.00555 43.4689 -8.82449 -0.746704 3.13601 9.39488 1.8716 6.50174 -1.29528 33.8635 11 0 0 0
1413742577 963829 37.304 21.0213 -4.97223 43.107 -8.83071 -0.726597 3.16237 9.40797 1.7905 8.50725 -0.971971 33.8866 11 0 0 0
1413742578 964833 37.6355 20.7674 -4.7596 43.2478 -8.83588 -0.688244 3.12914 9.39883 1.11873 7.42938 -0.818786 33.9379 12 0 0 0
1413742579 965836 37.7463 20.7212 -4.89792 43.3376 -8.78952 -0.720336 3.09975 9.34789 0.894283 8.09585 -1.26164 33.8905 12 0 0 0
1413742580 966841 37.7767 20.9236 -5.15235 43.4905 -8.83052 -0.794853 3.18136 9.41971 0.697703 6.89303 -2.2649 33.907 12 0 0 0
1413742581 967842 37.6137 20.3801 -4.74463 43.0424 -8.77238 -0.804626 3.15159 9.35599 1.10158 7.4225 -0.817338 33.8735 12 0 0 0
1413742582 968846 37.7885 20.8602 -4.8071 43.4308 -8.76477 -0.704052 3.14375 9.3381 0.462102 7.15638 -1.60338 33.9053 11 0 0 0
1413742583 969848 37.988 20.9019 -4.78215 43.6216 -8.81381 -0.82446 3.06049 9.36641 0.341299 6.76429 -0.830342 33.9033 12 0 0 0
1413742584 970850 38.1587 20.7355 -5.04382 43.7206 -8.83483 -0.795867 3.10196 9.39733 1.30651 8.1469 -1.26543 33.9766 12 0 0 0
1413742585 971854 38.0305 20.3365 -4.79898 43.3927 -8.8214 -0.745794 3.11967 9.38646 1.90082 7.24253 -1.16573 33.8868 12 0 0 0
1413742586 972855 37.3769 21.0164 -4.86376 43.1553 -8.79143 -0.737756 3.1314 9.36158 1.19562 6.71046 -0.987606 33.9892 12 0 0 0
1413742587 973860 37.9364 20.7193 -4.76101 43.487 -8.80657 -0.749506 3.15934 9.3861 0.888897 6.00763 -1.4813 34.0023 11 0 0 0
1413742588 974863 37.7183 21.0278 -4.85096 43.4554 -8.80692 -0.795579 3.13045 9.38053 0.577572 7.86534 -0.956862 33.9859 10 0 0 0
1413742589 975866 37.5027 20.6692 -4.57993 43.0656 -8.8162 -0.76748 3.134 9.3881 1.21588 7.12761 -0.517597 33.8775 12 0 0 0
1413742590 976874 37.5499 21.1796 -5.04644 43.4055 -8.81654 -0.757583 3.0887 9.37259 0.268068 7.44589 -1.33555 33.9491 12 0 0 0
1413742591 977876 37.3526 20.7559 -4.77589 42.9981 -8.81045 -0.762952 3.10214 9.37174 1.49038 7.41122 -1.15154 33.9228 13 0 0 0
1413742592 978877 37.8113 20.3061 -4.94983 43.2034 -8.81445 -0.769067 3.14546 9.39042 1.55048 7.36909 -0.925735 33.9298 12 0 0 0
1413742593 979881 37.7268 20.8237 -5.05507 43.3877 -8.82966 -0.796308 3.1206 9.39868 1.08908 6.48488 -1.61207 34.0454 12 0 0 0
1413742594 980887 37.359 20.9943 -5.0584 43.1514 -8.82952 -0.761553 3.12797 9.39811 1.25624 7.49683 -1.25447 33.9104 11 0 0 0
1413742595 981892 37.7641 20.6523 -5.10853 43.3444 -8.82511 -0.770492 3.12919 9.3951 2.54009 6.322 -1.08359 33.9859 12 0 0 0
1413742596 982897 37.6316 20.8054 -4.82447 43.2699 -8.79734 -0.783204 3.12774 9.36959 0.951104 7.57884 -1.19208 33.8303 12 0 0 0
1413742597 983903 38.1 20.4983 -4.7797 43.5274 -8.79868 -0.772756 3.11367 9.3653 1.14732 7.45494 -0.918697 33.9984 12 0 0 0
1413742598 984906 38.0205 20.9032 -5.02522 43.6779 -8.8145 -0.76708 3.15107 9.39218 1.63518 7.70143 -1.85337 33.964 12 0 0 0
1413742599 985912 37.448 20.9056 -5.11154 43.1918 -8.79824 -0.780689 3.11833 9.36709 0.719716 7.58881 0.141629 33.9364 12 0 0 0
1413742600 986916 37.616 21.0035 -5.13144 43.3871 -8.80753 -0.780261 3.12299 9.37734 0.792509 8.32688 -0.944821 33.8426 12 0 0 0
1413742601 987919 37.6382 20.7189 -4.55505 43.2048 -8.82028 -0.778273 3.14033 9.39493 1.93895 7.80936 -1.58162 33.923 13 0 0 0
1413742602 988923 37.7246 21.3644 -5.02702 43.6446 -8.8135 -0.797746 3.12105 9.38377 1.17355 7.69973 -1.47712 33.9171 12 0 0 0
1413742603 989927 37.7221 20.5595 -5.11899 43.265 -8.80297 -0.790894 3.16273 9.38726 2.19306 7.29275 -1.1409 33.928 12 0 0 0
1413742604 990929 38.1126 20.9527 -5.19711 43.8018 -8.84144 -0.758892 3.1294 9.40957 1.28905 7.43465 -0.788484 33.9494 12 0 0 0
1413742605 991931 37.5729 20.7204 -4.65162 43.1589 -8.81158 -0.74434 3.10924 9.37366 1.14128 6.54933 -0.672636 33.9035 11 0 0 0
1413742606 992934 37.3374 21.0587 -5.03441 43.1612 -8.83189 -0.75029 3.12308 9.39781 1.49738 7.06748 -1.21448 33.9252 11 0 0 0
1413742607 993938 37.7512 21.0035 -5.23894 43.5172 -8.7929 -0.771483 3.13739 9.36768 1.20898 6.66902 -1.18195 33.9216 12 0 0 0
1413742608 994939 37.7565 20.8587 -4.79678 43.401 -8.79544 -0.757587 3.11053 9.35997 0.8686 8.65303 -1.00865 33.9177 12 0 0 0
1413742609 995944 37.9187 20.8978 -5.17001 43.6036 -8.82472 -0.775418 3.12601 9.39409 0.987237 7.46186 -1.5177 33.8457 12 0 0 0
1413742610 996949 37.4774 20.2929 -4.94142 42.9043 -8.78864 -0.777178 3.13427 9.36311 0.763726 7.8803 -0.047297 33.9429 12 0 0 0
1413742611 997952 37.5641 20.741 -4.70632 43.1671 -8.82454 -0.77421 3.14341 9.39962 1.03223 7.46389 -1.55384 33.9625 12 0 0 0
1413742612 998955 37.8532 20.5388 -4.85533 43.3391 -8.82126 -0.769091 3.13664 9.39386 0.528319 7.45108 -1.98575 33.9209 11 0 0 0
1413742613 999958 38.1424 20.5717 -4.5942 43.5791 -8.80864 -0.787422 3.12337 9.37911 0.640386 7.6944 -1.30715 34.0288 11 0 0 0
1413742614 1000966 37.1834 21.0508 -5.12457 43.0349 -8.82658 -0.776314 3.1072 9.38967 1.69976 7.15242 -0.355237 33.9856 12 0 0 0
1413742615 1001969 37.6779 20.4829 -4.61439 43.1331 -8.79513 -0.754995 3.11148 9.35979 2.02714 6.5715 -0.933831 33.9531 12 0 0 0
1413742616 1002973 38.0316 20.6088 -4.78639 43.5205 -8.80892 -0.781772 3.12978 9.38103 2.7599 7.49361 -1.72102 33.9988 12 0 0 0
1413742617 1003977 38.1713 20.5131 -4.85315 43.6049 -8.81565 -0.775228 3.09647 9.37576 0.976313 6.68201 -0.852804 33.8099 12 0 0 0
1413742618 1004980 38.2897 19.8864 -4.59581 43.39 -8.81831 -0.763846 3.1188 9.38472 1.40533 6.55605 -0.684434 33.863 11 0 0 0
