1413747310 utime AM_vel(rpm) AM_supV(dV) AM_supI(dA) AM_bpT(dC)  AM_amT(dC) AM_motT(dC) AM_SOC AM_thr AM_rgn
1413748981 1673154 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413748982 1674160 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413748983 1675162 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413748984 1676164 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413748985 1677166 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413748986 1678168 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413748987 1679177 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413748988 1680183 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413748989 1681186 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413748990 1682215 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413748991 1683221 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413748992 1684231 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413748993 1685240 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413748994 1686244 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413748995 1687247 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413748996 1688251 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413748997 1689257 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413748998 1690260 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413748999 1691268 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749000 1692272 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749001 1693273 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749002 1694277 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749003 1695278 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749004 1696280 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749005 1697282 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749006 1698285 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749007 1699291 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749008 1700298 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749009 1701299 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749010 1702304 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749011 1703307 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749012 1704315 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749013 1705319 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749014 1706324 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749015 1707330 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749016 1708334 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749017 1709335 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749018 1710342 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749019 1711348 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749020 1712353 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749021 1713360 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749022 1714364 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749023 1715376 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749024 1716387 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749025 1717391 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749026 1718396 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749027 1719402 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749028 1720410 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749029 1721412 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749030 1722419 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749031 1723421 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749032 1724423 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749033 1725427 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749034 1726429 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749035 1727435 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749036 1728440 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749037 1729442 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749038 1730445 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749039 1731452 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749040 1732455 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749041 1733457 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749042 1734459 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749043 1735460 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749044 1736466 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749045 1737468 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749046 1738471 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749047 1739479 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749048 1740482 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749049 1741484 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749050 1742487 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749051 1743494 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749052 1744499 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749053 1745501 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749054 1746506 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749055 1747513 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749056 1748520 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749057 1749524 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749058 1750527 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749059 1751535 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749060 1752540 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749061 1753545 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749062 1754546 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749063 1755552 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749064 1756556 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749065 1757558 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749066 1758561 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749067 1759562 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749068 1760565 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749069 1761568 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749070 1762575 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749071 1763580 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749072 1764591 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749073 1765604 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749074 1766616 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749075 1767623 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749076 1768624 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749077 1769626 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749078 1770630 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749079 1771633 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749080 1772634 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749081 1773637 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749082 1774639 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749083 1775649 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749084 1776658 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749085 1777661 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749086 1778666 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749087 1779672 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749088 1780674 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749089 1781681 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749090 1782688 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749091 1783691 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749092 1784693 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749093 1785696 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749094 1786697 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749095 1787700 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749096 1788701 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749097 1789708 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749098 1790713 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749099 1791720 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749100 1792726 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749101 1793732 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749102 1794739 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749103 1795747 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749104 1796748 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749105 1797752 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749106 1798755 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749107 1799761 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749108 1800766 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749109 1801768 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749110 1802773 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749111 1803781 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749112 1804783 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749113 1805795 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749114 1806803 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749115 1807808 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749116 1808809 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749117 1809811 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749118 1810817 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749119 1811818 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749120 1812825 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749121 1813833 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749122 1814837 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749123 1815840 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749124 1816842 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749125 1817847 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749126 1818852 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749127 1819862 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749128 1820865 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749129 1821873 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749130 1822878 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749131 1823883 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749132 1824886 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749133 1825889 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749134 1826898 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749135 1827899 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749136 1828907 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749137 1829911 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749138 1830913 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749139 1831916 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749140 1832925 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749141 1833928 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749142 1834934 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749143 1835939 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749144 1836946 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749145 1837953 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749146 1838961 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749147 1839963 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749148 1840970 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749149 1841972 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749150 1842978 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749151 1843982 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749152 1844989 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749153 1845992 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749155 1847001 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749156 1848004 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749157 1849012 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749158 1850016 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749159 1851024 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749160 1852028 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749161 1853029 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749162 1854036 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749163 1855038 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749164 1856040 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749165 1857044 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749166 1858047 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749167 1859058 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749168 1860059 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749169 1861065 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749170 1862067 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749171 1863078 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749172 1864086 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749173 1865090 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749174 1866097 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749175 1867101 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749176 1868112 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749177 1869118 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749178 1870122 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749179 1871126 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749180 1872131 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749181 1873137 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749182 1874139 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749183 1875147 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749184 1876151 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749185 1877154 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749186 1878155 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749187 1879161 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749188 1880164 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749189 1881168 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749190 1882175 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749191 1883177 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749192 1884180 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749193 1885182 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749194 1886185 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749195 1887192 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749196 1888198 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749197 1889205 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749198 1890210 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749199 1891217 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749200 1892249 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749201 1893250 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749202 1894256 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749203 1895260 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749204 1896271 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749205 1897279 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749206 1898284 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749207 1899285 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749208 1900293 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749209 1901301 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749210 1902305 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749211 1903307 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749212 1904308 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749213 1905316 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749214 1906317 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749215 1907320 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749216 1908326 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749217 1909327 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749218 1910331 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749219 1911339 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749220 1912343 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749221 1913348 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749222 1914357 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749223 1915359 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749224 1916365 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749225 1917373 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749226 1918379 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749227 1919380 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749228 1920384 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749229 1921389 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749230 1922394 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749231 1923397 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749232 1924399 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749233 1925402 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749234 1926404 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749235 1927411 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749236 1928416 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749237 1929417 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749238 1930419 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749239 1931420 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749240 1932425 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749241 1933432 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749242 1934439 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749243 1935442 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749244 1936444 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749245 1937448 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749246 1938452 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749247 1939460 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749248 1940466 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749249 1941473 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749250 1942477 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749251 1943478 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749252 1944488 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749253 1945492 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749254 1946494 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749255 1947500 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749256 1948502 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749257 1949505 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749258 1950512 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749259 1951516 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749260 1952518 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749261 1953520 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749262 1954521 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749263 1955529 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749264 1956543 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749265 1957553 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749266 1958556 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749267 1959558 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749268 1960560 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749269 1961565 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749270 1962570 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749271 1963575 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749272 1964582 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749273 1965589 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749274 1966613 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749275 1967616 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749276 1968623 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749277 1969627 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749278 1970631 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749279 1971633 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749280 1972640 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749281 1973646 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749282 1974649 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749283 1975652 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749284 1976655 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749285 1977657 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749286 1978660 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749287 1979662 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749288 1980664 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749289 1981672 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749290 1982676 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749291 1983681 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749292 1984682 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749293 1985689 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749294 1986690 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749295 1987693 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749296 1988697 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749297 1989703 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749298 1990713 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749299 1991717 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749300 1992727 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749301 1993730 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749302 1994737 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749303 1995741 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413749304 1996742 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
