1413747310 utime BVLR1 OVT1 NOC1 UNDV1 Vin1 Vout1 Iin1 Tamb1 BVLR2 OVT2 NOC2 UNDV2 Vin2 Vout2 Iin2 Tamb2 BVLR3 OVT3 NOC3 UNDV3  Vin3  Vout3 Iin3 Tamb3
1413747310 mins    0    0    0    0     0     0    0     0     0    0    0    0     0     0    0     0     0    0    0    0     0     0      0     0
1413747310 maxs    1    1    1    1    1000  1000 1000  100    1    1    1    1    1000  1000 1000  100    1    1    1    1    1000  1000 1000   100
1413747310 attr    L    L    L    L     I     I    I     I     L    L    L    L     I     I    I     I     L    L    L    L     I     I      I     I
1413747981 673361 0 0 0 0 525 589 149 30 0 0 0 0 403 586 145 35 0 0 0 0 416 585 122 35
1413747982 674366 0 0 0 0 543 589 144 35 0 0 0 0 373 585 158 35 0 0 0 0 402 585 134 40
1413747983 675373 0 0 0 0 522 588 150 35 0 0 0 0 387 586 154 30 0 0 0 0 400 585 134 30
1413747984 676381 0 0 0 0 536 588 147 35 0 0 0 0 388 586 154 35 0 0 0 0 386 585 136 35
1413747985 677386 0 0 0 0 515 588 153 35 0 0 0 0 403 586 146 35 0 0 0 0 388 585 136 35
1413747986 678392 0 0 0 0 543 589 144 40 0 0 0 0 373 585 160 30 0 0 0 0 402 585 135 30
1413747987 679398 0 0 0 0 522 588 151 35 0 0 0 0 386 586 156 30 0 0 0 0 403 586 134 30
1413747988 680402 0 0 0 0 519 589 152 30 0 0 0 0 385 586 156 30 0 0 0 0 417 585 122 35
1413747989 681405 0 0 0 0 525 589 150 30 0 0 0 0 371 586 161 40 0 0 0 0 416 585 123 40
1413747990 682409 0 0 0 0 529 589 150 35 0 0 0 0 402 586 149 35 0 0 0 0 402 586 136 35
1413747991 683413 0 0 0 0 538 588 147 35 0 0 0 0 388 585 157 35 0 0 0 0 403 585 135 35
1413747992 684414 0 0 0 0 536 589 149 35 0 0 0 0 388 585 157 35 0 0 0 0 418 585 123 40
1413747993 685418 0 0 0 0 525 589 152 30 0 0 0 0 403 586 149 40 0 0 0 0 388 585 137 35
1413747994 686424 0 0 0 0 528 589 151 35 0 0 0 0 374 585 162 35 0 0 0 0 402 585 137 40
1413747995 687431 0 0 0 0 528 589 151 35 0 0 0 0 374 585 162 35 0 0 0 0 402 585 137 40
1413747996 688434 0 0 0 0 533 588 150 35 0 0 0 0 386 586 158 35 0 0 0 0 401 585 137 35
1413747997 689441 0 0 0 0 535 589 149 35 0 0 0 0 386 585 158 35 0 0 0 0 387 586 138 30
1413747998 690442 0 0 0 0 530 588 152 30 0 0 0 0 371 586 163 40 0 0 0 0 388 585 139 35
1413747999 691443 0 0 0 0 529 588 153 35 0 0 0 0 373 585 163 35 0 0 0 0 403 585 137 40
1413748000 692444 0 0 0 0 524 588 154 35 0 0 0 0 387 586 161 35 0 0 0 0 403 586 137 30
1413748001 693452 0 0 0 0 521 589 155 30 0 0 0 0 386 586 160 30 0 0 0 0 417 585 125 40
1413748002 694453 0 0 0 0 539 588 150 35 0 0 0 0 372 586 163 35 0 0 0 0 417 585 126 35
1413748003 695455 0 0 0 0 527 589 154 30 0 0 0 0 402 586 152 35 0 0 0 0 403 586 138 35
1413748004 696462 0 0 0 0 540 589 149 40 0 0 0 0 387 586 161 40 0 0 0 0 403 585 138 30
1413748005 697468 0 0 0 0 535 588 152 35 0 0 0 0 385 586 161 30 0 0 0 0 418 585 127 40
1413748006 698472 0 0 0 0 538 589 151 30 0 0 0 0 371 587 165 30 0 0 0 0 388 585 140 30
1413748007 699473 0 0 0 0 544 589 150 35 0 0 0 0 402 586 153 30 0 0 0 0 402 585 139 30
1413748008 700479 0 0 0 0 531 588 155 30 0 0 0 0 386 586 162 30 0 0 0 0 403 586 139 35
1413748009 701481 0 0 0 0 535 589 154 30 0 0 0 0 386 585 162 35 0 0 0 0 418 586 127 35
1413748010 702485 0 0 0 0 539 588 152 35 0 0 0 0 371 587 166 30 0 0 0 0 387 585 140 35
1413748011 703488 0 0 0 0 528 589 156 35 0 0 0 0 401 586 154 30 0 0 0 0 402 585 140 35
1413748012 704493 0 0 0 0 540 588 153 35 0 0 0 0 387 586 164 30 0 0 0 0 402 585 140 35
1413748013 705514 0 0 0 0 521 589 160 30 0 0 0 0 389 586 164 35 0 0 0 0 386 585 141 40
1413748014 706515 0 0 0 0 523 589 159 35 0 0 0 0 404 586 155 35 0 0 0 0 385 585 141 35
1413748015 707519 0 0 0 0 529 589 157 35 0 0 0 0 373 586 168 30 0 0 0 0 371 585 148 35
1413748016 708525 0 0 0 0 539 588 155 35 0 0 0 0 387 586 166 40 0 0 0 0 403 586 140 40
1413748017 709532 0 0 0 0 536 589 156 35 0 0 0 0 386 586 166 35 0 0 0 0 418 585 130 30
1413748018 710535 0 0 0 0 523 589 161 35 0 0 0 0 371 587 170 30 0 0 0 0 417 585 131 30
1413748019 711538 0 0 0 0 528 589 161 30 0 0 0 0 402 586 157 35 0 0 0 0 403 585 141 40
1413748020 712542 0 0 0 0 525 588 161 35 0 0 0 0 386 587 167 30 0 0 0 0 402 585 142 35
1413748021 713543 0 0 0 0 536 589 157 40 0 0 0 0 387 586 168 35 0 0 0 0 389 585 142 40
1413748022 714544 0 0 0 0 523 589 163 30 0 0 0 0 371 587 172 30 0 0 0 0 387 585 143 40
1413748023 715547 0 0 0 0 528 589 161 40 0 0 0 0 402 586 161 40 0 0 0 0 397 585 142 35
1413748024 716548 0 0 0 0 540 589 157 30 0 0 0 0 387 586 170 35 0 0 0 0 403 586 142 40
1413748025 717550 0 0 0 0 520 589 165 30 0 0 0 0 387 586 171 35 0 0 0 0 412 585 136 40
1413748026 718560 0 0 0 0 538 589 160 30 0 0 0 0 372 586 174 35 0 0 0 0 418 585 134 35
1413748027 719565 0 0 0 0 528 589 164 30 0 0 0 0 403 586 163 40 0 0 0 0 397 585 144 40
1413748028 720568 0 0 0 0 531 589 163 35 0 0 0 0 387 586 172 30 0 0 0 0 403 586 142 35
1413748029 721573 0 0 0 0 536 589 163 40 0 0 0 0 389 587 173 30 0 0 0 0 390 585 146 40
1413748030 722575 0 0 0 0 549 589 158 40 0 0 0 0 403 585 166 40 0 0 0 0 418 586 137 30
1413748031 723581 0 0 0 0 543 589 162 35 0 0 0 0 403 586 167 35 0 0 0 0 427 585 119 35
1413748032 724584 0 0 0 0 531 588 166 35 0 0 0 0 387 585 176 40 0 0 0 0 401 586 143 35
1413748033 725595 0 0 0 0 535 590 165 30 0 0 0 0 389 586 177 35 0 0 0 0 381 585 150 35
1413748034 726601 0 0 0 0 525 589 169 30 0 0 0 0 403 585 169 35 0 0 0 0 417 585 139 35
1413748035 727603 0 0 0 0 551 589 161 30 0 0 0 0 403 586 170 35 0 0 0 0 406 585 142 35
1413748036 728608 0 0 0 0 523 589 172 35 0 0 0 0 390 586 179 40 0 0 0 0 403 586 144 30
1413748037 729611 0 0 0 0 521 589 173 35 0 0 0 0 387 586 181 35 0 0 0 0 411 585 142 40
1413748038 730618 0 0 0 0 537 588 169 35 0 0 0 0 398 585 174 40 0 0 0 0 419 586 140 35
1413748039 731624 0 0 0 0 537 588 169 35 0 0 0 0 398 585 174 40 0 0 0 0 419 586 140 35
1413748040 732630 0 0 0 0 544 589 166 30 0 0 0 0 402 586 173 30 0 0 0 0 426 585 128 40
1413748041 733634 0 0 0 0 541 589 169 35 0 0 0 0 393 585 182 35 0 0 0 0 433 586 121 35
1413748042 734637 0 0 0 0 513 589 179 30 0 0 0 0 387 587 185 30 0 0 0 0 423 586 137 35
1413748043 735643 0 0 0 0 523 589 178 30 0 0 0 0 377 586 189 35 0 0 0 0 417 586 143 35
1413748044 736648 0 0 0 0 529 589 176 35 0 0 0 0 373 586 193 30 0 0 0 0 408 585 145 35
1413748045 737655 0 0 0 0 515 588 183 35 0 0 0 0 383 585 189 35 0 0 0 0 402 585 145 35
1413748046 738657 0 0 0 0 519 589 182 35 0 0 0 0 390 586 190 35 0 0 0 0 394 585 150 40
1413748047 739658 0 0 0 0 506 589 188 35 0 0 0 0 399 586 184 35 0 0 0 0 386 585 154 35
1413748048 740667 0 0 0 0 497 590 192 40 0 0 0 0 402 586 184 35 0 0 0 0 378 585 157 30
1413748049 741670 0 0 0 0 518 590 187 35 0 0 0 0 392 586 193 30 0 0 0 0 372 586 160 35
1413748050 742675 0 0 0 0 513 589 194 30 0 0 0 0 388 586 198 35 0 0 0 0 379 586 158 35
1413748051 743682 0 0 0 0 498 589 202 30 0 0 0 0 377 586 204 35 0 0 0 0 355 585 173 35
1413748052 744687 0 0 0 0 497 589 206 35 0 0 0 0 373 587 209 30 0 0 0 0 348 585 179 40
1413748053 745696 0 0 0 0 506 589 211 35 0 0 0 0 383 586 211 40 0 0 0 0 341 586 184 35
1413748054 746699 0 0 0 0 513 589 213 35 0 0 0 0 389 587 214 30 0 0 0 0 348 586 185 40
1413748055 747701 0 0 0 0 507 589 220 35 0 0 0 0 378 586 223 35 0 0 0 0 356 586 185 30
1413748056 748705 0 0 0 0 513 589 223 30 0 0 0 0 374 587 230 30 0 0 0 0 362 585 184 35
1413748057 749711 0 0 0 0 519 590 223 40 0 0 0 0 383 586 231 35 0 0 0 0 340 586 193 35
1413748058 750713 0 0 0 0 513 589 231 35 0 0 0 0 389 587 236 30 0 0 0 0 364 585 189 35
1413748059 751716 0 0 0 0 519 590 230 30 0 0 0 0 399 586 231 35 0 0 0 0 356 586 195 40
1413748060 752721 0 0 0 0 521 589 233 35 0 0 0 0 402 587 233 30 0 0 0 0 380 586 179 30
1413748061 753733 0 0 0 0 514 589 240 35 0 0 0 0 395 586 245 35 0 0 0 0 370 586 194 30
1413748062 754735 0 0 0 0 521 590 237 30 0 0 0 0 388 587 251 30 0 0 0 0 365 586 197 35
1413748063 755739 0 0 0 0 515 589 241 35 0 0 0 0 380 586 255 35 0 0 0 0 357 586 201 30
1413748064 756747 0 0 0 0 514 589 237 35 0 0 0 0 404 586 237 35 0 0 0 0 363 586 197 35
1413748065 757748 0 0 0 0 520 589 233 30 0 0 0 0 395 587 241 30 0 0 0 0 373 586 193 30
1413748066 758750 0 0 0 0 521 589 237 35 0 0 0 0 388 587 249 35 0 0 0 0 377 585 184 30
1413748067 759758 0 0 0 0 515 589 247 35 0 0 0 0 381 587 258 35 0 0 0 0 386 586 173 35
1413748068 760762 0 0 0 0 506 589 256 30 0 0 0 0 404 586 248 35 0 0 0 0 381 586 184 40
1413748069 761768 0 0 0 0 499 589 261 35 0 0 0 0 396 586 260 35 0 0 0 0 372 586 199 30
1413748070 762776 0 0 0 0 521 589 260 30 0 0 0 0 389 587 269 35 0 0 0 0 377 586 194 35
1413748071 763781 0 0 0 0 520 589 276 35 0 0 0 0 396 588 275 30 0 0 0 0 387 586 189 40
1413748072 764791 0 0 0 0 514 590 300 40 0 0 0 0 373 587 306 30 0 0 0 0 383 586 203 35
1413748073 765798 0 0 0 0 508 590 321 35 0 0 0 0 380 587 322 30 0 0 0 0 341 587 242 40
1413748074 766804 0 0 0 0 506 589 325 35 0 0 0 0 390 587 332 30 0 0 0 0 315 587 289 40
1413748075 767813 0 0 0 0 521 590 310 30 0 0 0 0 397 586 324 35 0 0 0 0 326 587 281 40
1413748076 768815 0 0 0 0 507 590 321 30 0 0 0 0 405 587 315 30 0 0 0 0 331 586 269 35
1413748077 769818 0 0 0 0 508 590 312 30 0 0 0 0 380 588 333 30 0 0 0 0 341 586 246 35
1413748078 770824 0 0 0 0 515 590 287 40 0 0 0 0 390 586 311 35 0 0 0 0 337 587 243 40
1413748079 771829 0 0 0 0 500 590 297 30 0 0 0 0 397 586 299 35 0 0 0 0 325 587 262 35
1413748080 772836 0 0 0 0 515 591 298 30 0 0 0 0 404 587 302 35 0 0 0 0 321 586 271 40
1413748081 773839 0 0 0 0 507 589 302 35 0 0 0 0 397 586 308 35 0 0 0 0 310 587 275 35
1413748082 774840 0 0 0 0 514 590 296 40 0 0 0 0 389 587 317 35 0 0 0 0 315 586 274 40
1413748083 775841 0 0 0 0 515 590 282 35 0 0 0 0 396 587 301 40 0 0 0 0 326 586 264 40
1413748084 776844 0 0 0 0 498 589 265 30 0 0 0 0 373 587 290 35 0 0 0 0 329 587 238 40
1413748085 777847 0 0 0 0 498 589 265 30 0 0 0 0 373 587 290 35 0 0 0 0 329 587 238 40
1413748086 778848 0 0 0 0 507 589 249 30 0 0 0 0 398 587 257 40 0 0 0 0 340 586 210 30
1413748087 779854 0 0 0 0 513 590 242 30 0 0 0 0 388 588 253 30 0 0 0 0 337 586 209 35
1413748088 780859 0 0 0 0 521 590 244 30 0 0 0 0 383 586 258 40 0 0 0 0 325 586 220 35
1413748089 781867 0 0 0 0 514 590 272 35 0 0 0 0 373 587 275 30 0 0 0 0 321 586 234 35
1413748090 782871 0 0 0 0 530 590 294 35 0 0 0 0 398 587 292 30 0 0 0 0 310 586 273 35
1413748091 783879 0 0 0 0 515 591 336 40 0 0 0 0 390 587 337 40 0 0 0 0 314 587 298 40
1413748092 784880 0 0 0 0 501 590 370 40 0 0 0 0 396 587 360 35 0 0 0 0 326 587 315 40
1413748093 785883 0 0 0 0 507 590 401 35 0 0 0 0 405 587 378 35 0 0 0 0 331 587 329 30
1413748094 786890 0 0 0 0 501 591 446 35 0 0 0 0 400 588 418 35 0 0 0 0 342 588 321 35
1413748095 787891 0 0 0 0 501 592 477 40 0 0 0 0 392 589 473 35 0 0 0 0 314 587 417 35
1413748096 788893 0 0 0 0 510 592 482 35 0 0 0 0 396 589 486 35 0 0 0 0 327 588 425 30
1413748097 789896 0 0 0 0 516 592 468 35 0 0 0 0 406 588 471 35 0 0 0 0 323 588 425 40
1413748098 790899 0 0 0 0 517 591 445 35 0 0 0 0 401 589 462 30 0 0 0 0 312 587 416 35
1413748099 791906 0 0 0 0 524 592 411 35 0 0 0 0 390 588 453 35 0 0 0 0 315 588 394 35
1413748100 792911 0 0 0 0 523 591 381 35 0 0 0 0 385 588 424 35 0 0 0 0 326 587 364 35
1413748101 793915 0 0 0 0 515 590 355 35 0 0 0 0 374 587 394 35 0 0 0 0 323 587 337 35
1413748102 794916 0 0 0 0 507 590 329 40 0 0 0 0 402 587 342 35 0 0 0 0 310 587 313 35
1413748103 795922 0 0 0 0 515 589 291 35 0 0 0 0 389 587 321 30 0 0 0 0 313 587 285 35
1413748104 796926 0 0 0 0 507 590 262 30 0 0 0 0 394 586 281 35 0 0 0 0 325 586 251 35
1413748105 797929 0 0 0 0 505 590 233 35 0 0 0 0 404 587 239 40 0 0 0 0 322 586 222 35
1413748106 798933 0 0 0 0 513 589 210 35 0 0 0 0 399 587 217 30 0 0 0 0 341 587 198 35
1413748107 799936 0 0 0 0 522 589 197 35 0 0 0 0 389 586 213 35 0 0 0 0 343 586 190 40
1413748108 800944 0 0 0 0 505 590 204 35 0 0 0 0 394 587 205 40 0 0 0 0 356 586 181 35
1413748109 801949 0 0 0 0 498 589 206 35 0 0 0 0 404 586 196 35 0 0 0 0 354 586 181 35
1413748110 802951 0 0 0 0 512 589 198 30 0 0 0 0 378 587 211 40 0 0 0 0 340 587 186 40
1413748111 803957 0 0 0 0 513 589 198 30 0 0 0 0 389 587 205 35 0 0 0 0 369 586 169 30
1413748112 804960 0 0 0 0 506 588 201 35 0 0 0 0 393 587 204 40 0 0 0 0 355 586 180 35
1413748113 805969 0 0 0 0 514 589 198 35 0 0 0 0 403 587 194 40 0 0 0 0 354 586 181 40
1413748114 806977 0 0 0 0 498 590 204 30 0 0 0 0 401 587 197 40 0 0 0 0 340 587 185 35
1413748115 807983 0 0 0 0 498 589 203 40 0 0 0 0 388 587 205 35 0 0 0 0 370 586 169 40
1413748116 808989 0 0 0 0 521 590 192 40 0 0 0 0 385 587 205 30 0 0 0 0 356 586 178 30
1413748117 809993 0 0 0 0 505 589 201 30 0 0 0 0 373 587 211 30 0 0 0 0 354 587 180 35
1413748118 810994 0 0 0 0 513 589 196 35 0 0 0 0 400 587 194 30 0 0 0 0 341 586 184 40
1413748119 811996 0 0 0 0 515 589 196 30 0 0 0 0 388 586 205 35 0 0 0 0 370 586 168 35
1413748120 812997 0 0 0 0 498 589 203 30 0 0 0 0 391 586 203 40 0 0 0 0 355 586 179 30
1413748121 813998 0 0 0 0 510 589 196 35 0 0 0 0 403 587 192 35 0 0 0 0 354 586 179 35
1413748123 815006 0 0 0 0 498 589 201 35 0 0 0 0 401 586 194 40 0 0 0 0 340 586 184 35
1413748124 816008 0 0 0 0 507 589 197 30 0 0 0 0 388 587 202 35 0 0 0 0 369 586 168 40
1413748125 817009 0 0 0 0 498 589 201 30 0 0 0 0 385 586 204 35 0 0 0 0 356 586 178 40
1413748126 818016 0 0 0 0 510 588 197 35 0 0 0 0 373 587 209 30 0 0 0 0 355 586 178 35
1413748127 819018 0 0 0 0 505 589 198 40 0 0 0 0 375 587 207 40 0 0 0 0 341 586 183 40
1413748128 820019 0 0 0 0 502 589 200 35 0 0 0 0 389 587 203 40 0 0 0 0 370 586 168 35
1413748129 821021 0 0 0 0 502 589 200 35 0 0 0 0 389 587 203 40 0 0 0 0 370 586 168 35
1413748130 822024 0 0 0 0 514 589 194 35 0 0 0 0 385 588 203 30 0 0 0 0 356 586 178 40
1413748131 823029 0 0 0 0 508 588 198 35 0 0 0 0 373 587 209 30 0 0 0 0 354 586 179 30
1413748132 824030 0 0 0 0 498 589 202 35 0 0 0 0 375 587 207 30 0 0 0 0 340 587 184 35
1413748133 825035 0 0 0 0 509 589 197 35 0 0 0 0 389 586 203 40 0 0 0 0 370 586 170 35
1413748134 826038 0 0 0 0 505 590 198 40 0 0 0 0 391 587 201 40 0 0 0 0 355 587 179 40
1413748135 827045 0 0 0 0 508 590 197 30 0 0 0 0 403 587 192 30 0 0 0 0 354 586 179 30
1413748136 828051 0 0 0 0 506 589 199 35 0 0 0 0 402 587 193 40 0 0 0 0 341 586 184 40
1413748137 829059 0 0 0 0 517 589 193 35 0 0 0 0 388 586 203 40 0 0 0 0 342 586 184 40
1413748138 830063 0 0 0 0 505 590 199 40 0 0 0 0 390 587 202 30 0 0 0 0 356 586 179 40
1413748139 831067 0 0 0 0 518 589 193 40 0 0 0 0 404 586 193 40 0 0 0 0 354 586 180 35
1413748140 832078 0 0 0 0 521 590 192 30 0 0 0 0 376 587 210 35 0 0 0 0 340 586 185 30
1413748141 833084 0 0 0 0 509 590 198 40 0 0 0 0 389 586 205 35 0 0 0 0 371 586 170 35
1413748142 834088 0 0 0 0 513 590 196 40 0 0 0 0 391 586 203 40 0 0 0 0 356 586 181 30
1413748143 835101 0 0 0 0 506 589 199 35 0 0 0 0 404 586 193 35 0 0 0 0 358 586 180 35
1413748144 836102 0 0 0 0 498 589 203 35 0 0 0 0 401 587 194 35 0 0 0 0 371 587 171 35
1413748145 837108 0 0 0 0 510 590 198 40 0 0 0 0 387 587 205 30 0 0 0 0 371 586 171 35
1413748146 838113 0 0 0 0 498 589 203 35 0 0 0 0 385 586 206 35 0 0 0 0 356 586 181 40
1413748147 839119 0 0 0 0 501 590 202 35 0 0 0 0 373 586 212 35 0 0 0 0 355 586 181 35
1413748148 840128 0 0 0 0 513 589 197 40 0 0 0 0 375 588 210 35 0 0 0 0 340 587 187 35
1413748149 841132 0 0 0 0 507 590 200 30 0 0 0 0 389 586 205 35 0 0 0 0 370 586 171 40
1413748150 842136 0 0 0 0 497 589 205 30 0 0 0 0 391 587 204 30 0 0 0 0 356 586 182 35
1413748151 843139 0 0 0 0 515 589 196 35 0 0 0 0 404 586 195 40 0 0 0 0 357 586 181 40
1413748152 844143 0 0 0 0 505 590 202 40 0 0 0 0 374 587 211 30 0 0 0 0 371 586 171 35
1413748153 845151 0 0 0 0 508 589 202 35 0 0 0 0 389 587 208 40 0 0 0 0 433 586 134 40
1413748154 846157 0 0 0 0 505 589 204 35 0 0 0 0 391 586 206 40 0 0 0 0 419 586 159 35
1413748155 847161 0 0 0 0 507 590 202 35 0 0 0 0 404 587 197 40 0 0 0 0 420 586 157 40
1413748156 848167 0 0 0 0 521 589 195 30 0 0 0 0 401 587 198 35 0 0 0 0 433 586 133 30
1413748157 849169 0 0 0 0 508 589 204 35 0 0 0 0 388 587 209 35 0 0 0 0 433 586 135 30
1413748158 850172 0 0 0 0 513 589 202 35 0 0 0 0 386 587 210 35 0 0 0 0 419 585 160 35
1413748159 851178 0 0 0 0 486 589 210 35 0 0 0 0 373 586 214 35 0 0 0 0 417 586 160 35
1413748160 852181 0 0 0 0 506 589 205 35 0 0 0 0 374 587 214 30 0 0 0 0 403 585 162 35
1413748161 853190 0 0 0 0 509 589 204 30 0 0 0 0 390 586 210 35 0 0 0 0 404 586 161 35
1413748162 854197 0 0 0 0 514 589 202 35 0 0 0 0 391 586 209 35 0 0 0 0 414 586 161 40
1413748163 855201 0 0 0 0 510 589 204 35 0 0 0 0 404 586 199 35 0 0 0 0 419 586 160 35
1413748164 856202 0 0 0 0 505 589 208 30 0 0 0 0 375 587 215 40 0 0 0 0 429 585 139 40
1413748165 857206 0 0 0 0 509 589 205 35 0 0 0 0 388 588 211 30 0 0 0 0 433 586 137 35
1413748166 858213 0 0 0 0 498 589 210 35 0 0 0 0 386 588 212 30 0 0 0 0 422 585 158 35
1413748167 859217 0 0 0 0 518 590 201 30 0 0 0 0 373 587 218 35 0 0 0 0 417 587 161 35
1413748168 860224 0 0 0 0 513 589 204 35 0 0 0 0 374 587 217 40 0 0 0 0 407 585 162 40
1413748169 861229 0 0 0 0 515 590 204 35 0 0 0 0 390 586 213 35 0 0 0 0 403 586 162 40
1413748170 862234 0 0 0 0 514 589 205 35 0 0 0 0 389 588 213 35 0 0 0 0 413 586 161 40
1413748171 863241 0 0 0 0 514 589 205 35 0 0 0 0 403 587 202 30 0 0 0 0 419 586 160 35
1413748172 864245 0 0 0 0 505 589 210 40 0 0 0 0 402 587 203 30 0 0 0 0 427 585 143 35
1413748173 865252 0 0 0 0 499 589 213 30 0 0 0 0 389 586 215 35 0 0 0 0 433 586 139 35
1413748174 866258 0 0 0 0 499 589 213 30 0 0 0 0 389 586 215 35 0 0 0 0 433 586 139 35
1413748175 867259 0 0 0 0 505 589 211 35 0 0 0 0 387 586 216 35 0 0 0 0 423 586 155 35
1413748176 868263 0 0 0 0 520 589 203 40 0 0 0 0 374 586 220 35 0 0 0 0 419 587 162 35
1413748177 869270 0 0 0 0 521 589 203 35 0 0 0 0 374 587 221 35 0 0 0 0 428 586 145 35
1413748178 870273 0 0 0 0 515 589 208 35 0 0 0 0 389 587 217 40 0 0 0 0 433 586 140 35
1413748179 871280 0 0 0 0 513 589 209 35 0 0 0 0 390 586 218 35 0 0 0 0 425 585 155 35
1413748180 872284 0 0 0 0 510 590 211 35 0 0 0 0 403 588 205 30 0 0 0 0 417 587 162 30
1413748181 873291 0 0 0 0 521 589 205 30 0 0 0 0 403 586 208 40 0 0 0 0 409 586 163 40
1413748182 874296 0 0 0 0 499 588 217 35 0 0 0 0 389 586 220 35 0 0 0 0 402 586 163 30
1413748183 875297 0 0 0 0 498 589 218 35 0 0 0 0 390 587 218 35 0 0 0 0 363 586 185 35
1413748184 876303 0 0 0 0 499 589 218 35 0 0 0 0 403 588 209 30 0 0 0 0 355 587 192 40
1413748185 877308 0 0 0 0 505 589 217 40 0 0 0 0 403 586 210 40 0 0 0 0 349 586 194 35
1413748186 878317 0 0 0 0 499 590 220 35 0 0 0 0 388 587 222 35 0 0 0 0 341 587 198 40
1413748187 879318 0 0 0 0 498 589 221 35 0 0 0 0 388 586 224 35 0 0 0 0 348 586 196 40
1413748188 880326 0 0 0 0 511 590 216 30 0 0 0 0 373 587 230 30 0 0 0 0 356 587 193 35
1413748189 881356 0 0 0 0 522 590 212 30 0 0 0 0 403 586 213 35 0 0 0 0 349 586 196 40
1413748190 882361 0 0 0 0 507 590 221 30 0 0 0 0 389 587 226 35 0 0 0 0 341 586 198 35
1413748191 883367 0 0 0 0 505 589 225 35 0 0 0 0 390 587 227 40 0 0 0 0 346 586 198 30
1413748192 884374 0 0 0 0 498 590 229 35 0 0 0 0 405 586 218 35 0 0 0 0 356 587 198 35
1413748193 885379 0 0 0 0 521 589 220 35 0 0 0 0 374 587 238 35 0 0 0 0 350 587 200 35
1413748194 886385 0 0 0 0 499 589 236 35 0 0 0 0 389 587 236 35 0 0 0 0 341 586 203 40
1413748195 887387 0 0 0 0 522 589 229 35 0 0 0 0 389 587 239 30 0 0 0 0 346 586 204 35
1413748196 888392 0 0 0 0 511 589 240 30 0 0 0 0 405 586 231 35 0 0 0 0 357 586 205 35
1413748197 889394 0 0 0 0 521 590 241 30 0 0 0 0 374 586 256 35 0 0 0 0 352 586 209 40
1413748198 890402 0 0 0 0 514 589 252 35 0 0 0 0 389 586 256 35 0 0 0 0 372 587 203 35
1413748199 891408 0 0 0 0 514 589 259 35 0 0 0 0 390 587 262 35 0 0 0 0 368 587 209 35
1413748200 892413 0 0 0 0 499 590 272 30 0 0 0 0 406 586 255 35 0 0 0 0 357 587 216 35
1413748201 893421 0 0 0 0 514 590 273 35 0 0 0 0 374 587 282 35 0 0 0 0 361 586 217 30
1413748202 894424 0 0 0 0 507 590 287 40 0 0 0 0 389 587 282 35 0 0 0 0 372 586 215 35
1413748203 895427 0 0 0 0 506 590 302 35 0 0 0 0 389 586 294 35 0 0 0 0 368 587 221 30
1413748204 896432 0 0 0 0 513 590 317 35 0 0 0 0 374 587 314 40 0 0 0 0 357 587 232 40
1413748205 897433 0 0 0 0 507 590 344 35 0 0 0 0 375 587 332 40 0 0 0 0 299 586 305 35
1413748206 898440 0 0 0 0 516 590 361 35 0 0 0 0 389 588 349 30 0 0 0 0 310 587 322 35
1413748207 899442 0 0 0 0 515 591 385 30 0 0 0 0 389 587 374 35 0 0 0 0 315 586 337 35
1413748208 900447 0 0 0 0 509 591 417 35 0 0 0 0 375 587 405 40 0 0 0 0 327 587 342 35
1413748209 901448 0 0 0 0 500 591 448 30 0 0 0 0 406 588 406 40 0 0 0 0 300 588 390 35
1413748210 902454 0 0 0 0 516 592 456 35 0 0 0 0 390 588 449 30 0 0 0 0 312 588 406 35
1413748211 903457 0 0 0 0 501 592 488 35 0 0 0 0 390 588 472 40 0 0 0 0 307 588 426 40
1413748212 904459 0 0 0 0 509 592 492 40 0 0 0 0 375 589 503 35 0 0 0 0 296 588 445 35
1413748213 905464 0 0 0 0 524 592 482 30 0 0 0 0 377 589 517 40 0 0 0 0 292 587 465 35
1413748214 906467 0 0 0 0 516 591 496 35 0 0 0 0 391 589 511 35 0 0 0 0 281 588 497 40
1413748215 907476 0 0 0 0 516 591 498 40 0 0 0 0 393 588 516 35 0 0 0 0 284 588 496 35
1413748216 908477 0 0 0 0 502 593 517 40 0 0 0 0 405 588 496 35 0 0 0 0 296 588 473 35
1413748217 909484 0 0 0 0 517 591 505 40 0 0 0 0 407 589 500 40 0 0 0 0 293 588 484 35
1413748218 910489 0 0 0 0 509 593 516 30 0 0 0 0 393 589 528 30 0 0 0 0 280 588 513 35
1413748219 911494 0 0 0 0 500 593 523 35 0 0 0 0 390 589 530 30 0 0 0 0 278 588 518 35
1413748220 912499 0 0 0 0 501 593 521 40 0 0 0 0 379 588 547 35 0 0 0 0 265 588 534 30
1413748221 913506 0 0 0 0 501 593 521 40 0 0 0 0 379 588 547 35 0 0 0 0 265 588 534 30
1413748222 914507 0 0 0 0 517 592 503 35 0 0 0 0 378 589 546 40 0 0 0 0 293 588 486 40
1413748223 915514 0 0 0 0 515 593 502 35 0 0 0 0 388 589 525 30 0 0 0 0 281 589 513 35
1413748224 916517 0 0 0 0 501 593 514 35 0 0 0 0 392 589 522 35 0 0 0 0 284 588 504 35
1413748225 917522 0 0 0 0 515 592 492 35 0 0 0 0 379 589 532 30 0 0 0 0 297 588 470 35
