1413747310 utime AM_vel(rpm) AM_supV(dV) AM_supI(dA)
1413751951 4643142 -18192 -18703 -19072
1413751951 4643397 -18192 -18703 -19072
1413751951 4643651 -18192 -18703 -19072
1413751951 4643905 -18192 -18703 -19072
1413751952 4644160 -18192 -18703 -19072
1413751952 4644412 -18192 -18703 -19072
1413751952 4644663 -18192 -18703 -19072
1413751952 4644914 -18192 -18703 -19072
1413751953 4645165 -18192 -18703 -19072
1413751953 4645419 -18192 -18703 -19072
1413751953 4645672 -18192 -18703 -19072
1413751953 4645927 -18192 -18703 -19072
1413751954 4646179 -18192 -18703 -19072
1413751954 4646431 -18192 -18703 -19072
1413751954 4646682 -18192 -18703 -19072
1413751954 4646933 -18192 -18703 -19072
1413751955 4647186 -18192 -18703 -19072
1413751955 4647441 -18192 -18703 -19072
1413751955 4647700 -18192 -18703 -19072
1413751955 4647951 -18192 -18703 -19072
1413751956 4648205 -18192 -18703 -19072
1413751956 4648459 -18192 -18703 -19072
1413751956 4648711 -18192 -18703 -19072
1413751956 4648965 -18192 -18703 -19072
1413751957 4649220 -18192 -18703 -19072
1413751957 4649473 -18192 -18703 -19072
1413751957 4649727 -18192 -18703 -19072
1413751957 4649980 -18192 -18703 -19072
1413751958 4650231 -18192 -18703 -19072
1413751958 4650484 -18192 -18703 -19072
1413751958 4650735 -18192 -18703 -19072
1413751958 4650986 -18192 -18703 -19072
1413751959 4651239 -18192 -18703 -19072
1413751959 4651491 -18192 -18703 -19072
1413751959 4651745 -18192 -18703 -19072
1413751959 4651998 -18192 -18703 -19072
1413751960 4652253 -18192 -18703 -19072
1413751960 4652506 -18192 -18703 -19072
1413751960 4652757 -18192 -18703 -19072
1413751961 4653011 -18192 -18703 -19072
1413751961 4653262 -18192 -18703 -19072
1413751961 4653515 -18192 -18703 -19072
1413751961 4653766 -18192 -18703 -19072
1413751962 4654020 -18192 -18703 -19072
1413751962 4654271 -18192 -18703 -19072
1413751962 4654530 -18192 -18703 -19072
1413751962 4654782 -18192 -18703 -19072
1413751963 4655034 -18192 -18703 -19072
1413751963 4655288 -18192 -18703 -19072
1413751963 4655546 -18192 -18703 -19072
1413751963 4655799 -18192 -18703 -19072
1413751964 4656051 -18192 -18703 -19072
1413751964 4656306 -18192 -18703 -19072
1413751964 4656560 -18192 -18703 -19072
1413751964 4656814 -18192 -18703 -19072
1413751965 4657070 -18192 -18703 -19072
1413751965 4657324 -18192 -18703 -19072
1413751965 4657579 -18192 -18703 -19072
1413751965 4657832 -18192 -18703 -19072
1413751966 4658085 -18192 -18703 -19072
1413751966 4658336 -18192 -18703 -19072
1413751966 4658587 -18192 -18703 -19072
1413751966 4658841 -18192 -18703 -19072
1413751967 4659092 -18192 -18703 -19072
1413751967 4659343 -18192 -18703 -19072
1413751967 4659594 -18192 -18703 -19072
1413751967 4659847 -18192 -18703 -19072
1413751968 4660099 -18192 -18703 -19072
1413751968 4660350 -18192 -18703 -19072
1413751968 4660606 -18192 -18703 -19072
1413751968 4660857 -18192 -18703 -19072
1413751969 4661116 -18192 -18703 -19072
1413751969 4661369 -18192 -18703 -19072
1413751969 4661622 -18192 -18703 -19072
1413751969 4661875 -18192 -18703 -19072
1413751970 4662127 -18192 -18703 -19072
1413751970 4662380 -18192 -18703 -19072
1413751970 4662635 -18192 -18703 -19072
1413751970 4662887 -18192 -18703 -19072
1413751971 4663140 -18192 -18703 -19072
1413751971 4663391 -18192 -18703 -19072
1413751971 4663643 -18192 -18703 -19072
1413751971 4663895 -18192 -18703 -19072
1413751972 4664146 -18192 -18703 -19072
1413751972 4664400 -18192 -18703 -19072
1413751972 4664652 -18192 -18703 -19072
1413751972 4664905 -18192 -18703 -19072
1413751973 4665156 -18192 -18703 -19072
1413751973 4665409 -18192 -18703 -19072
1413751973 4665660 -18192 -18703 -19072
1413751973 4665912 -18192 -18703 -19072
1413751974 4666166 -18192 -18703 -19072
1413751974 4666419 -18192 -18703 -19072
1413751974 4666674 -18192 -18703 -19072
1413751974 4666926 -18192 -18703 -19072
1413751975 4667178 -18192 -18703 -19072
1413751975 4667436 -18192 -18703 -19072
1413751975 4667689 -18192 -18703 -19072
1413751975 4667943 -18192 -18703 -19072
1413751976 4668197 -18192 -18703 -19072
1413751976 4668453 -18192 -18703 -19072
1413751976 4668704 -18192 -18703 -19072
1413751976 4668957 -18192 -18703 -19072
1413751977 4669209 -18192 -18703 -19072
1413751977 4669462 -18192 -18703 -19072
1413751977 4669715 -18192 -18703 -19072
1413751977 4669970 -18192 -18703 -19072
1413751978 4670221 -18192 -18703 -19072
1413751978 4670474 -18192 -18703 -19072
1413751978 4670726 -18192 -18703 -19072
1413751978 4670977 -18192 -18703 -19072
1413751979 4671232 -18192 -18703 -19072
1413751979 4671483 -18192 -18703 -19072
1413751979 4671736 -18192 -18703 -19072
1413751979 4671989 -18192 -18703 -19072
1413751980 4672240 -18192 -18703 -19072
1413751980 4672497 -18192 -18703 -19072
1413751980 4672752 -18192 -18703 -19072
1413751981 4673006 -18192 -18703 -19072
1413751981 4673262 -18192 -18703 -19072
1413751981 4673518 -18192 -18703 -19072
1413751981 4673773 -18192 -18703 -19072
1413751982 4674032 -18192 -18703 -19072
1413751982 4674286 -18192 -18703 -19072
1413751982 4674538 -18192 -18703 -19072
1413751982 4674790 -18192 -18703 -19072
1413751983 4675043 -18192 -18703 -19072
1413751983 4675295 -18192 -18703 -19072
1413751983 4675550 -18192 -18703 -19072
1413751983 4675804 -18192 -18703 -19072
1413751984 4676059 -18192 -18703 -19072
1413751984 4676312 -18192 -18703 -19072
1413751984 4676564 -18192 -18703 -19072
1413751984 4676816 -18192 -18703 -19072
1413751985 4677071 -18192 -18703 -19072
1413751985 4677324 -18192 -18703 -19072
1413751985 4677577 -18192 -18703 -19072
1413751985 4677831 -18192 -18703 -19072
1413751986 4678085 -18192 -18703 -19072
1413751986 4678336 -18192 -18703 -19072
1413751986 4678595 -18192 -18703 -19072
1413751986 4678846 -18192 -18703 -19072
1413751987 4679099 -18192 -18703 -19072
1413751987 4679351 -18192 -18703 -19072
1413751987 4679606 -18192 -18703 -19072
1413751987 4679859 -18192 -18703 -19072
1413751988 4680112 -18192 -18703 -19072
1413751988 4680365 -18192 -18703 -19072
1413751988 4680619 -18192 -18703 -19072
1413751988 4680871 -18192 -18703 -19072
1413751989 4681125 -18192 -18703 -19072
1413751989 4681381 -18192 -18703 -19072
1413751989 4681636 -18192 -18703 -19072
1413751989 4681888 -18192 -18703 -19072
1413751990 4682143 -18192 -18703 -19072
1413751990 4682398 -18192 -18703 -19072
1413751990 4682649 -18192 -18703 -19072
1413751990 4682900 -18192 -18703 -19072
1413751991 4683153 -18192 -18703 -19072
1413751991 4683405 -18192 -18703 -19072
1413751991 4683656 -18192 -18703 -19072
1413751991 4683910 -18192 -18703 -19072
1413751992 4684165 -18192 -18703 -19072
1413751992 4684418 -18192 -18703 -19072
1413751992 4684669 -18192 -18703 -19072
1413751992 4684921 -18192 -18703 -19072
1413751993 4685173 -18192 -18703 -19072
1413751993 4685427 -18192 -18703 -19072
1413751993 4685678 -18192 -18703 -19072
1413751993 4685929 -18192 -18703 -19072
1413751994 4686180 -18192 -18703 -19072
1413751994 4686431 -18192 -18703 -19072
1413751994 4686686 -18192 -18703 -19072
1413751994 4686941 -18192 -18703 -19072
1413751995 4687193 -18192 -18703 -19072
1413751995 4687447 -18192 -18703 -19072
1413751995 4687699 -18192 -18703 -19072
1413751995 4687954 -18192 -18703 -19072
1413751996 4688209 -18192 -18703 -19072
1413751996 4688462 -18192 -18703 -19072
1413751996 4688717 -18192 -18703 -19072
1413751996 4688969 -18192 -18703 -19072
1413751997 4689220 -18192 -18703 -19072
1413751997 4689473 -18192 -18703 -19072
1413751997 4689727 -18192 -18703 -19072
1413751997 4689983 -18192 -18703 -19072
1413751998 4690237 -18192 -18703 -19072
1413751998 4690491 -18192 -18703 -19072
1413751998 4690745 -18192 -18703 -19072
1413751999 4691002 -18192 -18703 -19072
1413751999 4691253 -18192 -18703 -19072
1413751999 4691509 -18192 -18703 -19072
1413751999 4691761 -18192 -18703 -19072
1413752000 4692013 -18192 -18703 -19072
1413752000 4692264 -18192 -18703 -19072
1413752000 4692516 -18192 -18703 -19072
1413752000 4692767 -18192 -18703 -19072
1413752001 4693021 -18192 -18703 -19072
1413752001 4693274 -18192 -18703 -19072
1413752001 4693526 -18192 -18703 -19072
1413752001 4693780 -18192 -18703 -19072
1413752002 4694035 -18192 -18703 -19072
1413752002 4694290 -18192 -18703 -19072
1413752002 4694545 -18192 -18703 -19072
1413752002 4694797 -18192 -18703 -19072
1413752003 4695052 -18192 -18703 -19072
1413752003 4695305 -18192 -18703 -19072
1413752003 4695558 -18192 -18703 -19072
1413752003 4695809 -18192 -18703 -19072
1413752004 4696062 -18192 -18703 -19072
1413752004 4696315 -18192 -18703 -19072
1413752004 4696566 -18192 -18703 -19072
1413752004 4696819 -18192 -18703 -19072
1413752005 4697073 -18192 -18703 -19072
1413752005 4697326 -18192 -18703 -19072
1413752005 4697580 -18192 -18703 -19072
1413752005 4697836 -18192 -18703 -19072
1413752006 4698090 -18192 -18703 -19072
1413752006 4698342 -18192 -18703 -19072
1413752006 4698594 -18192 -18703 -19072
1413752006 4698849 -18192 -18703 -19072
1413752007 4699102 -18192 -18703 -19072
1413752007 4699357 -18192 -18703 -19072
1413752007 4699610 -18192 -18703 -19072
1413752007 4699864 -18192 -18703 -19072
1413752008 4700116 -18192 -18703 -19072
1413752008 4700368 -18192 -18703 -19072
1413752008 4700623 -18192 -18703 -19072
1413752008 4700877 -18192 -18703 -19072
1413752009 4701130 -18192 -18703 -19072
1413752009 4701384 -18192 -18703 -19072
1413752009 4701639 -18192 -18703 -19072
1413752009 4701891 -18192 -18703 -19072
1413752010 4702144 -18192 -18703 -19072
1413752010 4702397 -18192 -18703 -19072
1413752010 4702652 -18192 -18703 -19072
1413752010 4702903 -18192 -18703 -19072
1413752011 4703156 -18192 -18703 -19072
1413752011 4703408 -18192 -18703 -19072
1413752011 4703660 -18192 -18703 -19072
1413752011 4703912 -18192 -18703 -19072
1413752012 4704167 -18192 -18703 -19072
1413752012 4704418 -18192 -18703 -19072
1413752012 4704675 -18192 -18703 -19072
1413752012 4704928 -18192 -18703 -19072
1413752013 4705181 -18192 -18703 -19072
1413752013 4705434 -18192 -18703 -19072
1413752013 4705687 -18192 -18703 -19072
1413752013 4705939 -18192 -18703 -19072
1413752014 4706193 -18192 -18703 -19072
1413752014 4706447 -18192 -18703 -19072
1413752014 4706703 -18192 -18703 -19072
1413752014 4706954 -18192 -18703 -19072
1413752015 4707205 -18192 -18703 -19072
1413752015 4707457 -18192 -18703 -19072
1413752015 4707708 -18192 -18703 -19072
1413752015 4707960 -18192 -18703 -19072
1413752016 4708214 -18192 -18703 -19072
1413752016 4708467 -18192 -18703 -19072
1413752016 4708719 -18192 -18703 -19072
1413752016 4708974 -18192 -18703 -19072
1413752017 4709228 -18192 -18703 -19072
1413752017 4709484 -18192 -18703 -19072
1413752017 4709735 -18192 -18703 -19072
1413752017 4709990 -18192 -18703 -19072
1413752018 4710242 -18192 -18703 -19072
1413752018 4710494 -18192 -18703 -19072
1413752018 4710746 -18192 -18703 -19072
1413752018 4710997 -18192 -18703 -19072
1413752019 4711250 -18192 -18703 -19072
1413752019 4711503 -18192 -18703 -19072
1413752019 4711762 -18192 -18703 -19072
1413752020 4712016 -18192 -18703 -19072
1413752020 4712269 -18192 -18703 -19072
1413752020 4712524 -18192 -18703 -19072
1413752020 4712779 -18192 -18703 -19072
1413752021 4713034 -18192 -18703 -19072
1413752021 4713292 -18192 -18703 -19072
1413752021 4713546 -18192 -18703 -19072
1413752021 4713797 -18192 -18703 -19072
1413752022 4714048 -18192 -18703 -19072
1413752022 4714303 -18192 -18703 -19072
1413752022 4714554 -18192 -18703 -19072
1413752022 4714809 -18192 -18703 -19072
1413752023 4715062 -18192 -18703 -19072
1413752023 4715316 -18192 -18703 -19072
1413752023 4715574 -18192 -18703 -19072
1413752023 4715825 -18192 -18703 -19072
1413752024 4716078 -18192 -18703 -19072
1413752024 4716331 -18192 -18703 -19072
1413752024 4716583 -18192 -18703 -19072
1413752024 4716834 -18192 -18703 -19072
1413752025 4717085 -18192 -18703 -19072
1413752025 4717338 -18192 -18703 -19072
1413752025 4717591 -18192 -18703 -19072
1413752025 4717844 -18192 -18703 -19072
1413752026 4718097 -18192 -18703 -19072
1413752026 4718349 -18192 -18703 -19072
1413752026 4718604 -18192 -18703 -19072
1413752026 4718857 -18192 -18703 -19072
1413752027 4719111 -18192 -18703 -19072
1413752027 4719366 -18192 -18703 -19072
1413752027 4719620 -18192 -18703 -19072
1413752027 4719877 -18192 -18703 -19072
1413752028 4720132 -18192 -18703 -19072
1413752028 4720386 -18192 -18703 -19072
1413752028 4720640 -18192 -18703 -19072
1413752028 4720893 -18192 -18703 -19072
1413752029 4721151 -18192 -18703 -19072
1413752029 4721405 -18192 -18703 -19072
1413752029 4721657 -18192 -18703 -19072
1413752029 4721908 -18192 -18703 -19072
1413752030 4722160 -18192 -18703 -19072
1413752030 4722412 -18192 -18703 -19072
1413752030 4722666 -18192 -18703 -19072
1413752030 4722917 -18192 -18703 -19072
1413752031 4723169 -18192 -18703 -19072
1413752031 4723420 -18192 -18703 -19072
1413752031 4723673 -18192 -18703 -19072
1413752031 4723927 -18192 -18703 -19072
1413752032 4724178 -18192 -18703 -19072
1413752032 4724429 -18192 -18703 -19072
1413752032 4724682 -18192 -18703 -19072
1413752032 4724933 -18192 -18703 -19072
1413752033 4725187 -18192 -18703 -19072
1413752033 4725440 -18192 -18703 -19072
1413752033 4725695 -18192 -18703 -19072
1413752033 4725948 -18192 -18703 -19072
1413752034 4726202 -18192 -18703 -19072
1413752034 4726455 -18192 -18703 -19072
1413752034 4726708 -18192 -18703 -19072
1413752034 4726964 -18192 -18703 -19072
1413752035 4727218 -18192 -18703 -19072
1413752035 4727472 -18192 -18703 -19072
1413752035 4727726 -18192 -18703 -19072
1413752035 4727979 -18192 -18703 -19072
1413752036 4728231 -18192 -18703 -19072
1413752036 4728486 -18192 -18703 -19072
1413752036 4728740 -18192 -18703 -19072
1413752036 4728994 -18192 -18703 -19072
1413752037 4729248 -18192 -18703 -19072
1413752037 4729504 -18192 -18703 -19072
1413752037 4729759 -18192 -18703 -19072
1413752038 4730011 -18192 -18703 -19072
1413752038 4730264 -18192 -18703 -19072
1413752038 4730515 -18192 -18703 -19072
1413752038 4730768 -18192 -18703 -19072
1413752039 4731021 -18192 -18703 -19072
1413752039 4731276 -18192 -18703 -19072
1413752039 4731529 -18192 -18703 -19072
1413752039 4731783 -18192 -18703 -19072
1413752040 4732034 -18192 -18703 -19072
1413752040 4732289 -18192 -18703 -19072
1413752040 4732545 -18192 -18703 -19072
1413752040 4732799 -18192 -18703 -19072
1413752041 4733054 -18192 -18703 -19072
1413752041 4733309 -18192 -18703 -19072
1413752041 4733564 -18192 -18703 -19072
1413752041 4733817 -18192 -18703 -19072
1413752042 4734071 -18192 -18703 -19072
1413752042 4734325 -18192 -18703 -19072
1413752042 4734580 -18192 -18703 -19072
1413752042 4734834 -18192 -18703 -19072
1413752043 4735085 -18192 -18703 -19072
1413752043 4735342 -18192 -18703 -19072
1413752043 4735593 -18192 -18703 -19072
1413752043 4735846 -18192 -18703 -19072
1413752044 4736097 -18192 -18703 -19072
1413752044 4736351 -18192 -18703 -19072
1413752044 4736602 -18192 -18703 -19072
1413752044 4736857 -18192 -18703 -19072
1413752045 4737111 -18192 -18703 -19072
1413752045 4737363 -18192 -18703 -19072
1413752045 4737620 -18192 -18703 -19072
1413752045 4737875 -18192 -18703 -19072
1413752046 4738126 -18192 -18703 -19072
1413752046 4738379 -18192 -18703 -19072
1413752046 4738634 -18192 -18703 -19072
1413752046 4738887 -18192 -18703 -19072
1413752047 4739140 -18192 -18703 -19072
1413752047 4739393 -18192 -18703 -19072
1413752047 4739644 -18192 -18703 -19072
1413752047 4739895 -18192 -18703 -19072
1413752048 4740150 -18192 -18703 -19072
1413752048 4740403 -18192 -18703 -19072
1413752048 4740654 -18192 -18703 -19072
1413752048 4740908 -18192 -18703 -19072
1413752049 4741161 -18192 -18703 -19072
1413752049 4741416 -18192 -18703 -19072
1413752049 4741669 -18192 -18703 -19072
1413752049 4741923 -18192 -18703 -19072
1413752050 4742175 -18192 -18703 -19072
1413752050 4742429 -18192 -18703 -19072
1413752050 4742684 -18192 -18703 -19072
1413752050 4742937 -18192 -18703 -19072
1413752051 4743190 -18192 -18703 -19072
1413752051 4743444 -18192 -18703 -19072
1413752051 4743697 -18192 -18703 -19072
1413752051 4743951 -18192 -18703 -19072
1413752052 4744203 -18192 -18703 -19072
1413752052 4744457 -18192 -18703 -19072
1413752052 4744712 -18192 -18703 -19072
1413752052 4744963 -18192 -18703 -19072
1413752053 4745216 -18192 -18703 -19072
1413752053 4745470 -18192 -18703 -19072
1413752053 4745725 -18192 -18703 -19072
1413752053 4745978 -18192 -18703 -19072
1413752054 4746231 -18192 -18703 -19072
1413752054 4746482 -18192 -18703 -19072
1413752054 4746734 -18192 -18703 -19072
1413752054 4746989 -18192 -18703 -19072
1413752055 4747240 -18192 -18703 -19072
1413752055 4747491 -18192 -18703 -19072
1413752055 4747742 -18192 -18703 -19072
1413752056 4748001 -18192 -18703 -19072
1413752056 4748252 -18192 -18703 -19072
1413752056 4748506 -18192 -18703 -19072
1413752056 4748761 -18192 -18703 -19072
1413752057 4749013 -18192 -18703 -19072
1413752057 4749265 -18192 -18703 -19072
1413752057 4749517 -18192 -18703 -19072
1413752057 4749772 -18192 -18703 -19072
1413752058 4750027 -18192 -18703 -19072
1413752058 4750279 -18192 -18703 -19072
1413752058 4750533 -18192 -18703 -19072
1413752058 4750787 -18192 -18703 -19072
1413752059 4751041 -18192 -18703 -19072
1413752059 4751293 -18192 -18703 -19072
1413752059 4751546 -18192 -18703 -19072
1413752059 4751802 -18192 -18703 -19072
1413752060 4752054 -18192 -18703 -19072
1413752060 4752306 -18192 -18703 -19072
1413752060 4752558 -18192 -18703 -19072
1413752060 4752810 -18192 -18703 -19072
1413752061 4753064 -18192 -18703 -19072
1413752061 4753315 -18192 -18703 -19072
1413752061 4753567 -18192 -18703 -19072
1413752061 4753822 -18192 -18703 -19072
1413752062 4754075 -18192 -18703 -19072
1413752062 4754330 -18192 -18703 -19072
1413752062 4754584 -18192 -18703 -19072
1413752062 4754837 -18192 -18703 -19072
1413752063 4755094 -18192 -18703 -19072
1413752063 4755348 -18192 -18703 -19072
1413752063 4755599 -18192 -18703 -19072
1413752063 4755851 -18192 -18703 -19072
1413752064 4756105 -18192 -18703 -19072
1413752064 4756358 -18192 -18703 -19072
1413752064 4756611 -18192 -18703 -19072
1413752064 4756866 -18192 -18703 -19072
1413752065 4757120 -18192 -18703 -19072
1413752065 4757373 -18192 -18703 -19072
1413752065 4757626 -18192 -18703 -19072
1413752065 4757883 -18192 -18703 -19072
1413752066 4758134 -18192 -18703 -19072
1413752066 4758389 -18192 -18703 -19072
1413752066 4758645 -18192 -18703 -19072
1413752066 4758900 -18192 -18703 -19072
1413752067 4759153 -18192 -18703 -19072
1413752067 4759408 -18192 -18703 -19072
1413752067 4759662 -18192 -18703 -19072
1413752067 4759915 -18192 -18703 -19072
1413752068 4760170 -18192 -18703 -19072
1413752068 4760424 -18192 -18703 -19072
1413752068 4760680 -18192 -18703 -19072
1413752068 4760933 -18192 -18703 -19072
1413752069 4761184 -18192 -18703 -19072
1413752069 4761440 -18192 -18703 -19072
1413752069 4761692 -18192 -18703 -19072
1413752069 4761946 -18192 -18703 -19072
1413752070 4762198 -18192 -18703 -19072
1413752070 4762453 -18192 -18703 -19072
1413752070 4762704 -18192 -18703 -19072
1413752070 4762955 -18192 -18703 -19072
1413752071 4763207 -18192 -18703 -19072
1413752071 4763461 -18192 -18703 -19072
1413752071 4763712 -18192 -18703 -19072
1413752071 4763963 -18192 -18703 -19072
1413752072 4764214 -18192 -18703 -19072
1413752072 4764467 -18192 -18703 -19072
1413752072 4764720 -18192 -18703 -19072
1413752072 4764975 -18192 -18703 -19072
1413752073 4765227 -18192 -18703 -19072
1413752073 4765479 -18192 -18703 -19072
1413752073 4765730 -18192 -18703 -19072
1413752073 4765983 -18192 -18703 -19072
1413752074 4766237 -18192 -18703 -19072
1413752074 4766490 -18192 -18703 -19072
1413752074 4766742 -18192 -18703 -19072
1413752074 4766995 -18192 -18703 -19072
1413752075 4767248 -18192 -18703 -19072
1413752075 4767502 -18192 -18703 -19072
1413752075 4767755 -18192 -18703 -19072
1413752076 4768010 -18192 -18703 -19072
1413752076 4768264 -18192 -18703 -19072
1413752076 4768518 -18192 -18703 -19072
1413752076 4768769 -18192 -18703 -19072
1413752077 4769032 -18192 -18703 -19072
1413752077 4769284 -18192 -18703 -19072
1413752077 4769539 -18192 -18703 -19072
1413752077 4769794 -18192 -18703 -19072
1413752078 4770045 -18192 -18703 -19072
1413752078 4770296 -18192 -18703 -19072
1413752078 4770550 -18192 -18703 -19072
1413752078 4770802 -18192 -18703 -19072
1413752079 4771054 -18192 -18703 -19072
1413752079 4771309 -18192 -18703 -19072
1413752079 4771563 -18192 -18703 -19072
1413752079 4771817 -18192 -18703 -19072
1413752080 4772069 -18192 -18703 -19072
1413752080 4772323 -18192 -18703 -19072
1413752080 4772577 -18192 -18703 -19072
1413752080 4772830 -18192 -18703 -19072
1413752081 4773085 -18192 -18703 -19072
1413752081 4773339 -18192 -18703 -19072
1413752081 4773593 -18192 -18703 -19072
1413752081 4773844 -18192 -18703 -19072
1413752082 4774095 -18192 -18703 -19072
1413752082 4774350 -18192 -18703 -19072
1413752082 4774604 -18192 -18703 -19072
1413752082 4774856 -18192 -18703 -19072
1413752083 4775113 -18192 -18703 -19072
1413752083 4775367 -18192 -18703 -19072
1413752083 4775621 -18192 -18703 -19072
1413752083 4775875 -18192 -18703 -19072
1413752084 4776127 -18192 -18703 -19072
1413752084 4776382 -18192 -18703 -19072
1413752084 4776637 -18192 -18703 -19072
1413752084 4776890 -18192 -18703 -19072
1413752085 4777142 -18192 -18703 -19072
1413752085 4777396 -18192 -18703 -19072
1413752085 4777650 -18192 -18703 -19072
1413752085 4777901 -18192 -18703 -19072
1413752086 4778155 -18192 -18703 -19072
1413752086 4778412 -18192 -18703 -19072
1413752086 4778667 -18192 -18703 -19072
1413752086 4778922 -18192 -18703 -19072
1413752087 4779174 -18192 -18703 -19072
1413752087 4779428 -18192 -18703 -19072
1413752087 4779679 -18192 -18703 -19072
1413752087 4779932 -18192 -18703 -19072
1413752088 4780187 -18192 -18703 -19072
1413752088 4780440 -18192 -18703 -19072
1413752088 4780696 -18192 -18703 -19072
1413752088 4780959 -18192 -18703 -19072
1413752089 4781217 -18192 -18703 -19072
1413752089 4781472 -18192 -18703 -19072
1413752089 4781726 -18192 -18703 -19072
1413752089 4781979 -18192 -18703 -19072
1413752090 4782230 -18192 -18703 -19072
1413752090 4782482 -18192 -18703 -19072
1413752090 4782735 -18192 -18703 -19072
1413752090 4782988 -18192 -18703 -19072
1413752091 4783241 -18192 -18703 -19072
1413752091 4783494 -18192 -18703 -19072
1413752091 4783746 -18192 -18703 -19072
1413752091 4783997 -18192 -18703 -19072
1413752092 4784249 -18192 -18703 -19072
1413752092 4784505 -18192 -18703 -19072
1413752092 4784759 -18192 -18703 -19072
1413752093 4785014 -18192 -18703 -19072
1413752093 4785265 -18192 -18703 -19072
1413752093 4785516 -18192 -18703 -19072
1413752093 4785772 -18192 -18703 -19072
1413752094 4786023 -18192 -18703 -19072
1413752094 4786278 -18192 -18703 -19072
1413752094 4786530 -18192 -18703 -19072
1413752094 4786782 -18192 -18703 -19072
1413752095 4787033 -18192 -18703 -19072
1413752095 4787286 -18192 -18703 -19072
1413752095 4787537 -18192 -18703 -19072
1413752095 4787790 -18192 -18703 -19072
1413752096 4788048 -18192 -18703 -19072
1413752096 4788299 -18192 -18703 -19072
1413752096 4788551 -18192 -18703 -19072
1413752096 4788804 -18192 -18703 -19072
1413752097 4789055 -18192 -18703 -19072
1413752097 4789309 -18192 -18703 -19072
1413752097 4789562 -18192 -18703 -19072
1413752097 4789816 -18192 -18703 -19072
1413752098 4790074 -18192 -18703 -19072
1413752098 4790326 -18192 -18703 -19072
1413752098 4790580 -18192 -18703 -19072
1413752098 4790833 -18192 -18703 -19072
1413752099 4791084 -18192 -18703 -19072
1413752099 4791339 -18192 -18703 -19072
1413752099 4791594 -18192 -18703 -19072
1413752099 4791851 -18192 -18703 -19072
1413752100 4792104 -18192 -18703 -19072
1413752100 4792357 -18192 -18703 -19072
1413752100 4792609 -18192 -18703 -19072
1413752100 4792860 -18192 -18703 -19072
1413752101 4793112 -18192 -18703 -19072
1413752101 4793367 -18192 -18703 -19072
1413752101 4793622 -18192 -18703 -19072
1413752101 4793876 -18192 -18703 -19072
1413752102 4794128 -18192 -18703 -19072
1413752102 4794380 -18192 -18703 -19072
1413752102 4794631 -18192 -18703 -19072
1413752102 4794886 -18192 -18703 -19072
1413752103 4795141 -18192 -18703 -19072
1413752103 4795392 -18192 -18703 -19072
1413752103 4795644 -18192 -18703 -19072
1413752103 4795896 -18192 -18703 -19072
1413752104 4796149 -18192 -18703 -19072
1413752104 4796403 -18192 -18703 -19072
1413752104 4796656 -18192 -18703 -19072
1413752104 4796911 -18192 -18703 -19072
1413752105 4797166 -18192 -18703 -19072
1413752105 4797418 -18192 -18703 -19072
1413752105 4797671 -18192 -18703 -19072
1413752105 4797924 -18192 -18703 -19072
1413752106 4798179 -18192 -18703 -19072
1413752106 4798433 -18192 -18703 -19072
1413752106 4798686 -18192 -18703 -19072
1413752106 4798940 -18192 -18703 -19072
1413752107 4799194 -18192 -18703 -19072
1413752107 4799445 -18192 -18703 -19072
1413752107 4799699 -18192 -18703 -19072
1413752107 4799950 -18192 -18703 -19072
1413752108 4800201 -18192 -18703 -19072
1413752108 4800455 -18192 -18703 -19072
1413752108 4800706 -18192 -18703 -19072
1413752108 4800960 -18192 -18703 -19072
1413752109 4801211 -18192 -18703 -19072
1413752109 4801463 -18192 -18703 -19072
1413752109 4801716 -18192 -18703 -19072
1413752109 4801971 -18192 -18703 -19072
1413752110 4802225 -18192 -18703 -19072
1413752110 4802480 -18192 -18703 -19072
1413752110 4802731 -18192 -18703 -19072
1413752110 4802986 -18192 -18703 -19072
1413752111 4803240 -18192 -18703 -19072
1413752111 4803493 -18192 -18703 -19072
1413752111 4803746 -18192 -18703 -19072
1413752112 4804000 -18192 -18703 -19072
1413752112 4804253 -18192 -18703 -19072
1413752112 4804506 -18192 -18703 -19072
1413752112 4804760 -18192 -18703 -19072
1413752113 4805012 -18192 -18703 -19072
1413752113 4805264 -18192 -18703 -19072
1413752113 4805518 -18192 -18703 -19072
1413752113 4805773 -18192 -18703 -19072
1413752114 4806038 -18192 -18703 -19072
1413752114 4806293 -18192 -18703 -19072
1413752114 4806544 -18192 -18703 -19072
1413752114 4806797 -18192 -18703 -19072
1413752115 4807048 -18192 -18703 -19072
1413752115 4807303 -18192 -18703 -19072
1413752115 4807554 -18192 -18703 -19072
1413752115 4807805 -18192 -18703 -19072
1413752116 4808059 -18192 -18703 -19072
1413752116 4808312 -18192 -18703 -19072
1413752116 4808567 -18192 -18703 -19072
1413752116 4808820 -18192 -18703 -19072
1413752117 4809072 -18192 -18703 -19072
1413752117 4809327 -18192 -18703 -19072
1413752117 4809578 -18192 -18703 -19072
1413752117 4809829 -18192 -18703 -19072
1413752118 4810083 -18192 -18703 -19072
1413752118 4810338 -18192 -18703 -19072
1413752118 4810596 -18192 -18703 -19072
1413752118 4810851 -18192 -18703 -19072
1413752119 4811103 -18192 -18703 -19072
