1413747310 utime AM_vel(rpm) AM_supV(dV) AM_supI(dA)
1413749311 2003064 -18192 -18703 -19072
1413749311 2003319 -18192 -18703 -19072
1413749311 2003572 -18192 -18703 -19072
1413749311 2003831 -18192 -18703 -19072
1413749312 2004085 -18192 -18703 -19072
1413749312 2004340 -18192 -18703 -19072
1413749312 2004592 -18192 -18703 -19072
1413749312 2004850 -18192 -18703 -19072
1413749313 2005105 -18192 -18703 -19072
1413749313 2005358 -18192 -18703 -19072
1413749313 2005614 -18192 -18703 -19072
1413749313 2005868 -18192 -18703 -19072
1413749314 2006119 -18192 -18703 -19072
1413749314 2006377 -18192 -18703 -19072
1413749314 2006630 -18192 -18703 -19072
1413749314 2006884 -18192 -18703 -19072
1413749315 2007135 -18192 -18703 -19072
1413749315 2007389 -18192 -18703 -19072
1413749315 2007642 -18192 -18703 -19072
1413749315 2007898 -18192 -18703 -19072
1413749316 2008152 -18192 -18703 -19072
1413749316 2008406 -18192 -18703 -19072
1413749316 2008660 -18192 -18703 -19072
1413749316 2008911 -18192 -18703 -19072
1413749317 2009167 -18192 -18703 -19072
1413749317 2009427 -18192 -18703 -19072
1413749317 2009678 -18192 -18703 -19072
1413749317 2009930 -18192 -18703 -19072
1413749318 2010181 -18192 -18703 -19072
1413749318 2010438 -18192 -18703 -19072
1413749318 2010689 -18192 -18703 -19072
1413749318 2010942 -18192 -18703 -19072
1413749319 2011196 -18192 -18703 -19072
1413749319 2011450 -18192 -18703 -19072
1413749319 2011707 -18192 -18703 -19072
1413749319 2011966 -18192 -18703 -19072
1413749320 2012221 -18192 -18703 -19072
1413749320 2012476 -18192 -18703 -19072
1413749320 2012733 -18192 -18703 -19072
1413749320 2012989 -18192 -18703 -19072
1413749321 2013245 -18192 -18703 -19072
1413749321 2013502 -18192 -18703 -19072
1413749321 2013754 -18192 -18703 -19072
1413749322 2014019 -18192 -18703 -19072
1413749322 2014271 -18192 -18703 -19072
1413749322 2014523 -18192 -18703 -19072
1413749322 2014780 -18192 -18703 -19072
1413749323 2015038 -18192 -18703 -19072
1413749323 2015289 -18192 -18703 -19072
1413749323 2015547 -18192 -18703 -19072
1413749323 2015800 -18192 -18703 -19072
1413749324 2016056 -18192 -18703 -19072
1413749324 2016311 -18192 -18703 -19072
1413749324 2016565 -18192 -18703 -19072
1413749324 2016817 -18192 -18703 -19072
1413749325 2017076 -18192 -18703 -19072
1413749325 2017329 -18192 -18703 -19072
1413749325 2017581 -18192 -18703 -19072
1413749325 2017838 -18192 -18703 -19072
1413749326 2018095 -18192 -18703 -19072
1413749326 2018352 -18192 -18703 -19072
1413749326 2018606 -18192 -18703 -19072
1413749326 2018857 -18192 -18703 -19072
1413749327 2019110 -18192 -18703 -19072
1413749327 2019366 -18192 -18703 -19072
1413749327 2019622 -18192 -18703 -19072
1413749327 2019873 -18192 -18703 -19072
1413749328 2020128 -18192 -18703 -19072
1413749328 2020380 -18192 -18703 -19072
1413749328 2020634 -18192 -18703 -19072
1413749328 2020892 -18192 -18703 -19072
1413749329 2021149 -18192 -18703 -19072
1413749329 2021406 -18192 -18703 -19072
1413749329 2021659 -18192 -18703 -19072
1413749329 2021915 -18192 -18703 -19072
1413749330 2022173 -18192 -18703 -19072
1413749330 2022425 -18192 -18703 -19072
1413749330 2022678 -18192 -18703 -19072
1413749330 2022934 -18192 -18703 -19072
1413749331 2023197 -18192 -18703 -19072
1413749331 2023448 -18192 -18703 -19072
1413749331 2023703 -18192 -18703 -19072
1413749331 2023957 -18192 -18703 -19072
1413749332 2024212 -18192 -18703 -19072
1413749332 2024467 -18192 -18703 -19072
1413749332 2024720 -18192 -18703 -19072
1413749332 2024978 -18192 -18703 -19072
1413749333 2025232 -18192 -18703 -19072
1413749333 2025484 -18192 -18703 -19072
1413749333 2025735 -18192 -18703 -19072
1413749333 2025991 -18192 -18703 -19072
1413749334 2026245 -18192 -18703 -19072
1413749334 2026498 -18192 -18703 -19072
1413749334 2026750 -18192 -18703 -19072
1413749335 2027003 -18192 -18703 -19072
1413749335 2027258 -18192 -18703 -19072
1413749335 2027514 -18192 -18703 -19072
1413749335 2027770 -18192 -18703 -19072
1413749336 2028026 -18192 -18703 -19072
1413749336 2028282 -18192 -18703 -19072
1413749336 2028536 -18192 -18703 -19072
1413749336 2028790 -18192 -18703 -19072
1413749337 2029043 -18192 -18703 -19072
1413749337 2029295 -18192 -18703 -19072
1413749337 2029547 -18192 -18703 -19072
1413749337 2029800 -18192 -18703 -19072
1413749338 2030051 -18192 -18703 -19072
1413749338 2030303 -18192 -18703 -19072
1413749338 2030555 -18192 -18703 -19072
1413749338 2030806 -18192 -18703 -19072
1413749339 2031061 -18192 -18703 -19072
1413749339 2031313 -18192 -18703 -19072
1413749339 2031569 -18192 -18703 -19072
1413749339 2031820 -18192 -18703 -19072
1413749340 2032299 -18192 -18703 -19072
1413749340 2032552 -18192 -18703 -19072
1413749340 2032805 -18192 -18703 -19072
1413749341 2033062 -18192 -18703 -19072
1413749341 2033313 -18192 -18703 -19072
1413749341 2033566 -18192 -18703 -19072
1413749341 2033822 -18192 -18703 -19072
1413749342 2034078 -18192 -18703 -19072
1413749342 2034338 -18192 -18703 -19072
1413749342 2034596 -18192 -18703 -19072
1413749342 2034849 -18192 -18703 -19072
1413749343 2035105 -18192 -18703 -19072
1413749343 2035365 -18192 -18703 -19072
1413749343 2035621 -18192 -18703 -19072
1413749343 2035875 -18192 -18703 -19072
1413749344 2036132 -18192 -18703 -19072
1413749344 2036389 -18192 -18703 -19072
1413749344 2036646 -18192 -18703 -19072
1413749344 2036904 -18192 -18703 -19072
1413749345 2037167 -18192 -18703 -19072
1413749345 2037424 -18192 -18703 -19072
1413749345 2037678 -18192 -18703 -19072
1413749345 2037936 -18192 -18703 -19072
1413749346 2038193 -18192 -18703 -19072
1413749346 2038449 -18192 -18703 -19072
1413749346 2038703 -18192 -18703 -19072
1413749346 2038960 -18192 -18703 -19072
1413749347 2039212 -18192 -18703 -19072
1413749347 2039467 -18192 -18703 -19072
1413749347 2039727 -18192 -18703 -19072
1413749347 2039984 -18192 -18703 -19072
1413749348 2040239 -18192 -18703 -19072
1413749348 2040492 -18192 -18703 -19072
1413749348 2040749 -18192 -18703 -19072
1413749349 2041002 -18192 -18703 -19072
1413749349 2041255 -18192 -18703 -19072
1413749349 2041507 -18192 -18703 -19072
1413749349 2041764 -18192 -18703 -19072
1413749350 2042015 -18192 -18703 -19072
1413749350 2042270 -18192 -18703 -19072
1413749350 2042526 -18192 -18703 -19072
1413749350 2042780 -18192 -18703 -19072
1413749351 2043033 -18192 -18703 -19072
1413749351 2043285 -18192 -18703 -19072
1413749351 2043540 -18192 -18703 -19072
1413749351 2043796 -18192 -18703 -19072
1413749352 2044048 -18192 -18703 -19072
1413749352 2044301 -18192 -18703 -19072
1413749352 2044553 -18192 -18703 -19072
1413749352 2044809 -18192 -18703 -19072
1413749353 2045063 -18192 -18703 -19072
1413749353 2045317 -18192 -18703 -19072
1413749353 2045573 -18192 -18703 -19072
1413749353 2045830 -18192 -18703 -19072
1413749354 2046084 -18192 -18703 -19072
1413749354 2046338 -18192 -18703 -19072
1413749354 2046596 -18192 -18703 -19072
1413749354 2046852 -18192 -18703 -19072
1413749355 2047117 -18192 -18703 -19072
1413749355 2047373 -18192 -18703 -19072
1413749355 2047626 -18192 -18703 -19072
1413749355 2047882 -18192 -18703 -19072
1413749356 2048140 -18192 -18703 -19072
1413749356 2048396 -18192 -18703 -19072
1413749356 2048647 -18192 -18703 -19072
1413749356 2048903 -18192 -18703 -19072
1413749357 2049157 -18192 -18703 -19072
1413749357 2049408 -18192 -18703 -19072
1413749357 2049659 -18192 -18703 -19072
1413749357 2049910 -18192 -18703 -19072
1413749358 2050164 -18192 -18703 -19072
1413749358 2050415 -18192 -18703 -19072
1413749358 2050671 -18192 -18703 -19072
1413749358 2050922 -18192 -18703 -19072
1413749359 2051177 -18192 -18703 -19072
1413749359 2051430 -18192 -18703 -19072
1413749359 2051684 -18192 -18703 -19072
1413749359 2051941 -18192 -18703 -19072
1413749360 2052198 -18192 -18703 -19072
1413749360 2052449 -18192 -18703 -19072
1413749360 2052703 -18192 -18703 -19072
1413749360 2052955 -18192 -18703 -19072
1413749361 2053206 -18192 -18703 -19072
1413749361 2053463 -18192 -18703 -19072
1413749361 2053714 -18192 -18703 -19072
1413749361 2053965 -18192 -18703 -19072
1413749362 2054221 -18192 -18703 -19072
1413749362 2054480 -18192 -18703 -19072
1413749362 2054734 -18192 -18703 -19072
1413749362 2054991 -18192 -18703 -19072
1413749363 2055248 -18192 -18703 -19072
1413749363 2055499 -18192 -18703 -19072
1413749363 2055750 -18192 -18703 -19072
1413749364 2056007 -18192 -18703 -19072
1413749364 2056263 -18192 -18703 -19072
1413749364 2056514 -18192 -18703 -19072
1413749364 2056768 -18192 -18703 -19072
1413749365 2057020 -18192 -18703 -19072
1413749365 2057277 -18192 -18703 -19072
1413749365 2057535 -18192 -18703 -19072
1413749365 2057789 -18192 -18703 -19072
1413749366 2058046 -18192 -18703 -19072
1413749366 2058301 -18192 -18703 -19072
1413749366 2058553 -18192 -18703 -19072
1413749366 2058813 -18192 -18703 -19072
1413749367 2059070 -18192 -18703 -19072
1413749367 2059322 -18192 -18703 -19072
1413749367 2059576 -18192 -18703 -19072
1413749367 2059833 -18192 -18703 -19072
1413749368 2060085 -18192 -18703 -19072
1413749368 2060342 -18192 -18703 -19072
1413749368 2060602 -18192 -18703 -19072
1413749368 2060854 -18192 -18703 -19072
1413749369 2061115 -18192 -18703 -19072
1413749369 2061369 -18192 -18703 -19072
1413749369 2061625 -18192 -18703 -19072
1413749369 2061879 -18192 -18703 -19072
1413749370 2062132 -18192 -18703 -19072
1413749370 2062388 -18192 -18703 -19072
1413749370 2062640 -18192 -18703 -19072
1413749370 2062897 -18192 -18703 -19072
1413749371 2063149 -18192 -18703 -19072
1413749371 2063407 -18192 -18703 -19072
1413749371 2063664 -18192 -18703 -19072
1413749371 2063917 -18192 -18703 -19072
1413749372 2064172 -18192 -18703 -19072
1413749372 2064427 -18192 -18703 -19072
1413749372 2064686 -18192 -18703 -19072
1413749372 2064939 -18192 -18703 -19072
1413749373 2065192 -18192 -18703 -19072
1413749373 2065447 -18192 -18703 -19072
1413749373 2065698 -18192 -18703 -19072
1413749373 2065949 -18192 -18703 -19072
1413749374 2066217 -18192 -18703 -19072
1413749374 2066472 -18192 -18703 -19072
1413749374 2066725 -18192 -18703 -19072
1413749374 2066982 -18192 -18703 -19072
1413749375 2067291 -18192 -18703 -19072
1413749375 2067542 -18192 -18703 -19072
1413749375 2067799 -18192 -18703 -19072
1413749376 2068050 -18192 -18703 -19072
1413749376 2068306 -18192 -18703 -19072
1413749376 2068560 -18192 -18703 -19072
1413749376 2068813 -18192 -18703 -19072
1413749377 2069069 -18192 -18703 -19072
1413749377 2069322 -18192 -18703 -19072
1413749377 2069573 -18192 -18703 -19072
1413749377 2069833 -18192 -18703 -19072
1413749378 2070090 -18192 -18703 -19072
1413749378 2070350 -18192 -18703 -19072
1413749378 2070608 -18192 -18703 -19072
1413749378 2070864 -18192 -18703 -19072
1413749379 2071115 -18192 -18703 -19072
1413749379 2071373 -18192 -18703 -19072
1413749379 2071632 -18192 -18703 -19072
1413749379 2071889 -18192 -18703 -19072
1413749380 2072145 -18192 -18703 -19072
1413749380 2072396 -18192 -18703 -19072
1413749380 2072650 -18192 -18703 -19072
1413749380 2072903 -18192 -18703 -19072
1413749381 2073159 -18192 -18703 -19072
1413749381 2073417 -18192 -18703 -19072
1413749381 2073672 -18192 -18703 -19072
1413749381 2073924 -18192 -18703 -19072
1413749382 2074179 -18192 -18703 -19072
1413749382 2074444 -18192 -18703 -19072
1413749382 2074703 -18192 -18703 -19072
1413749382 2074956 -18192 -18703 -19072
1413749383 2075208 -18192 -18703 -19072
1413749383 2075465 -18192 -18703 -19072
1413749383 2075719 -18192 -18703 -19072
1413749383 2075972 -18192 -18703 -19072
1413749384 2076224 -18192 -18703 -19072
1413749384 2076475 -18192 -18703 -19072
1413749384 2076732 -18192 -18703 -19072
1413749384 2076989 -18192 -18703 -19072
1413749385 2077246 -18192 -18703 -19072
1413749385 2077508 -18192 -18703 -19072
1413749385 2077763 -18192 -18703 -19072
1413749386 2078014 -18192 -18703 -19072
1413749386 2078265 -18192 -18703 -19072
1413749386 2078520 -18192 -18703 -19072
1413749386 2078778 -18192 -18703 -19072
1413749387 2079031 -18192 -18703 -19072
1413749387 2079282 -18192 -18703 -19072
1413749387 2079536 -18192 -18703 -19072
1413749387 2079794 -18192 -18703 -19072
1413749388 2080047 -18192 -18703 -19072
1413749388 2080301 -18192 -18703 -19072
1413749388 2080555 -18192 -18703 -19072
1413749388 2080810 -18192 -18703 -19072
1413749389 2081068 -18192 -18703 -19072
1413749389 2081326 -18192 -18703 -19072
1413749389 2081582 -18192 -18703 -19072
1413749389 2081839 -18192 -18703 -19072
1413749390 2082095 -18192 -18703 -19072
1413749390 2082355 -18192 -18703 -19072
1413749390 2082612 -18192 -18703 -19072
1413749390 2082869 -18192 -18703 -19072
1413749391 2083121 -18192 -18703 -19072
1413749391 2083376 -18192 -18703 -19072
1413749391 2083628 -18192 -18703 -19072
1413749391 2083884 -18192 -18703 -19072
1413749392 2084139 -18192 -18703 -19072
1413749392 2084407 -18192 -18703 -19072
1413749392 2084666 -18192 -18703 -19072
1413749392 2084920 -18192 -18703 -19072
1413749393 2085176 -18192 -18703 -19072
1413749393 2085428 -18192 -18703 -19072
1413749393 2085683 -18192 -18703 -19072
1413749393 2085935 -18192 -18703 -19072
1413749394 2086188 -18192 -18703 -19072
1413749394 2086439 -18192 -18703 -19072
1413749394 2086696 -18192 -18703 -19072
1413749394 2086953 -18192 -18703 -19072
1413749395 2087206 -18192 -18703 -19072
1413749395 2087466 -18192 -18703 -19072
1413749395 2087724 -18192 -18703 -19072
1413749395 2087977 -18192 -18703 -19072
1413749396 2088235 -18192 -18703 -19072
1413749396 2088488 -18192 -18703 -19072
1413749396 2088740 -18192 -18703 -19072
1413749396 2088991 -18192 -18703 -19072
1413749397 2089244 -18192 -18703 -19072
1413749397 2089495 -18192 -18703 -19072
1413749397 2089751 -18192 -18703 -19072
1413749398 2090009 -18192 -18703 -19072
1413749398 2090266 -18192 -18703 -19072
1413749398 2090520 -18192 -18703 -19072
1413749398 2090771 -18192 -18703 -19072
1413749399 2091025 -18192 -18703 -19072
1413749399 2091277 -18192 -18703 -19072
1413749399 2091528 -18192 -18703 -19072
1413749399 2091781 -18192 -18703 -19072
1413749400 2092039 -18192 -18703 -19072
1413749400 2092296 -18192 -18703 -19072
1413749400 2092551 -18192 -18703 -19072
1413749400 2092809 -18192 -18703 -19072
1413749401 2093067 -18192 -18703 -19072
1413749401 2093323 -18192 -18703 -19072
1413749401 2093580 -18192 -18703 -19072
1413749401 2093835 -18192 -18703 -19072
1413749402 2094087 -18192 -18703 -19072
1413749402 2094341 -18192 -18703 -19072
1413749402 2094593 -18192 -18703 -19072
1413749402 2094851 -18192 -18703 -19072
1413749403 2095108 -18192 -18703 -19072
1413749403 2095359 -18192 -18703 -19072
1413749403 2095614 -18192 -18703 -19072
1413749403 2095866 -18192 -18703 -19072
1413749404 2096123 -18192 -18703 -19072
1413749404 2096379 -18192 -18703 -19072
1413749404 2096634 -18192 -18703 -19072
1413749404 2096886 -18192 -18703 -19072
1413749405 2097137 -18192 -18703 -19072
1413749405 2097388 -18192 -18703 -19072
1413749405 2097649 -18192 -18703 -19072
1413749405 2097902 -18192 -18703 -19072
1413749406 2098159 -18192 -18703 -19072
1413749406 2098412 -18192 -18703 -19072
1413749406 2098663 -18192 -18703 -19072
1413749406 2098914 -18192 -18703 -19072
1413749407 2099171 -18192 -18703 -19072
1413749407 2099428 -18192 -18703 -19072
1413749407 2099680 -18192 -18703 -19072
1413749407 2099934 -18192 -18703 -19072
1413749408 2100191 -18192 -18703 -19072
1413749408 2100454 -18192 -18703 -19072
1413749408 2100706 -18192 -18703 -19072
1413749408 2100961 -18192 -18703 -19072
1413749409 2101219 -18192 -18703 -19072
1413749409 2101476 -18192 -18703 -19072
1413749409 2101731 -18192 -18703 -19072
1413749409 2101983 -18192 -18703 -19072
1413749410 2102235 -18192 -18703 -19072
1413749410 2102492 -18192 -18703 -19072
1413749410 2102750 -18192 -18703 -19072
1413749411 2103006 -18192 -18703 -19072
1413749411 2103263 -18192 -18703 -19072
1413749411 2103515 -18192 -18703 -19072
1413749411 2103771 -18192 -18703 -19072
1413749412 2104025 -18192 -18703 -19072
1413749412 2104276 -18192 -18703 -19072
1413749412 2104538 -18192 -18703 -19072
1413749412 2104794 -18192 -18703 -19072
1413749413 2105053 -18192 -18703 -19072
1413749413 2105304 -18192 -18703 -19072
1413749413 2105556 -18192 -18703 -19072
1413749413 2105813 -18192 -18703 -19072
1413749414 2106069 -18192 -18703 -19072
1413749414 2106324 -18192 -18703 -19072
1413749414 2106578 -18192 -18703 -19072
1413749414 2106834 -18192 -18703 -19072
1413749415 2107086 -18192 -18703 -19072
1413749415 2107341 -18192 -18703 -19072
1413749415 2107610 -18192 -18703 -19072
1413749415 2107861 -18192 -18703 -19072
1413749416 2108112 -18192 -18703 -19072
1413749416 2108363 -18192 -18703 -19072
1413749416 2108622 -18192 -18703 -19072
1413749416 2108879 -18192 -18703 -19072
1413749417 2109136 -18192 -18703 -19072
1413749417 2109389 -18192 -18703 -19072
1413749417 2109648 -18192 -18703 -19072
1413749417 2109900 -18192 -18703 -19072
1413749418 2110155 -18192 -18703 -19072
1413749418 2110412 -18192 -18703 -19072
1413749418 2110668 -18192 -18703 -19072
1413749418 2110924 -18192 -18703 -19072
1413749419 2111177 -18192 -18703 -19072
1413749419 2111434 -18192 -18703 -19072
1413749419 2111689 -18192 -18703 -19072
1413749419 2111942 -18192 -18703 -19072
1413749420 2112197 -18192 -18703 -19072
1413749420 2112453 -18192 -18703 -19072
1413749420 2112706 -18192 -18703 -19072
1413749420 2112963 -18192 -18703 -19072
1413749421 2113218 -18192 -18703 -19072
1413749421 2113470 -18192 -18703 -19072
1413749421 2113721 -18192 -18703 -19072
1413749421 2113974 -18192 -18703 -19072
1413749422 2114227 -18192 -18703 -19072
1413749422 2114482 -18192 -18703 -19072
1413749422 2114739 -18192 -18703 -19072
1413749422 2114991 -18192 -18703 -19072
1413749423 2115248 -18192 -18703 -19072
1413749423 2115506 -18192 -18703 -19072
1413749423 2115758 -18192 -18703 -19072
1413749424 2116011 -18192 -18703 -19072
1413749424 2116268 -18192 -18703 -19072
1413749424 2116520 -18192 -18703 -19072
1413749424 2116778 -18192 -18703 -19072
1413749425 2117032 -18192 -18703 -19072
1413749425 2117284 -18192 -18703 -19072
1413749425 2117537 -18192 -18703 -19072
1413749425 2117789 -18192 -18703 -19072
1413749426 2118046 -18192 -18703 -19072
1413749426 2118303 -18192 -18703 -19072
1413749426 2118554 -18192 -18703 -19072
1413749426 2118808 -18192 -18703 -19072
1413749427 2119060 -18192 -18703 -19072
1413749427 2119312 -18192 -18703 -19072
1413749427 2119575 -18192 -18703 -19072
1413749427 2119832 -18192 -18703 -19072
1413749428 2120084 -18192 -18703 -19072
1413749428 2120339 -18192 -18703 -19072
1413749428 2120596 -18192 -18703 -19072
1413749428 2120852 -18192 -18703 -19072
1413749429 2121104 -18192 -18703 -19072
1413749429 2121358 -18192 -18703 -19072
1413749429 2121611 -18192 -18703 -19072
1413749429 2121866 -18192 -18703 -19072
1413749430 2122123 -18192 -18703 -19072
1413749430 2122377 -18192 -18703 -19072
1413749430 2122628 -18192 -18703 -19072
1413749430 2122880 -18192 -18703 -19072
1413749431 2123131 -18192 -18703 -19072
1413749431 2123387 -18192 -18703 -19072
1413749431 2123638 -18192 -18703 -19072
1413749431 2123893 -18192 -18703 -19072
1413749432 2124146 -18192 -18703 -19072
1413749432 2124401 -18192 -18703 -19072
1413749432 2124660 -18192 -18703 -19072
1413749432 2124914 -18192 -18703 -19072
1413749433 2125166 -18192 -18703 -19072
1413749433 2125419 -18192 -18703 -19072
1413749433 2125674 -18192 -18703 -19072
1413749433 2125928 -18192 -18703 -19072
1413749434 2126180 -18192 -18703 -19072
1413749434 2126434 -18192 -18703 -19072
1413749434 2126695 -18192 -18703 -19072
1413749434 2126950 -18192 -18703 -19072
1413749435 2127205 -18192 -18703 -19072
1413749435 2127456 -18192 -18703 -19072
1413749435 2127712 -18192 -18703 -19072
1413749435 2127966 -18192 -18703 -19072
1413749436 2128225 -18192 -18703 -19072
1413749436 2128477 -18192 -18703 -19072
1413749436 2128731 -18192 -18703 -19072
1413749436 2128983 -18192 -18703 -19072
1413749437 2129236 -18192 -18703 -19072
1413749437 2129491 -18192 -18703 -19072
1413749437 2129749 -18192 -18703 -19072
1413749438 2130001 -18192 -18703 -19072
1413749438 2130253 -18192 -18703 -19072
1413749438 2130504 -18192 -18703 -19072
1413749438 2130755 -18192 -18703 -19072
1413749439 2131011 -18192 -18703 -19072
1413749439 2131266 -18192 -18703 -19072
1413749439 2131517 -18192 -18703 -19072
1413749439 2131772 -18192 -18703 -19072
1413749440 2132024 -18192 -18703 -19072
1413749440 2132281 -18192 -18703 -19072
1413749440 2132533 -18192 -18703 -19072
1413749440 2132789 -18192 -18703 -19072
1413749441 2133045 -18192 -18703 -19072
1413749441 2133302 -18192 -18703 -19072
1413749441 2133558 -18192 -18703 -19072
1413749441 2133809 -18192 -18703 -19072
1413749442 2134065 -18192 -18703 -19072
1413749442 2134323 -18192 -18703 -19072
1413749442 2134587 -18192 -18703 -19072
1413749442 2134846 -18192 -18703 -19072
1413749443 2135102 -18192 -18703 -19072
1413749443 2135354 -18192 -18703 -19072
1413749443 2135612 -18192 -18703 -19072
1413749443 2135866 -18192 -18703 -19072
1413749444 2136118 -18192 -18703 -19072
1413749444 2136374 -18192 -18703 -19072
1413749444 2136625 -18192 -18703 -19072
1413749444 2136877 -18192 -18703 -19072
1413749445 2137137 -18192 -18703 -19072
1413749445 2137396 -18192 -18703 -19072
1413749445 2137819 -18192 -18703 -19072
1413749446 2138084 -18192 -18703 -19072
1413749446 2138342 -18192 -18703 -19072
1413749446 2138598 -18192 -18703 -19072
1413749446 2138849 -18192 -18703 -19072
1413749447 2139102 -18192 -18703 -19072
1413749447 2139353 -18192 -18703 -19072
1413749447 2139604 -18192 -18703 -19072
1413749447 2139861 -18192 -18703 -19072
1413749448 2140116 -18192 -18703 -19072
1413749448 2140367 -18192 -18703 -19072
1413749448 2140623 -18192 -18703 -19072
1413749448 2140882 -18192 -18703 -19072
1413749449 2141139 -18192 -18703 -19072
1413749449 2141394 -18192 -18703 -19072
1413749449 2141645 -18192 -18703 -19072
1413749449 2141899 -18192 -18703 -19072
1413749450 2142151 -18192 -18703 -19072
1413749450 2142408 -18192 -18703 -19072
1413749450 2142665 -18192 -18703 -19072
1413749450 2142922 -18192 -18703 -19072
1413749451 2143177 -18192 -18703 -19072
1413749451 2143430 -18192 -18703 -19072
1413749451 2143685 -18192 -18703 -19072
1413749451 2143945 -18192 -18703 -19072
1413749452 2144202 -18192 -18703 -19072
1413749452 2144459 -18192 -18703 -19072
1413749452 2144713 -18192 -18703 -19072
1413749452 2144966 -18192 -18703 -19072
1413749453 2145223 -18192 -18703 -19072
1413749453 2145475 -18192 -18703 -19072
1413749453 2145731 -18192 -18703 -19072
1413749453 2145987 -18192 -18703 -19072
1413749454 2146242 -18192 -18703 -19072
1413749454 2146495 -18192 -18703 -19072
1413749454 2146756 -18192 -18703 -19072
1413749455 2147014 -18192 -18703 -19072
1413749455 2147271 -18192 -18703 -19072
1413749455 2147524 -18192 -18703 -19072
1413749455 2147779 -18192 -18703 -19072
1413749456 2148037 -18192 -18703 -19072
1413749456 2148295 -18192 -18703 -19072
1413749456 2148548 -18192 -18703 -19072
1413749456 2148801 -18192 -18703 -19072
1413749457 2149057 -18192 -18703 -19072
1413749457 2149309 -18192 -18703 -19072
1413749457 2149565 -18192 -18703 -19072
1413749457 2149817 -18192 -18703 -19072
1413749458 2150073 -18192 -18703 -19072
1413749458 2150328 -18192 -18703 -19072
1413749458 2150588 -18192 -18703 -19072
1413749458 2150841 -18192 -18703 -19072
1413749459 2151094 -18192 -18703 -19072
1413749459 2151349 -18192 -18703 -19072
1413749459 2151606 -18192 -18703 -19072
1413749459 2151861 -18192 -18703 -19072
1413749460 2152112 -18192 -18703 -19072
1413749460 2152372 -18192 -18703 -19072
1413749460 2152623 -18192 -18703 -19072
1413749460 2152883 -18192 -18703 -19072
1413749461 2153135 -18192 -18703 -19072
1413749461 2153392 -18192 -18703 -19072
1413749461 2153644 -18192 -18703 -19072
1413749461 2153895 -18192 -18703 -19072
1413749462 2154149 -18192 -18703 -19072
1413749462 2154402 -18192 -18703 -19072
1413749462 2154653 -18192 -18703 -19072
1413749462 2154911 -18192 -18703 -19072
1413749463 2155170 -18192 -18703 -19072
1413749463 2155422 -18192 -18703 -19072
1413749463 2155678 -18192 -18703 -19072
1413749463 2155931 -18192 -18703 -19072
1413749464 2156182 -18192 -18703 -19072
1413749464 2156439 -18192 -18703 -19072
1413749464 2156690 -18192 -18703 -19072
1413749464 2156945 -18192 -18703 -19072
1413749465 2157198 -18192 -18703 -19072
1413749465 2157451 -18192 -18703 -19072
1413749465 2157728 -18192 -18703 -19072
1413749465 2157985 -18192 -18703 -19072
1413749466 2158241 -18192 -18703 -19072
1413749466 2158492 -18192 -18703 -19072
1413749466 2158743 -18192 -18703 -19072
1413749466 2158998 -18192 -18703 -19072
1413749467 2159256 -18192 -18703 -19072
1413749467 2159512 -18192 -18703 -19072
1413749467 2159764 -18192 -18703 -19072
1413749468 2160016 -18192 -18703 -19072
1413749468 2160272 -18192 -18703 -19072
1413749468 2160528 -18192 -18703 -19072
1413749468 2160784 -18192 -18703 -19072
1413749469 2161035 -18192 -18703 -19072
1413749469 2161290 -18192 -18703 -19072
1413749469 2161547 -18192 -18703 -19072
1413749469 2161799 -18192 -18703 -19072
1413749470 2162056 -18192 -18703 -19072
1413749470 2162312 -18192 -18703 -19072
1413749470 2162570 -18192 -18703 -19072
1413749470 2162832 -18192 -18703 -19072
1413749471 2163085 -18192 -18703 -19072
1413749471 2163341 -18192 -18703 -19072
1413749471 2163594 -18192 -18703 -19072
1413749471 2163849 -18192 -18703 -19072
1413749472 2164106 -18192 -18703 -19072
1413749472 2164365 -18192 -18703 -19072
1413749472 2164616 -18192 -18703 -19072
1413749472 2164871 -18192 -18703 -19072
1413749473 2165126 -18192 -18703 -19072
1413749473 2165383 -18192 -18703 -19072
1413749473 2165635 -18192 -18703 -19072
1413749473 2165886 -18192 -18703 -19072
1413749474 2166139 -18192 -18703 -19072
1413749474 2166397 -18192 -18703 -19072
1413749474 2166653 -18192 -18703 -19072
1413749474 2166909 -18192 -18703 -19072
1413749475 2167162 -18192 -18703 -19072
1413749475 2167413 -18192 -18703 -19072
1413749475 2167667 -18192 -18703 -19072
1413749475 2167923 -18192 -18703 -19072
1413749476 2168180 -18192 -18703 -19072
1413749476 2168432 -18192 -18703 -19072
1413749476 2168684 -18192 -18703 -19072
1413749476 2168936 -18192 -18703 -19072
1413749477 2169191 -18192 -18703 -19072
1413749477 2169447 -18192 -18703 -19072
1413749477 2169701 -18192 -18703 -19072
1413749477 2169953 -18192 -18703 -19072
1413749478 2170212 -18192 -18703 -19072
1413749478 2170466 -18192 -18703 -19072
1413749478 2170718 -18192 -18703 -19072
1413749478 2170975 -18192 -18703 -19072
1413749479 2171226 -18192 -18703 -19072
1413749479 2171483 -18192 -18703 -19072
1413749479 2171742 -18192 -18703 -19072
1413749479 2171995 -18192 -18703 -19072
1413749480 2172253 -18192 -18703 -19072
1413749480 2172508 -18192 -18703 -19072
