1413747310 utime volts24 volts12 gappos gapmotor BSChKill MotCont MotPreC ArrCont ArrPreC GapD1 GapIN1 GapIN2 ArrayA ArrayB ArrayC Estop Thren
1413749623 2315281 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749624 2316282 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749625 2317287 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749626 2318288 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749627 2319293 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749628 2320302 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749629 2321306 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749630 2322314 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749631 2323317 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749632 2324323 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749633 2325327 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749634 2326331 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749635 2327334 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749636 2328340 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749637 2329347 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749638 2330348 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749639 2331353 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749640 2332355 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749641 2333372 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749642 2334375 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749643 2335381 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749644 2336385 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749645 2337393 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749646 2338395 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749647 2339397 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749648 2340398 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749649 2341401 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749650 2342408 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749651 2343413 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749652 2344419 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749653 2345425 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749654 2346431 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749655 2347436 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749656 2348442 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749657 2349450 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749658 2350452 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749659 2351457 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749660 2352461 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749661 2353468 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749662 2354471 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749663 2355475 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749664 2356481 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749665 2357488 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749666 2358493 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749667 2359495 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749668 2360500 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749669 2361501 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749670 2362503 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749671 2363507 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749672 2364508 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749673 2365513 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749674 2366518 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749675 2367521 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749676 2368536 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749677 2369544 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749678 2370545 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749679 2371554 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749680 2372561 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749681 2373563 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749682 2374569 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749683 2375574 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749684 2376579 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749685 2377580 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749686 2378587 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749687 2379592 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749688 2380595 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749689 2381596 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749690 2382600 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749691 2383602 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749692 2384604 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749693 2385609 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749694 2386610 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749695 2387616 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749696 2388622 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749697 2389629 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749698 2390633 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749699 2391641 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749700 2392651 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749701 2393658 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749702 2394661 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749703 2395663 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749704 2396666 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749705 2397674 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749706 2398681 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749707 2399685 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749708 2400691 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749709 2401697 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749710 2402704 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749711 2403705 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749712 2404711 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749713 2405718 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749714 2406722 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749715 2407725 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749716 2408730 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749717 2409733 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749718 2410740 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749719 2411746 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749720 2412752 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749721 2413756 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749722 2414764 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749723 2415775 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749724 2416779 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749725 2417782 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749726 2418806 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749727 2419808 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749728 2420816 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749729 2421821 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749730 2422827 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749731 2423833 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749732 2424837 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749733 2425844 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749734 2426845 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749735 2427846 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749736 2428855 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749737 2429856 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749738 2430859 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749739 2431865 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749740 2432872 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749741 2433874 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749742 2434876 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749743 2435882 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749744 2436887 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749745 2437889 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749746 2438890 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749747 2439891 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749748 2440899 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749749 2441903 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749750 2442904 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749751 2443912 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749752 2444913 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749753 2445915 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749754 2446918 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749755 2447920 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749756 2448923 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749757 2449926 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749758 2450932 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749759 2451934 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749760 2452936 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749761 2453943 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749762 2454949 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749763 2455955 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749764 2456959 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749765 2457960 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749766 2458965 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749767 2459967 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749768 2460973 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749769 2461974 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749770 2462981 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749771 2463987 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749772 2464993 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749774 2466003 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749775 2467006 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749776 2468008 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749777 2469016 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749778 2470022 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749779 2471030 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749780 2472035 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749781 2473041 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749782 2474046 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749783 2475053 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749784 2476059 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749785 2477065 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749786 2478071 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749787 2479077 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749788 2480081 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749789 2481082 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749790 2482089 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749791 2483095 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749792 2484105 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749793 2485106 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749794 2486111 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749795 2487117 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749796 2488119 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749797 2489137 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749798 2490143 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749799 2491151 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749800 2492158 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749801 2493161 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749802 2494165 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749803 2495170 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749804 2496171 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749805 2497172 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749806 2498178 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749807 2499182 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749808 2500188 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749809 2501196 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749810 2502198 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749811 2503205 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749812 2504213 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749813 2505215 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749814 2506216 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749815 2507218 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749816 2508219 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749817 2509226 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749818 2510233 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749819 2511235 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749820 2512237 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749821 2513243 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749822 2514248 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749823 2515252 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749824 2516259 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749825 2517260 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749826 2518264 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749827 2519269 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749828 2520277 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749829 2521281 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749830 2522286 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749831 2523293 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749832 2524295 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749833 2525301 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749834 2526306 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749835 2527312 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749836 2528318 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749837 2529324 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749838 2530329 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749839 2531333 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749840 2532341 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749841 2533346 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749842 2534347 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749843 2535352 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749844 2536355 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749845 2537357 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749846 2538363 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749847 2539370 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749848 2540373 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749849 2541378 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749850 2542385 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749851 2543386 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749852 2544388 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749853 2545393 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749854 2546396 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749855 2547397 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749856 2548404 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749857 2549409 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749858 2550418 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749859 2551423 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749860 2552426 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749861 2553432 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749862 2554439 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749863 2555446 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749864 2556447 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749865 2557449 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749866 2558457 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749867 2559466 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749868 2560473 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749869 2561477 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749870 2562479 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749871 2563480 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749872 2564487 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749873 2565492 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749874 2566495 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749875 2567502 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749876 2568509 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749877 2569512 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749878 2570513 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749879 2571517 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749880 2572522 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749881 2573529 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749882 2574534 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749883 2575536 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749884 2576541 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749885 2577542 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749886 2578543 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749887 2579551 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749888 2580556 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749889 2581562 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749890 2582570 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749891 2583574 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749892 2584578 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749893 2585579 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749894 2586585 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749895 2587592 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749896 2588594 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749897 2589598 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749898 2590604 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749899 2591606 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749900 2592609 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749901 2593616 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749902 2594623 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749903 2595627 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749904 2596630 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749905 2597631 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749906 2598632 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749907 2599633 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749908 2600635 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749909 2601640 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749910 2602647 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749911 2603651 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749912 2604655 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749913 2605660 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749914 2606662 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749915 2607663 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749916 2608666 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749917 2609670 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749918 2610672 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749919 2611673 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749920 2612675 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749921 2613678 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749922 2614682 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749923 2615687 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749924 2616690 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749925 2617691 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749926 2618692 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749927 2619707 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749928 2620714 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749929 2621715 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749930 2622720 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749931 2623725 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749932 2624731 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749933 2625733 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749934 2626738 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749935 2627740 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749936 2628742 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749937 2629746 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749938 2630750 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749939 2631755 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749940 2632758 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749941 2633759 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749942 2634762 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749943 2635763 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413749944 2636766 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749945 2637770 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413749946 2638773 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
