1413747310 utime volts24 volts12 gappos gapmotor BSChKill MotCont MotPreC ArrCont ArrPreC GapD1 GapIN1 GapIN2 ArrayA ArrayB ArrayC Estop Thren
1413751445 4137347 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751446 4138348 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751447 4139351 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751448 4140352 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751449 4141362 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751450 4142364 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751451 4143366 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751452 4144372 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751453 4145377 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751454 4146384 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751455 4147391 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751456 4148397 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751457 4149402 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751458 4150407 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751459 4151411 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751460 4152414 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751461 4153421 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751462 4154422 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751463 4155424 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751464 4156433 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751465 4157435 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751466 4158437 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751467 4159440 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751468 4160445 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751469 4161449 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751470 4162450 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751471 4163454 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751472 4164462 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751473 4165465 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751474 4166467 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751475 4167473 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751476 4168476 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751477 4169478 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751478 4170480 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751479 4171483 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751480 4172487 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751481 4173488 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751482 4174490 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751483 4175491 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751484 4176492 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751485 4177497 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751486 4178501 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751487 4179505 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751488 4180510 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751489 4181514 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751490 4182518 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751491 4183522 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751492 4184526 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751493 4185529 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751494 4186530 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751495 4187531 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751496 4188533 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751497 4189534 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751498 4190539 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751499 4191543 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751500 4192547 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751501 4193549 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751502 4194555 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751503 4195563 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751504 4196570 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751505 4197575 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751506 4198579 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751507 4199584 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751508 4200585 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751509 4201587 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751510 4202592 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751511 4203597 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751512 4204602 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751513 4205607 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751514 4206610 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751515 4207612 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751516 4208617 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751517 4209626 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751518 4210629 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751519 4211630 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751520 4212631 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751521 4213634 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751522 4214637 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751523 4215639 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751524 4216641 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751525 4217645 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751526 4218646 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751527 4219648 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751528 4220653 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751529 4221656 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751530 4222661 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751531 4223662 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751532 4224667 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751533 4225669 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751534 4226672 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751535 4227675 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751536 4228679 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751537 4229682 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751538 4230684 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751539 4231689 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751540 4232691 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751541 4233697 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751542 4234703 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751543 4235704 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751544 4236709 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751545 4237714 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751546 4238719 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751547 4239724 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751548 4240726 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751549 4241731 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751550 4242734 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751551 4243736 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751552 4244738 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751553 4245741 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751554 4246746 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751555 4247751 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751556 4248754 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751557 4249758 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751558 4250762 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751559 4251767 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751560 4252772 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751561 4253777 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751562 4254782 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751563 4255783 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751564 4256784 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751565 4257785 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751566 4258791 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751567 4259792 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751568 4260797 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751569 4261800 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751570 4262803 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751571 4263807 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751572 4264812 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751573 4265813 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751574 4266816 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751575 4267817 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751576 4268820 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751577 4269821 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751578 4270826 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751579 4271827 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751580 4272828 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751581 4273832 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751582 4274836 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751583 4275837 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751584 4276838 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751585 4277843 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751586 4278851 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751587 4279854 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751588 4280858 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751589 4281863 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751590 4282867 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751591 4283868 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751592 4284869 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751593 4285875 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751594 4286881 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751595 4287883 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751596 4288889 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751597 4289893 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751598 4290897 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751599 4291901 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751600 4292906 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751601 4293907 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751602 4294911 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751603 4295913 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751604 4296917 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751605 4297920 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751606 4298922 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751607 4299924 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751608 4300925 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751609 4301926 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751610 4302930 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751611 4303933 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751612 4304941 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751613 4305946 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751614 4306950 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751615 4307952 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751616 4308957 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751617 4309960 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751618 4310964 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751619 4311967 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751620 4312972 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751621 4313977 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751622 4314982 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751623 4315986 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751624 4316987 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751625 4317992 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751626 4318995 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751627 4319998 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751629 4321001 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751630 4322003 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751631 4323007 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751632 4324012 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751633 4325013 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751634 4326014 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751635 4327017 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751636 4328020 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751637 4329025 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751638 4330032 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751639 4331036 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751640 4332038 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751641 4333039 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751642 4334054 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751643 4335056 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751644 4336057 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751645 4337061 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751646 4338063 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751647 4339066 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751648 4340070 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751649 4341074 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751650 4342077 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751651 4343082 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751652 4344087 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751653 4345088 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751654 4346089 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751655 4347091 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751656 4348093 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751657 4349094 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751658 4350097 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751659 4351099 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751660 4352102 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751661 4353107 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751662 4354111 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751663 4355116 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751664 4356118 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751665 4357124 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751666 4358130 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751667 4359132 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751668 4360133 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751669 4361137 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751670 4362138 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751671 4363145 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751672 4364148 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751673 4365150 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751674 4366159 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751675 4367164 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751676 4368167 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751677 4369168 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751678 4370176 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751679 4371179 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751680 4372181 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751681 4373188 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751682 4374193 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751683 4375199 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751684 4376203 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751685 4377207 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751686 4378209 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751687 4379211 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751688 4380217 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751689 4381224 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751690 4382225 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751691 4383231 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751692 4384236 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751693 4385244 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751694 4386249 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751695 4387252 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751696 4388253 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751697 4389254 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751698 4390257 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751699 4391259 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751700 4392261 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751701 4393267 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751702 4394271 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751703 4395277 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751704 4396284 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751705 4397291 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751706 4398303 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751707 4399311 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751708 4400315 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751709 4401320 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751710 4402327 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751711 4403330 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751712 4404336 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751713 4405340 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751714 4406344 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751715 4407351 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751716 4408355 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751717 4409360 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751718 4410363 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751719 4411365 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751720 4412366 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751721 4413367 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751722 4414383 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751723 4415388 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751724 4416392 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751725 4417395 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751726 4418399 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751727 4419402 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751728 4420415 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751729 4421420 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751730 4422426 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751731 4423433 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751732 4424440 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751733 4425443 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751734 4426445 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751735 4427449 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751736 4428454 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751737 4429461 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751738 4430463 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751739 4431465 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751740 4432471 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751741 4433477 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751742 4434484 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751743 4435488 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751744 4436493 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751745 4437496 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751746 4438499 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751747 4439506 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751748 4440511 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751749 4441519 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751750 4442523 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751751 4443530 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751752 4444533 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751753 4445536 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751754 4446541 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751755 4447547 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751756 4448553 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751757 4449556 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751758 4450557 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751759 4451559 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751760 4452564 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751761 4453567 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751762 4454569 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751763 4455574 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751764 4456580 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751765 4457587 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751766 4458593 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413751767 4459596 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413751768 4460598 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
