1413747310 utime cmd  I(cA)    SOC   stat  on mea bal  tr  yr  mo  dy  hr  mn sc   ti
1413749459 2151676 99 127 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749460 2152679 99 125 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749461 2153681 99 127 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749462 2154687 99 127 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749463 2155694 99 127 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749464 2156699 99 125 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749465 2157700 99 125 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749466 2158704 99 127 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749467 2159709 99 127 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749468 2160710 99 127 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749469 2161714 99 127 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749470 2162721 99 127 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749471 2163723 99 127 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749472 2164730 99 127 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749473 2165734 99 125 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749474 2166737 99 127 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749475 2167744 99 125 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749476 2168748 99 127 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749477 2169750 99 125 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749478 2170755 99 125 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749479 2171758 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749480 2172765 99 127 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749481 2173769 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749482 2174771 99 125 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749483 2175775 99 125 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749484 2176777 99 125 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749485 2177782 99 127 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749486 2178786 99 127 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749487 2179793 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749488 2180795 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749489 2181801 99 127 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749490 2182807 99 125 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749491 2183814 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749492 2184816 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749493 2185817 99 125 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749494 2186823 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749495 2187826 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749496 2188834 99 125 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749497 2189836 99 125 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749498 2190837 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749499 2191842 99 127 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749500 2192846 99 125 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749501 2193853 99 125 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749502 2194858 99 125 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749503 2195867 99 125 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749504 2196868 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749505 2197873 99 125 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749506 2198875 99 125 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749507 2199879 99 125 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749508 2200884 99 125 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749509 2201885 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749510 2202887 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749511 2203894 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749512 2204898 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749513 2205903 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749514 2206904 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749515 2207907 99 120 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749516 2208911 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749517 2209913 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749518 2210917 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749519 2211921 99 120 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749520 2212924 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749521 2213926 99 120 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749522 2214932 99 120 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749523 2215939 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749524 2216944 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749525 2217945 99 120 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749526 2218946 99 120 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749527 2219951 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749528 2220954 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749529 2221956 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749530 2222959 99 120 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749531 2223961 99 120 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749532 2224967 99 120 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749533 2225969 99 120 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749534 2226974 99 120 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749535 2227979 99 120 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749536 2228981 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749537 2229986 99 120 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749538 2230991 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749539 2231995 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749540 2232998 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749541 2233999 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749543 2235002 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749544 2236007 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749545 2237009 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749546 2238013 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749547 2239018 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749548 2240025 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749549 2241027 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749550 2242034 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749551 2243038 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749552 2244039 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749553 2245044 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749554 2246046 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749555 2247050 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749556 2248053 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749557 2249054 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749558 2250059 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749559 2251064 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749560 2252065 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749561 2253066 99 120 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749562 2254067 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749563 2255069 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749564 2256071 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749565 2257076 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749566 2258081 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749567 2259083 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749568 2260087 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749569 2261088 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749570 2262091 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749571 2263096 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749572 2264099 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749573 2265104 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749574 2266109 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749575 2267114 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749576 2268116 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749577 2269120 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749578 2270122 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749579 2271126 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749580 2272127 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749581 2273132 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749582 2274134 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749583 2275139 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749584 2276143 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749585 2277148 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749586 2278152 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749587 2279157 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749588 2280161 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749589 2281164 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749590 2282165 99 110 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749591 2283170 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749592 2284171 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749593 2285173 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749594 2286178 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749595 2287180 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749596 2288183 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749597 2289186 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749598 2290187 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749599 2291192 99 110 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749600 2292195 99 110 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749601 2293198 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749602 2294202 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749603 2295207 99 110 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749604 2296213 99 110 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749605 2297217 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749606 2298222 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749607 2299225 99 110 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749608 2300230 99 110 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749609 2301232 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749610 2302236 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749611 2303237 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749612 2304239 99 110 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749613 2305245 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749614 2306248 99 107 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749615 2307251 99 110 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749616 2308252 99 110 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749617 2309253 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749618 2310255 99 110 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749619 2311257 99 110 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749620 2312263 99 110 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749621 2313272 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749622 2314276 99 110 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749623 2315281 99 110 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749624 2316282 99 110 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749625 2317287 99 110 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749626 2318288 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749627 2319293 99 110 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749628 2320302 99 110 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749629 2321306 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749630 2322314 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749631 2323317 99 110 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749632 2324323 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749633 2325327 99 110 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749634 2326331 99 110 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749635 2327334 99 110 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749636 2328340 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749637 2329347 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749638 2330348 99 107 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749639 2331353 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749640 2332355 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749641 2333372 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749642 2334375 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749643 2335381 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749644 2336385 99 110 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749645 2337393 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749646 2338395 99 110 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749647 2339397 99 110 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749648 2340398 99 110 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749649 2341401 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749650 2342408 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749651 2343413 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749652 2344419 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749653 2345425 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749654 2346431 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749655 2347436 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749656 2348442 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749657 2349450 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749658 2350452 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749659 2351457 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749660 2352461 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749661 2353468 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749662 2354471 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749663 2355475 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749664 2356481 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749665 2357488 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749666 2358493 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749667 2359495 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749668 2360500 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749669 2361501 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749670 2362503 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749671 2363507 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749672 2364508 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749673 2365513 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749674 2366518 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749675 2367521 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749676 2368536 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749677 2369544 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749678 2370545 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749679 2371554 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749680 2372561 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749681 2373563 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749682 2374569 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749683 2375574 99 112 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749684 2376579 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749685 2377580 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749686 2378587 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749687 2379592 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749688 2380595 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749689 2381596 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749690 2382600 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749691 2383602 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749692 2384604 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749693 2385609 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749694 2386610 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749695 2387616 99 115 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749696 2388622 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749697 2389629 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749698 2390633 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749699 2391641 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749700 2392651 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749701 2393658 99 120 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749702 2394661 99 120 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749703 2395663 99 120 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749704 2396666 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749705 2397674 99 117 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749706 2398681 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749707 2399685 99 120 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749708 2400691 99 120 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749709 2401697 99 120 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749710 2402704 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749711 2403705 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749712 2404711 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749713 2405718 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749714 2406722 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749715 2407725 99 125 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749716 2408730 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749717 2409733 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749718 2410740 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749719 2411746 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749720 2412752 99 125 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749721 2413756 99 125 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749722 2414764 99 125 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749723 2415775 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749724 2416779 99 122 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749725 2417782 99 127 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749726 2418806 99 127 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749727 2419808 99 125 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749728 2420816 99 127 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749729 2421821 99 127 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749730 2422827 99 130 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749731 2423833 99 127 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749732 2424837 99 130 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749733 2425844 99 127 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749734 2426845 99 125 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749735 2427846 99 127 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749736 2428855 99 127 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749737 2429856 99 130 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749738 2430859 99 130 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749739 2431865 99 127 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749740 2432872 99 130 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749741 2433874 99 130 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749742 2434876 99 130 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749743 2435882 99 127 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749744 2436887 99 130 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749745 2437889 99 132 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749746 2438890 99 130 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749747 2439891 99 132 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749748 2440899 99 132 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749749 2441903 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749750 2442904 99 132 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749751 2443912 99 132 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749752 2444913 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749753 2445915 99 132 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749754 2446918 99 132 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749755 2447920 99 132 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749756 2448923 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749757 2449926 99 130 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749758 2450932 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749759 2451934 99 132 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749760 2452936 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749761 2453943 99 137 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749762 2454949 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749763 2455955 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749764 2456959 99 132 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749765 2457960 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749766 2458965 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749767 2459967 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749768 2460973 99 137 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749769 2461974 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749770 2462981 99 137 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749771 2463987 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749772 2464993 99 137 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749774 2466003 99 137 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749775 2467006 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749776 2468008 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749777 2469016 99 137 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749778 2470022 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749779 2471030 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749780 2472035 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749781 2473041 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749782 2474046 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749783 2475053 99 137 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749784 2476059 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749785 2477065 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749786 2478071 99 132 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749787 2479077 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749788 2480081 99 137 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749789 2481082 99 137 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749790 2482089 99 137 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749791 2483095 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749792 2484105 99 137 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749793 2485106 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749794 2486111 99 137 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749795 2487117 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749796 2488119 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749797 2489137 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749798 2490143 99 137 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749799 2491151 99 137 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749800 2492158 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749801 2493161 99 137 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749802 2494165 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749803 2495170 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749804 2496171 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749805 2497172 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749806 2498178 99 137 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749807 2499182 99 137 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749808 2500188 99 137 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749809 2501196 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749810 2502198 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749811 2503205 99 137 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749812 2504213 99 137 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749813 2505215 99 135 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749814 2506216 99 137 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749815 2507218 99 137 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749816 2508219 99 137 68 2 1 0 0 0 0 0 0 0 0 0 0
1413749817 2509226 99 137 68 2 1 0 0 0 0 0 0 0 0 0 0
