1413747310 utime cmd  I(cA)    SOC   stat  on mea bal  tr  yr  mo  dy  hr  mn sc   ti
1413747407 99697 99 550 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747408 100702 99 542 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747409 101709 99 530 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747410 102721 99 522 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747411 103725 99 512 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747412 104729 99 505 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747413 105730 99 512 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747414 106731 99 507 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747415 107737 99 497 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747416 108741 99 492 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747417 109748 99 492 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747418 110751 99 500 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747419 111752 99 515 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747420 112754 99 527 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747421 113758 99 555 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747422 114765 99 562 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747423 115772 99 567 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747424 116779 99 567 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747425 117783 99 577 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747426 118788 99 577 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747427 119794 99 577 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747428 120797 99 577 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747429 121798 99 575 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747430 122806 99 575 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747431 123808 99 567 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747432 124809 99 570 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747433 125815 99 570 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747434 126822 99 572 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747435 127829 99 577 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747436 128833 99 575 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747437 129834 99 582 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747438 130840 99 582 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747439 131845 99 582 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747440 132852 99 577 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747441 133857 99 572 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747442 134865 99 567 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747443 135870 99 552 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747444 136875 99 532 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747445 137879 99 497 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747446 138882 99 457 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747447 139886 99 410 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747448 140889 99 355 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747449 141892 99 300 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747450 142902 99 270 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747451 143910 99 245 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747452 144911 99 225 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747453 145916 99 225 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747454 146923 99 222 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747455 147927 99 222 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747456 148945 99 220 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747457 149951 99 220 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747458 150954 99 220 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747459 151957 99 220 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747460 152959 99 220 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747461 153960 99 220 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747462 154967 99 217 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747463 155968 99 220 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747464 156973 99 220 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747465 157981 99 227 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747466 158983 99 232 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747467 159986 99 240 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747468 160988 99 242 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747469 161996 99 237 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747471 163000 99 230 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747472 164006 99 217 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747473 165013 99 207 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747474 166020 99 200 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747475 167025 99 200 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747476 168031 99 197 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747477 169036 99 195 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747478 170043 99 195 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747479 171049 99 195 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747480 172051 99 197 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747481 173052 99 195 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747482 174053 99 197 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747483 175059 99 192 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747484 176063 99 195 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747485 177067 99 195 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747486 178070 99 190 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747487 179073 99 195 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747488 180077 99 195 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747489 181078 99 195 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747490 182085 99 187 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747491 183088 99 190 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747492 184090 99 190 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747493 185096 99 187 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747494 186102 99 185 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747495 187106 99 190 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747496 188107 99 190 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747497 189110 99 190 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747498 190115 99 190 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747499 191122 99 187 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747500 192126 99 187 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747501 193135 99 190 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747502 194143 99 190 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747503 195149 99 187 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747504 196155 99 187 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747505 197161 99 187 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747506 198169 99 187 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747507 199171 99 195 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747508 200177 99 200 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747509 201178 99 205 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747510 202182 99 220 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747511 203184 99 245 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747512 204186 99 255 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747513 205200 99 257 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747514 206204 99 257 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747515 207211 99 257 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747516 208217 99 265 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747517 209218 99 287 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747518 210219 99 312 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747519 211224 99 340 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747520 212232 99 355 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747521 213240 99 355 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747522 214247 99 370 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747523 215251 99 392 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747524 216253 99 407 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747525 217257 99 407 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747526 218258 99 380 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747527 219266 99 340 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747528 220270 99 317 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747529 221279 99 310 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747530 222280 99 312 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747531 223290 99 320 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747532 224291 99 325 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747533 225293 99 315 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747534 226297 99 292 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747535 227301 99 267 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747536 228302 99 240 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747537 229307 99 212 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747538 230312 99 197 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747539 231318 99 195 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747540 232322 99 185 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747541 233327 99 182 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747542 234332 99 175 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747543 235341 99 167 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747544 236342 99 167 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747545 237348 99 165 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747546 238350 99 162 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747547 239354 99 165 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747548 240358 99 165 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747549 241360 99 165 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747550 242362 99 162 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747551 243363 99 160 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747552 244365 99 160 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747553 245368 99 162 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747554 246371 99 160 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747555 247377 99 160 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747556 248383 99 160 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747557 249390 99 157 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747558 250399 99 160 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747559 251403 99 157 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747560 252412 99 160 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747561 253416 99 155 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747562 254421 99 157 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747563 255423 99 155 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747564 256426 99 157 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747565 257429 99 155 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747566 258437 99 152 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747567 259442 99 155 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747568 260448 99 155 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747569 261453 99 152 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747570 262459 99 155 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747571 263463 99 152 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747572 264469 99 152 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747573 265475 99 152 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747574 266476 99 152 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747575 267481 99 152 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747576 268486 99 152 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747577 269493 99 150 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747578 270500 99 150 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747579 271510 99 147 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747580 272516 99 150 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747581 273523 99 147 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747582 274524 99 150 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747583 275529 99 147 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747584 276535 99 142 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747585 277539 99 150 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747586 278545 99 150 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747587 279551 99 147 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747588 280554 99 150 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747589 281558 99 150 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747590 282565 99 150 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747591 283572 99 150 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747592 284578 99 150 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747593 285588 99 152 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747594 286590 99 150 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747595 287596 99 150 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747596 288601 99 150 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747597 289608 99 152 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747598 290618 99 147 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747599 291627 99 147 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747600 292629 99 147 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747601 293643 99 147 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747602 294646 99 150 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747603 295650 99 150 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747604 296655 99 150 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747605 297659 99 150 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747606 298660 99 147 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747607 299663 99 150 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747608 300668 99 150 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747609 301673 99 150 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747610 302680 99 150 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747611 303684 99 150 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747612 304688 99 152 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747613 305691 99 152 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747614 306696 99 150 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747615 307701 99 152 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747616 308702 99 152 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747617 309709 99 152 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747618 310714 99 155 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747619 311719 99 155 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747620 312723 99 155 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747621 313730 99 155 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747622 314735 99 155 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747623 315741 99 157 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747624 316746 99 157 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747625 317747 99 160 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747626 318749 99 157 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747627 319753 99 160 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747628 320754 99 160 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747629 321766 99 160 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747630 322771 99 160 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747631 323774 99 160 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747632 324777 99 165 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747633 325785 99 165 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747634 326786 99 167 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747635 327790 99 165 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747636 328804 99 167 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747637 329808 99 170 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747638 330809 99 170 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747639 331819 99 170 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747640 332821 99 170 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747641 333829 99 172 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747642 334835 99 175 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747643 335840 99 175 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747644 336844 99 177 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747645 337845 99 185 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747646 338847 99 197 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747647 339852 99 210 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747648 340856 99 230 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747649 341860 99 260 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747650 342867 99 307 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747651 343870 99 350 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747652 344873 99 387 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747653 345878 99 415 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747654 346881 99 430 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747655 347884 99 445 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747656 348892 99 472 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747657 349895 99 507 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747658 350901 99 535 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747659 351910 99 557 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747660 352914 99 567 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747661 353920 99 572 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747662 354932 99 570 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747663 355938 99 582 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747664 356944 99 590 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747665 357950 99 592 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747666 358957 99 595 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747667 359965 99 592 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747668 360968 99 577 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747669 361974 99 547 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747670 362980 99 515 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747671 363982 99 485 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747672 364983 99 455 64 2 1 0 0 0 0 0 0 0 0 0 0
1413747673 365992 99 457 64 2 1 0 0 0 0 0 0 0 0 0 0
