1413741615 utime T(cK) I(cA) V(mV) V_sup(mV) Stat T(cK) I(cA) V(mV) V_sup(mV) Stat
1413742506 892566 29565 -90 12910 0 1 29430 -90 11525 77 1
1413742507 893569 29565 -90 12905 0 1 29430 -90 11525 77 1
1413742508 894571 29565 -90 12905 0 1 29430 -90 11525 77 1
1413742509 895576 29565 -90 12905 0 1 29430 -90 11525 66 1
1413742510 896581 29565 -90 12905 0 1 29430 -90 11525 77 1
1413742511 897585 29565 -90 12905 0 1 29430 -90 11525 66 1
1413742512 898591 29565 -90 12905 0 1 29430 -89 11525 77 1
1413742513 899596 29565 -90 12905 0 1 29430 -90 11525 66 1
1413742514 900597 29565 -90 12905 0 1 29430 -90 11525 77 1
1413742515 901600 29565 -90 12905 0 1 29430 -90 11525 77 1
1413742516 902602 29565 -90 12905 0 1 29430 -90 11525 77 1
1413742517 903607 29565 -90 12905 0 1 29430 -90 11525 77 1
1413742518 904612 29565 -90 12905 0 1 29430 -90 11525 77 1
1413742519 905617 29565 -90 12905 0 1 29430 -90 11525 66 1
1413742520 906620 29565 -90 12905 0 1 29430 -90 11525 77 1
1413742521 907623 29565 -90 12905 0 1 29430 -90 11525 66 1
1413742522 908626 29565 -90 12905 0 1 29430 -90 11525 77 1
1413742523 909646 29565 -90 12905 0 1 29430 -90 11520 77 1
1413742524 910650 29565 -90 12905 0 1 29430 -89 11525 77 1
1413742525 911652 29565 -90 12905 0 1 29430 -90 11525 66 1
1413742526 912653 29565 -90 12905 0 1 29430 -90 11520 77 1
1413742527 913658 29565 -90 12905 0 1 29430 -90 11520 66 1
1413742528 914661 29565 -89 12905 0 1 29430 -90 11525 66 1
1413742529 915664 29565 -90 12905 0 1 29430 -90 11520 77 1
1413742530 916669 29565 -90 12905 0 1 29430 -90 11520 77 1
1413742531 917671 29565 -90 12905 0 1 29430 -90 11520 77 1
1413742532 918674 29565 -90 12905 0 1 29430 -90 11520 66 1
1413742533 919677 29565 -90 12905 0 1 29430 -90 11520 66 1
1413742534 920678 29565 -90 12905 0 1 29430 -90 11520 66 1
1413742535 921679 29565 -90 12905 0 1 29430 -90 11520 66 1
1413742536 922681 29565 -90 12900 0 1 29430 -90 11520 77 1
1413742537 923684 29565 -90 12900 0 1 29430 -90 11520 77 1
1413742538 924686 29565 -90 12900 0 1 29430 -90 11520 66 1
1413742539 925687 29565 -90 12900 0 1 29430 -90 11520 77 1
1413742540 926691 29565 -90 12900 0 1 29430 -90 11520 66 1
1413742541 927694 29565 -90 12900 0 1 29430 -90 11520 66 1
1413742542 928697 29565 -90 12900 0 1 29430 -90 11520 77 1
1413742543 929698 29565 -90 12900 0 1 29430 -90 11520 77 1
1413742544 930700 29565 -90 12900 0 1 29430 -90 11520 77 1
1413742545 931704 29565 -90 12900 0 1 29430 -90 11520 66 1
1413742546 932709 29565 -90 12900 0 1 29430 -90 11520 77 1
1413742547 933714 29565 -90 12900 0 1 29430 -90 11520 77 1
1413742548 934717 29565 -90 12900 0 1 29430 -90 11520 66 1
1413742549 935721 29565 -89 12900 0 1 29430 -90 11520 77 1
1413742550 936725 29565 -89 12900 0 1 29430 -90 11520 77 1
1413742551 937726 29565 -90 12900 0 1 29430 -89 11520 77 1
1413742552 938730 29565 -90 12900 0 1 29430 -89 11520 77 1
1413742553 939731 29565 -90 12900 0 1 29430 -90 11515 77 1
1413742554 940734 29565 -90 12900 0 1 29430 -90 11515 66 1
1413742555 941736 29565 -90 12900 0 1 29430 -89 11515 77 1
1413742556 942738 29565 -90 12900 0 1 29430 -90 11520 66 1
1413742557 943741 29565 -89 12900 0 1 29430 -90 11515 77 1
1413742558 944744 29565 -89 12900 0 1 29430 -90 11520 66 1
1413742559 945752 29565 -90 12900 0 1 29430 -90 11515 77 1
1413742560 946757 29565 -90 12900 0 1 29430 -90 11515 77 1
1413742561 947760 29565 -89 12900 0 1 29430 -90 11515 77 1
1413742562 948763 29565 -90 12900 0 1 29430 -90 11515 66 1
1413742563 949772 29565 -90 12895 0 1 29430 -90 11515 77 1
1413742564 950773 29565 -90 12895 0 1 29430 -90 11515 77 1
1413742565 951774 29565 -89 12895 0 1 29430 -90 11515 77 1
1413742566 952777 29565 -90 12895 0 1 29430 -90 11515 77 1
1413742567 953781 29565 -90 12895 0 1 29430 -90 11515 66 1
1413742568 954783 29565 -90 12895 0 1 29430 -90 11510 66 1
1413742569 955787 29565 -90 12895 0 1 29430 -90 11515 66 1
1413742570 956791 29565 -89 12895 0 1 29430 -89 11515 77 1
1413742571 957797 29565 -89 12895 0 1 29430 -89 11515 77 1
1413742572 958798 29565 -89 12895 0 1 29430 -89 11515 77 1
1413742573 959808 29565 -87 12895 0 1 29430 -87 11515 77 1
1413742574 960815 29565 -87 12900 0 1 29430 -87 11515 77 1
1413742575 961819 29565 -89 12895 0 1 29430 -89 11515 77 1
1413742576 962823 29565 -89 12895 0 1 29430 -89 11515 66 1
1413742577 963829 29565 -89 12895 0 1 29430 -89 11515 77 1
1413742578 964833 29565 -87 12895 0 1 29430 -87 11515 77 1
1413742579 965836 29565 -87 12895 0 1 29430 -87 11515 66 1
1413742580 966841 29565 -87 12895 0 1 29430 -87 11515 77 1
1413742581 967842 29565 -87 12895 0 1 29430 -87 11510 77 1
1413742582 968846 29565 -89 12895 0 1 29430 -87 11515 66 1
1413742583 969848 29565 -89 12895 0 1 29430 -87 11515 66 1
1413742584 970850 29565 -87 12895 0 1 29430 -87 11515 77 1
1413742585 971854 29565 -87 12895 0 1 29430 -87 11515 66 1
1413742586 972855 29565 -87 12895 0 1 29430 -87 11515 77 1
1413742587 973860 29565 -87 12895 0 1 29430 -87 11515 66 1
1413742588 974863 29565 -87 12895 0 1 29430 -87 11515 66 1
1413742589 975866 29565 -87 12895 0 1 29430 -87 11515 66 1
1413742590 976874 29565 -87 12895 0 1 29430 -87 11515 77 1
1413742591 977876 29565 -87 12895 0 1 29430 -89 11510 77 1
1413742592 978877 29565 -87 12895 0 1 29430 -89 11510 77 1
1413742593 979881 29565 -87 12895 0 1 29430 -87 11510 77 1
1413742594 980887 29565 -87 12895 0 1 29430 -87 11510 77 1
1413742595 981892 29565 -87 12895 0 1 29430 -87 11510 77 1
1413742596 982897 29565 -87 12895 0 1 29430 -87 11510 77 1
1413742597 983903 29565 -87 12895 0 1 29430 -87 11510 66 1
1413742598 984906 29565 -87 12895 0 1 29430 -89 11510 77 1
1413742599 985912 29565 -87 12895 0 1 29430 -87 11510 77 1
1413742600 986916 29565 -87 12895 0 1 29430 -87 11510 77 1
1413742601 987919 29565 -87 12895 0 1 29430 -87 11510 66 1
1413742602 988923 29565 -87 12895 0 1 29430 -87 11510 77 1
1413742603 989927 29565 -87 12895 0 1 29430 -89 11510 77 1
1413742604 990929 29565 -87 12890 0 1 29430 -87 11510 66 1
1413742605 991931 29565 -87 12890 0 1 29430 -87 11510 77 1
1413742606 992934 29565 -87 12890 0 1 29430 -87 11510 66 1
1413742607 993938 29565 -87 12890 0 1 29430 -89 11510 77 1
1413742608 994939 29565 -87 12890 0 1 29430 -87 11510 77 1
1413742609 995944 29565 -89 12890 0 1 29430 -89 11510 66 1
1413742610 996949 29565 -89 12890 0 1 29430 -89 11510 66 1
1413742611 997952 29565 -89 12890 0 1 29430 -87 11510 77 1
1413742612 998955 29565 -89 12890 0 1 29430 -89 11510 77 1
1413742613 999958 29565 -87 12890 0 1 29430 -87 11510 77 1
1413742614 1000966 29565 -87 12890 0 1 29430 -87 11510 77 1
1413742615 1001969 29565 -87 12890 0 1 29430 -87 11510 77 1
1413742616 1002973 29565 -87 12890 0 1 29430 -87 11510 66 1
1413742617 1003977 29565 -87 12890 0 1 29430 -87 11510 66 1
1413742618 1004980 29565 -87 12890 0 1 29430 -87 11510 77 1
1413742619 1005983 29565 -87 12890 0 1 29430 -87 11510 66 1
1413742620 1006988 29565 -87 12890 0 1 29430 -89 11510 66 1
1413742621 1007990 29565 -87 12890 0 1 29430 -87 11510 66 1
1413742622 1008994 29565 -87 12890 0 1 29430 -87 11505 77 1
1413742624 1010013 29565 -87 12890 0 1 29430 -89 11510 77 1
1413742625 1011015 29565 -89 12890 0 1 29430 -89 11505 77 1
1413742626 1012020 29565 -87 12890 0 1 29430 -87 11510 77 1
1413742627 1013026 29565 -87 12890 0 1 29430 -87 11510 66 1
1413742628 1014031 29565 -87 12890 0 1 29430 -87 11510 77 1
1413742629 1015032 29565 -87 12890 0 1 29430 -87 11505 77 1
1413742630 1016040 29565 -89 12890 0 1 29430 -89 11505 66 1
1413742631 1017044 29565 -87 12890 0 1 29430 -87 11505 66 1
1413742632 1018051 29565 -87 12890 0 1 29430 -87 11505 77 1
1413742633 1019057 29565 -87 12890 0 1 29430 -87 11505 66 1
1413742634 1020064 29565 -87 12890 0 1 29430 -87 11505 66 1
1413742635 1021070 29565 -87 12890 0 1 29430 -87 11505 77 1
1413742636 1022076 29565 -87 12890 0 1 29430 -87 11505 66 1
1413742637 1023084 29565 -87 12890 0 1 29430 -87 11505 66 1
1413742638 1024094 29565 -87 12890 0 1 29430 -87 11505 77 1
1413742639 1025095 29565 -87 12890 0 1 29430 -87 11505 77 1
1413742640 1026100 29565 -87 12890 0 1 29430 -87 11505 77 1
1413742641 1027101 29565 -87 12885 0 1 29430 -87 11505 77 1
1413742642 1028107 29565 -87 12885 0 1 29430 -87 11505 66 1
1413742643 1029108 29565 -87 12885 0 1 29430 -87 11505 66 1
1413742644 1030113 29565 -87 12885 0 1 29430 -87 11505 77 1
1413742645 1031118 29565 -87 12885 0 1 29430 -87 11505 66 1
1413742646 1032129 29565 -87 12885 0 1 29430 -87 11505 77 1
1413742647 1033131 29565 -87 12885 0 1 29430 -87 11505 77 1
1413742648 1034137 29565 -87 12885 0 1 29430 -87 11505 77 1
1413742649 1035142 29565 -87 12885 0 1 29430 -87 11505 77 1
1413742650 1036149 29565 -87 12885 0 1 29430 -87 11505 77 1
1413742651 1037154 29565 -87 12885 0 1 29430 -87 11505 77 1
1413742652 1038158 29565 -87 12885 0 1 29430 -87 11505 77 1
1413742653 1039161 29565 -87 12885 0 1 29430 -87 11505 77 1
1413742654 1040168 29565 -87 12885 0 1 29430 -87 11505 66 1
1413742655 1041173 29565 -89 12885 0 1 29430 -89 11505 77 1
1413742656 1042179 29565 -87 12885 0 1 29430 -87 11505 66 1
1413742657 1043184 29565 -87 12885 0 1 29430 -87 11505 77 1
1413742658 1044185 29565 -87 12885 0 1 29430 -87 11505 77 1
1413742659 1045191 29565 -87 12885 0 1 29430 -87 11505 77 1
1413742660 1046196 29565 -87 12885 0 1 29430 -87 11505 66 1
1413742661 1047203 29565 -87 12885 0 1 29430 -87 11505 66 1
1413742662 1048208 29565 -87 12885 0 1 29430 -87 11505 77 1
1413742663 1049210 29565 -87 12885 0 1 29430 -87 11505 66 1
1413742664 1050214 29565 -87 12885 0 1 29430 -87 11505 66 1
1413742665 1051216 29565 -89 12885 0 1 29430 -89 11500 66 1
1413742666 1052217 29565 -87 12885 0 1 29430 -87 11500 66 1
1413742667 1053224 29565 -87 12885 0 1 29430 -87 11500 77 1
1413742668 1054230 29565 -87 12885 0 1 29430 -87 11500 77 1
1413742669 1055238 29565 -87 12885 0 1 29430 -87 11500 77 1
1413742670 1056244 29565 -87 12885 0 1 29430 -87 11500 77 1
1413742671 1057245 29565 -87 12880 0 1 29430 -87 11500 77 1
1413742672 1058247 29565 -87 12880 0 1 29430 -87 11500 77 1
1413742673 1059254 29565 -87 12880 0 1 29430 -87 11500 66 1
1413742674 1060263 29565 -87 12880 0 1 29430 -89 11500 66 1
1413742675 1061264 29565 -87 12885 0 1 29430 -87 11500 77 1
1413742676 1062268 29565 -87 12885 0 1 29430 -87 11500 77 1
1413742677 1063272 29565 -87 12880 0 1 29430 -87 11500 77 1
1413742678 1064278 29565 -87 12880 0 1 29430 -87 11500 77 1
1413742679 1065284 29565 -87 12880 0 1 29430 -87 11500 77 1
1413742680 1066288 29565 -87 12880 0 1 29430 -87 11500 77 1
1413742681 1067292 29565 -87 12880 0 1 29430 -87 11500 77 1
1413742682 1068294 29565 -87 12880 0 1 29430 -87 11500 77 1
1413742683 1069295 29565 -87 12880 0 1 29430 -87 11500 77 1
1413742684 1070303 29565 -87 12880 0 1 29430 -87 11500 66 1
1413742685 1071306 29565 -87 12880 0 1 29430 -87 11500 77 1
1413742686 1072314 29565 -87 12880 0 1 29430 -87 11500 66 1
1413742687 1073328 29565 -87 12880 0 1 29430 -87 11500 77 1
1413742688 1074332 29565 -89 12880 0 1 29430 -89 11500 66 1
1413742689 1075339 29565 -87 12880 0 1 29475 -87 11500 77 1
1413742690 1076349 29565 -89 12880 0 1 29430 -87 11500 77 1
1413742691 1077353 29565 -87 12880 0 1 29430 -87 11500 77 1
1413742692 1078361 29565 -87 12880 0 1 29430 -87 11500 66 1
1413742693 1079367 29565 -87 12880 0 1 29430 -87 11500 77 1
1413742694 1080371 29565 -87 12880 0 1 29430 -87 11500 66 1
1413742695 1081376 29565 -87 12880 0 1 29430 -87 11500 77 1
1413742696 1082382 29565 -87 12880 0 1 29430 -87 11500 66 1
1413742697 1083383 29565 -87 12880 0 1 29430 -87 11495 77 1
1413742698 1084388 29565 -87 12880 0 1 29475 -87 11500 77 1
1413742699 1085390 29565 -87 12880 0 1 29430 -87 11495 77 1
1413742700 1086392 29565 -87 12880 0 1 29430 -87 11495 77 1
1413742701 1087394 29565 -87 12880 0 1 29430 -87 11495 77 1
1413742702 1088398 29565 -87 12880 0 1 29430 -87 11495 77 1
1413742703 1089404 29565 -87 12875 0 1 29430 -87 11495 77 1
1413742704 1090409 29565 -87 12880 0 1 29475 -87 11495 77 1
1413742705 1091412 29565 -87 12880 0 1 29430 -87 11495 66 1
1413742706 1092423 29565 -87 12875 0 1 29430 -87 11495 77 1
1413742707 1093428 29565 -89 12875 0 1 29430 -89 11495 77 1
1413742708 1094436 29565 -87 12875 0 1 29430 -87 11495 77 1
1413742709 1095441 29565 -87 12875 0 1 29430 -87 11495 77 1
1413742710 1096447 29565 -87 12875 0 1 29475 -87 11495 77 1
1413742711 1097454 29565 -87 12875 0 1 29430 -87 11495 66 1
1413742712 1098455 29565 -87 12875 0 1 29430 -87 11495 77 1
1413742713 1099459 29565 -87 12875 0 1 29430 -87 11495 77 1
1413742714 1100461 29565 -87 12875 0 1 29430 -87 11495 66 1
1413742715 1101466 29565 -87 12875 0 1 29430 -87 11495 77 1
1413742716 1102473 29565 -87 12875 0 1 29430 -87 11495 77 1
1413742717 1103477 29565 -87 12875 0 1 29430 -87 11495 66 1
1413742718 1104483 29565 -87 12875 0 1 29475 -87 11495 77 1
1413742719 1105490 29565 -87 12875 0 1 29430 -87 11495 77 1
1413742720 1106503 29565 -87 12875 0 1 29430 -87 11495 77 1
1413742721 1107509 29565 -89 12875 0 1 29430 -89 11495 66 1
1413742722 1108515 29565 -87 12875 0 1 29430 -87 11495 66 1
1413742723 1109519 29565 -87 12875 0 1 29430 -87 11495 66 1
1413742724 1110526 29565 -87 12875 0 1 29430 -87 11495 66 1
1413742725 1111529 29565 -87 12875 0 1 29475 -87 11495 77 1
1413742726 1112537 29565 -87 12875 0 1 29430 -87 11495 77 1
1413742727 1113541 29565 -87 12875 0 1 29430 -87 11495 77 1
1413742728 1114546 29565 -87 12875 0 1 29430 -87 11495 66 1
1413742729 1115553 29565 -87 12875 0 1 29430 -87 11495 66 1
1413742730 1116560 29565 -87 12875 0 1 29430 -87 11495 77 1
1413742731 1117568 29565 -87 12875 0 1 29475 -87 11490 77 1
1413742732 1118572 29565 -87 12875 0 1 29430 -87 11490 66 1
1413742733 1119575 29565 -87 12875 0 1 29430 -87 11495 77 1
1413742734 1120576 29565 -87 12875 0 1 29430 -87 11495 66 1
1413742735 1121584 29565 -89 12870 0 1 29430 -89 11490 77 1
1413742736 1122592 29565 -87 12870 0 1 29430 -87 11490 66 1
1413742737 1123599 29565 -87 12870 0 1 29475 -87 11490 66 1
1413742738 1124601 29565 -87 12875 0 1 29475 -87 11490 66 1
1413742739 1125609 29565 -87 12870 0 1 29430 -87 11490 77 1
1413742740 1126614 29565 -89 12870 0 1 29430 -89 11490 66 1
1413742741 1127618 29565 -87 12870 0 1 29475 -87 11490 77 1
1413742742 1128619 29565 -87 12870 0 1 29430 -87 11490 77 1
1413742743 1129624 29565 -87 12870 0 1 29430 -87 11490 77 1
1413742744 1130625 29565 -87 12870 0 1 29430 -87 11490 77 1
1413742745 1131630 29565 -87 12870 0 1 29430 -87 11490 77 1
1413742746 1132637 29565 -87 12870 0 1 29430 -87 11490 77 1
1413742747 1133644 29565 -89 12870 0 1 29475 -87 11490 77 1
1413742748 1134651 29565 -87 12870 0 1 29475 -87 11490 77 1
1413742749 1135656 29565 -87 12870 0 1 29430 -87 11490 77 1
1413742750 1136663 29565 -87 12870 0 1 29430 -87 11490 77 1
1413742751 1137666 29565 -87 12870 0 1 29430 -87 11490 77 1
1413742752 1138674 29565 -87 12870 0 1 29430 -87 11490 77 1
1413742753 1139677 29565 -87 12870 0 1 29430 -87 11490 77 1
1413742754 1140682 29565 -87 12870 0 1 29430 -89 11490 77 1
1413742755 1141686 29565 -87 12870 0 1 29475 -89 11490 77 1
1413742756 1142691 29565 -87 12870 0 1 29430 -87 11490 77 1
1413742757 1143695 29565 -87 12870 0 1 29430 -87 11490 66 1
1413742758 1144701 29565 -87 12870 0 1 29475 -87 11490 66 1
1413742759 1145705 29565 -87 12870 0 1 29430 -87 11490 77 1
1413742760 1146712 29565 -87 12870 0 1 29475 -87 11490 66 1
1413742761 1147713 29565 -87 12870 0 1 29475 -87 11490 66 1
1413742762 1148721 29565 -87 12870 0 1 29475 -87 11490 77 1
1413742763 1149726 29565 -87 12870 0 1 29430 -87 11490 77 1
1413742764 1150739 29565 -87 12870 0 1 29430 -87 11490 66 1
1413742765 1151745 29565 -87 12865 0 1 29430 -87 11490 77 1
1413742766 1152748 29565 -87 12870 0 1 29430 -87 11490 77 1
1413742767 1153750 29565 -87 12865 0 1 29430 -87 11490 77 1
1413742768 1154753 29565 -87 12865 0 1 29430 -87 11490 77 1
1413742769 1155754 29565 -87 12865 0 1 29475 -87 11490 77 1
1413742770 1156761 29565 -87 12865 0 1 29430 -87 11490 77 1
1413742771 1157765 29565 -87 12865 0 1 29430 -87 11485 77 1
1413742772 1158768 29565 -87 12865 0 1 29430 -87 11485 77 1
1413742773 1159771 29565 -87 12865 0 1 29475 -87 11490 77 1
1413742774 1160777 29565 -87 12865 0 1 29475 -87 11485 77 1
1413742775 1161784 29565 -87 12865 0 1 29430 -87 11485 77 1
1413742776 1162789 29565 -87 12865 0 1 29430 -87 11485 77 1
1413742777 1163791 29565 -87 12865 0 1 29475 -87 11485 77 1
1413742778 1164793 29565 -87 12865 0 1 29430 -87 11485 66 1
1413742779 1165797 29565 -87 12865 0 1 29475 -87 11485 77 1
1413742780 1166799 29565 -87 12865 0 1 29475 -87 11485 66 1
1413742781 1167806 29565 -87 12865 0 1 29475 -87 11485 66 1
1413742782 1168811 29565 -87 12865 0 1 29430 -87 11485 66 1
1413742783 1169816 29565 -87 12865 0 1 29430 -87 11485 66 1
1413742784 1170821 29565 -87 12865 0 1 29475 -87 11485 66 1
1413742785 1171824 29565 -87 12865 0 1 29475 -87 11485 77 1
1413742786 1172829 29565 -87 12865 0 1 29430 -87 11485 66 1
1413742787 1173831 29565 -87 12865 0 1 29430 -87 11485 77 1
1413742788 1174834 29565 -87 12865 0 1 29475 -89 11485 77 1
1413742789 1175843 29565 -87 12865 0 1 29475 -87 11485 77 1
1413742790 1176847 29565 -87 12865 0 1 29430 -87 11485 66 1
1413742791 1177853 29565 -87 12865 0 1 29430 -87 11485 77 1
1413742792 1178859 29565 -87 12865 0 1 29475 -87 11485 77 1
1413742793 1179861 29565 -87 12865 0 1 29430 -87 11485 66 1
1413742794 1180867 29565 -87 12865 0 1 29475 -87 11485 77 1
1413742795 1181870 29565 -87 12865 0 1 29475 -87 11485 77 1
1413742796 1182874 29565 -87 12865 0 1 29430 -87 11485 77 1
1413742797 1183877 29565 -87 12865 0 1 29475 -87 11485 77 1
1413742798 1184887 29565 -87 12865 0 1 29475 -87 11485 77 1
1413742799 1185889 29565 -87 12865 0 1 29475 -87 11485 66 1
1413742800 1186890 29565 -87 12865 0 1 29475 -87 11485 77 1
1413742801 1187896 29565 -87 12865 0 1 29475 -87 11485 77 1
1413742802 1188901 29565 -87 12860 0 1 29475 -87 11485 66 1
1413742803 1189907 29565 -87 12860 0 1 29475 -87 11485 77 1
1413742804 1190916 29565 -87 12860 0 1 29430 -87 11485 77 1
1413742805 1191920 29565 -87 12860 0 1 29430 -87 11485 66 1
1413742806 1192925 29565 -87 12860 0 1 29475 -87 11485 77 1
1413742807 1193929 29565 -87 12860 0 1 29475 -87 11485 77 1
1413742808 1194932 29565 -87 12860 0 1 29475 -87 11485 66 1
1413742809 1195945 29565 -87 12860 0 1 29475 -87 11480 77 1
1413742810 1196946 29565 -87 12860 0 1 29475 -87 11480 66 1
1413742811 1197952 29565 -87 12860 0 1 29475 -87 11480 77 1
1413742812 1198959 29565 -87 12860 0 1 29475 -87 11480 66 1
1413742813 1199962 29565 -87 12860 0 1 29475 -87 11480 77 1
1413742814 1200963 29565 -87 12860 0 1 29430 -87 11480 77 1
1413742815 1201965 29565 -87 12860 0 1 29475 -87 11480 77 1
1413742816 1202967 29565 -87 12860 0 1 29475 -87 11480 77 1
1413742817 1203972 29565 -87 12860 0 1 29475 -87 11480 66 1
1413742818 1204980 29565 -87 12860 0 1 29475 -87 11480 77 1
1413742819 1205985 29565 -87 12860 0 1 29430 -87 11480 66 1
1413742820 1206992 29565 -87 12860 0 1 29475 -87 11480 77 1
1413742821 1207995 29565 -87 12860 0 1 29475 -89 11480 77 1
1413742822 1208997 29565 -87 12860 0 1 29475 -89 11480 77 1
1413742824 1210000 29565 -87 12860 0 1 29475 -89 11480 66 1
1413742825 1211002 29565 -87 12860 0 1 29430 -87 11480 77 1
1413742826 1212006 29565 -87 12860 0 1 29475 -87 11480 66 1
1413742827 1213013 29565 -87 12860 0 1 29475 -87 11480 66 1
1413742828 1214017 29565 -87 12860 0 1 29475 -87 11480 66 1
1413742829 1215024 29565 -87 12860 0 1 29475 -87 11480 66 1
1413742830 1216029 29565 -87 12860 0 1 29475 -87 11480 77 1
1413742831 1217033 29565 -87 12860 0 1 29475 -87 11480 77 1
1413742832 1218037 29565 -87 12860 0 1 29475 -87 11480 66 1
1413742833 1219041 29565 -87 12860 0 1 29475 -87 11480 77 1
1413742834 1220042 29565 -87 12860 0 1 29475 -87 11480 66 1
1413742835 1221045 29565 -87 12855 0 1 29475 -87 11480 77 1
1413742836 1222056 29565 -87 12855 0 1 29475 -89 11475 77 1
1413742837 1223060 29565 -87 12855 0 1 29475 -89 11480 77 1
1413742838 1224064 29565 -87 12860 0 1 29475 -87 11480 66 1
1413742839 1225066 29565 -87 12855 0 1 29475 -87 11480 77 1
1413742840 1226071 29565 -87 12855 0 1 29475 -87 11480 66 1
1413742841 1227078 29565 -87 12855 0 1 29475 -87 11480 77 1
1413742842 1228082 29565 -87 12855 0 1 29475 -87 11480 66 1
1413742843 1229084 29565 -87 12855 0 1 29475 -87 11480 66 1
1413742844 1230088 29565 -87 12855 0 1 29475 -87 11475 66 1
1413742845 1231095 29565 -87 12855 0 1 29475 -87 11475 77 1
1413742846 1232101 29565 -87 12855 0 1 29475 -87 11475 77 1
1413742847 1233106 29565 -87 12855 0 1 29475 -87 11475 77 1
1413742848 1234107 29565 -87 12855 0 1 29475 -87 11475 77 1
1413742849 1235113 29565 -87 12855 0 1 29475 -87 11475 66 1
1413742850 1236118 29565 -87 12855 0 1 29475 -87 11475 77 1
1413742851 1237125 29565 -87 12855 0 1 29475 -87 11475 77 1
1413742852 1238132 29565 -87 12855 0 1 29475 -87 11475 77 1
1413742853 1239140 29565 -87 12855 0 1 29475 -87 11475 66 1
1413742854 1240146 29565 -87 12855 0 1 29475 -87 11475 77 1
1413742855 1241148 29565 -89 12855 0 1 29475 -89 11475 77 1
1413742856 1242155 29565 -87 12855 0 1 29475 -87 11475 66 1
1413742857 1243160 29565 -87 12855 0 1 29475 -87 11475 77 1
1413742858 1244161 29565 -87 12855 0 1 29475 -87 11475 66 1
1413742859 1245166 29565 -89 12855 0 1 29475 -87 11475 66 1
1413742860 1246172 29565 -87 12855 0 1 29475 -87 11475 66 1
1413742861 1247180 29565 -87 12855 0 1 29475 -87 11475 77 1
1413742862 1248182 29565 -89 12855 0 1 29475 -89 11475 77 1
1413742863 1249185 29565 -89 12855 0 1 29475 -89 11475 77 1
1413742864 1250187 29565 -87 12855 0 1 29475 -89 11475 66 1
1413742865 1251191 29565 -87 12855 0 1 29475 -89 11475 66 1
1413742866 1252195 29565 -87 12855 0 1 29475 -89 11475 77 1
1413742867 1253199 29565 -87 12850 0 1 29475 -89 11475 66 1
1413742868 1254204 29565 -89 12850 0 1 29475 -89 11475 66 1
1413742869 1255207 29565 -89 12850 0 1 29475 -89 11475 66 1
1413742870 1256211 29565 -89 12850 0 1 29475 -89 11475 66 1
1413742871 1257215 29565 -87 12850 0 1 29475 -89 11475 66 1
1413742872 1258220 29565 -87 12850 0 1 29475 -89 11475 66 1
1413742873 1259224 29565 -87 12850 0 1 29475 -87 11475 66 1
1413742874 1260230 29565 -87 12850 0 1 29475 -89 11475 77 1
1413742875 1261235 29565 -89 12850 0 1 29475 -89 11470 66 1
1413742876 1262242 29565 -89 12850 0 1 29475 -89 11470 66 1
1413742877 1263247 29565 -89 12850 0 1 29475 -89 11470 66 1
1413742878 1264249 29565 -87 12850 0 1 29475 -87 11470 77 1
1413742879 1265251 29565 -87 12850 0 1 29475 -89 11470 77 1
1413742880 1266257 29565 -87 12850 0 1 29475 -89 11470 77 1
1413742881 1267259 29565 -87 12850 0 1 29475 -89 11470 66 1
1413742882 1268263 29565 -87 12850 0 1 29475 -89 11470 66 1
1413742883 1269268 29565 -87 12850 0 1 29475 -89 11470 66 1
1413742884 1270273 29565 -89 12850 0 1 29475 -89 11470 66 1
1413742885 1271274 29565 -87 12850 0 1 29475 -89 11470 77 1
1413742886 1272278 29565 -87 12850 0 1 29475 -89 11470 77 1
1413742887 1273281 29565 -87 12850 0 1 29475 -87 11470 66 1
1413742888 1274283 29565 -87 12850 0 1 29475 -87 11470 77 1
1413742889 1275291 29565 -87 12850 0 1 29475 -89 11470 77 1
1413742890 1276293 29565 -87 12850 0 1 29475 -89 11470 66 1
1413742891 1277297 29565 -87 12850 0 1 29475 -87 11470 66 1
1413742892 1278300 29565 -87 12850 0 1 29475 -87 11470 66 1
1413742893 1279305 29565 -87 12850 0 1 29475 -89 11470 77 1
1413742894 1280309 29565 -89 12850 0 1 29475 -89 11470 77 1
1413742895 1281313 29565 -87 12850 0 1 29475 -87 11470 66 1
1413742896 1282314 29565 -87 12850 0 1 29475 -89 11470 66 1
1413742897 1283317 29565 -87 12850 0 1 29475 -87 11470 66 1
1413742898 1284321 29565 -87 12850 0 1 29475 -89 11470 66 1
1413742899 1285322 29565 -89 12850 0 1 29475 -89 11470 66 1
1413742900 1286326 29565 -89 12850 0 1 29475 -89 11470 77 1
1413742901 1287332 29565 -87 12845 0 1 29475 -89 11470 77 1
1413742902 1288333 29565 -89 12850 0 1 29475 -89 11470 66 1
1413742903 1289335 29565 -89 12845 0 1 29475 -89 11470 77 1
1413742904 1290338 29565 -87 12845 0 1 29475 -89 11470 77 1
1413742905 1291342 29565 -87 12845 0 1 29475 -89 11470 77 1
1413742906 1292344 29565 -87 12845 0 1 29475 -89 11470 66 1
1413742907 1293347 29565 -89 12845 0 1 29475 -87 11470 77 1
1413742908 1294350 29565 -89 12845 0 1 29475 -89 11470 66 1
