1413747310 utime  bx(uT) by(uT) bz(uT)  B(uT) ax    ay  az     A     gx   gy    gz   T(C) rate  track tilt roll
1413747310 mins  -1000 -1000 -1000     0    -2000 -2000 -2000  0   -2000  -2000 -2000 -2000  0  0  -180 -180
1413747310 maxs   1000  1000  1000    1000   2000  2000  2000 2000  2000   2000  2000  2000  37000 360 180 180
1413747310 attr     F     F     F      F      F     F    F     F     F      F     F     F     I F F F
1413748965 1657075 33.2593 27.1034 -0.10314 42.9044 -8.75258 -0.654626 3.29223 9.37416 2.38131 7.11849 -1.16954 52.3984 8 0 0 0
1413748966 1658076 34.0345 27.5261 -0.250189 43.7733 -8.74283 -0.680195 3.29639 9.36835 2.18962 7.11685 -1.28237 52.3722 8 0 0 0
1413748967 1659078 33.2985 26.419 -0.271229 42.5068 -8.75465 -0.660455 3.25244 9.36261 1.35514 7.75188 -2.33393 52.4958 9 0 0 0
1413748968 1660084 33.4768 26.8613 -0.509098 42.9241 -8.77699 -0.659006 3.27191 9.39017 1.26287 6.32705 -2.43298 52.4396 9 0 0 0
1413748969 1661085 33.622 26.8044 -0.066891 42.9991 -8.76954 -0.663397 3.26799 9.38215 2.4155 6.75048 -0.701892 52.381 9 0 0 0
1413748970 1662092 33.7928 27.0593 -0.417499 43.2936 -8.76925 -0.653619 3.27104 9.38225 2.02122 7.32643 -1.6017 52.4736 8 0 0 0
1413748971 1663099 33.634 27.1129 -0.134597 43.2015 -8.76638 -0.65579 3.29328 9.3875 2.40337 7.02738 -1.96964 52.4971 8 0 0 0
1413748972 1664104 33.5247 26.5915 -0.183804 42.7907 -8.77428 -0.635757 3.29556 9.3943 2.70787 7.2719 -0.852779 52.5043 8 0 0 0
1413748973 1665110 33.6847 26.3118 -0.578727 42.747 -8.76008 -0.639985 3.27104 9.37274 2.78637 6.53304 -1.86846 52.3979 8 0 0 0
1413748974 1666115 33.8665 27.0402 -0.524636 43.3404 -8.77871 -0.653724 3.27312 9.39182 1.41112 7.618 -1.65713 52.5291 8 0 0 0
1413748975 1667121 33.198 26.8077 -0.314558 42.6715 -8.78478 -0.67029 3.25594 9.39269 2.19127 8.31612 -1.62272 52.4352 8 0 0 0
1413748976 1668127 33.6033 26.8361 -0.505017 43.0071 -8.7767 -0.656283 3.27847 9.392 1.82333 7.25606 -2.46489 52.4182 7 0 0 0
1413748977 1669137 33.6034 27.1029 -0.156944 43.1715 -8.76939 -0.669109 3.26139 9.38011 1.44521 7.05896 -1.45408 52.4507 8 0 0 0
1413748978 1670143 34.0995 27.1478 -0.442332 43.5887 -8.75184 -0.651156 3.28394 9.37033 2.70587 6.11867 -1.89514 52.4323 8 0 0 0
1413748979 1671144 33.655 26.8154 -0.606771 43.036 -8.77046 -0.658418 3.27434 9.38487 0.996511 6.74153 -2.30869 52.3937 7 0 0 0
1413748980 1672151 34.0304 27.0336 -0.298371 43.4623 -8.78779 -0.644666 3.27278 9.39957 2.31569 6.79258 -2.0809 52.4635 9 0 0 0
1413748981 1673154 33.6959 26.7326 -0.040577 43.0122 -8.77974 -0.648568 3.27305 9.3924 1.66448 7.21037 -1.16231 52.4509 9 0 0 0
1413748982 1674160 33.584 27.2241 -0.473504 43.2349 -8.76626 -0.645924 3.26351 9.3763 2.82715 6.55013 -1.98448 52.4419 8 0 0 0
1413748983 1675162 32.8543 26.1609 -0.667237 42.0029 -8.78311 -0.653019 3.32805 9.41516 1.80728 6.97198 -2.1837 52.448 8 0 0 0
1413748984 1676164 33.6176 26.5996 -0.680051 42.8736 -8.77749 -0.661398 3.30537 9.40251 2.63369 6.6851 -1.82708 52.4544 8 0 0 0
1413748985 1677166 33.3483 27.3588 -0.217112 43.1354 -8.78151 -0.655227 3.32269 9.41193 1.49227 6.51692 -2.14308 52.509 8 0 0 0
1413748986 1678168 33.4982 27.4071 -0.14708 43.2816 -8.76832 -0.669356 3.26091 9.37896 1.26299 7.20553 -2.60376 52.4601 9 0 0 0
1413748987 1679177 33.5949 26.6002 -0.608491 42.8551 -8.78684 -0.657309 3.29036 9.4057 3.05674 7.19946 -1.38203 52.47 7 0 0 0
1413748988 1680183 33.4664 26.4245 -0.536429 42.6444 -8.75805 -0.66895 3.27554 9.37443 1.64136 6.50524 -2.36075 52.5198 8 0 0 0
1413748989 1681186 33.3471 26.7555 -0.182852 42.7542 -8.7591 -0.639249 3.27346 9.37262 3.28199 6.21464 -2.29878 52.5015 8 0 0 0
1413748990 1682215 33.58 26.8887 -0.117076 43.019 -8.77009 -0.645506 3.26662 9.38093 2.04543 6.62581 -2.67696 52.5427 2 0 0 0
1413748991 1683221 33.5561 27.3068 -0.0831649 43.2629 -8.77966 -0.655702 3.27918 9.39497 1.76212 6.24179 -0.934551 52.4965 7 0 0 0
1413748992 1684231 33.2438 26.7226 -0.186406 42.653 -8.75737 -0.667631 3.27904 9.37494 2.28337 7.28322 -1.96648 52.5057 8 0 0 0
1413748993 1685240 33.4399 26.8141 -0.465149 42.8654 -8.76348 -0.649706 3.26216 9.37349 2.12749 7.33398 -2.66363 52.5432 7 0 0 0
1413748994 1686244 33.9271 27.2276 -0.369071 43.5032 -8.7693 -0.626984 3.29365 9.38839 2.14646 7.08778 -1.83449 52.4452 8 0 0 0
1413748995 1687247 33.6513 26.7952 -0.647019 43.0211 -8.76559 -0.638649 3.26825 9.37683 2.35392 6.68173 -0.636562 52.5474 8 0 0 0
1413748996 1688251 33.8982 26.9181 -0.365204 43.2875 -8.75693 -0.660827 3.26617 9.36955 2.39266 8.12417 -1.93484 52.5175 9 0 0 0
1413748997 1689257 33.5177 26.3439 -0.508209 42.6344 -8.76523 -0.647607 3.2674 9.37681 2.43543 6.02131 -1.95459 52.5175 9 0 0 0
1413748998 1690260 33.8833 27.4289 -0.308999 43.5949 -8.78458 -0.669083 3.26786 9.39656 2.20284 8.10054 -2.15942 52.4941 8 0 0 0
1413748999 1691268 33.4889 26.9535 0.0457388 42.9884 -8.76703 -0.667494 3.29511 9.38957 2.25295 7.4009 -1.79216 52.5985 8 0 0 0
1413749000 1692272 33.4551 26.5944 -0.339 42.739 -8.77049 -0.688537 3.28536 9.39091 2.44122 6.40474 -2.22088 52.5978 9 0 0 0
1413749001 1693273 33.4625 27.1944 -0.188938 43.1197 -8.76383 -0.640411 3.29611 9.38505 0.519816 7.81738 -0.93293 52.5909 8 0 0 0
1413749002 1694277 33.5068 27.0063 -0.722104 43.0414 -8.78065 -0.65364 3.28025 9.39612 2.10762 5.54366 -1.41492 52.6147 8 0 0 0
1413749003 1695278 33.3011 26.6783 -0.299477 42.6706 -8.77176 -0.633743 3.29028 9.38996 1.98314 7.13477 -2.01343 52.545 8 0 0 0
1413749004 1696280 33.4497 26.964 -0.204341 42.9649 -8.77208 -0.655724 3.2513 9.37818 1.70531 6.94333 -1.30967 52.6173 8 0 0 0
1413749005 1697282 33.6745 26.3513 -0.168741 42.7596 -8.75609 -0.649574 3.27282 9.37029 1.34078 7.43766 -0.984172 52.5985 8 0 0 0
1413749006 1698285 33.6011 27.017 -0.388326 43.1173 -8.77256 -0.670623 3.29537 9.39505 2.42924 7.31283 -1.42103 52.6135 8 0 0 0
1413749007 1699291 33.4993 27.2105 -0.0896853 43.1581 -8.75921 -0.663936 3.26119 9.37016 1.69291 7.83899 -1.74564 52.5653 9 0 0 0
1413749008 1700298 33.3927 27.4215 -0.220002 43.2094 -8.76775 -0.659069 3.29146 9.38837 1.12319 7.42084 -0.928971 52.4921 8 0 0 0
1413749009 1701299 33.3599 26.6952 -0.431756 42.7282 -8.77268 -0.66607 3.27794 9.38874 2.61506 6.78733 -1.82078 52.5267 8 0 0 0
1413749010 1702304 33.8015 27.4001 -0.0139742 43.5121 -8.77261 -0.690157 3.26675 9.38651 1.36939 6.92807 -0.574881 52.5993 8 0 0 0
1413749011 1703307 33.3087 26.5475 -0.47971 42.5966 -8.7823 -0.627915 3.29864 9.40234 2.12991 5.52659 -1.84523 52.6337 9 0 0 0
1413749012 1704315 33.6076 26.9366 0.536013 43.0736 -8.77111 -0.664335 3.28594 9.38994 1.55558 5.83536 0.558843 52.6 9 0 0 0
1413749013 1705319 33.9278 26.751 -0.218364 43.206 -8.76815 -0.651978 3.26604 9.37937 1.77466 6.82418 -2.43177 52.644 8 0 0 0
1413749014 1706324 33.7673 26.7993 -0.524213 43.1128 -8.76163 -0.653928 3.28774 9.38099 0.797983 7.80675 -1.95598 52.6182 8 0 0 0
1413749015 1707330 33.2147 26.8871 -0.401425 42.7352 -8.76327 -0.671471 3.27158 9.37811 2.07372 6.75364 -1.17397 52.5773 9 0 0 0
1413749016 1708334 33.0484 26.3535 -0.540081 42.2729 -8.77149 -0.66108 3.25112 9.37794 0.522566 7.47768 -1.83438 52.5813 8 0 0 0
1413749017 1709335 33.9894 27.0609 -0.42358 43.4483 -8.7592 -0.637269 3.29047 9.37853 1.86559 6.40268 -1.18604 52.6282 8 0 0 0
1413749018 1710342 33.7497 27.4194 -0.303831 43.4852 -8.77413 -0.657564 3.26018 9.38331 1.49259 5.78151 -2.31937 52.5321 9 0 0 0
1413749019 1711348 33.8266 26.6936 -0.79937 43.0979 -8.77989 -0.640885 3.26899 9.39061 2.16667 7.13209 -1.26608 52.5877 9 0 0 0
1413749020 1712353 33.5282 26.7303 -0.335105 42.8808 -8.78326 -0.644074 3.2979 9.40407 0.976975 6.66648 -1.94108 52.5967 8 0 0 0
1413749021 1713360 33.1494 26.8702 -0.356417 42.6734 -8.76867 -0.651555 3.29413 9.38964 2.22573 6.92132 -0.733257 52.5628 8 0 0 0
1413749022 1714364 33.5635 27.2211 -0.434852 43.2167 -8.78797 -0.663789 3.27094 9.40043 2.45215 5.84639 -2.2336 52.5475 8 0 0 0
1413749023 1715376 33.8986 27.2293 -0.163949 43.4808 -8.76412 -0.665076 3.28472 9.38305 1.38168 7.01548 -2.02499 52.6354 8 0 0 0
1413749024 1716387 33.9524 26.6068 -0.95465 43.1463 -8.76516 -0.667332 3.27883 9.38212 2.20745 6.78163 -2.20134 52.5349 8 0 0 0
1413749025 1717391 33.6519 26.7176 -0.485848 42.9711 -8.77435 -0.665002 3.28586 9.39299 2.29709 8.21066 -2.85744 52.6089 7 0 0 0
1413749026 1718396 33.7529 26.7535 -0.305253 43.0709 -8.77183 -0.681747 3.27884 9.38938 1.29419 7.47359 -2.17265 52.6204 9 0 0 0
1413749027 1719402 33.3638 27.2322 -0.186112 43.067 -8.75849 -0.637045 3.27294 9.37172 1.67344 6.50956 -1.06635 52.5315 9 0 0 0
1413749028 1720410 33.4424 27.4058 0.0470024 43.2374 -8.76518 -0.647817 3.26265 9.37512 2.37684 6.48198 -0.627114 52.546 8 0 0 0
1413749029 1721412 33.683 26.8517 -0.416593 43.0782 -8.75607 -0.677877 3.30273 9.38276 1.19397 7.05474 -1.10807 52.6284 8 0 0 0
1413749030 1722419 33.1564 26.7874 -0.527871 42.6285 -8.76705 -0.667777 3.29878 9.39091 2.64291 7.22716 -2.42379 52.6146 8 0 0 0
1413749031 1723421 33.4037 26.6727 -0.26576 42.747 -8.78404 -0.665216 3.26859 9.39603 1.57669 7.63668 -1.83023 52.6716 8 0 0 0
1413749032 1724423 33.2796 27.1538 0.0139547 42.9518 -8.77542 -0.655659 3.28054 9.39148 2.35787 7.11189 -1.38754 52.6244 8 0 0 0
1413749033 1725427 33.8204 27.1437 -0.148866 43.3662 -8.78104 -0.672531 3.27908 9.39741 2.32876 5.68386 -0.713903 52.6659 7 0 0 0
1413749034 1726429 33.2266 27.013 -0.307143 42.8229 -8.76159 -0.660101 3.28756 9.38132 2.90755 5.70655 -1.7216 52.636 8 0 0 0
1413749035 1727435 33.2752 27.3507 -0.357847 43.0747 -8.77574 -0.654354 3.26557 9.38647 1.84642 6.7822 -2.79048 52.5496 8 0 0 0
1413749036 1728440 33.7101 26.6411 -0.219082 42.9671 -8.76267 -0.682599 3.26842 9.37725 1.91453 6.60917 -1.39026 52.6432 6 0 0 0
1413749037 1729442 33.261 26.9736 -0.103511 42.8238 -8.79097 -0.635594 3.25251 9.39489 1.96315 5.95171 -1.11599 52.6505 7 0 0 0
1413749038 1730445 33.4997 26.8016 -0.395524 42.9035 -8.76872 -0.650173 3.29327 9.38929 1.22454 6.44153 -1.68048 52.6065 7 0 0 0
1413749039 1731452 33.7113 26.9847 -0.112127 43.1815 -8.78313 -0.654216 3.26659 9.39372 2.71865 7.60693 -1.00051 52.6478 8 0 0 0
1413749040 1732455 33.1733 27.1223 0.0600445 42.8496 -8.76987 -0.670276 3.29262 9.39155 0.973301 6.14121 -1.79434 52.5778 8 0 0 0
1413749041 1733457 33.4904 26.32 -0.796864 42.6026 -8.7679 -0.66546 3.27739 9.38404 2.05115 6.84983 -2.22411 52.7097 8 0 0 0
1413749042 1734459 33.1373 26.5103 -0.237052 42.4374 -8.77909 -0.654047 3.27365 9.39239 2.09033 6.19591 -2.47786 52.6532 9 0 0 0
1413749043 1735460 33.5795 26.8102 -0.444784 42.9717 -8.79104 -0.654732 3.30935 9.41609 2.33457 7.49416 -0.416139 52.664 8 0 0 0
1413749044 1736466 33.2878 26.5608 -0.202943 42.5864 -8.76241 -0.645259 3.26046 9.3716 3.15111 7.28712 -1.42597 52.6034 7 0 0 0
1413749045 1737468 33.5898 27.1839 0.0212198 43.2116 -8.77625 -0.631709 3.27987 9.39038 1.59162 6.87947 -0.996094 52.5352 8 0 0 0
1413749046 1738471 32.9606 26.3217 -0.162416 42.1813 -8.77311 -0.68625 3.25786 9.3836 1.33697 5.47265 -1.71105 52.5919 8 0 0 0
1413749047 1739479 33.4804 27.0978 -0.539182 43.0757 -8.76405 -0.655768 3.27304 9.37824 1.42679 6.93273 -2.70312 52.5906 8 0 0 0
1413749048 1740482 33.0709 26.4346 -0.494031 42.3405 -8.78331 -0.645472 3.27755 9.3971 2.39869 6.06867 -2.72476 52.5643 9 0 0 0
1413749049 1741484 33.581 27.539 -0.140719 43.4292 -8.76423 -0.667553 3.2868 9.38405 1.73937 7.04582 -1.67588 52.6433 8 0 0 0
1413749050 1742487 33.7208 26.9123 -0.17864 43.1439 -8.76748 -0.660664 3.26871 9.38028 2.27632 7.61514 -2.77658 52.6716 8 0 0 0
1413749051 1743494 33.4208 26.8694 -0.229852 42.8832 -8.76887 -0.648834 3.25429 9.37574 1.24266 8.02482 -2.03645 52.6472 8 0 0 0
1413749052 1744499 33.5302 26.5736 -0.411546 42.7855 -8.75522 -0.647066 3.26456 9.36642 1.35066 7.34485 -2.75404 52.6805 8 0 0 0
1413749053 1745501 33.2819 26.8074 -0.32353 42.7367 -8.74836 -0.633976 3.31813 9.37793 2.35347 6.88264 -1.717 52.6354 8 0 0 0
1413749054 1746506 33.2749 26.7941 -0.297942 42.7227 -8.78615 -0.67413 3.25561 9.39414 2.66426 6.82477 -2.19221 52.6871 8 0 0 0
1413749055 1747513 33.543 26.6535 -0.587949 42.8473 -8.7771 -0.654205 3.25029 9.38242 0.466591 6.68816 -2.30256 52.5707 9 0 0 0
1413749056 1748520 33.5011 26.6864 -0.440341 42.8332 -8.75553 -0.648208 3.26882 9.36828 2.16625 6.25773 -2.14465 52.6419 9 0 0 0
1413749057 1749524 33.31 26.77 -0.126033 42.7341 -8.77157 -0.675484 3.25436 9.38017 1.99781 8.1996 -1.57492 52.6489 8 0 0 0
1413749058 1750527 33.2894 27.0344 -0.125303 42.8842 -8.76962 -0.659605 3.26632 9.38138 1.06074 6.02857 -2.57614 52.6513 9 0 0 0
1413749059 1751535 33.4394 27.3856 -0.230798 43.2229 -8.75869 -0.661388 3.28162 9.37663 1.7162 7.4744 -1.10837 52.5332 8 0 0 0
1413749060 1752540 33.304 26.8503 -0.37541 42.7812 -8.79479 -0.654181 3.28023 9.40936 2.70438 7.04377 -1.25011 52.6794 8 0 0 0
1413749061 1753545 33.2208 26.7866 -0.463195 42.6774 -8.75434 -0.646107 3.30666 9.3803 3.28842 6.65692 -1.91411 52.5944 9 0 0 0
1413749062 1754546 33.4487 26.599 -0.63676 42.7402 -8.7663 -0.669576 3.2635 9.378 2.3518 6.47526 -2.96028 52.674 8 0 0 0
1413749063 1755552 33.4066 26.4454 -0.579428 42.611 -8.78014 -0.683564 3.26603 9.39282 2.18287 7.32863 -2.03013 52.7275 9 0 0 0
1413749064 1756556 33.3526 27.3106 -0.213676 43.1081 -8.76259 -0.666659 3.25984 9.37304 1.29554 5.9166 -2.20985 52.6939 9 0 0 0
1413749065 1757558 33.5511 26.6063 -0.491522 42.8231 -8.78211 -0.650459 3.31201 9.40839 2.0798 7.28712 -2.94185 52.6784 8 0 0 0
1413749066 1758561 33.5067 27.2293 -0.378502 43.1773 -8.77386 -0.680263 3.2559 9.38319 2.07822 6.948 -1.96813 52.7989 7 0 0 0
1413749067 1759562 33.4902 27.5263 -0.202132 43.3513 -8.75612 -0.655028 3.26977 9.36964 2.00385 6.01661 -1.08352 52.8787 8 0 0 0
1413749068 1760565 33.3151 27.1714 -0.2017 42.9909 -8.75967 -0.648659 3.25572 9.36762 1.42062 7.53735 -1.28291 52.6464 7 0 0 0
1413749069 1761568 33.0314 26.5738 -0.357447 42.3954 -8.76711 -0.66905 3.26855 9.38047 1.83322 7.24871 -1.56163 52.7732 8 0 0 0
1413749070 1762575 33.6152 27.2367 -0.0721277 43.2645 -8.75847 -0.634932 3.269 9.37019 0.656302 6.78105 -1.21161 52.6748 8 0 0 0
1413749071 1763580 33.6097 27.2302 -0.222978 43.2567 -8.76827 -0.662653 3.30906 9.39529 2.28364 7.00871 -2.50142 52.7174 8 0 0 0
1413749072 1764591 32.8206 26.5264 -0.0376434 42.2 -8.76014 -0.650761 3.28255 9.37756 1.33764 6.26073 -1.76972 52.7895 8 0 0 0
1413749073 1765604 33.5456 26.8715 -0.306613 42.9823 -8.75512 -0.641825 3.29207 9.37559 1.91185 6.93351 -1.25288 52.7261 8 0 0 0
1413749074 1766616 33.5575 26.7555 -0.341177 42.9194 -8.76539 -0.655914 3.32033 9.39611 2.44782 7.54557 -2.47065 52.7577 8 0 0 0
1413749075 1767623 33.4692 26.8765 -0.277918 42.9257 -8.78541 -0.662133 3.27219 9.39835 3.03001 7.79671 -0.967547 52.7013 9 0 0 0
1413749076 1768624 33.4396 27.295 0.0963014 43.1652 -8.79867 -0.668535 3.31451 9.426 1.90526 6.75394 -1.02381 52.7305 9 0 0 0
1413749077 1769626 33.4247 27.053 -0.162618 43.0012 -8.75829 -0.674319 3.27365 9.37439 1.31755 6.93944 -2.30355 52.677 7 0 0 0
1413749078 1770630 33.897 27.1137 -0.259564 43.4077 -8.76529 -0.660324 3.27134 9.37913 1.71912 7.20957 -0.212348 52.7115 9 0 0 0
1413749079 1771633 32.8772 26.9024 -0.310898 42.4824 -8.76441 -0.657202 3.26875 9.37718 1.78114 6.86204 -2.02117 52.7234 7 0 0 0
1413749080 1772634 33.832 26.7372 -0.417795 43.1237 -8.77756 -0.667513 3.27577 9.39265 2.57105 7.20729 -1.18958 52.7478 7 0 0 0
1413749081 1773637 33.3276 26.9037 -0.519063 42.8347 -8.77804 -0.665216 3.27092 9.39124 1.94929 6.49961 -0.704975 52.7271 8 0 0 0
1413749082 1774639 33.5092 27.0706 -0.281678 43.0786 -8.76906 -0.647554 3.30219 9.39257 1.99225 6.89564 -3.21615 52.8051 8 0 0 0
1413749083 1775649 33.5385 27.1457 -0.267658 43.1485 -8.77359 -0.64908 3.25628 9.38086 3.07481 5.80445 -2.10405 52.6677 8 0 0 0
1413749084 1776658 33.3455 26.5634 -0.26074 42.6333 -8.77318 -0.64337 3.2794 9.38814 1.23591 6.04168 -1.39887 52.7965 8 0 0 0
1413749085 1777661 33.2125 27.109 -0.20513 42.872 -8.80323 -0.642487 3.28323 9.4175 2.05226 6.48031 -1.67397 52.7322 8 0 0 0
1413749086 1778666 33.1984 26.3132 -0.378752 42.3635 -8.76024 -0.653286 3.28166 9.37752 2.12263 6.9215 -1.22877 52.7268 8 0 0 0
1413749087 1779672 33.4358 26.9118 -0.523665 42.924 -8.75525 -0.675154 3.26197 9.36754 2.02065 6.04708 -1.35694 52.7729 9 0 0 0
1413749088 1780674 33.4678 26.8189 -0.254435 42.8884 -8.77264 -0.654561 3.27389 9.38648 1.87819 6.08197 -1.72923 52.7193 7 0 0 0
1413749089 1781681 33.6744 27.4437 -0.409041 43.443 -8.77878 -0.659317 3.27863 9.3942 1.69218 7.00244 -1.64452 52.8552 8 0 0 0
1413749090 1782688 33.4163 26.7192 -0.333787 42.7864 -8.75151 -0.648689 3.27847 9.36793 2.31177 6.94192 -2.2004 52.7643 7 0 0 0
1413749091 1783691 32.8731 26.6427 -0.0413636 42.314 -8.7958 -0.661671 3.28355 9.412 1.77596 7.07593 -1.48243 52.7343 8 0 0 0
1413749092 1784693 33.9193 26.9179 -0.311115 43.3034 -8.77905 -0.655276 3.27537 9.39304 1.74869 7.03154 -1.43445 52.6576 8 0 0 0
1413749093 1785696 33.1375 26.339 -0.110382 42.3302 -8.77818 -0.654884 3.25838 9.38629 1.43598 7.14734 -0.641227 52.8338 7 0 0 0
1413749094 1786697 33.5653 26.7045 0.0804004 42.8925 -8.77643 -0.648516 3.27813 9.39109 3.16171 6.11882 -1.31398 52.7838 9 0 0 0
1413749095 1787700 33.6158 26.8691 -0.320618 43.0358 -8.78348 -0.649543 3.28855 9.40138 2.36421 6.53747 -1.80254 52.782 9 0 0 0
1413749096 1788701 33.068 26.6058 -0.456309 42.4449 -8.78644 -0.658496 3.30192 9.40945 1.70782 7.24577 -1.49878 52.7392 8 0 0 0
1413749097 1789708 33.3366 27.4369 -0.23172 43.176 -8.75265 -0.655228 3.28344 9.37119 0.888674 7.62547 -2.1007 52.7971 9 0 0 0
1413749098 1790713 33.2689 26.5566 -0.563592 42.5721 -8.75809 -0.66378 3.2693 9.37193 0.618771 8.2663 -1.09496 52.7827 8 0 0 0
1413749099 1791720 33.4402 26.3881 -0.290475 42.5989 -8.76868 -0.646194 3.26676 9.37971 3.13986 7.38078 -1.75816 52.8365 9 0 0 0
1413749100 1792726 33.1412 26.7165 -0.199475 42.5694 -8.7689 -0.685487 3.29743 9.39344 2.89514 5.77676 -1.23421 52.7746 8 0 0 0
1413749101 1793732 33.0194 26.574 -0.393881 42.3865 -8.80333 -0.659785 3.27821 9.41703 1.99676 5.91945 -1.23493 52.8756 9 0 0 0
1413749102 1794739 33.3843 26.9596 -0.429869 42.9129 -8.77857 -0.667081 3.28399 9.39643 1.04121 7.41306 -2.29989 52.7851 9 0 0 0
1413749103 1795747 32.9642 26.7883 -0.0881437 42.4766 -8.80338 -0.650618 3.25553 9.40857 1.62754 6.70244 -1.58128 52.8362 9 0 0 0
1413749104 1796748 33.6517 27.1638 -0.57104 43.2509 -8.78585 -0.653331 3.30739 9.41046 1.92239 6.76351 -1.35984 52.802 8 0 0 0
1413749105 1797752 33.0367 26.3685 -0.564785 42.2734 -8.7629 -0.653126 3.26676 9.37479 2.37964 6.29916 -0.742533 52.8328 8 0 0 0
1413749106 1798755 33.5531 27.0963 -0.21875 43.1285 -8.75917 -0.65175 3.25073 9.36563 2.09203 6.34803 -1.95276 52.8441 8 0 0 0
1413749107 1799761 33.241 26.7373 -0.524166 42.6629 -8.76873 -0.64309 3.30168 9.39177 1.72922 6.55658 -1.64184 52.8973 8 0 0 0
1413749108 1800766 32.9152 27.0829 -0.0761832 42.6251 -8.7583 -0.656772 3.30306 9.38346 1.1578 7.28872 -1.61745 52.8337 8 0 0 0
1413749109 1801768 33.3438 26.5992 -0.436549 42.6558 -8.79122 -0.657205 3.22924 9.38858 3.66878 5.55619 -2.27001 52.7956 7 0 0 0
1413749110 1802773 33.1268 26.6175 -0.356211 42.4971 -8.78288 -0.655273 3.2678 9.39398 2.19018 5.75586 -1.96608 52.9073 8 0 0 0
1413749111 1803781 33.5121 27.1239 -0.343945 43.1148 -8.76226 -0.647636 3.27702 9.3774 1.16987 6.60668 -2.29373 52.842 8 0 0 0
1413749112 1804783 32.9828 26.7682 -0.236629 42.4789 -8.75988 -0.674285 3.30674 9.38748 2.32635 6.65528 -2.1881 52.8478 8 0 0 0
1413749113 1805795 33.4457 27.2567 -0.175013 43.1459 -8.76918 -0.646743 3.27081 9.38163 0.902226 7.71681 -2.23421 52.9211 9 0 0 0
1413749114 1806803 33.5914 26.7953 -0.376567 42.9711 -8.75545 -0.680802 3.26293 9.36847 1.98065 6.72446 -0.282926 52.889 9 0 0 0
1413749115 1807808 33.221 26.8604 -0.276573 42.7223 -8.76435 -0.671166 3.28442 9.38359 1.44859 6.77529 -1.62268 52.955 7 0 0 0
1413749116 1808809 33.5079 26.9792 -0.12275 43.0194 -8.77961 -0.632439 3.278 9.39291 2.02289 6.82201 -0.618481 53.055 8 0 0 0
1413749117 1809811 33.5468 26.8048 -0.510621 42.9436 -8.78042 -0.65948 3.27838 9.39566 1.66811 6.95182 -1.21748 52.9637 8 0 0 0
1413749118 1810817 33.07 27.1645 -0.10389 42.7966 -8.76103 -0.67609 3.24752 9.36798 3.16953 7.42429 -2.13847 52.9869 7 0 0 0
1413749119 1811818 33.8602 27.6383 -0.0470145 43.708 -8.74664 -0.652641 3.30098 9.37156 0.992099 6.95712 -2.01908 52.9457 8 0 0 0
1413749120 1812825 32.8174 26.9393 -0.3958 42.4601 -8.75608 -0.646737 3.27208 9.36983 2.20684 6.39515 -0.335002 52.9168 8 0 0 0
1413749121 1813833 32.9419 26.4784 -0.0231631 42.2643 -8.76079 -0.635055 3.297 9.38216 2.66902 7.1564 -2.1319 52.8211 9 0 0 0
1413749122 1814837 33.3912 26.592 -0.452376 42.6885 -8.78276 -0.631831 3.29787 9.40277 2.2341 6.4459 -1.77374 52.9099 8 0 0 0
1413749123 1815840 33.2489 27.0735 -0.22513 42.8779 -8.77411 -0.666984 3.28511 9.39264 2.34031 8.57983 -2.07549 52.9049 7 0 0 0
1413749124 1816842 33.7931 26.4235 -0.736755 42.9036 -8.7784 -0.658269 3.28765 9.39693 1.67438 7.12283 -0.769401 52.9049 8 0 0 0
1413749125 1817847 33.2497 26.6399 -0.457581 42.608 -8.762 -0.63114 3.30409 9.38552 1.65459 6.97818 -0.312385 52.94 8 0 0 0
1413749126 1818852 33.54 26.8387 -0.258378 42.9571 -8.77293 -0.683545 3.26536 9.38584 1.03558 7.08011 -1.94039 52.9912 7 0 0 0
1413749127 1819862 33.5131 26.7691 -0.521989 42.8951 -8.78364 -0.650293 3.26547 9.39353 2.39559 7.57617 -1.36921 52.8633 7 0 0 0
1413749128 1820865 33.3994 26.6518 -0.358284 42.7314 -8.78359 -0.651871 3.2925 9.40303 2.7505 6.67355 -0.762718 52.9222 7 0 0 0
1413749129 1821873 32.8471 26.6034 -0.101532 42.2692 -8.76233 -0.664255 3.27696 9.3786 1.76264 7.44793 -0.74279 52.9705 9 0 0 0
1413749130 1822878 33.459 26.7625 -0.252352 42.8462 -8.76982 -0.648982 3.29919 9.39231 1.69533 7.38085 -2.63091 53.0097 8 0 0 0
1413749131 1823883 33.2145 27.1233 -0.144128 42.8824 -8.75618 -0.663611 3.29682 9.37977 1.45741 5.94382 -1.61926 53.046 8 0 0 0
1413749132 1824886 33.2712 26.8351 -0.291129 42.7456 -8.75755 -0.657662 3.29063 9.37845 1.22497 6.80848 -2.51359 52.8818 8 0 0 0
1413749133 1825889 33.2506 26.3907 -0.290685 42.4518 -8.78395 -0.659017 3.27683 9.39839 2.60722 6.67148 -0.535754 52.9309 8 0 0 0
1413749134 1826898 33.8482 27.0955 -0.19203 43.3579 -8.77128 -0.653845 3.30309 9.39538 1.30182 6.60151 -1.1043 52.9934 8 0 0 0
1413749135 1827899 33.5861 27.0292 -0.328228 43.1128 -8.77766 -0.672159 3.27252 9.39193 1.04167 6.96413 -1.73359 52.8191 8 0 0 0
