1413747310 utime  bx(uT) by(uT) bz(uT)  B(uT) ax    ay  az     A     gx   gy    gz   T(C) rate  track tilt roll
1413747310 mins  -1000 -1000 -1000     0    -2000 -2000 -2000  0   -2000  -2000 -2000 -2000  0  0  -180 -180
1413747310 maxs   1000  1000  1000    1000   2000  2000  2000 2000  2000   2000  2000  2000  37000 360 180 180
1413747310 attr     F     F     F      F      F     F    F     F     F      F     F     F     I F F F
1413751130 3822851 32.8161 26.6661 -0.338863 42.2859 -8.80401 -0.670873 3.29634 9.42479 2.37603 8.29156 -1.5981 56.7885 9 0 0 0
1413751131 3823857 33.1456 26.7875 -0.45018 42.6193 -8.77301 -0.66195 3.30324 9.39762 0.888368 8.87722 -1.18294 56.7394 8 0 0 0
1413751132 3824859 33.0148 26.7384 -0.434316 42.4865 -8.7583 -0.671413 3.30004 9.38344 2.30324 8.40597 -1.02001 56.7808 8 0 0 0
1413751133 3825867 33.0899 26.4993 -0.355467 42.3943 -8.76987 -0.664151 3.29485 9.3919 1.93143 9.59709 -1.14397 56.715 8 0 0 0
1413751134 3826874 33.1139 26.7099 -0.492685 42.5464 -8.77589 -0.652523 3.29372 9.39631 1.67745 8.75454 -2.83375 56.7464 7 0 0 0
1413751135 3827881 32.9247 26.1972 -0.544726 42.0788 -8.77747 -0.656166 3.32205 9.408 1.61182 7.97265 -0.89058 56.7612 8 0 0 0
1413751136 3828888 32.8779 26.7376 -0.0429885 42.3775 -8.78482 -0.65148 3.29705 9.40574 1.81022 6.25914 -2.03753 56.8113 9 0 0 0
1413751137 3829891 32.8075 26.5569 -0.606056 42.2133 -8.77716 -0.648833 3.28577 9.39446 1.88597 7.71789 -1.37804 56.9204 8 0 0 0
1413751138 3830903 32.9184 26.758 -0.229852 42.4224 -8.78389 -0.661579 3.3196 9.41351 2.00349 7.51827 -1.9432 56.7431 8 0 0 0
1413751139 3831910 33.199 26.2047 -0.435062 42.2972 -8.76353 -0.665427 3.29324 9.3855 1.46998 7.71551 -1.80508 56.7457 8 0 0 0
1413751140 3832914 32.8617 26.0925 -0.530396 41.9642 -8.76924 -0.638509 3.30177 9.39196 2.66508 7.95617 -2.61099 56.8078 7 0 0 0
1413751141 3833922 32.918 26.6197 -0.583845 42.3384 -8.76738 -0.672337 3.33084 9.40284 1.34102 7.91531 -2.16681 56.663 8 0 0 0
1413751142 3834931 32.8844 26.4298 -0.633746 42.1939 -8.7625 -0.633752 3.32811 9.39465 0.895928 7.66307 -2.19697 56.815 8 0 0 0
1413751143 3835938 33.0195 26.4288 -0.202266 42.2943 -8.78462 -0.65003 3.31033 9.41012 2.57912 7.52783 -0.922552 56.7465 8 0 0 0
1413751144 3836944 32.9634 26.3549 -0.343197 42.2053 -8.78048 -0.650057 3.27044 9.39229 1.57693 7.61504 -1.63771 56.7271 8 0 0 0
1413751145 3837948 33.1222 26.4465 -0.117704 42.3853 -8.78062 -0.654807 3.33599 9.41578 2.26093 8.58954 -1.76159 56.7507 8 0 0 0
1413751146 3838956 32.879 26.5997 -0.437265 42.2938 -8.78615 -0.6656 3.3064 9.41126 2.09516 8.19417 -2.0674 56.6814 8 0 0 0
1413751147 3839958 32.8804 26.6256 -0.318016 42.3102 -8.75009 -0.668797 3.29763 9.37473 2.10473 7.55499 -1.0373 56.7215 8 0 0 0
1413751148 3840960 33.1654 26.4225 -0.458924 42.4064 -8.7635 -0.651531 3.34346 9.40224 2.32817 6.83205 -1.41993 56.8124 8 0 0 0
1413751149 3841962 32.808 26.4049 -0.406506 42.1159 -8.78023 -0.667784 3.30684 9.40604 2.51446 7.30944 -1.36827 56.6565 9 0 0 0
1413751150 3842964 33.0507 26.3287 -0.375755 42.2574 -8.7759 -0.65416 3.29806 9.39795 2.61849 7.26711 0.0876166 56.798 8 0 0 0
1413751151 3843969 32.7117 26.6386 -0.392408 42.1879 -8.79755 -0.671107 3.31343 9.42476 2.08144 7.58556 -2.32036 56.7171 7 0 0 0
1413751152 3844970 32.9237 26.2995 -0.454672 42.1407 -8.77891 -0.679484 3.28788 9.39899 2.00273 8.1695 -1.39 56.7249 8 0 0 0
1413751153 3845977 32.5884 26.2635 -0.27936 41.8552 -8.77511 -0.6532 3.31046 9.40151 1.97449 7.35076 -2.03669 56.6606 8 0 0 0
1413751154 3846984 33.209 26.5542 -0.560302 42.5238 -8.78916 -0.673234 3.31008 9.4159 1.17823 8.09171 -1.57818 56.6955 8 0 0 0
1413751155 3847987 33.0186 26.3432 -0.754706 42.2464 -8.77776 -0.666929 3.3199 9.40827 2.941 8.02455 -2.20908 56.7372 9 0 0 0
1413751156 3848989 33.0365 26.4362 -0.694991 42.3174 -8.77684 -0.659537 3.28578 9.39491 0.968969 7.84674 -2.46726 56.7528 7 0 0 0
1413751157 3849992 32.6255 26.9585 -0.440303 42.3247 -8.78825 -0.684246 3.30106 9.41268 1.20551 7.46677 -1.43521 56.7871 8 0 0 0
1413751158 3850999 32.8395 26.7193 -0.628676 42.3409 -8.78533 -0.649806 3.29735 9.40621 3.10331 7.09143 -2.92197 56.7079 8 0 0 0
1413751160 3852002 33.0446 26.6703 -0.135217 42.4649 -8.77514 -0.658319 3.30105 9.39858 2.13294 7.30827 -2.42059 56.7446 8 0 0 0
1413751161 3853010 32.883 26.2501 -0.443829 42.078 -8.75441 -0.672733 3.30758 9.38256 1.42074 6.95571 -1.87 56.75 9 0 0 0
1413751162 3854016 32.7332 26.3414 -0.642905 42.0208 -8.77074 -0.656504 3.27129 9.38394 1.54127 7.51456 -1.87771 56.7923 8 0 0 0
1413751163 3855022 32.9087 26.5312 -0.272196 42.2725 -8.77622 -0.675233 3.29886 9.40002 1.96131 7.25957 -1.0283 56.8254 8 0 0 0
1413751164 3856029 33.1252 26.6898 -0.610167 42.5441 -8.75606 -0.682227 3.28821 9.37798 2.6795 8.23936 -2.15402 56.7106 8 0 0 0
1413751165 3857035 32.9111 26.8026 -0.120071 42.4444 -8.76982 -0.639043 3.33461 9.40413 2.76514 8.4943 -1.01401 56.7061 8 0 0 0
1413751166 3858036 32.947 26.4378 -0.247197 42.2436 -8.77063 -0.654454 3.31633 9.39948 2.15254 6.93426 -2.0411 56.7381 9 0 0 0
1413751167 3859047 32.5862 26.6394 -0.309421 42.0906 -8.76408 -0.655292 3.32041 9.39487 1.65463 7.4492 -1.76808 56.779 7 0 0 0
1413751168 3860050 32.7564 26.2711 -0.28234 41.9908 -8.76759 -0.650734 3.2906 9.38734 2.53821 8.24842 -1.9594 56.7949 12 0 0 0
1413751169 3861053 32.5535 26.8002 -0.266458 42.1669 -8.81032 -0.658928 3.32656 9.44044 2.41516 7.45547 -2.41437 56.7058 12 0 0 0
1413751170 3862054 33.0789 26.0575 -0.455449 42.1119 -8.77754 -0.650651 3.30733 9.4025 1.05162 7.22035 -1.50701 56.7728 11 0 0 0
1413751171 3863056 32.6022 26.4175 -0.121039 41.9619 -8.77262 -0.666553 3.29718 9.39545 2.13842 6.49406 -1.57931 56.725 11 0 0 0
1413751172 3864059 33.0625 26.6305 -0.274272 42.4545 -8.78127 -0.632716 3.29355 9.39992 1.50194 7.92246 -1.8811 56.7533 11 0 0 0
1413751173 3865064 32.897 26.3112 -0.406382 42.1267 -8.7693 -0.697774 3.32402 9.40407 2.32567 6.96161 -1.08257 56.7762 12 0 0 0
1413751174 3866067 32.5658 26.8351 -0.24055 42.1985 -8.74251 -0.659473 3.29679 9.36671 1.69542 7.0814 -1.30907 56.6625 12 0 0 0
1413751175 3867076 32.35 26.4488 -0.446592 41.7883 -8.78281 -0.671324 3.38474 9.43636 1.33957 8.84448 -1.84086 56.7281 11 0 0 0
1413751176 3868081 32.9547 26.7041 -0.370118 42.4177 -8.76772 -0.645945 3.31599 9.39606 2.89201 6.92768 -2.09391 56.7275 12 0 0 0
1413751177 3869084 32.8247 26.5413 -0.313491 42.2137 -8.76351 -0.664068 3.32533 9.3967 2.88433 7.49387 -2.5237 56.8078 12 0 0 0
1413751178 3870093 32.7197 26.6793 -0.320506 42.2193 -8.75763 -0.652093 3.28343 9.37562 1.38594 7.24086 -1.66669 56.7539 13 0 0 0
1413751179 3871097 32.9083 26.5853 -0.239191 42.3059 -8.79175 -0.670512 3.34582 9.43074 1.62507 6.92379 -1.37915 56.6845 11 0 0 0
1413751180 3872110 32.6329 26.2993 -0.725928 41.9176 -8.77901 -0.638321 3.30598 9.40255 1.75285 7.75158 -2.20849 56.8182 12 0 0 0
1413751181 3873111 32.8635 26.2006 -0.122557 42.0297 -8.7516 -0.664164 3.29306 9.37421 1.98156 8.57391 -1.35597 56.7034 13 0 0 0
1413751182 3874113 32.4902 26.4126 -0.69632 41.8775 -8.76879 -0.659933 3.32757 9.40212 1.04446 7.92726 -1.72765 56.6633 12 0 0 0
1413751183 3875115 32.6622 26.4859 -0.191795 42.0518 -8.74649 -0.64208 3.29043 9.36698 2.27318 6.99458 -1.31837 56.8046 11 0 0 0
1413751184 3876119 33.0156 26.5527 -0.795235 42.3758 -8.77418 -0.654528 3.30114 9.39745 1.56012 8.24312 -1.78425 56.791 12 0 0 0
1413751185 3877125 32.9327 25.9267 -0.455638 41.9162 -8.77594 -0.646906 3.29645 9.39693 1.50863 6.66342 -1.50458 56.8252 12 0 0 0
1413751186 3878128 32.9632 26.5759 -0.127305 42.3423 -8.76357 -0.623227 3.28883 9.38109 1.77238 7.37846 -0.453894 56.6975 12 0 0 0
1413751187 3879131 32.8346 26.1926 -0.710332 42.008 -8.75659 -0.663011 3.25885 9.36683 1.68717 7.00947 -1.87996 56.8032 12 0 0 0
1413751188 3880134 32.6108 26.3425 -0.52025 41.9244 -8.7698 -0.692146 3.36019 9.41697 1.13708 8.50889 -1.07477 56.658 12 0 0 0
1413751189 3881139 33.0329 26.2689 -0.39779 42.2064 -8.79526 -0.629868 3.37742 9.44248 1.55949 7.42688 -1.69142 56.7041 12 0 0 0
1413751190 3882142 32.395 26.0497 -0.0495854 41.5695 -8.7287 -0.64525 3.30649 9.35625 1.98349 7.39989 -1.59502 56.6873 11 0 0 0
1413751191 3883145 33.0279 26.6925 -0.555422 42.4693 -8.77346 -0.684879 3.32118 9.40601 2.23467 6.61662 -1.79958 56.6996 7 0 0 0
1413751192 3884153 32.8597 26.8295 -0.380133 42.4232 -8.78251 -0.644993 3.29822 9.40355 2.66967 6.73524 -0.80715 56.7104 9 0 0 0
1413751193 3885159 33.0015 26.6674 -0.31961 42.4305 -8.74656 -0.657382 3.29407 9.36939 2.11856 8.23379 -1.22947 56.7728 8 0 0 0
1413751194 3886161 32.9165 26.1296 -0.524293 42.0301 -8.73737 -0.648412 3.32327 9.3705 2.56554 7.91086 -2.41913 56.7119 9 0 0 0
1413751195 3887162 32.4523 26.7141 -0.539375 42.0367 -8.78901 -0.6754 3.3202 9.41948 1.35646 7.54574 -1.91743 56.7305 9 0 0 0
1413751196 3888168 33.1677 26.2016 -0.449194 42.2708 -8.74867 -0.667085 3.30847 9.37711 1.73856 7.88171 -1.32882 56.7595 7 0 0 0
1413751197 3889176 32.7302 26.7169 -0.404046 42.2519 -8.77451 -0.669459 3.31132 9.4024 1.55975 9.20339 -1.04376 56.7551 9 0 0 0
1413751198 3890179 33.2679 26.1869 -0.661237 42.3431 -8.78067 -0.692532 3.31545 9.41127 2.05233 7.5995 -1.47629 56.7906 9 0 0 0
1413751199 3891187 32.5546 26.6329 -0.304552 42.0619 -8.76641 -0.663285 3.30377 9.39174 2.01094 7.9907 -0.968337 56.8323 9 0 0 0
1413751200 3892192 32.8706 26.5553 -0.137735 42.2573 -8.78418 -0.65593 3.28358 9.40074 1.82342 8.28518 -1.58027 56.7738 8 0 0 0
1413751201 3893198 32.9929 26.4862 -0.275259 42.3098 -8.76604 -0.680125 3.29051 9.38795 1.62634 8.62626 -1.9533 56.6998 9 0 0 0
1413751202 3894201 33.1859 26.2246 -0.620153 42.3015 -8.77797 -0.6667 3.30221 9.40222 1.30754 6.70556 -2.42644 56.749 8 0 0 0
1413751203 3895206 33.3496 26.5525 -0.361147 42.6305 -8.76901 -0.657054 3.2893 9.38865 2.25946 7.50101 -1.91372 56.6832 9 0 0 0
1413751204 3896209 32.8185 26.644 -0.242438 42.2731 -8.76409 -0.61866 3.29958 9.38506 1.6294 8.47673 -2.48126 56.811 7 0 0 0
1413751205 3897212 32.7848 26.8615 -0.297161 42.3848 -8.77972 -0.667962 3.30751 9.40581 2.26584 7.08958 -1.99644 56.7997 9 0 0 0
1413751206 3898220 32.7683 26.2773 -0.438502 42.0054 -8.77506 -0.654968 3.31235 9.40225 1.22281 8.58755 -1.65684 56.8526 8 0 0 0
1413751207 3899225 32.9457 26.7728 -0.0852056 42.4524 -8.75249 -0.658632 3.30658 9.37941 1.70019 8.58024 -1.45055 56.7559 7 0 0 0
1413751208 3900226 32.8142 26.7121 -0.158417 42.3124 -8.76478 -0.655838 3.34101 9.40286 1.81581 6.6558 -2.38658 56.7193 9 0 0 0
1413751209 3901227 32.8014 26.7495 -0.272996 42.3266 -8.77247 -0.661986 3.29182 9.39311 1.5311 8.54459 -2.16409 56.6862 8 0 0 0
1413751210 3902238 33.3553 26.6367 -0.576593 42.6899 -8.74205 -0.651855 3.311 9.37075 1.35309 7.7441 -1.04503 56.7486 9 0 0 0
1413751211 3903240 32.3256 26.7259 -0.215636 41.9435 -8.79148 -0.660546 3.28153 9.40717 1.61101 7.15847 -2.38319 56.6706 8 0 0 0
1413751212 3904247 33.0864 26.9127 -0.33025 42.651 -8.76454 -0.66407 3.30774 9.39145 2.26255 8.39194 -0.969466 56.7114 7 0 0 0
1413751213 3905248 32.8409 26.4135 -0.308969 42.1461 -8.7869 -0.671474 3.34031 9.42434 2.94948 6.99706 -1.64812 56.7338 8 0 0 0
1413751214 3906252 33.057 26.2336 -0.466461 42.204 -8.7736 -0.661184 3.31194 9.40118 2.03325 6.81666 -2.77955 56.6994 8 0 0 0
1413751215 3907254 33.0149 26.5297 -0.398869 42.3552 -8.79725 -0.643929 3.29774 9.41708 2.38437 8.12163 -1.18294 56.7889 8 0 0 0
1413751216 3908260 32.9114 26.4728 0.175205 42.2374 -8.78432 -0.62529 3.29394 9.40241 0.532313 8.41461 -1.83607 56.6334 9 0 0 0
1413751217 3909265 32.9523 26.6304 -0.483345 42.3705 -8.77124 -0.639538 3.32397 9.40173 1.36213 7.81805 -3.41671 56.7022 9 0 0 0
1413751218 3910270 33.1696 26.4851 -0.669744 42.4515 -8.78029 -0.646263 3.31449 9.40728 1.48131 8.07531 -0.54287 56.7412 9 0 0 0
1413751219 3911271 32.6899 26.7475 -0.117106 42.2383 -8.7548 -0.658786 3.29539 9.37764 0.640116 8.02516 -1.28388 56.7778 9 0 0 0
1413751220 3912276 32.8656 26.5787 -0.592873 42.272 -8.77628 -0.645777 3.35115 9.4165 2.33163 7.50489 -1.57082 56.7619 8 0 0 0
1413751221 3913285 32.811 26.7897 -0.347772 42.36 -8.76529 -0.662123 3.28437 9.3838 1.37384 8.02618 -1.91874 56.7785 8 0 0 0
1413751222 3914292 33.046 26.9119 -0.486742 42.6207 -8.77388 -0.654408 3.32501 9.40558 2.49259 7.16585 -1.49089 56.7078 9 0 0 0
1413751223 3915293 32.9331 26.6757 -0.328576 42.3827 -8.77126 -0.650384 3.30655 9.39635 1.1138 8.44416 -0.263489 56.7378 7 0 0 0
1413751224 3916295 33.0855 26.6581 -0.382506 42.4906 -8.77969 -0.681065 3.34782 9.42097 1.82577 7.94332 -0.622343 56.8078 9 0 0 0
1413751225 3917296 32.816 26.5942 -0.148867 42.2393 -8.78 -0.655456 3.28822 9.39842 1.56803 7.45766 -1.14906 56.7868 7 0 0 0
1413751226 3918300 33.1353 26.0158 -0.501191 42.131 -8.76477 -0.647284 3.30318 9.38888 2.49459 6.62225 -2.05953 56.7971 8 0 0 0
1413751227 3919306 33.3419 26.4774 -0.622089 42.5808 -8.77212 -0.657664 3.30384 9.3967 2.47217 8.22236 -2.1632 56.7962 8 0 0 0
1413751228 3920307 33.1662 26.4465 -0.483216 42.4223 -8.76701 -0.657408 3.30809 9.3934 0.992395 7.55777 -1.58646 56.6575 6 0 0 0
1413751229 3921314 33.4536 26.3903 -0.545582 42.6132 -8.76917 -0.66076 3.31983 9.3998 2.17634 8.59152 -1.35543 56.7462 8 0 0 0
1413751230 3922315 32.6626 26.1131 -0.24407 41.8186 -8.77189 -0.651104 3.31584 9.40026 1.88053 7.66199 -1.97493 56.8164 7 0 0 0
1413751231 3923319 33.4053 26.2775 -0.455819 42.5044 -8.77306 -0.655202 3.3631 9.4184 1.81179 6.59822 -1.81216 56.7748 8 0 0 0
1413751232 3924320 32.9003 26.8634 -0.251324 42.475 -8.75908 -0.677856 3.30653 9.38691 2.25925 7.37157 -2.54772 56.6894 8 0 0 0
1413751233 3925323 33.2111 26.876 -0.221603 42.7241 -8.77565 -0.655113 3.30838 9.40141 1.85868 7.47515 -1.61375 56.7717 9 0 0 0
1413751234 3926324 32.9296 26.8119 -0.684624 42.47 -8.77221 -0.683312 3.35236 9.41578 1.08405 7.75179 -2.59666 56.7576 9 0 0 0
1413751235 3927328 33.0613 26.3711 -0.101929 42.2906 -8.76917 -0.660678 3.31828 9.39925 1.21132 7.91274 -1.38103 56.7404 8 0 0 0
1413751236 3928334 33.4887 26.6058 -0.465726 42.7736 -8.7636 -0.678349 3.31213 9.39314 0.918218 8.96005 -2.32313 56.7149 7 0 0 0
1413751237 3929341 32.8337 26.136 -0.0657719 41.966 -8.77051 -0.671588 3.33239 9.40626 1.77918 7.1913 -2.56975 56.6562 8 0 0 0
1413751238 3930344 32.9115 26.6977 -0.342815 42.3799 -8.7951 -0.676789 3.31956 9.42504 1.77976 7.69686 -2.17516 56.7502 8 0 0 0
1413751239 3931350 32.9491 26.3734 -0.144032 42.2045 -8.77547 -0.641022 3.29947 9.39714 2.20089 7.91541 -2.24556 56.6786 8 0 0 0
1413751240 3932351 33.034 26.5544 -0.367298 42.3854 -8.76399 -0.65127 3.30122 9.38775 1.89319 7.29399 -1.24383 56.7494 8 0 0 0
1413751241 3933354 33.0038 26.4147 -0.52564 42.2761 -8.75604 -0.677239 3.3229 9.38981 1.59269 8.41319 -1.91383 56.7239 8 0 0 0
1413751242 3934362 32.8836 26.6322 -0.360167 42.3171 -8.76922 -0.671403 3.33517 9.40603 0.64629 8.46608 -2.15016 56.7798 8 0 0 0
1413751243 3935369 33.0453 26.3888 -0.191571 42.2894 -8.79717 -0.659007 3.29596 9.41743 2.14519 6.74795 -2.62099 56.7219 8 0 0 0
1413751244 3936373 32.9717 26.6759 -0.544269 42.415 -8.77789 -0.661573 3.30771 9.40372 1.38638 7.87159 -2.12304 56.7789 8 0 0 0
1413751245 3937382 33.0774 26.864 -0.61415 42.6165 -8.78499 -0.654457 3.30079 9.40742 2.77228 8.35453 -2.6758 56.7945 9 0 0 0
1413751246 3938385 32.8057 26.1705 -0.286903 41.9666 -8.77589 -0.635392 3.30284 9.39834 2.39121 7.83522 -2.5296 56.7602 8 0 0 0
1413751247 3939386 33.1484 26.2134 -0.472006 42.2632 -8.77069 -0.669166 3.31825 9.40125 2.55515 7.83434 -1.95435 56.7207 9 0 0 0
1413751248 3940387 32.9801 26.2847 -0.0683343 42.1731 -8.7711 -0.672237 3.30634 9.39765 1.62971 7.72333 -1.88747 56.801 9 0 0 0
1413751249 3941390 33.0856 26.8627 -0.276241 42.6185 -8.77773 -0.65161 3.31621 9.40587 1.36116 8.45758 -1.80252 56.7577 9 0 0 0
1413751250 3942397 32.8337 26.857 -0.522309 42.422 -8.78086 -0.656067 3.31782 9.40967 1.98783 8.70819 -1.44718 56.7997 8 0 0 0
1413751251 3943401 32.8558 26.405 -0.328382 42.1526 -8.76089 -0.639273 3.29624 9.38228 1.86669 6.43449 -0.922579 56.8206 8 0 0 0
1413751252 3944409 33.2765 26.3472 -0.567404 42.4479 -8.76652 -0.644294 3.2749 9.38041 1.34209 7.54608 -1.54862 56.8677 7 0 0 0
1413751253 3945413 32.8775 26.1981 -0.459105 42.0414 -8.78388 -0.658901 3.31157 9.41048 1.99278 8.13244 -2.73892 56.805 8 0 0 0
1413751254 3946418 33.1579 26.6806 -0.674449 42.5647 -8.77324 -0.668396 3.30438 9.3987 1.97961 7.51287 -1.01742 56.8101 9 0 0 0
1413751255 3947426 32.6185 26.5028 -0.599459 42.0325 -8.77157 -0.659562 3.33769 9.40827 2.87249 8.96205 -1.85922 56.737 7 0 0 0
1413751256 3948427 32.9226 26.9094 -0.368378 42.5223 -8.76988 -0.65585 3.29278 9.3906 1.97317 7.34089 -2.19337 56.8423 8 0 0 0
1413751257 3949432 33.1722 26.3746 -0.222362 42.38 -8.77257 -0.659107 3.31661 9.40172 1.65194 7.30555 -0.367897 56.7808 8 0 0 0
1413751258 3950436 32.9716 26.428 -0.781772 42.2632 -8.77579 -0.6749 3.31376 9.40484 2.06676 8.06739 -2.17348 56.7451 9 0 0 0
1413751259 3951437 33.5518 26.2951 -0.427584 42.6302 -8.7584 -0.682198 3.33816 9.39778 1.9462 7.66743 -2.02647 56.7305 8 0 0 0
1413751260 3952440 33.0502 26.6021 -0.509097 42.4293 -8.77435 -0.662845 3.34172 9.41253 2.40777 7.11485 -2.0027 56.7941 8 0 0 0
1413751261 3953442 33.3498 26.7663 -0.350904 42.7641 -8.75999 -0.660695 3.29186 9.38138 0.713876 7.25712 -1.07211 56.7708 8 0 0 0
1413751262 3954448 33.1956 26.5624 -0.296278 42.5159 -8.78154 -0.648439 3.3199 9.41051 1.88827 8.62832 -0.9017 56.7263 9 0 0 0
1413751263 3955452 33.3388 26.5713 -0.395414 42.6341 -8.7819 -0.649101 3.33391 9.41584 2.81055 6.56816 -2.54022 56.8319 8 0 0 0
1413751264 3956455 33.1288 26.3923 -0.198418 42.357 -8.79141 -0.640052 3.25999 9.39819 0.687375 7.20714 -1.58039 56.7742 9 0 0 0
1413751265 3957456 33.0567 26.9033 -0.270764 42.6216 -8.75418 -0.673981 3.31254 9.38418 1.80944 7.95762 -1.82205 56.7682 8 0 0 0
1413751266 3958462 33.3968 26.5992 -0.448695 42.6973 -8.75976 -0.670288 3.2496 9.3671 1.65772 7.4212 -0.635364 56.7778 8 0 0 0
1413751267 3959467 33.0354 26.6828 -0.334972 42.4667 -8.77643 -0.66006 3.33166 9.41071 1.71709 6.8587 -2.03116 56.7033 8 0 0 0
1413751268 3960475 33.0993 26.3391 -0.455298 42.3027 -8.77863 -0.66381 3.32509 9.4107 1.97614 7.1878 -1.0939 56.7997 8 0 0 0
1413751269 3961478 32.8915 26.7962 -0.253177 42.4259 -8.78884 -0.659509 3.30883 9.41419 1.26395 7.67446 -1.95219 56.8613 8 0 0 0
1413751270 3962483 33.0153 26.3212 -0.299291 42.2244 -8.79537 -0.643565 3.29938 9.41587 1.44459 8.68886 -1.87598 56.7596 8 0 0 0
1413751271 3963492 33.1051 26.5369 -0.291545 42.4292 -8.76279 -0.66141 3.31609 9.39257 2.38448 8.46075 -1.56701 56.7932 7 0 0 0
1413751272 3964495 33.0981 27.0415 -0.463378 42.7428 -8.75618 -0.6484 3.301 9.38018 2.71059 8.22325 -2.19445 56.8258 8 0 0 0
1413751273 3965499 33.0258 26.4291 -0.453743 42.3014 -8.77685 -0.667895 3.31861 9.40704 1.734 7.24492 -1.62174 56.7688 8 0 0 0
1413751274 3966504 32.9022 26.9945 -0.136226 42.5591 -8.77583 -0.638289 3.33385 9.40942 2.82226 7.04956 -2.05868 56.7778 8 0 0 0
1413751275 3967505 33.153 26.7056 -0.505993 42.5742 -8.78118 -0.672414 3.28931 9.40111 1.30954 8.88516 -2.17929 56.7644 9 0 0 0
1413751276 3968512 33.2555 26.5136 -0.217354 42.5317 -8.76574 -0.649796 3.28919 9.38505 2.29531 6.80107 -2.46181 56.7333 8 0 0 0
1413751277 3969516 33.0224 26.3301 -0.241706 42.2352 -8.77587 -0.650043 3.31135 9.40231 2.11645 6.87269 -1.7056 56.786 8 0 0 0
1413751278 3970525 32.9922 26.4893 -0.397331 42.3122 -8.79877 -0.652618 3.30583 9.42193 1.93133 8.70818 -1.77081 56.7654 9 0 0 0
1413751279 3971529 33.2028 26.3534 -0.434905 42.3925 -8.76799 -0.657104 3.27869 9.38399 1.75603 7.85876 -1.72387 56.8468 8 0 0 0
1413751280 3972534 33.1303 26.3688 -0.44554 42.3453 -8.77164 -0.665436 3.30706 9.39793 2.68259 6.40517 -1.97761 56.7899 9 0 0 0
1413751281 3973541 32.9595 27.1016 -0.527262 42.6744 -8.79083 -0.671284 3.34286 9.42889 1.01401 7.71821 -2.50272 56.7788 9 0 0 0
1413751282 3974548 33.2273 26.123 -0.251555 42.2673 -8.78864 -0.65214 3.28482 9.40508 2.63381 8.01593 -0.77116 56.7942 8 0 0 0
1413751283 3975551 33.0739 27.059 -0.693011 42.7382 -8.77255 -0.660099 3.30566 9.39791 1.58356 7.81228 -1.39664 56.8578 8 0 0 0
1413751284 3976552 33.1008 26.5754 -0.463381 42.4515 -8.78097 -0.682248 3.32132 9.41286 2.20647 7.58663 -1.40407 56.7761 8 0 0 0
1413751285 3977553 33.0309 26.838 -0.395201 42.5614 -8.7683 -0.672365 3.30987 9.39629 2.22634 8.00157 -2.16386 56.7846 8 0 0 0
1413751286 3978558 33.0197 26.6896 -0.353428 42.4589 -8.78255 -0.691672 3.30535 9.4094 1.96887 8.66429 -2.59767 56.782 8 0 0 0
1413751287 3979565 33.1269 26.416 -0.423432 42.3719 -8.78388 -0.662077 3.32474 9.41535 2.31076 7.41029 -1.17743 56.7346 8 0 0 0
1413751288 3980569 33.1399 26.2627 -0.549728 42.2881 -8.77144 -0.661057 3.34101 9.40943 1.66057 7.59611 -1.80074 56.7977 9 0 0 0
1413751289 3981576 33.0149 26.5807 -0.307292 42.3865 -8.76858 -0.68397 3.33617 9.40669 2.62 7.70088 -2.19872 56.8164 8 0 0 0
1413751290 3982578 32.858 26.4873 -0.189078 42.205 -8.76291 -0.673944 3.31381 9.39277 1.68433 8.01999 -2.01724 56.7703 8 0 0 0
1413751291 3983582 32.9689 26.7108 -0.44605 42.4336 -8.78058 -0.652384 3.29356 9.40062 1.81803 7.58046 -1.57557 56.7328 8 0 0 0
1413751292 3984586 33.2397 26.4351 -0.409462 42.4719 -8.76879 -0.661305 3.30233 9.39332 2.24624 7.61773 -0.785701 56.8092 8 0 0 0
1413751293 3985592 32.8565 26.9463 -0.43963 42.4953 -8.79044 -0.656114 3.30571 9.41435 3.15833 8.2602 -1.93891 56.7824 9 0 0 0
1413751294 3986599 33.1773 26.8172 -0.490462 42.663 -8.75974 -0.665022 3.30156 9.38486 1.56382 7.42509 -2.77669 56.8021 9 0 0 0
1413751295 3987603 32.9477 26.4452 -0.389404 42.2498 -8.78154 -0.655016 3.31287 9.40849 1.25843 7.37529 -1.77758 56.8578 8 0 0 0
1413751296 3988605 33.02 26.9884 -0.513459 42.6493 -8.78938 -0.674251 3.31704 9.41863 2.42593 7.37153 -1.70846 56.792 8 0 0 0
1413751297 3989608 33.0783 26.179 -0.210938 42.1848 -8.79649 -0.65408 3.31227 9.42217 0.871593 8.48149 -2.17628 56.7873 8 0 0 0
1413751298 3990615 32.8083 26.7879 -0.660134 42.3605 -8.76439 -0.692337 3.30728 9.39319 1.26544 7.23831 -1.47923 56.8597 7 0 0 0
1413751299 3991622 32.8797 26.481 -0.282724 42.2184 -8.77212 -0.661476 3.31995 9.40265 2.25037 7.57376 -1.76331 56.7398 8 0 0 0
1413751300 3992627 33.0179 27.0895 -0.055351 42.7086 -8.78555 -0.670065 3.31417 9.41374 2.67185 7.41832 -2.10852 56.7801 8 0 0 0
1413751301 3993635 32.9145 26.6877 -0.171992 42.3749 -8.7551 -0.65903 3.27947 9.37235 1.33398 5.58298 -2.59424 56.9354 8 0 0 0
