1413741615 utime UTC_GPS Lat Long Alt Track  GS FIX MagV Date
1413741615 mins    0      0    0    0   0     0  0   0    0 
1413741615 maxs    0      0    0    0   0     0  0   0    0 
1413741615 attr    N      S    S    N   N     N  N   U    N 
1413741616 2125 1413741620 NANA NANA NAM 0.00 0.00K 180020.745V0 NAN 191014
1413741617 3127 1413741621 NANA NANA NAM 0.00 0.00K 180021.745V0 NAN 191014
1413741618 4129 1413741622 NANA NANA NAM 0.00 0.00K 180022.745V0 NAN 191014
1413741619 5131 1413741623 NANA NANA NAM 0.00 0.00K 180023.745V0 NAN 191014
1413741620 6132 1413741624 NANA NANA NAM 0.00 0.00K 180024.745V0 NAN 191014
1413741621 7137 1413741625 NANA NANA NAM 0.00 0.00K 180025.745V0 NAN 191014
1413741622 8142 1413741626 NANA NANA NAM 0.00 0.00K 180026.745V0 NAN 191014
1413741623 9145 1413741627 NANA NANA NAM 0.00 0.00K 180027.745V0 NAN 191014
1413741624 10147 1413741628 NANA NANA NAM 0.00 0.00K 180028.745V0 NAN 191014
1413741625 11150 1413741629 NANA NANA NAM 0.00 0.00K 180029.745V0 NAN 191014
1413741626 12154 1413741630 NANA NANA NAM 0.00 0.00K 180030.745V0 NAN 191014
1413741627 13159 1413741630 NANA NANA NAM 0.00 0.00K 180030.745V0 NAN 191014
1413741628 14162 1413741631 NANA NANA NAM 0.00 0.00K 180031.745V0 NAN 191014
1413741629 15167 1413741632 NANA NANA NAM 0.00 0.00K 180032.745V0 NAN 191014
1413741630 16171 1413741633 NANA NANA NAM 0.00 0.00K 180033.745V0 NAN 191014
1413741631 17173 1413741634 NANA NANA NAM 0.00 0.00K 180034.745V0 NAN 191014
1413741632 18178 1413741635 NANA NANA NAM 0.00 0.00K 180035.745V0 NAN 191014
1413741633 19183 1413741636 NANA NANA NAM 0.00 0.00K 180036.745V0 NAN 191014
1413741634 20184 1413741637 NANA NANA NAM 0.00 0.00K 180037.745V0 NAN 191014
1413741635 21185 1413741638 NANA NANA NAM 0.00 0.00K 180038.745V0 NAN 191014
1413741636 22187 1413741639 NANA NANA NAM 0.00 0.00K 180039.745V0 NAN 191014
1413741637 23195 1413741640 NANA NANA NAM 0.00 0.00K 180040.745V0 NAN 191014
1413741638 24198 1413741641 NANA NANA NAM 0.00 0.00K 180041.745V0 NAN 191014
1413741639 25202 1413741642 NANA NANA NAM 0.00 0.00K 180042.745V0 NAN 191014
1413741640 26203 1413741643 NANA NANA NAM 0.00 0.00K 180043.745V0 NAN 191014
1413741641 27206 1413741644 NANA NANA NAM 0.00 0.00K 180044.745V0 NAN 191014
1413741642 28210 1413741645 NANA NANA NAM 0.00 0.00K 180045.745V0 NAN 191014
1413741643 29211 1413741646 NANA NANA NAM 0.00 0.00K 180046.745V0 NAN 191014
1413741644 30212 1413741648 NANA NANA NAM 0.00 0.00K 180048.745V0 NAN 191014
1413741645 31218 1413741649 NANA NANA NAM 0.00 0.00K 180049.745V0 NAN 191014
1413741646 32222 1413741650 NANA NANA NAM 0.00 0.00K 180050.745V0 NAN 191014
1413741647 33226 1413741651 NANA NANA NAM 0.00 0.00K 180051.745V0 NAN 191014
1413741648 34232 1413741652 NANA NANA NAM 0.00 0.00K 180052.745V0 NAN 191014
1413741649 35235 1413741653 NANA NANA NAM 0.00 0.00K 180053.745V0 NAN 191014
1413741650 36237 1413741654 NANA NANA NAM 0.00 0.00K 180054.745V0 NAN 191014
1413741651 37239 1413741655 NANA NANA NAM 0.00 0.00K 180055.745V0 NAN 191014
1413741652 38243 1413741656 NANA NANA NAM 0.00 0.00K 180056.745V0 NAN 191014
1413741653 39246 1413741657 NANA NANA NAM 0.00 0.00K 180057.745V0 NAN 191014
1413741654 40249 1413741658 NANA NANA NAM 0.00 0.00K 180058.745V0 NAN 191014
1413741655 41253 1413741659 NANA NANA NAM 0.00 0.00K 180059.745V0 NAN 191014
1413741656 42259 1413741660 NANA NANA NAM 0.00 0.00K 180100.745V0 NAN 191014
1413741657 43264 1413741661 NANA NANA NAM 0.00 0.00K 180101.745V0 NAN 191014
1413741658 44272 1413741662 NANA NANA NAM 0.00 0.00K 180102.745V0 NAN 191014
1413741659 45273 1413741663 NANA NANA NAM 0.00 0.00K 180103.745V0 NAN 191014
1413741660 46275 1413741664 NANA NANA NAM 0.00 0.00K 180104.745V0 NAN 191014
1413741661 47280 1413741665 NANA NANA NAM 0.00 0.00K 180105.745V0 NAN 191014
1413741662 48281 1413741666 NANA NANA NAM 0.00 0.00K 180106.745V0 NAN 191014
1413741663 49284 1413741667 NANA NANA NAM 0.00 0.00K 180107.745V0 NAN 191014
1413741664 50286 1413741668 NANA NANA NAM 0.00 0.00K 180108.745V0 NAN 191014
1413741665 51288 1413741669 NANA NANA NAM 0.00 0.00K 180109.745V0 NAN 191014
1413741666 52295 1413741670 NANA NANA NAM 0.00 0.00K 180110.745V0 NAN 191014
1413741667 53300 1413741671 NANA NANA NAM 0.00 0.00K 180111.745V0 NAN 191014
1413741668 54304 1413741672 NANA NANA NAM 0.00 0.00K 180112.745V0 NAN 191014
1413741669 55309 1413741673 NANA NANA NAM 0.00 0.00K 180113.745V0 NAN 191014
1413741670 56314 1413741674 NANA NANA NAM 0.00 0.00K 180114.745V0 NAN 191014
1413741671 57322 1413741675 NANA NANA NAM 0.00 0.00K 180115.745V0 NAN 191014
1413741672 58330 1413741675 NANA NANA NAM 0.00 0.00K 180115.745V0 NAN 191014
1413741673 59335 1413741676 NANA NANA NAM 0.00 0.00K 180116.745V0 NAN 191014
1413741674 60341 1413741677 NANA NANA NAM 0.00 0.00K 180117.745V0 NAN 191014
1413741675 61347 1413741678 NANA NANA NAM 0.00 0.00K 180118.745V0 NAN 191014
1413741676 62353 1413741679 NANA NANA NAM 0.00 0.00K 180119.745V0 NAN 191014
1413741677 63356 1413741680 NANA NANA NAM 0.00 0.00K 180120.745V0 NAN 191014
1413741678 64357 1413741681 NANA NANA NAM 0.00 0.00K 180121.745V0 NAN 191014
1413741679 65364 1413741682 NANA NANA NAM 0.00 0.00K 180122.745V0 NAN 191014
1413741680 66365 1413741683 NANA NANA NAM 0.00 0.00K 180123.745V0 NAN 191014
1413741681 67368 1413741685 NANA NANA NAM 0.00 0.00K 180125.745V0 NAN 191014
1413741682 68376 1413741686 NANA NANA NAM 0.00 0.00K 180126.745V0 NAN 191014
1413741683 69384 1413741687 NANA NANA NAM 0.00 0.00K 180127.745V0 NAN 191014
1413741684 70385 1413741688 NANA NANA NAM 0.00 0.00K 180128.745V0 NAN 191014
1413741685 71392 1413741689 NANA NANA NAM 0.00 0.00K 180129.745V0 NAN 191014
1413741686 72393 1413741690 NANA NANA NAM 0.00 0.00K 180130.745V0 NAN 191014
1413741687 73400 1413741691 NANA NANA NAM 0.00 0.00K 180131.745V0 NAN 191014
1413741688 74408 1413741692 NANA NANA NAM 0.00 0.00K 180132.745V0 NAN 191014
1413741689 75417 1413741693 NANA NANA NAM 0.00 0.00K 180133.745V0 NAN 191014
1413741690 76426 1413741694 NANA NANA NAM 0.00 0.00K 180134.745V0 NAN 191014
1413741691 77432 1413741695 NANA NANA NAM 0.00 0.00K 180135.745V0 NAN 191014
1413741692 78438 1413741696 NANA NANA NAM 0.00 0.00K 180136.745V0 NAN 191014
1413741693 79445 1413741697 NANA NANA NAM 0.00 0.00K 180137.745V0 NAN 191014
1413741694 80446 1413741698 NANA NANA NAM 0.00 0.00K 180138.745V0 NAN 191014
1413741695 81449 1413741699 NANA NANA NAM 0.00 0.00K 180139.745V0 NAN 191014
1413741696 82456 1413741700 NANA NANA NAM 0.00 0.00K 180140.745V0 NAN 191014
1413741697 83464 1413741701 NANA NANA NAM 0.00 0.00K 180141.745V0 NAN 191014
1413741698 84467 1413741702 NANA NANA NAM 0.00 0.00K 180142.745V0 NAN 191014
1413741699 85473 1413741703 NANA NANA NAM 0.00 0.00K 180143.745V0 NAN 191014
1413741700 86477 1413741704 NANA NANA NAM 0.00 0.00K 180144.745V0 NAN 191014
1413741701 87481 1413741705 NANA NANA NAM 0.00 0.00K 180145.745V0 NAN 191014
1413741702 88483 1413741706 NANA NANA NAM 0.00 0.00K 180146.745V0 NAN 191014
1413741703 89485 1413741707 NANA NANA NAM 0.00 0.00K 180147.745V0 NAN 191014
1413741704 90489 1413741708 NANA NANA NAM 0.00 0.00K 180148.745V0 NAN 191014
1413741705 91490 1413741709 NANA NANA NAM 0.00 0.00K 180149.745V0 NAN 191014
1413741706 92493 1413741710 NANA NANA NAM 0.00 0.00K 180150.745V0 NAN 191014
1413741707 93496 1413741711 NANA NANA NAM 0.00 0.00K 180151.745V0 NAN 191014
1413741708 94498 1413741712 NANA NANA NAM 0.00 0.00K 180152.745V0 NAN 191014
1413741709 95500 1413741713 NANA NANA NAM 0.00 0.00K 180153.745V0 NAN 191014
1413741710 96502 1413741714 NANA NANA NAM 0.00 0.00K 180154.745V0 NAN 191014
1413741711 97509 1413741715 NANA NANA NAM 0.00 0.00K 180155.745V0 NAN 191014
1413741712 98513 1413741716 NANA NANA NAM 0.00 0.00K 180156.745V0 NAN 191014
1413741713 99517 1413741717 NANA NANA NAM 0.00 0.00K 180157.745V0 NAN 191014
1413741714 100522 1413741718 NANA NANA NAM 0.00 0.00K 180158.745V0 NAN 191014
1413741715 101523 1413741719 NANA NANA NAM 0.00 0.00K 180159.745V0 NAN 191014
1413741716 102529 1413741720 NANA NANA NAM 0.00 0.00K 180200.745V0 NAN 191014
1413741717 103532 1413741720 NANA NANA NAM 0.00 0.00K 180200.745V0 NAN 191014
1413741718 104537 1413741722 NANA NANA NAM 0.00 0.00K 180202.745V0 NAN 191014
1413741719 105542 1413741723 NANA NANA NAM 0.00 0.00K 180203.745V0 NAN 191014
1413741720 106543 1413741724 NANA NANA NAM 0.00 0.00K 180204.745V0 NAN 191014
1413741721 107546 1413741725 NANA NANA NAM 0.00 0.00K 180205.745V0 NAN 191014
1413741722 108547 1413741726 NANA NANA NAM 0.00 0.00K 180206.745V0 NAN 191014
1413741723 109551 1413741727 NANA NANA NAM 0.00 0.00K 180207.745V0 NAN 191014
1413741724 110556 1413741728 NANA NANA NAM 0.00 0.00K 180208.745V0 NAN 191014
1413741725 111559 1413741729 NANA NANA NAM 0.00 0.00K 180209.745V0 NAN 191014
1413741726 112566 1413741730 NANA NANA NAM 0.00 0.00K 180210.745V0 NAN 191014
1413741727 113574 1413741731 NANA NANA NAM 0.00 0.00K 180211.745V0 NAN 191014
1413741728 114578 1413741732 NANA NANA NAM 0.00 0.00K 180212.745V0 NAN 191014
1413741729 115584 1413741733 NANA NANA NAM 0.00 0.00K 180213.745V0 NAN 191014
1413741730 116587 1413741734 NANA NANA NAM 0.00 0.00K 180214.745V0 NAN 191014
1413741731 117594 1413741735 NANA NANA NAM 0.00 0.00K 180215.745V0 NAN 191014
1413741732 118600 1413741736 NANA NANA NAM 0.00 0.00K 180216.745V0 NAN 191014
1413741733 119607 1413741737 NANA NANA NAM 0.00 0.00K 180217.745V0 NAN 191014
1413741734 120615 1413741738 NANA NANA NAM 0.00 0.00K 180218.745V0 NAN 191014
1413741735 121626 1413741739 NANA NANA NAM 0.00 0.00K 180219.745V0 NAN 191014
1413741736 122627 1413741740 NANA NANA NAM 0.00 0.00K 180220.745V0 NAN 191014
1413741737 123628 1413741741 NANA NANA NAM 0.00 0.00K 180221.745V0 NAN 191014
1413741738 124630 1413741742 NANA NANA NAM 0.00 0.00K 180222.745V0 NAN 191014
1413741739 125636 1413741743 NANA NANA NAM 0.00 0.00K 180223.745V0 NAN 191014
1413741740 126642 1413741744 NANA NANA NAM 0.00 0.00K 180224.745V0 NAN 191014
1413741741 127649 1413741745 NANA NANA NAM 0.00 0.00K 180225.745V0 NAN 191014
1413741742 128652 1413741746 NANA NANA NAM 0.00 0.00K 180226.745V0 NAN 191014
1413741743 129654 1413741747 NANA NANA NAM 0.00 0.00K 180227.745V0 NAN 191014
1413741744 130658 1413741748 NANA NANA NAM 0.00 0.00K 180228.745V0 NAN 191014
1413741745 131666 1413741749 NANA NANA NAM 0.00 0.00K 180229.745V0 NAN 191014
1413741746 132676 1413741750 NANA NANA NAM 0.00 0.00K 180230.745V0 NAN 191014
1413741747 133679 1413741751 NANA NANA NAM 0.00 0.00K 180231.745V0 NAN 191014
1413741748 134683 1413741752 NANA NANA NAM 0.00 0.00K 180232.745V0 NAN 191014
1413741749 135684 1413741753 NANA NANA NAM 0.00 0.00K 180233.745V0 NAN 191014
1413741750 136692 1413741754 NANA NANA NAM 0.00 0.00K 180234.745V0 NAN 191014
1413741751 137697 1413741755 NANA NANA NAM 0.00 0.00K 180235.745V0 NAN 191014
1413741752 138703 1413741756 NANA NANA NAM 0.00 0.00K 180236.745V0 NAN 191014
1413741753 139707 1413741757 NANA NANA NAM 0.00 0.00K 180237.745V0 NAN 191014
1413741754 140712 1413741758 NANA NANA NAM 0.00 0.00K 180238.745V0 NAN 191014
1413741755 141716 1413741760 NANA NANA NAM 0.00 0.00K 180240.745V0 NAN 191014
1413741756 142722 1413741761 NANA NANA NAM 0.00 0.00K 180241.745V0 NAN 191014
1413741757 143730 1413741762 NANA NANA NAM 0.00 0.00K 180242.745V0 NAN 191014
1413741758 144732 1413741763 NANA NANA NAM 0.00 0.00K 180243.745V0 NAN 191014
1413741759 145733 1413741764 NANA NANA NAM 0.00 0.00K 180244.745V0 NAN 191014
1413741760 146736 1413741765 NANA NANA NAM 0.00 0.00K 180245.745V0 NAN 191014
1413741761 147737 1413741765 NANA NANA NAM 0.00 0.00K 180245.745V0 NAN 191014
1413741762 148744 1413741766 NANA NANA NAM 0.00 0.00K 180246.745V0 NAN 191014
1413741763 149753 1413741767 NANA NANA NAM 0.00 0.00K 180247.745V0 NAN 191014
1413741764 150754 1413741768 NANA NANA NAM 0.00 0.00K 180248.745V0 NAN 191014
1413741765 151757 1413741769 NANA NANA NAM 0.00 0.00K 180249.745V0 NAN 191014
1413741766 152762 1413741770 NANA NANA NAM 0.00 0.00K 180250.745V0 NAN 191014
1413741767 153769 1413741771 NANA NANA NAM 0.00 0.00K 180251.745V0 NAN 191014
1413741768 154773 1413741772 NANA NANA NAM 0.00 0.00K 180252.745V0 NAN 191014
1413741769 155780 1413741773 NANA NANA NAM 0.00 0.00K 180253.745V0 NAN 191014
1413741770 156785 1413741774 NANA NANA NAM 0.00 0.00K 180254.745V0 NAN 191014
1413741771 157786 1413741775 NANA NANA NAM 0.00 0.00K 180255.745V0 NAN 191014
1413741772 158792 1413741776 NANA NANA NAM 0.00 0.00K 180256.745V0 NAN 191014
1413741773 159798 1413741777 NANA NANA NAM 0.00 0.00K 180257.745V0 NAN 191014
1413741774 160805 1413741778 NANA NANA NAM 0.00 0.00K 180258.745V0 NAN 191014
1413741775 161810 1413741779 NANA NANA NAM 0.00 0.00K 180259.745V0 NAN 191014
1413741776 162813 1413741780 NANA NANA NAM 0.00 0.00K 180300.745V0 NAN 191014
1413741777 163814 1413741781 NANA NANA NAM 0.00 0.00K 180301.745V0 NAN 191014
1413741778 164821 1413741782 NANA NANA NAM 0.00 0.00K 180302.745V0 NAN 191014
1413741779 165823 1413741783 NANA NANA NAM 0.00 0.00K 180303.745V0 NAN 191014
1413741780 166828 1413741784 NANA NANA NAM 0.00 0.00K 180304.745V0 NAN 191014
1413741781 167832 1413741785 NANA NANA NAM 0.00 0.00K 180305.745V0 NAN 191014
1413741782 168838 1413741786 NANA NANA NAM 0.00 0.00K 180306.745V0 NAN 191014
1413741783 169847 1413741787 NANA NANA NAM 0.00 0.00K 180307.745V0 NAN 191014
1413741784 170850 1413741788 NANA NANA NAM 0.00 0.00K 180308.745V0 NAN 191014
1413741785 171869 1413741789 NANA NANA NAM 0.00 0.00K 180309.745V0 NAN 191014
1413741786 172875 1413741790 NANA NANA NAM 0.00 0.00K 180310.745V0 NAN 191014
1413741787 173876 1413741791 NANA NANA NAM 0.00 0.00K 180311.745V0 NAN 191014
1413741788 174883 1413741792 NANA NANA NAM 0.00 0.00K 180312.745V0 NAN 191014
1413741789 175888 1413741793 NANA NANA NAM 0.00 0.00K 180313.745V0 NAN 191014
1413741790 176896 1413741794 NANA NANA NAM 0.00 0.00K 180314.745V0 NAN 191014
1413741791 177899 1413741795 NANA NANA NAM 0.00 0.00K 180315.745V0 NAN 191014
1413741792 178906 1413741796 NANA NANA NAM 0.00 0.00K 180316.745V0 NAN 191014
1413741793 179914 1413741798 NANA NANA NAM 0.00 0.00K 180318.745V0 NAN 191014
1413741794 180919 1413741799 NANA NANA NAM 0.00 0.00K 180319.745V0 NAN 191014
1413741795 181921 1413741800 NANA NANA NAM 0.00 0.00K 180320.745V0 NAN 191014
1413741796 182924 1413741801 NANA NANA NAM 0.00 0.00K 180321.745V0 NAN 191014
1413741797 183925 1413741802 NANA NANA NAM 0.00 0.00K 180322.745V0 NAN 191014
1413741798 184928 1413741803 NANA NANA NAM 0.00 0.00K 180323.745V0 NAN 191014
1413741799 185931 1413741804 NANA NANA NAM 0.00 0.00K 180324.745V0 NAN 191014
1413741800 186934 1413741805 NANA NANA NAM 0.00 0.00K 180325.745V0 NAN 191014
1413741801 187941 1413741806 NANA NANA NAM 0.00 0.00K 180326.745V0 NAN 191014
1413741802 188949 1413741807 NANA NANA NAM 0.00 0.00K 180327.745V0 NAN 191014
1413741803 189953 1413741808 NANA NANA NAM 0.00 0.00K 180328.745V0 NAN 191014
1413741804 190961 1413741809 NANA NANA NAM 0.00 0.00K 180329.745V0 NAN 191014
1413741805 191969 1413741810 NANA NANA NAM 0.00 0.00K 180330.745V0 NAN 191014
1413741806 192975 1413741811 NANA NANA NAM 0.00 0.00K 180331.745V0 NAN 191014
1413741807 193980 1413741811 NANA NANA NAM 0.00 0.00K 180331.745V0 NAN 191014
1413741808 194984 1413741812 NANA NANA NAM 0.00 0.00K 180332.745V0 NAN 191014
1413741809 195992 1413741813 NANA NANA NAM 0.00 0.00K 180333.745V0 NAN 191014
1413741810 196998 1413741814 NANA NANA NAM 0.00 0.00K 180334.745V0 NAN 191014
1413741812 198002 1413741815 NANA NANA NAM 0.00 0.00K 180335.745V0 NAN 191014
1413741813 199008 1413741816 NANA NANA NAM 0.00 0.00K 180336.745V0 NAN 191014
1413741814 200014 1413741817 NANA NANA NAM 0.00 0.00K 180337.745V0 NAN 191014
1413741815 201018 1413741818 NANA NANA NAM 0.00 0.00K 180338.745V0 NAN 191014
1413741816 202019 1413741819 NANA NANA NAM 0.00 0.00K 180339.745V0 NAN 191014
1413741817 203020 1413741820 NANA NANA NAM 0.00 0.00K 180340.745V0 NAN 191014
1413741818 204025 1413741821 NANA NANA NAM 0.00 0.00K 180341.745V0 NAN 191014
1413741819 205030 1413741822 NANA NANA NAM 0.00 0.00K 180342.745V0 NAN 191014
1413741820 206037 1413741823 NANA NANA NAM 0.00 0.00K 180343.745V0 NAN 191014
1413741821 207038 1413741824 NANA NANA NAM 0.00 0.00K 180344.745V0 NAN 191014
1413741822 208039 1413741825 NANA NANA NAM 0.00 0.00K 180345.745V0 NAN 191014
1413741823 209045 1413741826 NANA NANA NAM 0.00 0.00K 180346.745V0 NAN 191014
1413741824 210049 1413741827 NANA NANA NAM 0.00 0.00K 180347.745V0 NAN 191014
1413741825 211051 1413741828 NANA NANA NAM 0.00 0.00K 180348.745V0 NAN 191014
1413741826 212058 1413741829 NANA NANA NAM 0.00 0.00K 180349.745V0 NAN 191014
1413741827 213063 1413741830 NANA NANA NAM 0.00 0.00K 180350.745V0 NAN 191014
1413741828 214069 1413741831 NANA NANA NAM 0.00 0.00K 180351.745V0 NAN 191014
1413741829 215072 1413741832 NANA NANA NAM 0.00 0.00K 180352.745V0 NAN 191014
1413741830 216075 1413741834 NANA NANA NAM 0.00 0.00K 180354.745V0 NAN 191014
1413741831 217080 1413741835 NANA NANA NAM 0.00 0.00K 180355.745V0 NAN 191014
1413741832 218086 1413741836 NANA NANA NAM 0.00 0.00K 180356.745V0 NAN 191014
1413741833 219089 1413741837 NANA NANA NAM 0.00 0.00K 180357.745V0 NAN 191014
1413741834 220095 1413741838 NANA NANA NAM 0.00 0.00K 180358.745V0 NAN 191014
1413741835 221100 1413741839 NANA NANA NAM 0.00 0.00K 180359.745V0 NAN 191014
1413741836 222103 1413741840 NANA NANA NAM 0.00 0.00K 180400.745V0 NAN 191014
1413741837 223108 1413741841 NANA NANA NAM 0.00 0.00K 180401.745V0 NAN 191014
1413741838 224114 1413741842 NANA NANA NAM 0.00 0.00K 180402.745V0 NAN 191014
1413741839 225121 1413741843 NANA NANA NAM 0.00 0.00K 180403.745V0 NAN 191014
1413741840 226126 1413741844 NANA NANA NAM 0.00 0.00K 180404.745V0 NAN 191014
1413741841 227127 1413741845 NANA NANA NAM 0.00 0.00K 180405.745V0 NAN 191014
1413741842 228128 1413741846 NANA NANA NAM 0.00 0.00K 180406.745V0 NAN 191014
1413741843 229129 1413741847 NANA NANA NAM 0.00 0.00K 180407.745V0 NAN 191014
1413741844 230134 1413741848 NANA NANA NAM 0.00 0.00K 180408.745V0 NAN 191014
1413741845 231143 1413741849 NANA NANA NAM 0.00 0.00K 180409.745V0 NAN 191014
1413741846 232146 1413741850 NANA NANA NAM 0.00 0.00K 180410.745V0 NAN 191014
1413741847 233155 1413741851 NANA NANA NAM 0.00 0.00K 180411.745V0 NAN 191014
1413741848 234162 1413741852 NANA NANA NAM 0.00 0.00K 180412.745V0 NAN 191014
1413741849 235163 1413741853 NANA NANA NAM 0.00 0.00K 180413.745V0 NAN 191014
1413741850 236164 1413741854 NANA NANA NAM 0.00 0.00K 180414.745V0 NAN 191014
1413741851 237165 1413741855 NANA NANA NAM 0.00 0.00K 180415.745V0 NAN 191014
1413741852 238166 1413741855 NANA NANA NAM 0.00 0.00K 180415.745V0 NAN 191014
1413741853 239175 1413741856 NANA NANA NAM 0.00 0.00K 180416.745V0 NAN 191014
1413741854 240177 1413741857 NANA NANA NAM 0.00 0.00K 180417.745V0 NAN 191014
1413741855 241183 1413741858 NANA NANA NAM 0.00 0.00K 180418.745V0 NAN 191014
1413741856 242188 1413741859 NANA NANA NAM 0.00 0.00K 180419.745V0 NAN 191014
1413741857 243190 1413741860 NANA NANA NAM 0.00 0.00K 180420.745V0 NAN 191014
1413741858 244197 1413741861 NANA NANA NAM 0.00 0.00K 180421.745V0 NAN 191014
1413741859 245199 1413741862 NANA NANA NAM 0.00 0.00K 180422.745V0 NAN 191014
1413741860 246206 1413741863 NANA NANA NAM 0.00 0.00K 180423.745V0 NAN 191014
1413741861 247213 1413741864 NANA NANA NAM 0.00 0.00K 180424.745V0 NAN 191014
1413741862 248218 1413741865 NANA NANA NAM 0.00 0.00K 180425.745V0 NAN 191014
1413741863 249222 1413741866 NANA NANA NAM 0.00 0.00K 180426.745V0 NAN 191014
1413741864 250223 1413741867 NANA NANA NAM 0.00 0.00K 180427.745V0 NAN 191014
1413741865 251230 1413741868 NANA NANA NAM 0.00 0.00K 180428.745V0 NAN 191014
1413741866 252241 1413741869 NANA NANA NAM 0.00 0.00K 180429.745V0 NAN 191014
1413741867 253247 1413741871 NANA NANA NAM 0.00 0.00K 180431.745V0 NAN 191014
1413741868 254250 1413741872 NANA NANA NAM 0.00 0.00K 180432.745V0 NAN 191014
1413741869 255256 1413741873 NANA NANA NAM 0.00 0.00K 180433.745V0 NAN 191014
1413741870 256263 1413741874 NANA NANA NAM 0.00 0.00K 180434.745V0 NAN 191014
1413741871 257265 1413741875 NANA NANA NAM 0.00 0.00K 180435.745V0 NAN 191014
1413741872 258267 1413741876 NANA NANA NAM 0.00 0.00K 180436.745V0 NAN 191014
1413741873 259273 1413741877 NANA NANA NAM 0.00 0.00K 180437.745V0 NAN 191014
1413741874 260280 1413741878 NANA NANA NAM 0.00 0.00K 180438.745V0 NAN 191014
1413741875 261285 1413741879 NANA NANA NAM 0.00 0.00K 180439.745V0 NAN 191014
1413741876 262291 1413741880 NANA NANA NAM 0.00 0.00K 180440.745V0 NAN 191014
1413741877 263295 1413741881 NANA NANA NAM 0.00 0.00K 180441.745V0 NAN 191014
1413741878 264297 1413741882 NANA NANA NAM 0.00 0.00K 180442.745V0 NAN 191014
1413741879 265299 1413741883 NANA NANA NAM 0.00 0.00K 180443.745V0 NAN 191014
1413741880 266300 1413741884 NANA NANA NAM 0.00 0.00K 180444.745V0 NAN 191014
1413741881 267304 1413741885 NANA NANA NAM 0.00 0.00K 180445.745V0 NAN 191014
1413741882 268307 1413741886 NANA NANA NAM 0.00 0.00K 180446.745V0 NAN 191014
1413741883 269313 1413741887 NANA NANA NAM 0.00 0.00K 180447.745V0 NAN 191014
1413741884 270316 1413741888 NANA NANA NAM 0.00 0.00K 180448.745V0 NAN 191014
1413741885 271319 1413741889 NANA NANA NAM 0.00 0.00K 180449.745V0 NAN 191014
1413741886 272323 1413741890 NANA NANA NAM 0.00 0.00K 180450.745V0 NAN 191014
1413741887 273331 1413741891 NANA NANA NAM 0.00 0.00K 180451.745V0 NAN 191014
1413741888 274338 1413741892 NANA NANA NAM 0.00 0.00K 180452.745V0 NAN 191014
1413741889 275345 1413741893 NANA NANA NAM 0.00 0.00K 180453.745V0 NAN 191014
1413741890 276347 1413741894 NANA NANA NAM 0.00 0.00K 180454.745V0 NAN 191014
1413741891 277351 1413741895 NANA NANA NAM 0.00 0.00K 180455.745V0 NAN 191014
1413741892 278358 1413741896 NANA NANA NAM 0.00 0.00K 180456.745V0 NAN 191014
1413741893 279359 1413741897 NANA NANA NAM 0.00 0.00K 180457.745V0 NAN 191014
1413741894 280360 1413741898 NANA NANA NAM 0.00 0.00K 180458.745V0 NAN 191014
1413741895 281363 1413741899 NANA NANA NAM 0.00 0.00K 180459.745V0 NAN 191014
1413741896 282367 1413741900 NANA NANA NAM 0.00 0.00K 180500.745V0 NAN 191014
1413741897 283372 1413741900 NANA NANA NAM 0.00 0.00K 180500.745V0 NAN 191014
1413741898 284376 1413741901 NANA NANA NAM 0.00 0.00K 180501.745V0 NAN 191014
1413741899 285391 1413741902 NANA NANA NAM 0.00 0.00K 180502.745V0 NAN 191014
1413741900 286396 1413741903 NANA NANA NAM 0.00 0.00K 180503.745V0 NAN 191014
1413741901 287398 1413741904 NANA NANA NAM 0.00 0.00K 180504.745V0 NAN 191014
1413741902 288401 1413741905 NANA NANA NAM 0.00 0.00K 180505.745V0 NAN 191014
1413741903 289408 1413741906 NANA NANA NAM 0.00 0.00K 180506.745V0 NAN 191014
1413741904 290415 1413741907 NANA NANA NAM 0.00 0.00K 180507.745V0 NAN 191014
1413741905 291416 1413741909 NANA NANA NAM 0.00 0.00K 180509.745V0 NAN 191014
1413741906 292420 1413741910 NANA NANA NAM 0.00 0.00K 180510.745V0 NAN 191014
1413741907 293422 1413741911 NANA NANA NAM 0.00 0.00K 180511.745V0 NAN 191014
1413741908 294425 1413741912 NANA NANA NAM 0.00 0.00K 180512.745V0 NAN 191014
1413741909 295428 1413741913 NANA NANA NAM 0.00 0.00K 180513.745V0 NAN 191014
1413741910 296429 1413741914 NANA NANA NAM 0.00 0.00K 180514.745V0 NAN 191014
1413741911 297430 1413741915 NANA NANA NAM 0.00 0.00K 180515.745V0 NAN 191014
1413741912 298431 1413741916 NANA NANA NAM 0.00 0.00K 180516.745V0 NAN 191014
1413741913 299437 1413741917 NANA NANA NAM 0.00 0.00K 180517.745V0 NAN 191014
1413741914 300444 1413741918 NANA NANA NAM 0.00 0.00K 180518.745V0 NAN 191014
1413741915 301449 1413741919 NANA NANA NAM 0.00 0.00K 180519.745V0 NAN 191014
1413741916 302453 1413741920 NANA NANA NAM 0.00 0.00K 180520.745V0 NAN 191014
1413741917 303460 1413741921 NANA NANA NAM 0.00 0.00K 180521.745V0 NAN 191014
